Time,Company Name,Symbol,Last Traded Price (Rs),Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
08:59 PM,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,100,25,7244,717329.5,4.9,5.15
08:59 PM,DFCC BANK PLC,DFCC.N0000,87.9,589,2039076,176038661.3,4.4,5.29
08:59 PM,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,58,12,2970,167887.1,2.9,5.33
08:20 PM,SEYLAN DEVELOPMENTS PLC,CSD.N0000,13.5,14,972,12862.7,0.7,5.47
08:50 PM,HUNAS HOLDINGS PLC,HUNA.N0000,28.9,29,9679,273693.9,1.5,5.56
07:02 PM,RENUKA HOTELS PLC,RCH.N0000,100,62,56741,5487676.6,5.3,5.74
07:09 PM,BUKIT DARAH PLC,BUKI.N0000,412,6,212,87777,23.5,6.02
08:59 PM,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,51.1,842,3619229,180572657.4,2.9,6.04
08:59 PM,GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,29.7,245,310220,9233274.4,1.7,6.07
08:59 PM,SEYLAN BANK PLC,SEYB.N0000,56.6,154,1116095,61458822.6,3.3,6.25
05:07 PM,CHEMANEX PLC,CHMX.N0000,90.9,14,2200,198911.2,5.6,6.53
08:54 PM,BERUWALA RESORTS PLC,BERU.N0000,1.4,14,47543,68343.1,0.1,7.14
08:59 PM,CAPITAL ALLIANCE PLC,CALT.N0000,66,1869,3403881,216694989,5,8.28
08:42 PM,ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,55.2,72,44533,2403482.1,4.7,9.36
08:59 PM,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,116,778,1521471,166040969,10,9.64
08:56 PM,GESTETNER OF CEYLON PLC,GEST.N0000,99.9,51,13450,1251356.2,8.7,9.95
08:47 PM,SMB FINANCE PLC,SEMB.N0000,0.9,116,1838153,1481283.8,0.1,12.5
08:52 PM,CEYLON PRINTERS PLC,CPRT.N0000,149.5,49,1071,161124.5,21,16.34
