Time,Company Name,Symbol,Last Traded Price (Rs),Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
08:57 PM,C I C HOLDINGS PLC,CIC.X0000,55.9,85,155929,8586720.6,-2,-3.51
08:25 PM,TALAWAKELLE TEA ESTATES PLC,TPL.N0000,112.5,105,33395,3690979.75,-4,-3.51
08:59 PM,JOHN KEELLS HOTELS PLC,KHL.N0000,22.5,83,172220,3874279.2,-0.8,-3.48
08:59 PM,LAUGFS GAS PLC,LGL.X0000,23,13,2300,52630,-0.8,-3.39
08:08 PM,WASKADUWA BEACH RESORT PLC,CITW.N0000,2.9,23,162833,472294.5,-0.1,-3.33
08:59 PM,SOFTLOGIC CAPITAL PLC,SCAP.N0000,12.1,314,2819740,34482852.6,-0.4,-3.2
08:44 PM,VIDULLANKA PLC,VLL.N0000,6.2,19,51701,320670.4,-0.2,-3.17
08:51 PM,Co-operative Insurance Company PLC,COOP.N0000,3.2,124,1228961,3821635.7,-0.1,-3.13
08:50 PM,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,15.5,74,40238,627873.6,-0.5,-3.13
07:57 PM,HATTON PLANTATIONS PLC,HPL.N0000,25.1,31,9947,249344,-0.8,-3.09
08:47 PM,PRINTCARE PLC,CARE.N0000,52,43,31143,1575572.6,-1.6,-3.08
08:59 PM,LANKEM DEVELOPMENTS PLC,LDEV.N0000,25.2,126,217121,5513103.5,-0.8,-3.05
08:46 PM,VALLIBEL ONE PLC,VONE.N0000,44.5,326,464422,20903824.6,-1.4,-3.04
08:40 PM,MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,3.5,29,171202,561653.5,-0.1,-3.03
08:04 PM,HORANA PLANTATIONS PLC,HOPL.N0000,45,21,15400,695451.5,-1.4,-3.01
08:53 PM,ACME PRINTING & PACKAGING PLC,ACME.N0000,6.5,8,20501,133296.5,-0.2,-2.99
08:57 PM,SEYLAN DEVELOPMENTS PLC,CSD.N0000,13.5,4,1170,15530.4,-0.4,-2.96
08:52 PM,AGALAWATTE PLANTATIONS PLC,AGAL.N0000,33.5,59,33929,1137016.5,-1,-2.92
08:59 PM,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,20.5,105,174527,3530068.1,-0.6,-2.84
08:53 PM,RICHARD PIERIS EXPORTS PLC,REXP.N0000,568.75,111,11423,6083945.5,-16.25,-2.84
08:59 PM,DIPPED PRODUCTS PLC,DIPD.N0000,31.5,229,253963,8074012.7,-0.9,-2.79
08:59 PM,KOTAGALA PLANTATIONS PLC,KOTA.N0000,7.1,194,977153,6888866.6,-0.2,-2.78
08:45 PM,ELPITIYA PLANTATIONS PLC,ELPL.N0000,86,76,34299,2999013.6,-2.4,-2.71
08:59 PM,MELSTACORP PLC,MELS.N0000,80,133,1404855,113116882.4,-2.2,-2.68
08:43 PM,SRI LANKA TELECOM PLC,SLTL.N0000,89,235,127120,11222388,-2.3,-2.59
08:56 PM,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,34.1,30,11661,397551.6,-0.9,-2.57
08:56 PM,L O L C HOLDINGS PLC,LOLC.N0000,463,249,92270,42565467,-12,-2.55
08:59 PM,CEYLINCO INSURANCE PLC,CINS.X0000,900,8,107,93795,-22.75,-2.53
08:56 PM,SOFTLOGIC LIFE INSURANCE PLC,AAIC.N0000,77.2,133,26197,2036571.3,-2,-2.52
08:59 PM,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,47,9,7848,368933.5,-1.2,-2.49
08:58 PM,First Capital Treasuries PLC,FCT.N0000,43.9,603,2219003,98726967.4,-1.1,-2.48
08:59 PM,ASIA CAPITAL PLC,ACAP.N0000,4,11,15110,60440.6,-0.1,-2.44
08:11 PM,EASTERN MERCHANTS PLC,EMER.N0000,8.3,8,23415,195226.9,-0.2,-2.35
08:57 PM,JETWING SYMPHONY PLC,JETS.N0000,8.8,48,282948,2488537.8,-0.2,-2.25
08:56 PM,SERENDIB HOTELS PLC,SHOT.X0000,9,19,46334,417923.6,-0.2,-2.17
06:43 PM,VIDULLANKA PLC,VLL.X0000,4.5,4,500,2250,-0.1,-2.17
08:18 PM,LANKA REALTY INVESTMENTS PLC,ASCO.N0000,13.6,20,47723,667848.5,-0.3,-2.16
08:58 PM,THREE ACRE FARMS PLC,TAFL.N0000,215,97,41745,9027768.25,-4.75,-2.15
08:21 PM,MAHAWELI REACH HOTELS PLC,MRH.N0000,13.7,5,1271,17415.6,-0.3,-2.14
08:02 PM,RESUS ENERGY PLC,HPWR.N0000,13.7,17,12389,169934.2,-0.3,-2.14
08:57 PM,AGSTAR PLC,AGST.N0000,10.1,290,1017043,10183889.4,-0.2,-1.98
08:55 PM,C I C HOLDINGS PLC,CIC.N0000,70,65,166463,11708494.4,-1.4,-1.96
08:21 PM,BALANGODA PLANTATIONS PLC,BALA.N0000,61,45,6547,396396.4,-1.2,-1.95
08:52 PM,LANKA MILK FOODS (CWE) PLC,LMF.N0000,163,33,15480,2553730,-3.25,-1.95
08:52 PM,BAIRAHA FARMS PLC,BFL.N0000,165,69,27894,4644438.5,-3.25,-1.93
08:41 PM,KEELLS FOOD PRODUCTS PLC,KFP.N0000,182,8,102,18525.5,-3.5,-1.89
08:58 PM,ACL CABLES PLC,ACL.N0000,73,379,365674,27077199.5,-1.4,-1.87
08:56 PM,SWISSTEK (CEYLON) PLC,PARQ.N0000,16,107,171195,2796516.9,-0.3,-1.82
08:59 PM,LOLC FINANCE PLC,LOFC.N0000,5.7,523,5139370,28558831,-0.1,-1.75
08:59 PM,ROYAL CERAMICS LANKA PLC,RCL.N0000,29,486,1051344,30471466.5,-0.5,-1.7
08:47 PM,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,52,77,51588,2711332.7,-0.9,-1.7
08:33 PM,DIALOG AXIATA PLC,DIAL.N0000,11.7,61,123385,1464715.8,-0.2,-1.69
05:27 PM,CARGILLS (CEYLON) PLC,CARG.N0000,319,4,103,32920,-5.5,-1.69
08:53 PM,MASKELIYA PLANTATIONS PLC,MASK.N0000,36,25,40803,1461574.5,-0.6,-1.67
08:59 PM,THE COLOMBO FORT LAND AND BUILDING PLC,CFLB.N0000,30.5,57,926585,27837774.1,-0.5,-1.64
08:59 PM,BROWNS INVESTMENTS PLC,BIL.N0000,6.1,682,10156931,61918476.7,-0.1,-1.61
08:45 PM,LOLC GENERAL INSURANCE PLC,LGIL.N0000,6.7,38,152761,1017486.4,-0.1,-1.52
06:49 PM,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,26.6,9,12714,334941.2,-0.4,-1.5
08:52 PM,VALLIBEL POWER ERATHNA PLC,VPEL.N0000,7,35,188854,1309118,-0.1,-1.43
08:50 PM,C. W. MACKIE PLC,CWM.N0000,89.5,113,53027,4771384.4,-1.2,-1.32
08:59 PM,LANKA WALLTILE PLC,LWL.N0000,45.3,205,137174,6241853.7,-0.6,-1.29
08:47 PM,HAYLEYS PLC,HAYL.N0000,88,213,454706,39765618.8,-1.1,-1.23
08:59 PM,LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,16.7,42,116153,1946875.7,-0.2,-1.18
08:25 PM,LAUGFS POWER PLC,LPL.N0000,8.4,6,401,3368.6,-0.1,-1.18
05:50 PM,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,8.5,11,24568,210799.8,-0.1,-1.16
08:58 PM,UNITED MOTORS LANKA PLC,UML.N0000,74.1,34,13840,1020145.9,-0.8,-1.1
08:04 PM,MYLAND DEVELOPMENTS PLC,MDL.N0000,9.3,11,2631,25076.1,-0.1,-1.06
09:00 PM,AMBEON CAPITAL PLC,TAP.N0000,9.3,65,419268,3939712.8,-0.1,-1.05
08:56 PM,THE FORTRESS RESORTS PLC,RHTL.N0000,19.4,74,496358,9311487.4,-0.2,-1.05
08:48 PM,KAHAWATTE PLANTATIONS PLC,KAHA.N0000,20,52,62676,1247983.1,-0.2,-1
08:54 PM,BROWN & COMPANY PLC,BRWN.N0000,125,58,34861,4365540.75,-1.25,-0.99
07:42 PM,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,31.6,6,214,6706.9,-0.3,-0.95
08:16 PM,THE LIGHTHOUSE HOTEL PLC,LHL.N0000,31.7,19,9279,296580,-0.3,-0.93
08:56 PM,MADULSIMA PLANTATIONS PLC,MADU.N0000,11,13,5750,63300,-0.1,-0.9
08:56 PM,SIERRA CABLES PLC,SIRA.N0000,11.2,67,118492,1344750.1,-0.1,-0.88
08:59 PM,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,96.2,218,378220,36429553.7,-0.8,-0.83
04:47 PM,ON'ALLY HOLDINGS PLC,ONAL.N0000,26.6,9,1060,28297,-0.2,-0.74
08:59 PM,Ex-pack Corrugated Cartons PLC,PACK.N0000,13.5,259,602003,8132650.4,-0.1,-0.73
08:55 PM,MAHAWELI COCONUT PLANTATIONS PLC,MCPL.N0000,27.8,36,6330,175625.1,-0.2,-0.71
06:55 PM,LAXAPANA BATTERIES PLC,LITE.N0000,14.2,8,2500,35660,-0.1,-0.7
08:51 PM,HAYCARB PLC,HAYC.N0000,66.4,50,34041,2271961.9,-0.4,-0.6
08:59 PM,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,50.5,822,2665079,137390980.4,-0.3,-0.59
08:57 PM,WATAWALA PLANTATIONS PLC,WATA.N0000,74.3,160,197967,14601573.9,-0.4,-0.54
07:58 PM,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,377,27,584,222315.25,-2,-0.52
08:57 PM,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,57,3,3065,174705,-0.3,-0.52
07:50 PM,RENUKA HOTELS PLC,RCH.N0000,97.1,7,1310,121151,-0.5,-0.51
08:58 PM,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,24.9,311,1238069,30436066.4,-0.1,-0.4
08:27 PM,C T LAND DEVELOPMENT PLC,CTLD.N0000,25,3,1107,27575,-0.1,-0.4
08:41 PM,PEOPLE'S INSURANCE PLC,PINS.N0000,25.9,29,43308,1102818.7,-0.1,-0.4
08:47 PM,HEMAS HOLDINGS PLC,HHL.N0000,80,82,68123,5423282.4,-0.3,-0.38
08:42 PM,CEYLON TOBACCO COMPANY PLC,CTC.N0000,971,72,109116,104090252.3,-2.25,-0.23
08:56 PM,SEYLAN BANK PLC,SEYB.N0000,56,139,622365,35844483.4,-0.1,-0.18
08:59 PM,KELANI CABLES PLC,KCAB.N0000,285,126,20035,5675447.5,-0.5,-0.18
08:59 PM,HATTON NATIONAL BANK PLC,HNB.N0000,182.75,199,799494,146888288,-0.25,-0.14
08:39 PM,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,0.3,56,3054627,918573.6,0,0
07:15 PM,JOHN KEELLS PLC,JKL.N0000,70,1,160,11200,0,0
08:35 PM,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,0.3,4,303870,91161,0,0
08:53 PM,DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,1024,6,93,95331.5,0,0
04:57 PM,CARSON CUMBERBATCH PLC,CARS.N0000,283,1,15,4245,0,0
08:55 PM,LANKA TILES PLC,TILE.N0000,45,125,56281,2495781.7,0,0
08:56 PM,EDEN HOTEL LANKA PLC,EDEN.N0000,13,64,69516,894649.8,0,0
08:41 PM,PALM GARDEN HOTELS PLC,PALM.N0000,42.5,9,2202,93586.3,0,0
08:06 PM,SMB FINANCE PLC,SEMB.X0000,0.3,13,2157972,647478.7,0,0
07:38 PM,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,17.1,17,20809,354860.5,0,0
07:26 PM,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,1.1,11,1000335,1100402,0,0
09:15 PM,OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,16.6,18,10979,98753.2,0,0
04:08 PM,KOTMALE HOLDINGS PLC,LAMB.N0000,430,1,1,430,0,0
08:11 PM,LANKA VENTURES PLC,LVEN.N0000,39.2,4,2550,99960,0,0
08:59 PM,SHAW WALLACE INVESTMENTS PLC,KZOO.N0000,9.4,86,271806,2556717.9,0,0
08:46 PM,GESTETNER OF CEYLON PLC,GEST.N0000,94.9,4,54,5128.6,0,0
08:39 PM,TRANS ASIA HOTELS PLC,TRAN.N0000,48,11,468,22371,0,0
08:59 PM,RICHARD PIERIS AND COMPANY PLC,RICH.N0000,23,61,173485,3983098.4,0,0
05:43 PM,KELSEY DEVELOPMENTS PLC,KDL.N0000,24,1,100,2400,0,0
08:59 PM,TESS AGRO PLC,TESS.N0000,1,49,87517,87516.4,0,0
08:59 PM,E B CREASY & COMPANY PLC,EBCR.N0000,23.5,15,16300,383210,0,0
08:07 PM,EQUITY TWO PLC,ETWO.N0000,39.2,1,1,39.2,0,0
08:47 PM,DANKOTUWA PORCELAIN PLC,DPL.N0000,26.6,30,41693,1109524.8,0,0
08:55 PM,CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,92,67,25977,2393226.4,0,0
08:45 PM,HUNTER & COMPANY PLC,HUNT.N0000,679.75,1,3,4758.25,0,0
08:45 PM,YORK ARCADE HOLDINGS PLC,YORK.N0000,171,3,4,697.5,0,0
08:59 PM,LEE HEDGES PLC,SHAW.N0000,82,7,13254,1086861,0,0
08:21 PM,ABANS ELECTRICALS PLC,ABAN.N0000,154.25,3,41,6319.25,0,0
07:22 PM,NATION LANKA FINANCE PLC,CSF.N0000,0.5,20,837047,418624.2,0,0
05:00 PM,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,13.4,2,82,1066.4,0,0
08:59 PM,ACCESS ENGINEERING PLC,AEL.N0000,17.4,141,410701,7211921.7,0,0
08:41 PM,MACKWOODS ENERGY PLC,MEL.N0000,2,72,439039,878078.1,0,0
08:59 PM,LOTUS HYDRO POWER PLC,HPFL.N0000,9.7,212,286173,2659593.1,0,0
08:59 PM,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,12.6,260,2980896,37271332.8,0,0
05:38 PM,SENKADAGALA FINANCE COMPANY PLC,SFCL.N0000,469.5,7,38,17328.5,0,0
08:59 PM,RENUKA AGRI FOODS PLC,RAL.N0000,4.9,166,661611,3137975.2,0,0
08:57 PM,CEYLON TEA BROKERS PLC,CTBL.N0000,4.7,43,67680,313248.8,0,0
08:37 PM,RAMBODA FALLS PLC,RFL.N0000,27.7,2,52,1443.4,0,0
08:41 PM,TESS AGRO PLC,TESS.X0000,0.8,7,5545,4435.4,0,0
08:56 PM,ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,4.2,66,222022,916280.8,0,0
08:54 PM,AMANA BANK PLC,ABL.N0000,2.5,57,932477,2244155,0,0
05:23 PM,BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,11.8,3,12,140.8,0,0
08:28 PM,SINGHE HOSPITALS PLC,SINH.N0000,2.4,8,1238,2993.3,0,0
08:08 PM,HIKKADUWA BEACH RESORT PLC,CITH.N0000,5.1,2,24,122.4,0,0
08:27 PM,ASIA ASSET FINANCE PLC,AAF.N0000,13,9,56499,733024.7,0,0
08:56 PM,WINDFORCE PLC,WIND.N0000,18.1,66,120983,2214108.8,0,0
07:52 PM,KAPRUKA HOLDINGS PLC,KPHL.N0000,8.7,8,3605,30734.1,0,0
06:57 PM,EXTERMINATORS PLC,EXT.N0000,8,11,8476,68008,0,0
08:49 PM,LUMINEX PLC,LUMX.N0000,7,14,46150,323050,0,0
08:59 PM,L V L ENERGY FUND PLC,LVEF.N0000,6.5,23,9567,62812.9,0,0
08:56 PM,hSenid Business Solutions PLC,HBS.N0000,12.5,59,67780,847040.3,0,0
06:54 PM,B P P L HOLDINGS PLC,BPPL.N0000,21.5,1,43,924.5,0,0
08:59 PM,R I L PROPERTY PLC,RIL.N0000,7,94,567195,3891275.6,0,0
08:56 PM,E M L CONSULTANTS PLC,EML.N0000,4.1,40,200313,821134.4,0,0
06:42 PM,SARVODAYA DEVELOPMENT FINANCE PLC,SDF.N0000,13.3,14,4602,61058.4,0,0
08:59 PM,UB FINANCE COMPANY LIMITED,UBF.N0000,1.2,122,823329,987394.9,0,0
07:56 PM,THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,1500,20,625,938499.75,0.25,0.02
08:58 PM,CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,1050,8,1000,1050425,0.5,0.05
08:38 PM,SAMSON INTERNATIONAL PLC,SIL.N0000,163,17,2067,339810,0.25,0.15
05:19 PM,CEYLON HOSPITALS PLC,CHL.N0000,130,1,1218,158340,0.25,0.19
08:58 PM,JOHN KEELLS HOLDINGS PLC,JKH.N0000,191.5,342,1810845,349875477.3,0.5,0.26
08:39 PM,RENUKA CITY HOTELS PLC.,RENU.N0000,390,4,2550,987600,1.25,0.32
08:59 PM,DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,588,20,1516,909973.5,2.25,0.38
08:33 PM,AMBEON HOLDINGS PLC,GREG.N0000,36,7,1760,63390,0.2,0.56
08:58 PM,LANKA IOC PLC,LIOC.N0000,120.5,474,619248,73286461.5,0.75,0.63
08:21 PM,ODEL PLC,ODEL.N0000,15.7,1,100,1570,0.1,0.64
08:48 PM,E - CHANNELLING PLC,ECL.N0000,14.8,11,6545,97235,0.1,0.67
08:58 PM,SEYLAN BANK PLC,SEYB.X0000,44,352,2285831,101733294.6,0.3,0.69
08:52 PM,UNION ASSURANCE PLC,UAL.N0000,39.5,13,3250,125541.3,0.3,0.77
08:59 PM,ACL PLASTICS PLC,APLA.N0000,389.75,52,2967,1111562.5,3,0.78
08:49 PM,CEYLON COLD STORES PLC,CCS.N0000,48.7,22,31434,1526828.4,0.4,0.83
08:51 PM,COLOMBO DOCKYARD PLC,DOCK.N0000,60.3,21,2916,176562.9,0.5,0.83
08:56 PM,AITKEN SPENCE PLC,SPEN.N0000,141.25,53,38982,5470135.75,1.25,0.89
07:33 PM,ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,55,71,90485,5125989.7,0.5,0.91
08:51 PM,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,10.7,53,174203,1844821.8,0.1,0.95
08:57 PM,THE KINGSBURY PLC,SERV.N0000,10.2,33,621137,6395348.5,0.1,0.98
07:22 PM,EAST WEST PROPERTIES PLC,EAST.N0000,8.4,3,3000,25200,0.1,1.2
08:51 PM,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,103.25,18,11134,1168785,1.25,1.2
08:56 PM,PRIME LANDS RESIDENCIES PLC,PLR.N0000,8.4,208,1167076,10008145.7,0.1,1.2
08:54 PM,COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,83.8,76,62749,5277558.3,1,1.21
08:59 PM,KEGALLE PLANTATIONS PLC,KGAL.N0000,123.25,25,4435,546448.75,1.5,1.23
08:43 PM,RENUKA HOLDINGS PLC,RHL.N0000,16,15,34003,531276.5,0.2,1.27
08:58 PM,SAMPATH BANK PLC,SAMP.N0000,74.5,445,2303524,168118975.6,1,1.36
08:59 PM,LION BREWERY (CEYLON) PLC,LION.N0000,715,6,500,357483,10,1.42
08:54 PM,CITRUS LEISURE PLC,REEF.N0000,6.9,12,13276,89337.2,0.1,1.47
08:57 PM,TEEJAY LANKA PLC,TJL.N0000,33.7,134,683823,15461886.3,0.5,1.49
08:52 PM,HATTON NATIONAL BANK PLC,HNB.X0000,155,94,216076,33151552.75,2.5,1.65
08:59 PM,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,135.5,258,359958,47493233.25,2.25,1.7
08:02 PM,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,57.8,2,101,5957.8,1,1.72
08:57 PM,HNB FINANCE PLC,HNBF.N0000,5.9,55,364304,2174513.6,0.1,1.72
08:38 PM,KELANI TYRES PLC,TYRE.N0000,70,45,17560,1225985.7,1.3,1.89
08:59 PM,EXPOLANKA HOLDINGS PLC,EXPO.N0000,149,386,385107,57245258.5,3,2.06
06:59 PM,ARPICO INSURANCE PLC,AINS.N0000,24,13,80605,1934972,0.5,2.13
08:56 PM,COLOMBO FORT INVESTMENTS PLC,CFI.N0000,70,2,100,7000,1.5,2.19
06:30 PM,COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,118.5,9,158,18301.25,2.5,2.22
08:39 PM,ALUMEX PLC,ALUM.N0000,9.3,70,145292,1327324.3,0.2,2.22
08:58 PM,NATIONS TRUST BANK PLC,NTB.N0000,121.75,292,376895,46390112.25,2.75,2.31
08:59 PM,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,57.6,108,410186,23332860.7,1.3,2.32
08:57 PM,LAUGFS GAS PLC,LGL.N0000,36.8,48,72665,2618221.8,0.9,2.52
08:28 PM,AMANA TAKAFUL PLC,ATL.N0000,12,14,19929,233940.4,0.3,2.56
08:51 PM,CONVENIENCE FOODS LANKA PLC,SOY.N0000,999,11,185,189616,26,2.6
08:21 PM,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,182,22,2821,527208.25,4.75,2.61
08:59 PM,HAYLEYS FABRIC PLC,MGT.N0000,39.5,629,1972721,76313799.1,1,2.63
08:59 PM,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,93.7,329,142853,13237000.9,2.4,2.66
08:45 PM,LB FINANCE PLC,LFIN.N0000,72,255,535254,38441260,1.9,2.71
08:59 PM,DOLPHIN HOTELS PLC,STAF.N0000,34,28,18330,630510.7,0.9,2.72
08:58 PM,CENTRAL INDUSTRIES PLC,CIND.N0000,100,207,470375,45519072.55,2.75,2.74
08:21 PM,HUNAS HOLDINGS PLC,HUNA.N0000,29.3,17,115515,3437570.6,0.8,2.81
07:04 PM,LAUGFS POWER PLC,LPL.X0000,7.3,6,2200,15941,0.2,2.82
08:59 PM,SINGER FINANCE LANKA PLC,SFIN.N0000,14.5,29,11870,167396.1,0.4,2.92
08:50 PM,PANASIAN POWER PLC,PAP.N0000,3.5,37,81877,280368.3,0.1,2.94
08:52 PM,SANASA DEVELOPMENT BANK PLC,SDB.N0000,37.1,70,49655,1875079.1,1.1,3.05
08:59 PM,PGP GLASS CEYLON PLC,GLAS.N0000,25.9,164,359724,9222676.9,0.8,3.2
08:54 PM,HNB ASSURANCE PLC,HASU.N0000,57.3,100,1385734,79067702.6,1.8,3.26
08:59 PM,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,79.3,299,821565,65294713.6,2.5,3.27
08:49 PM,SERENDIB HOTELS PLC,SHOT.N0000,12.3,45,497445,5965443,0.4,3.39
08:50 PM,HNB FINANCE PLC,HNBF.X0000,5.7,15,70185,131456.5,0.2,3.64
08:59 PM,GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,31.4,335,483686,14633993.1,1.1,3.7
08:59 PM,RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,8.5,137,254722,2126800,0.3,3.7
08:59 PM,UNION BANK OF COLOMBO PLC,UBC.N0000,11,187,1195781,12915213.6,0.4,3.81
08:59 PM,SINGER (SRI LANKA) PLC,SINS.N0000,16.3,56,452019,7346939,0.6,3.85
07:51 PM,MARAWILA RESORTS PLC,MARA.N0000,2.7,50,647641,1740668.7,0.1,3.85
08:50 PM,HAYLEYS LEISURE PLC,CONN.N0000,23.7,22,28687,684001.7,0.9,3.9
08:34 PM,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,82,49,36780,2954198.6,3.2,4.07
07:09 PM,PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,25.2,19,6585,166162,1,4.12
08:53 PM,LANKA CREDIT AND BUSINESS FINANCE PLC,LCBF.N0000,2.5,31,111711,279753.6,0.1,4.17
08:59 PM,COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,37.5,933,2517633,94330439.4,1.5,4.17
08:55 PM,LANKEM CEYLON PLC,LCEY.N0000,75,51,57933,4332500,3,4.17
08:59 PM,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,50.4,127,500535,25018582.6,2.1,4.38
08:59 PM,SUNSHINE HOLDINGS PLC,SUN.N0000,53.9,454,3010342,161544081.4,2.5,4.85
08:57 PM,JANASHAKTHI INSURANCE PLC,JINS.N0000,39.4,88,258515,9894899.6,1.9,5.22
07:19 PM,SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,59,1,100,5900,3,5.36
08:42 PM,NATIONS TRUST BANK PLC,NTB.X0000,120,32,9750,1132342,6.75,5.88
08:58 PM,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,107,70,93402,9802321,6,6
