Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
10/14/22,71,71,71,56.8,1,4,284
6/15/22,71,71,71,56.8,2,13,923
3/28/22,71,71,71,56.8,1,2,142
3/18/22,69.9,69.9,69.9,56.8,1,25,1747.5
1/26/22,71,71,71,56.8,2,30,2130
1/12/22,71,71,71,56.8,1,20,1420
1/10/22,56.8,56.8,56.8,56.8,1,100,5680
