Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
4/15/15,15,21.8,10,11.4,256,72364,1087370.2
4/10/15,18,27,16.2,19.2,471,86718,1969443.6
4/9/15,29.9,32.2,15.5,17.3,222,38680,734261.7
4/8/15,30,34.2,27,28.5,369,68993,2192423.7
4/7/15,11,30,11,27.4,324,109843,2177159.5
