Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
5/3/99,NATIONS TRUST BANK PLC,NTB.N0000,121.75,292,376895,46390112.25,2.75,2.31
5/3/99,NATIONS TRUST BANK PLC,NTB.X0000,121.5,32,9750,1132342,6.75,5.88
3/30/99,THE FORTRESS RESORTS PLC,RHTL.N0000,18.8,74,496358,9311487.4,-0.2,-1.05
3/10/99,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,379.25,27,584,222315.25,-2,-0.52
