Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
10/14/96,CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,92,67,25977,2393226.4,0,0
8/1/96,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,46.1,10,570,26261.1,-1.9,-3.96
3/11/96,HAYLEYS LEISURE PLC,CONN.N0000,24,22,28687,684001.7,0.9,3.9
2/12/96,HORANA PLANTATIONS PLC,HOPL.N0000,45.1,21,15400,695451.5,-1.4,-3.01
1/22/96,AGALAWATTE PLANTATIONS PLC,AGAL.N0000,33.3,59,33929,1137016.5,-1,-2.92
1/18/96,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,74.3,158,90425,6768996.1,-3.2,-4.13
1/8/96,KEGALLE PLANTATIONS PLC,KGAL.N0000,123.25,25,4435,546448.75,1.5,1.23
