Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
7/17/13,ANILANA HOTELS AND PROPERTIES PLC,ALHP.N0000,0,,,,0,0
5/3/13,AITKEN SPENCE PLANTATION MANAGEMENTS PLC,ASPM.N0000,56.8,,,,0,0
