Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
12/8/00,ELPITIYA PLANTATIONS PLC,ELPL.N0000,86.1,76,34299,2999013.6,-2.4,-2.71
11/24/00,SOFTLOGIC LIFE INSURANCE PLC,AAIC.N0000,77.3,133,26197,2036571.3,-2,-2.52
7/26/00,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,31.3,6,214,6706.9,-0.3,-0.95
7/26/00,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,59,2,101,5957.8,1,1.72
1/11/00,TALAWAKELLE TEA ESTATES PLC,TPL.N0000,110,105,33395,3690979.75,-4,-3.51
