Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
3/31/14,ALUMEX PLC,ALUM.N0000,9.2,70,145292,1327324.3,0.2,2.22
3/27/14,BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,11.3,3,12,140.8,0,0
2/19/14,MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,3.2,29,171202,561653.5,-0.1,-3.03
1/29/14,AMANA BANK PLC,ABL.N0000,2.4,57,932477,2244155,0,0
