Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
10/30/19,LAUGFS POWER PLC,LPL.N0000,8.4,6,401,3368.6,-0.1,-1.18
10/30/19,LAUGFS POWER PLC,LPL.X0000,7.3,6,2200,15941,0.2,2.82
6/3/19,MAHAWELI COCONUT PLANTATIONS PLC,MCPL.N0000,27.8,36,6330,175625.1,-0.2,-0.71
