Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
11/28/03,HNB ASSURANCE PLC,HASU.N0000,57,100,1385734,79067702.6,1.8,3.26
11/14/03,CEYLON HOSPITALS PLC,CHL.N0000,130,1,1218,158340,0.25,0.19
11/14/03,CEYLON HOSPITALS PLC,CHL.X0000,105,,,,0,0
11/12/03,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,34.1,30,11661,397551.6,-0.9,-2.57
10/15/03,HEMAS HOLDINGS PLC,HHL.N0000,79.7,82,68123,5423282.4,-0.3,-0.38
4/23/03,HAYLEYS FABRIC PLC,MGT.N0000,39,629,1972721,76313799.1,1,2.63
1/14/03,SRI LANKA TELECOM PLC,SLTL.N0000,86.6,235,127120,11222388,-2.3,-2.59
1/10/03,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,105,18,11134,1168785,1.25,1.2
