Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
11/21/01,GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,30.8,335,483686,14633993.1,1.1,3.7
