Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
2/2/18,HATTON PLANTATIONS PLC,HPL.N0000,25.1,31,9947,249344,-0.8,-3.09
1/9/18,L V L ENERGY FUND PLC,LVEF.N0000,6.5,23,9567,62812.9,0,0
1/5/18,JETWING SYMPHONY PLC,JETS.N0000,8.7,48,282948,2488537.8,-0.2,-2.25
