Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
1/8/20,HNB FINANCE PLC,HNBF.X0000,5.7,11,22705,131456.5,0.2,3.64
1/8/20,HNB FINANCE PLC,HNBF.N0000,5.9,55,364304,2174513.6,0.1,1.72
