Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
12/30/16,MELSTACORP PLC,MELS.N0000,79.8,130,314855,25441882.4,-2.2,-2.68
8/18/16,AMANA TAKAFUL LIFE PLC,ATLL.N0000,29.7,,,,0,0
1/12/16,PEOPLE'S INSURANCE PLC,PINS.N0000,25.2,29,43308,1102818.7,-0.1,-0.4
