Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
11/27/06,AMANA TAKAFUL PLC,ATL.N0000,12,14,19929,233940.4,0.3,2.56
5/16/06,VALLIBEL POWER ERATHNA PLC,VPEL.N0000,6.9,35,188854,1309118,-0.1,-1.43
