Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
12/2/98,KAHAWATTE PLANTATIONS PLC,KAHA.N0000,19.8,52,62676,1247983.1,-0.2,-1
7/6/98,MADULSIMA PLANTATIONS PLC,MADU.N0000,11,13,5750,63300,-0.1,-0.9
6/15/98,ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,28.5,8,4260,121466.5,-1.4,-4.68
6/3/98,BALANGODA PLANTATIONS PLC,BALA.N0000,60.3,45,6547,396396.4,-1.2,-1.95
5/4/98,UDAPUSSELLAWA PLANTATIONS PLC,UDPL.N0000,77.4,117,26195,2071659.2,-7.6,-8.94
3/25/98,HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,39.2,69,10014,382746.8,-1.8,-4.39
