Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
11/22/05,SIERRA CABLES PLC,SIRA.N0000,11.2,67,118492,1344750.1,-0.1,-0.88
7/28/05,DIALOG AXIATA PLC,DIAL.N0000,11.6,61,123385,1464715.8,-0.2,-1.69
6/10/05,VIDULLANKA PLC,VLL.N0000,6.1,19,51701,320670.4,-0.2,-3.17
6/10/05,VIDULLANKA PLC,VLL.X0000,4.5,4,500,2250,-0.1,-2.17
4/5/05,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,22.2,2114,15454083,331880939.5,2.5,12.69
