Listed Date>,Company Name,Symbol,Last Traded Price (Rs)>,Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
6/23/22,LUMINEX PLC,LUMX.N0000,7,14,46150,323050,0,0
3/30/22,EXTERMINATORS PLC,EXT.N0000,8,11,8476,68008,0,0
2/7/22,HELA APPAREL HOLDINGS PLC,HELA.N0000,6.6,1292,13755130,90536063.6,-0.8,-10.81
1/7/22,KAPRUKA HOLDINGS PLC,KPHL.N0000,8.5,8,3605,30734.1,0,0
6/23/22,LUMINEX PLC,LUMX.N0000,7,14,46150,323050,0,0
3/30/22,EXTERMINATORS PLC,EXT.N0000,8,11,8476,68008,0,0
2/7/22,HELA APPAREL HOLDINGS PLC,HELA.N0000,6.6,1292,13755130,90536063.6,-0.8,-10.81
1/7/22,KAPRUKA HOLDINGS PLC,KPHL.N0000,8.5,8,3605,30734.1,0,0
