Label,Month,Year,Close (Rs.),Inflation
GHLL.N0000,10,1991,6.273809523809524,10.6
GRAN.N0000,10,1991,135.03571428571428,10.6
HAYC.N0000,10,1991,150.41666666666666,10.6
HAYL.N0000,10,1991,371.3541666666667,10.6
HDEV.N0000,10,1991,7.25,10.6
HNB.N0000,10,1991,362.2,10.6
JKH.N0000,10,1991,300.890625,10.6
KAPI.N0000,10,1991,16.88235294117647,10.6
LCEM.N0000,10,1991,6.05,10.6
LMF.N0000,10,1991,36.31818181818182,10.6
LPRT.N0000,10,1991,28.0,10.6
MBSL.R0000,10,1991,83.35714285714286,10.6
MORI.N0000,10,1991,242.625,10.6
NEST.N0000,10,1991,22.32894736842105,10.6
ONAL.N0000,10,1991,17.083333333333332,10.6
OSEA.N0000,10,1991,13.0,10.6
PARA.N0000,10,1991,75.0,10.6
PARQ.N0000,10,1991,110.9423076923077,10.6
PDL.N0000,10,1991,17.823529411764707,10.6
RICH.N0000,10,1991,353.5,10.6
SAMP.N0000,10,1991,20.147727272727273,10.6
SELI.N0000,10,1991,0.0,10.6
SEYB.N0000,10,1991,44.625,10.6
SHOT.N0000,10,1991,25.25,10.6
SPEN.N0000,10,1991,318.69444444444446,10.6
SUGA.N0000,10,1991,12.784090909090908,10.6
TILE.N0000,10,1991,53.70238095238095,10.6
TKYO.N0000,10,1991,18.607142857142858,10.6
ACL.N0000,11,1991,137.25,9.1
ARPI.N0000,11,1991,70.5,9.1
ASIR.N0000,11,1991,22.75,9.1
BHR.N0000,11,1991,69.15625,9.1
BRWN.N0000,11,1991,180.0,9.1
CARG.N0000,11,1991,343.57142857142856,9.1
CFIN.N0000,11,1991,204.91666666666666,9.1
CFLB.N0000,11,1991,25.5625,9.1
CFT.N0000,11,1991,80.0,9.1
CHOU.N0000,11,1991,17.208333333333332,9.1
CIC.N0000,11,1991,131.03125,9.1
CIND.N0000,11,1991,71.875,9.1
CINV.N0000,11,1991,229.0,9.1
COMB.N0000,11,1991,241.07142857142858,9.1
CTC.N0000,11,1991,50.263888888888886,9.1
CTCE.N0000,11,1991,48.708333333333336,9.1
CTHR.N0000,11,1991,329.5,9.1
DFCC.N0000,11,1991,1088.3333333333333,9.1
DIPD.N0000,11,1991,144.25,9.1
EAST.N0000,11,1991,36.708333333333336,9.1
GHLL.N0000,11,1991,6.25,9.1
GRAN.N0000,11,1991,136.1,9.1
HAYC.N0000,11,1991,144.75,9.1
HAYL.N0000,11,1991,426.2708333333333,9.1
HDEV.N0000,11,1991,10.363636363636363,9.1
HNB.N0000,11,1991,394.9166666666667,9.1
JKH.N0000,11,1991,307.4342105263158,9.1
KAPI.N0000,11,1991,26.13157894736842,9.1
LCEM.N0000,11,1991,6.676470588235294,9.1
LMF.N0000,11,1991,33.109375,9.1
MORI.N0000,11,1991,256.5,9.1
NEST.N0000,11,1991,26.86842105263158,9.1
ONAL.N0000,11,1991,16.75,9.1
OSEA.N0000,11,1991,18.22222222222222,9.1
PARA.N0000,11,1991,78.25,9.1
PARQ.N0000,11,1991,116.8,9.1
PDL.N0000,11,1991,17.65,9.1
RICH.N0000,11,1991,327.6666666666667,9.1
SAMP.N0000,11,1991,23.875,9.1
SEYB.N0000,11,1991,44.1625,9.1
SHOT.N0000,11,1991,65.825,9.1
SPEN.N0000,11,1991,317.45,9.1
SUGA.N0000,11,1991,19.425,9.1
TILE.N0000,11,1991,52.142857142857146,9.1
TKYO.N0000,11,1991,28.589285714285715,9.1
ACL.N0000,12,1991,192.57142857142858,9.0
ARPI.N0000,12,1991,70.0,9.0
ASIR.N0000,12,1991,25.21875,9.0
BHR.N0000,12,1991,79.16666666666667,9.0
BRWN.N0000,12,1991,150.0,9.0
CARG.N0000,12,1991,224.44444444444446,9.0
CFIN.N0000,12,1991,251.70833333333334,9.0
CFLB.N0000,12,1991,28.555555555555557,9.0
CFT.N0000,12,1991,80.0,9.0
CHOU.N0000,12,1991,18.5,9.0
CIC.N0000,12,1991,92.625,9.0
CIND.N0000,12,1991,72.69736842105263,9.0
CINV.N0000,12,1991,117.5,9.0
COMB.N0000,12,1991,268.765625,9.0
CTC.N0000,12,1991,54.44117647058823,9.0
CTCE.N0000,12,1991,54.5,9.0
DFCC.N0000,12,1991,1539.6923076923076,9.0
DIPD.N0000,12,1991,127.45,9.0
EAST.N0000,12,1991,39.28125,9.0
GHLL.N0000,12,1991,7.338235294117647,9.0
GRAN.N0000,12,1991,169.05,9.0
HAYC.N0000,12,1991,147.95,9.0
HAYL.N0000,12,1991,403.0833333333333,9.0
HDEV.N0000,12,1991,17.355263157894736,9.0
HNB.N0000,12,1991,401.2291666666667,9.0
JKH.N0000,12,1991,299.0394736842105,9.0
KAPI.N0000,12,1991,39.4,9.0
LCEM.N0000,12,1991,7.318181818181818,9.0
LDEV.N0000,12,1991,54.0,9.0
LMF.N0000,12,1991,30.36842105263158,9.0
MIRA.N0000,12,1991,53.5,9.0
MORI.N0000,12,1991,0.0,9.0
NEST.N0000,12,1991,26.458333333333332,9.0
ONAL.N0000,12,1991,16.625,9.0
OSEA.N0000,12,1991,19.15,9.0
PARQ.N0000,12,1991,101.42857142857143,9.0
PDL.N0000,12,1991,18.923076923076923,9.0
RICH.N0000,12,1991,255.7,9.0
SAMP.N0000,12,1991,30.88157894736842,9.0
SEYB.N0000,12,1991,65.53947368421052,9.0
SHOT.N0000,12,1991,75.0,9.0
SPEN.N0000,12,1991,298.4423076923077,9.0
SUGA.N0000,12,1991,29.76388888888889,9.0
TILE.N0000,12,1991,70.140625,9.0
TKYO.N0000,12,1991,35.982142857142854,9.0
ACL.N0000,1,1992,190.0,12.1
ARPI.N0000,1,1992,70.0,12.1
ASIR.N0000,1,1992,29.142857142857142,12.1
BHR.N0000,1,1992,91.54166666666667,12.1
BINN.N0000,1,1992,50.0,12.1
BRWN.N0000,1,1992,135.0,12.1
CARG.N0000,1,1992,250.0,12.1
CFIN.N0000,1,1992,267.84375,12.1
CFLB.N0000,1,1992,29.925,12.1
CFT.N0000,1,1992,83.66666666666667,12.1
CHOU.N0000,1,1992,26.85,12.1
CIC.N0000,1,1992,159.4,12.1
CIND.N0000,1,1992,74.63235294117646,12.1
CINV.N0000,1,1992,246.0,12.1
COMB.N0000,1,1992,301.0,12.1
CTC.N0000,1,1992,64.22619047619048,12.1
CTCE.N0000,1,1992,75.71875,12.1
CTHR.N0000,1,1992,356.6666666666667,12.1
DFCC.N0000,1,1992,1813.3333333333333,12.1
DIPD.N0000,1,1992,116.0,12.1
EAST.N0000,1,1992,40.666666666666664,12.1
EQIT.N0000,1,1992,17.0,12.1
GHLL.N0000,1,1992,9.44047619047619,12.1
GRAN.N0000,1,1992,206.75,12.1
HAYC.N0000,1,1992,163.375,12.1
HAYL.N0000,1,1992,425.7105263157895,12.1
HDEV.N0000,1,1992,35.916666666666664,12.1
HNB.N0000,1,1992,368.05,12.1
JKH.N0000,1,1992,256.45,12.1
LCEM.N0000,1,1992,10.109375,12.1
LMF.N0000,1,1992,38.225,12.1
MIRA.N0000,1,1992,43.25,12.1
MORI.N0000,1,1992,240.0,12.1
NEST.N0000,1,1992,37.56666666666667,12.1
ONAL.N0000,1,1992,18.458333333333332,12.1
OSEA.N0000,1,1992,22.0,12.1
PDL.N0000,1,1992,23.95,12.1
RICH.N0000,1,1992,265.5,12.1
SAMP.N0000,1,1992,48.69047619047619,12.1
SEYB.N0000,1,1992,95.60714285714286,12.1
SHOT.N0000,1,1992,79.0,12.1
SPEN.N0000,1,1992,285.01785714285717,12.1
SUGA.N0000,1,1992,46.470588235294116,12.1
SUN.N0000,1,1992,15.0,12.1
TILE.N0000,1,1992,86.36666666666666,12.1
TKYO.N0000,1,1992,51.535714285714285,12.1
ARPI.N0000,2,1992,70.8,10.7
ASIR.N0000,2,1992,28.75,10.7
BHR.N0000,2,1992,73.55,10.7
BINN.N0000,2,1992,49.75,10.7
BRWN.N0000,2,1992,140.0,10.7
CFIN.N0000,2,1992,281.22222222222223,10.7
CFLB.N0000,2,1992,15.0,10.7
CFT.N0000,2,1992,88.0,10.7
CHOU.N0000,2,1992,24.625,10.7
CIC.N0000,2,1992,75.0,10.7
CIND.N0000,2,1992,72.55882352941177,10.7
COMB.N0000,2,1992,280.9642857142857,10.7
CTC.N0000,2,1992,54.267857142857146,10.7
CTCE.N0000,2,1992,70.08333333333333,10.7
CTHR.N0000,2,1992,360.375,10.7
DFCC.N0000,2,1992,1400.2222222222222,10.7
DIPD.N0000,2,1992,92.83333333333333,10.7
DIST.N0000,2,1992,11.0,10.7
EQIT.N0000,2,1992,18.1875,10.7
GHLL.N0000,2,1992,8.703125,10.7
GRAN.N0000,2,1992,196.28125,10.7
HAYC.N0000,2,1992,130.27272727272728,10.7
HAYL.N0000,2,1992,358.57142857142856,10.7
HDEV.N0000,2,1992,32.833333333333336,10.7
HNB.N0000,2,1992,410.0,10.7
HUEJ.N0000,2,1992,50.0,10.7
JKH.N0000,2,1992,276.95588235294116,10.7
JKH.R0000,2,1992,114.2,10.7
LCEM.N0000,2,1992,9.333333333333334,10.7
LMF.N0000,2,1992,34.69444444444444,10.7
NEST.N0000,2,1992,18.75,10.7
ONAL.N0000,2,1992,18.0,10.7
OSEA.N0000,2,1992,22.0625,10.7
PARQ.N0000,2,1992,91.0,10.7
PDL.N0000,2,1992,19.285714285714285,10.7
RICH.N0000,2,1992,227.71428571428572,10.7
SAMP.N0000,2,1992,40.208333333333336,10.7
SEYB.N0000,2,1992,84.76388888888889,10.7
SHOT.N0000,2,1992,0.0,10.7
SPEN.N0000,2,1992,230.125,10.7
SUGA.N0000,2,1992,37.97222222222222,10.7
SUN.N0000,2,1992,16.5,10.7
TILE.N0000,2,1992,72.75,10.7
TKYO.N0000,2,1992,51.25,10.7
ASIR.N0000,3,1992,24.625,9.5
BHR.N0000,3,1992,73.203125,9.5
BINN.N0000,3,1992,47.5,9.5
BRWN.N0000,3,1992,134.6,9.5
CARG.N0000,3,1992,0.0,9.5
CFIN.N0000,3,1992,292.953125,9.5
CFLB.N0000,3,1992,13.0,9.5
CFT.N0000,3,1992,84.0,9.5
CHOU.N0000,3,1992,23.55,9.5
CIC.N0000,3,1992,127.27777777777777,9.5
CIND.N0000,3,1992,75.86904761904762,9.5
COMB.N0000,3,1992,258.84615384615387,9.5
CTC.N0000,3,1992,55.325,9.5
CTCE.N0000,3,1992,60.675,9.5
CTHR.N0000,3,1992,350.0,9.5
DFCC.N0000,3,1992,1375.5238095238096,9.5
DIPD.N0000,3,1992,76.59375,9.5
GHLL.N0000,3,1992,7.6,9.5
GRAN.N0000,3,1992,188.33333333333334,9.5
HAYC.N0000,3,1992,144.19230769230768,9.5
HAYL.N0000,3,1992,468.42105263157896,9.5
HDEV.N0000,3,1992,29.7,9.5
HNB.N0000,3,1992,366.75,9.5
JKH.N0000,3,1992,319.5833333333333,9.5
KAPI.N0000,3,1992,35.575,9.5
LCEM.N0000,3,1992,7.65625,9.5
LMF.N0000,3,1992,36.54761904761905,9.5
NEST.N0000,3,1992,24.625,9.5
ONAL.N0000,3,1992,18.0,9.5
OSEA.N0000,3,1992,20.886363636363637,9.5
PDL.N0000,3,1992,18.5,9.5
RICH.N0000,3,1992,257.5,9.5
SAMP.N0000,3,1992,35.70238095238095,9.5
SEYB.N0000,3,1992,82.83333333333333,9.5
SHOT.N0000,3,1992,65.0,9.5
SPEN.N0000,3,1992,281.7857142857143,9.5
SUGA.N0000,3,1992,36.666666666666664,9.5
TILE.N0000,3,1992,68.91666666666667,9.5
TKYO.N0000,3,1992,41.5,9.5
ARPI.N0000,4,1992,70.0,9.9
ASIR.N0000,4,1992,24.166666666666668,9.9
BHR.N0000,4,1992,81.25,9.9
BRWN.N0000,4,1992,138.75,9.9
CFIN.N0000,4,1992,309.2708333333333,9.9
CFLB.N0000,4,1992,11.625,9.9
CFT.N0000,4,1992,76.0,9.9
CIC.N0000,4,1992,136.02083333333334,9.9
CIND.N0000,4,1992,83.6029411764706,9.9
COMB.N0000,4,1992,266.1875,9.9
CTC.N0000,4,1992,58.35294117647059,9.9
CTCE.N0000,4,1992,60.0,9.9
DFCC.N0000,4,1992,1460.4375,9.9
DIPD.N0000,4,1992,100.8,9.9
EAST.N0000,4,1992,37.333333333333336,9.9
GHLL.N0000,4,1992,7.03125,9.9
GRAN.N0000,4,1992,188.5,9.9
HAYC.N0000,4,1992,155.925,9.9
HAYL.N0000,4,1992,415.0,9.9
HDEV.N0000,4,1992,29.28846153846154,9.9
HNB.N0000,4,1992,405.52272727272725,9.9
JKH.N0000,4,1992,340.2352941176471,9.9
KAPI.N0000,4,1992,30.2,9.9
LCEM.N0000,4,1992,6.4,9.9
LMF.N0000,4,1992,39.955882352941174,9.9
NEST.N0000,4,1992,25.354166666666668,9.9
ONAL.N0000,4,1992,14.791666666666666,9.9
OSEA.N0000,4,1992,20.0,9.9
PARQ.N0000,4,1992,90.0,9.9
PDL.N0000,4,1992,18.02777777777778,9.9
RICH.N0000,4,1992,216.2,9.9
SAMP.N0000,4,1992,35.85294117647059,9.9
SEYB.N0000,4,1992,84.6470588235294,9.9
SHAL.N0000,4,1992,575.0,9.9
SHOT.N0000,4,1992,75.83333333333333,9.9
SPEN.N0000,4,1992,326.72727272727275,9.9
SUGA.N0000,4,1992,38.73529411764706,9.9
TILE.N0000,4,1992,78.390625,9.9
TKYO.N0000,4,1992,35.9,9.9
ACL.N0000,5,1992,167.33333333333334,10.2
ARPI.N0000,5,1992,70.8,10.2
ASIR.N0000,5,1992,22.75,10.2
BHR.N0000,5,1992,85.25,10.2
BINN.N0000,5,1992,45.0,10.2
BOGA.N0000,5,1992,11.928571428571429,10.2
CARG.N0000,5,1992,209.375,10.2
CFIN.N0000,5,1992,315.0,10.2
CFLB.N0000,5,1992,20.0,10.2
CFT.N0000,5,1992,68.5,10.2
CIC.N0000,5,1992,136.08333333333334,10.2
CIND.N0000,5,1992,100.0,10.2
COMB.N0000,5,1992,250.25,10.2
CTC.N0000,5,1992,60.638888888888886,10.2
CTCE.N0000,5,1992,51.708333333333336,10.2
CTHR.N0000,5,1992,210.15,10.2
DFCC.N0000,5,1992,1686.888888888889,10.2
DIPD.N0000,5,1992,96.0,10.2
EAST.N0000,5,1992,37.25,10.2
GHLL.N0000,5,1992,6.386363636363637,10.2
GRAN.N0000,5,1992,196.7941176470588,10.2
HAYC.N0000,5,1992,139.8,10.2
HAYL.N0000,5,1992,478.90384615384613,10.2
HDEV.N0000,5,1992,26.944444444444443,10.2
HNB.N0000,5,1992,397.7142857142857,10.2
JKH.N0000,5,1992,306.28125,10.2
KAPI.N0000,5,1992,27.5625,10.2
LCEM.N0000,5,1992,6.75,10.2
LDEV.N0000,5,1992,50.0,10.2
LMF.N0000,5,1992,36.05555555555556,10.2
MORI.N0000,5,1992,220.0,10.2
NEST.N0000,5,1992,22.53846153846154,10.2
ONAL.N0000,5,1992,18.125,10.2
OSEA.N0000,5,1992,19.75,10.2
PDL.N0000,5,1992,17.2,10.2
RICH.N0000,5,1992,230.11111111111111,10.2
SAMP.N0000,5,1992,31.73611111111111,10.2
SEYB.N0000,5,1992,79.23611111111111,10.2
SHOT.N0000,5,1992,71.125,10.2
SPEN.N0000,5,1992,319.9166666666667,10.2
SUGA.N0000,5,1992,36.77777777777778,10.2
TILE.N0000,5,1992,65.28846153846153,10.2
TKYO.N0000,5,1992,30.25,10.2
ACL.N0000,6,1992,115.625,12.5
ASIR.N0000,6,1992,19.53125,12.5
BHR.N0000,6,1992,92.0,12.5
BINN.N0000,6,1992,40.25,12.5
BOGA.N0000,6,1992,11.465909090909092,12.5
BRWN.N0000,6,1992,147.5,12.5
CARG.N0000,6,1992,175.0,12.5
CFIN.N0000,6,1992,262.6666666666667,12.5
CFLB.N0000,6,1992,16.75,12.5
CFT.N0000,6,1992,52.5,12.5
CHOU.N0000,6,1992,19.0,12.5
CIC.N0000,6,1992,140.0625,12.5
CIND.N0000,6,1992,96.80882352941177,12.5
CINV.N0000,6,1992,242.85714285714286,12.5
COMB.N0000,6,1992,235.8653846153846,12.5
CTC.N0000,6,1992,55.276315789473685,12.5
CTCE.N0000,6,1992,47.333333333333336,12.5
DFCC.N0000,6,1992,1687.1363636363637,12.5
DIPD.N0000,6,1992,93.0,12.5
EAST.N0000,6,1992,35.916666666666664,12.5
GHLL.N0000,6,1992,6.118421052631579,12.5
GRAN.N0000,6,1992,105.6875,12.5
HAYC.N0000,6,1992,104.54545454545455,12.5
HAYL.N0000,6,1992,432.73214285714283,12.5
HDEV.N0000,6,1992,30.294117647058822,12.5
HNB.N0000,6,1992,336.25,12.5
JKH.N0000,6,1992,289.89473684210526,12.5
KAPI.N0000,6,1992,18.05,12.5
KZOO.N0000,6,1992,125.0,12.5
LCEM.N0000,6,1992,6.0,12.5
LMF.N0000,6,1992,34.95454545454545,12.5
NEST.N0000,6,1992,21.7125,12.5
ONAL.N0000,6,1992,17.055555555555557,12.5
OSEA.N0000,6,1992,18.583333333333332,12.5
PARQ.N0000,6,1992,44.0,12.5
PDL.N0000,6,1992,17.34375,12.5
RICH.N0000,6,1992,229.0,12.5
SAMP.N0000,6,1992,30.214285714285715,12.5
SEYB.N0000,6,1992,74.70454545454545,12.5
SHOT.N0000,6,1992,71.75,12.5
SPEN.N0000,6,1992,271.0,12.5
SUGA.N0000,6,1992,34.18181818181818,12.5
TILE.N0000,6,1992,73.075,12.5
TKYO.N0000,6,1992,28.25,12.5
ACL.N0000,7,1992,151.25,10.8
ARPI.N0000,7,1992,56.625,10.8
ASIR.N0000,7,1992,18.025,10.8
BHR.N0000,7,1992,97.90789473684211,10.8
BINN.N0000,7,1992,34.0,10.8
BOGA.N0000,7,1992,10.284090909090908,10.8
CARG.N0000,7,1992,200.0,10.8
CFIN.N0000,7,1992,279.675,10.8
CFLB.N0000,7,1992,13.333333333333334,10.8
CFT.N0000,7,1992,55.333333333333336,10.8
CHOU.N0000,7,1992,17.928571428571427,10.8
CIC.N0000,7,1992,120.9375,10.8
CIND.N0000,7,1992,92.671875,10.8
CINV.N0000,7,1992,211.0,10.8
COMB.N0000,7,1992,234.88095238095238,10.8
CTC.N0000,7,1992,43.0625,10.8
CTCE.N0000,7,1992,38.44444444444444,10.8
DFCC.N0000,7,1992,1640.409090909091,10.8
DIPD.N0000,7,1992,92.5,10.8
EAST.N0000,7,1992,36.0625,10.8
GHLL.N0000,7,1992,5.722222222222222,10.8
GRAN.N0000,7,1992,96.0875,10.8
HAYC.N0000,7,1992,119.33333333333333,10.8
HAYL.N0000,7,1992,429.46153846153845,10.8
HDEV.N0000,7,1992,26.0,10.8
HNB.N0000,7,1992,355.9230769230769,10.8
JKH.N0000,7,1992,254.07894736842104,10.8
KAPI.N0000,7,1992,18.125,10.8
LCEM.N0000,7,1992,6.107142857142857,10.8
LMF.N0000,7,1992,31.488636363636363,10.8
NEST.N0000,7,1992,19.955882352941178,10.8
ONAL.N0000,7,1992,16.958333333333332,10.8
PARQ.N0000,7,1992,0.0,10.8
PDL.N0000,7,1992,17.5,10.8
RICH.N0000,7,1992,215.25,10.8
SAMP.N0000,7,1992,29.431818181818183,10.8
SEYB.N0000,7,1992,67.92045454545455,10.8
SHOT.N0000,7,1992,73.20833333333333,10.8
SPEN.N0000,7,1992,198.27777777777777,10.8
SUGA.N0000,7,1992,27.704545454545453,10.8
TILE.N0000,7,1992,72.5125,10.8
TKYO.N0000,7,1992,24.821428571428573,10.8
ACL.N0000,8,1992,181.7,9.7
ARPI.N0000,8,1992,80.5,9.7
ASIR.N0000,8,1992,14.607142857142858,9.7
BHR.N0000,8,1992,95.8970588235294,9.7
BOGA.N0000,8,1992,9.65,9.7
CARG.N0000,8,1992,162.0,9.7
CFIN.N0000,8,1992,252.5,9.7
CFLB.N0000,8,1992,13.75,9.7
CFT.N0000,8,1992,55.0,9.7
CHOU.N0000,8,1992,15.0,9.7
CIC.N0000,8,1992,128.75,9.7
CIND.N0000,8,1992,87.47222222222223,9.7
COMB.N0000,8,1992,232.96428571428572,9.7
CTC.N0000,8,1992,42.8421052631579,9.7
CTCE.N0000,8,1992,33.25,9.7
DFCC.N0000,8,1992,1582.9,9.7
DIPD.N0000,8,1992,45.0,9.7
DIST.N0000,8,1992,10.416666666666666,9.7
EAST.N0000,8,1992,36.833333333333336,9.7
GHLL.N0000,8,1992,6.029411764705882,9.7
GRAN.N0000,8,1992,88.64285714285714,9.7
HAYC.N0000,8,1992,54.6,9.7
HAYL.N0000,8,1992,411.8181818181818,9.7
HDEV.N0000,8,1992,25.694444444444443,9.7
HNB.N0000,8,1992,373.375,9.7
JKH.N0000,8,1992,226.78947368421052,9.7
KAPI.N0000,8,1992,10.708333333333334,9.7
KZOO.N0000,8,1992,181.125,9.7
LCEM.N0000,8,1992,6.038461538461538,9.7
LMF.N0000,8,1992,31.6875,9.7
NEST.N0000,8,1992,20.272727272727273,9.7
OSEA.N0000,8,1992,16.4375,9.7
PARQ.N0000,8,1992,73.875,9.7
PDL.N0000,8,1992,17.275,9.7
RICH.N0000,8,1992,180.65625,9.7
SAMP.N0000,8,1992,28.0375,9.7
SEYB.N0000,8,1992,60.78947368421053,9.7
SHOT.N0000,8,1992,70.0,9.7
SPEN.N0000,8,1992,157.07142857142858,9.7
SUGA.N0000,8,1992,26.63888888888889,9.7
TILE.N0000,8,1992,69.33333333333333,9.7
TKYO.N0000,8,1992,18.75,9.7
ACL.N0000,9,1992,190.33333333333334,12.6
ARPI.N0000,9,1992,60.416666666666664,12.6
ASCO.R0000,9,1992,0.5,12.6
ASIR.N0000,9,1992,9.714285714285714,12.6
BHR.N0000,9,1992,113.0375,12.6
BINN.N0000,9,1992,35.0,12.6
BOGA.N0000,9,1992,10.4375,12.6
CFIN.N0000,9,1992,295.38235294117646,12.6
CFLB.N0000,9,1992,18.38888888888889,12.6
CHOU.N0000,9,1992,16.208333333333332,12.6
CIC.N0000,9,1992,86.40625,12.6
CIND.N0000,9,1992,92.265625,12.6
CINV.N0000,9,1992,180.0,12.6
COMB.N0000,9,1992,234.5625,12.6
CTC.N0000,9,1992,44.05263157894737,12.6
CTCE.N0000,9,1992,36.25,12.6
CTHR.N0000,9,1992,233.33333333333334,12.6
DFCC.N0000,9,1992,1688.2,12.6
DIPD.N0000,9,1992,76.90625,12.6
DIST.N0000,9,1992,11.4375,12.6
EAST.N0000,9,1992,34.666666666666664,12.6
EQIT.N0000,9,1992,0.0,12.6
GHLL.N0000,9,1992,6.184210526315789,12.6
GRAN.N0000,9,1992,80.3970588235294,12.6
HAYC.N0000,9,1992,87.3076923076923,12.6
HAYL.N0000,9,1992,325.03333333333336,12.6
HDEV.N0000,9,1992,26.21875,12.6
HNB.N0000,9,1992,380.375,12.6
JKH.N0000,9,1992,250.234375,12.6
KAPI.N0000,9,1992,17.4875,12.6
KURU.N0000,9,1992,55.0,12.6
LCEM.N0000,9,1992,4.8,12.6
LMF.N0000,9,1992,33.8625,12.6
LPRT.N0000,9,1992,0.0,12.6
NEST.N0000,9,1992,21.365384615384617,12.6
ONAL.N0000,9,1992,15.85,12.6
OSEA.N0000,9,1992,17.77777777777778,12.6
PARQ.N0000,9,1992,61.82142857142857,12.6
PDL.N0000,9,1992,15.017857142857142,12.6
RICH.N0000,9,1992,205.7,12.6
SAMP.N0000,9,1992,31.175,12.6
