Label,Month,Year,Close (Rs.),Inflation
CINV.N0000,12,1998,88.66666666666667,3.7
COMB.N0000,12,1998,104.26190476190476,3.7
COMB.X0000,12,1998,81.08333333333333,3.7
CTC.N0000,12,1998,32.35,3.7
CTCE.N0000,12,1998,35.583333333333336,3.7
DFCC.N0000,12,1998,125.96428571428571,3.7
DIPD.N0000,12,1998,58.75,3.7
DIST.N0000,12,1998,4.3625,3.7
DPL.N0000,12,1998,16.34375,3.7
EAST.N0000,12,1998,4.375,3.7
EQIT.N0000,12,1998,10.625,3.7
GHLL.N0000,12,1998,2.8125,3.7
GLAS.N0000,12,1998,11.144736842105264,3.7
GRAN.N0000,12,1998,32.73809523809524,3.7
GREG.N0000,12,1998,17.166666666666668,3.7
HAYC.N0000,12,1998,32.55,3.7
HAYL.N0000,12,1998,132.0875,3.7
HNB.N0000,12,1998,149.89705882352942,3.7
JFIN.N0000,12,1998,46.0,3.7
JKH.N0000,12,1998,218.27631578947367,3.7
KAPI.N0000,12,1998,18.81578947368421,3.7
KGAL.N0000,12,1998,13.34375,3.7
KOTA.N0000,12,1998,10.302631578947368,3.7
KURU.N0000,12,1998,6.25,3.7
LCEM.N0000,12,1998,3.5,3.7
LFIN.N0000,12,1998,10.0,3.7
LION.N0000,12,1998,36.26315789473684,3.7
LLUB.N0000,12,1998,61.19047619047619,3.7
LMF.N0000,12,1998,5.119047619047619,3.7
LWL.N0000,12,1998,6.773809523809524,3.7
MORI.N0000,12,1998,125.0,3.7
NDB.N0000,12,1998,120.42857142857143,3.7
NEST.N0000,12,1998,55.0735294117647,3.7
ONAL.N0000,12,1998,9.0,3.7
OSEA.N0000,12,1998,3.375,3.7
PALM.N0000,12,1998,20.714285714285715,3.7
PARQ.N0000,12,1998,4.875,3.7
PDL.N0000,12,1998,17.5,3.7
RCL.N0000,12,1998,13.453125,3.7
RICH.N0000,12,1998,79.21666666666667,3.7
SAMP.N0000,12,1998,46.36904761904762,3.7
SEMB.N0000,12,1998,2.9642857142857144,3.7
SEYB.N0000,12,1998,15.05952380952381,3.7
SHOT.N0000,12,1998,16.5,3.7
SPEN.N0000,12,1998,102.97619047619048,3.7
SUGA.N0000,12,1998,6.569444444444445,3.7
TAFL.N0000,12,1998,35.025,3.7
TFC.N0000,12,1998,15.953125,3.7
TILE.N0000,12,1998,9.025,3.7
TKYO.N0000,12,1998,62.8875,3.7
TYRE.N0000,12,1998,11.845238095238095,3.7
UDPL.N0000,12,1998,25.595238095238095,3.7
VANI.N0000,12,1998,7.904761904761905,3.7
VANI.X0000,12,1998,4.9411764705882355,3.7
WATA.N0000,12,1998,17.154761904761905,3.7
ACL.N0000,1,1999,72.69444444444444,3.8
ARPI.N0000,1,1999,15.7,3.8
ASIR.N0000,1,1999,31.25,3.8
BFL.N0000,1,1999,12.944444444444445,3.8
BHR.N0000,1,1999,15.204545454545455,3.8
BINN.N0000,1,1999,20.0,3.8
BOGA.N0000,1,1999,7.916666666666667,3.8
BRWN.N0000,1,1999,90.0,3.8
CARG.N0000,1,1999,50.0,3.8
CCS.N0000,1,1999,84.10526315789474,3.8
CFIN.N0000,1,1999,166.94230769230768,3.8
CFLB.N0000,1,1999,3.375,3.8
CFVF.N0000,1,1999,3.966666666666667,3.8
CHOU.N0000,1,1999,7.8,3.8
CIC.N0000,1,1999,40.0,3.8
CIC.X0000,1,1999,33.0,3.8
CIND.N0000,1,1999,14.0,3.8
CINV.N0000,1,1999,83.33333333333333,3.8
COMB.N0000,1,1999,107.44736842105263,3.8
COMB.X0000,1,1999,81.44642857142857,3.8
CTC.N0000,1,1999,34.796875,3.8
CTCE.N0000,1,1999,35.75,3.8
CTHR.N0000,1,1999,200.0,3.8
DFCC.N0000,1,1999,135.1315789473684,3.8
DIPD.N0000,1,1999,62.73076923076923,3.8
DIST.N0000,1,1999,4.342105263157895,3.8
DPL.N0000,1,1999,15.711538461538462,3.8
EAST.N0000,1,1999,5.222222222222222,3.8
EQIT.N0000,1,1999,11.2,3.8
GHLL.N0000,1,1999,2.875,3.8
GLAS.N0000,1,1999,10.411764705882353,3.8
GOOD.N0000,1,1999,190.0,3.8
GRAN.N0000,1,1999,34.0,3.8
GREG.N0000,1,1999,16.90909090909091,3.8
HAYC.N0000,1,1999,32.4,3.8
HAYL.N0000,1,1999,136.88235294117646,3.8
HNB.N0000,1,1999,154.5,3.8
JKH.N0000,1,1999,217.51315789473685,3.8
KAPI.N0000,1,1999,20.583333333333332,3.8
KGAL.N0000,1,1999,12.180555555555555,3.8
KOTA.N0000,1,1999,10.0,3.8
KURU.N0000,1,1999,7.35,3.8
LCEM.N0000,1,1999,3.59375,3.8
LFIN.N0000,1,1999,10.0,3.8
LION.N0000,1,1999,35.3,3.8
LLUB.N0000,1,1999,63.52777777777778,3.8
LMF.N0000,1,1999,6.75,3.8
LWL.N0000,1,1999,6.723684210526316,3.8
NDB.N0000,1,1999,123.65789473684211,3.8
NEST.N0000,1,1999,57.75,3.8
ONAL.N0000,1,1999,9.0,3.8
OSEA.N0000,1,1999,3.5,3.8
PALM.N0000,1,1999,21.75,3.8
PARQ.N0000,1,1999,4.295454545454546,3.8
PDL.N0000,1,1999,17.5,3.8
RCL.N0000,1,1999,13.430555555555555,3.8
RICH.N0000,1,1999,79.44642857142857,3.8
SAMP.N0000,1,1999,48.94736842105263,3.8
SELI.N0000,1,1999,150.0,3.8
SEMB.N0000,1,1999,2.7916666666666665,3.8
SEYB.N0000,1,1999,15.157894736842104,3.8
SHOT.N0000,1,1999,18.25,3.8
SPEN.N0000,1,1999,104.25,3.8
SUGA.N0000,1,1999,6.828947368421052,3.8
TFC.N0000,1,1999,15.484375,3.8
TILE.N0000,1,1999,10.014705882352942,3.8
TKYO.N0000,1,1999,62.611111111111114,3.8
TYRE.N0000,1,1999,14.355263157894736,3.8
UDPL.N0000,1,1999,24.08823529411765,3.8
VANI.N0000,1,1999,7.842105263157895,3.8
VANI.X0000,1,1999,4.875,3.8
WATA.N0000,1,1999,16.789473684210527,3.8
ACL.N0000,2,1999,69.10416666666667,5.0
ARPI.N0000,2,1999,17.166666666666668,5.0
ASIR.N0000,2,1999,32.416666666666664,5.0
BFL.N0000,2,1999,12.921875,5.0
BHR.N0000,2,1999,16.805555555555557,5.0
BOGA.N0000,2,1999,7.838235294117647,5.0
BRWN.N0000,2,1999,85.25,5.0
CARG.N0000,2,1999,45.666666666666664,5.0
CCS.N0000,2,1999,84.42105263157895,5.0
CFIN.N0000,2,1999,184.36764705882354,5.0
CFLB.N0000,2,1999,3.2708333333333335,5.0
CFVF.N0000,2,1999,3.9583333333333335,5.0
CHOU.N0000,2,1999,7.785714285714286,5.0
CIC.N0000,2,1999,40.07142857142857,5.0
CIC.X0000,2,1999,34.5,5.0
CIND.N0000,2,1999,12.625,5.0
CINV.N0000,2,1999,76.3125,5.0
COMB.N0000,2,1999,104.36842105263158,5.0
COMB.X0000,2,1999,79.55,5.0
CTC.N0000,2,1999,38.92857142857143,5.0
CTCE.N0000,2,1999,39.15625,5.0
CTHR.N0000,2,1999,200.0,5.0
DFCC.N0000,2,1999,124.90277777777777,5.0
DIPD.N0000,2,1999,58.6875,5.0
DIST.N0000,2,1999,4.276315789473684,5.0
DPL.N0000,2,1999,16.604166666666668,5.0
EAST.N0000,2,1999,5.325,5.0
EQIT.N0000,2,1999,11.0,5.0
GHLL.N0000,2,1999,2.9375,5.0
GLAS.N0000,2,1999,9.722222222222221,5.0
GRAN.N0000,2,1999,33.473684210526315,5.0
GREG.N0000,2,1999,13.5,5.0
HAYC.N0000,2,1999,33.78125,5.0
HAYL.N0000,2,1999,130.015625,5.0
HNB.N0000,2,1999,149.46875,5.0
JKH.N0000,2,1999,199.15277777777777,5.0
KAPI.N0000,2,1999,17.357142857142858,5.0
KGAL.N0000,2,1999,10.134615384615385,5.0
KOTA.N0000,2,1999,9.115384615384615,5.0
KURU.N0000,2,1999,7.05,5.0
LCEM.N0000,2,1999,3.75,5.0
LFIN.N0000,2,1999,10.0,5.0
LION.N0000,2,1999,32.25,5.0
LLUB.N0000,2,1999,63.68421052631579,5.0
LMF.N0000,2,1999,6.657894736842105,5.0
LWL.N0000,2,1999,6.763888888888889,5.0
NDB.N0000,2,1999,125.27631578947368,5.0
NEST.N0000,2,1999,61.60294117647059,5.0
ONAL.N0000,2,1999,8.75,5.0
OSEA.N0000,2,1999,3.5625,5.0
PALM.N0000,2,1999,26.13888888888889,5.0
PARQ.N0000,2,1999,4.65,5.0
PDL.N0000,2,1999,17.5,5.0
RCL.N0000,2,1999,13.833333333333334,5.0
RICH.N0000,2,1999,73.21428571428571,5.0
SAMP.N0000,2,1999,47.23684210526316,5.0
SEMB.N0000,2,1999,2.783333333333333,5.0
SEYB.N0000,2,1999,16.0,5.0
SHOT.N0000,2,1999,25.1,5.0
SPEN.N0000,2,1999,98.93333333333334,5.0
SUGA.N0000,2,1999,6.934210526315789,5.0
TFC.N0000,2,1999,15.133333333333333,5.0
TILE.N0000,2,1999,10.11111111111111,5.0
TKYO.N0000,2,1999,60.660714285714285,5.0
TYRE.N0000,2,1999,14.263157894736842,5.0
UDPL.N0000,2,1999,18.513157894736842,5.0
VANI.N0000,2,1999,7.394736842105263,5.0
VANI.X0000,2,1999,4.116666666666666,5.0
WATA.N0000,2,1999,14.947368421052632,5.0
ACL.N0000,3,1999,66.25,5.0
ARPI.N0000,3,1999,16.0,5.0
ASIR.N0000,3,1999,32.4375,5.0
BFL.N0000,3,1999,11.166666666666666,5.0
BOGA.N0000,3,1999,7.470588235294118,5.0
BRWN.N0000,3,1999,82.25,5.0
CARG.N0000,3,1999,44.333333333333336,5.0
CCS.N0000,3,1999,79.17647058823529,5.0
CFIN.N0000,3,1999,171.15,5.0
CFLB.N0000,3,1999,3.4545454545454546,5.0
CFVF.N0000,3,1999,3.8653846153846154,5.0
CHOU.N0000,3,1999,8.28125,5.0
CIC.N0000,3,1999,38.225,5.0
CIC.X0000,3,1999,29.107142857142858,5.0
CIND.N0000,3,1999,13.316666666666666,5.0
CINV.N0000,3,1999,70.5,5.0
COMB.N0000,3,1999,93.83823529411765,5.0
COMB.X0000,3,1999,76.5,5.0
CTC.N0000,3,1999,41.2875,5.0
CTCE.N0000,3,1999,40.09615384615385,5.0
DFCC.N0000,3,1999,111.33333333333333,5.0
DIPD.N0000,3,1999,53.578947368421055,5.0
DIST.N0000,3,1999,4.0125,5.0
DPL.N0000,3,1999,16.192307692307693,5.0
EAST.N0000,3,1999,5.0625,5.0
EQIT.N0000,3,1999,10.714285714285714,5.0
GHLL.N0000,3,1999,2.659090909090909,5.0
GLAS.N0000,3,1999,9.352941176470589,5.0
GRAN.N0000,3,1999,29.375,5.0
GREG.N0000,3,1999,2.5,5.0
HAYC.N0000,3,1999,32.714285714285715,5.0
HAYL.N0000,3,1999,120.9375,5.0
HNB.N0000,3,1999,132.25,5.0
JKH.N0000,3,1999,183.75,5.0
KAPI.N0000,3,1999,15.115384615384615,5.0
KGAL.N0000,3,1999,8.210526315789474,5.0
KOTA.N0000,3,1999,7.0,5.0
KURU.N0000,3,1999,6.375,5.0
LCEM.N0000,3,1999,3.5,5.0
LDEV.N0000,3,1999,6.0,5.0
LION.N0000,3,1999,26.928571428571427,5.0
LLUB.N0000,3,1999,62.416666666666664,5.0
LMF.N0000,3,1999,6.325,5.0
LWL.N0000,3,1999,6.238095238095238,5.0
NDB.N0000,3,1999,111.29761904761905,5.0
NEST.N0000,3,1999,58.23529411764706,5.0
ONAL.N0000,3,1999,8.625,5.0
OSEA.N0000,3,1999,3.25,5.0
PALM.N0000,3,1999,27.325,5.0
PARQ.N0000,3,1999,4.714285714285714,5.0
PDL.N0000,3,1999,16.916666666666668,5.0
RCL.N0000,3,1999,14.06578947368421,5.0
RICH.N0000,3,1999,67.97916666666667,5.0
SAMP.N0000,3,1999,43.964285714285715,5.0
SELI.N0000,3,1999,157.0,5.0
SEMB.N0000,3,1999,2.525,5.0
SEYB.N0000,3,1999,15.48611111111111,5.0
SHOT.N0000,3,1999,30.0,5.0
SPEN.N0000,3,1999,93.31666666666666,5.0
SUGA.N0000,3,1999,6.697368421052632,5.0
TAFL.N0000,3,1999,27.5,5.0
TFC.N0000,3,1999,15.125,5.0
TILE.N0000,3,1999,9.979166666666666,5.0
TKYO.N0000,3,1999,55.4078947368421,5.0
TYRE.N0000,3,1999,13.55952380952381,5.0
UDPL.N0000,3,1999,13.355263157894736,5.0
VANI.N0000,3,1999,5.625,5.0
VANI.X0000,3,1999,3.0294117647058822,5.0
WATA.N0000,3,1999,12.675,5.0
ACL.N0000,4,1999,63.8,7.7
ARPI.N0000,4,1999,14.0,7.7
ASIR.N0000,4,1999,32.95,7.7
BFL.N0000,4,1999,11.375,7.7
BHR.N0000,4,1999,17.25,7.7
BOGA.N0000,4,1999,7.5,7.7
BRWN.N0000,4,1999,90.0,7.7
CARE.N0000,4,1999,50.0,7.7
CARG.N0000,4,1999,40.0,7.7
CCS.N0000,4,1999,78.66666666666667,7.7
CFIN.N0000,4,1999,170.69230769230768,7.7
CFLB.N0000,4,1999,3.25,7.7
CFVF.N0000,4,1999,3.772727272727273,7.7
CHOU.N0000,4,1999,8.25,7.7
CIC.N0000,4,1999,45.3,7.7
CIC.X0000,4,1999,31.4,7.7
CIND.N0000,4,1999,15.321428571428571,7.7
CINV.N0000,4,1999,70.625,7.7
COMB.N0000,4,1999,92.125,7.7
COMB.X0000,4,1999,76.0,7.7
CTC.N0000,4,1999,45.0,7.7
CTCE.N0000,4,1999,40.28125,7.7
DFCC.N0000,4,1999,114.21875,7.7
DIPD.N0000,4,1999,51.825,7.7
DIST.N0000,4,1999,4.05,7.7
DPL.N0000,4,1999,15.958333333333334,7.7
EAST.N0000,4,1999,4.85,7.7
EQIT.N0000,4,1999,12.678571428571429,7.7
GHLL.N0000,4,1999,2.625,7.7
GLAS.N0000,4,1999,9.807692307692308,7.7
GRAN.N0000,4,1999,28.235294117647058,7.7
GREG.N0000,4,1999,2.25,7.7
HAYC.N0000,4,1999,31.136363636363637,7.7
HAYL.N0000,4,1999,116.69642857142857,7.7
HNB.N0000,4,1999,135.66666666666666,7.7
JFIN.N0000,4,1999,45.0,7.7
JKH.N0000,4,1999,182.453125,7.7
KAPI.N0000,4,1999,14.46875,7.7
KGAL.N0000,4,1999,9.022727272727273,7.7
KOTA.N0000,4,1999,8.214285714285714,7.7
KURU.N0000,4,1999,8.0,7.7
LCEM.N0000,4,1999,3.5,7.7
LFIN.N0000,4,1999,10.0,7.7
LION.N0000,4,1999,27.125,7.7
LLUB.N0000,4,1999,61.838235294117645,7.7
LMF.N0000,4,1999,6.661764705882353,7.7
LWL.N0000,4,1999,6.25,7.7
NDB.N0000,4,1999,109.890625,7.7
NEST.N0000,4,1999,59.84615384615385,7.7
ONAL.N0000,4,1999,9.0,7.7
OSEA.N0000,4,1999,3.0,7.7
PALM.N0000,4,1999,26.964285714285715,7.7
PARQ.N0000,4,1999,5.333333333333333,7.7
PDL.N0000,4,1999,17.0,7.7
RCL.N0000,4,1999,14.884615384615385,7.7
RICH.N0000,4,1999,66.82142857142857,7.7
SAMP.N0000,4,1999,44.78333333333333,7.7
SEMB.N0000,4,1999,2.5,7.7
SEYB.N0000,4,1999,16.140625,7.7
SHOT.N0000,4,1999,29.0,7.7
SPEN.N0000,4,1999,90.81666666666666,7.7
SUGA.N0000,4,1999,6.6,7.7
TFC.N0000,4,1999,15.1875,7.7
TILE.N0000,4,1999,10.875,7.7
TKYO.N0000,4,1999,55.47222222222222,7.7
TYRE.N0000,4,1999,13.421875,7.7
UDPL.N0000,4,1999,12.589285714285714,7.7
VANI.N0000,4,1999,5.529411764705882,7.7
VANI.X0000,4,1999,2.925,7.7
WATA.N0000,4,1999,12.660714285714286,7.7
ACL.N0000,5,1999,63.675,6.6
ARPI.N0000,5,1999,16.0,6.6
ASIR.N0000,5,1999,33.767857142857146,6.6
BFL.N0000,5,1999,11.277777777777779,6.6
BHR.N0000,5,1999,17.666666666666668,6.6
BOGA.N0000,5,1999,7.5,6.6
CARG.N0000,5,1999,40.5,6.6
CCS.N0000,5,1999,80.58823529411765,6.6
CFIN.N0000,5,1999,171.73076923076923,6.6
CFLB.N0000,5,1999,3.109375,6.6
CFVF.N0000,5,1999,3.7222222222222223,6.6
CHOU.N0000,5,1999,9.0,6.6
CIC.N0000,5,1999,45.0,6.6
CIC.X0000,5,1999,35.25,6.6
CIND.N0000,5,1999,15.85,6.6
CINV.N0000,5,1999,71.75,6.6
COMB.N0000,5,1999,95.76315789473684,6.6
COMB.X0000,5,1999,76.5,6.6
CTC.N0000,5,1999,47.473684210526315,6.6
CTCE.N0000,5,1999,41.825,6.6
DFCC.N0000,5,1999,112.10526315789474,6.6
DIPD.N0000,5,1999,52.666666666666664,6.6
DIST.N0000,5,1999,4.03125,6.6
DPL.N0000,5,1999,14.708333333333334,6.6
EAST.N0000,5,1999,4.875,6.6
EQIT.N0000,5,1999,12.0,6.6
GHLL.N0000,5,1999,2.5,6.6
GLAS.N0000,5,1999,9.046875,6.6
GRAN.N0000,5,1999,28.85,6.6
GREG.N0000,5,1999,2.25,6.6
HAYC.N0000,5,1999,31.52777777777778,6.6
HAYL.N0000,5,1999,114.88235294117646,6.6
HNB.N0000,5,1999,137.48611111111111,6.6
JFIN.N0000,5,1999,40.0,6.6
JKH.N0000,5,1999,198.7375,6.6
KAPI.N0000,5,1999,12.266666666666667,6.6
KGAL.N0000,5,1999,8.557692307692308,6.6
KOTA.N0000,5,1999,6.71875,6.6
KURU.N0000,5,1999,7.55,6.6
LCEM.N0000,5,1999,3.2,6.6
LFIN.N0000,5,1999,9.0,6.6
LION.N0000,5,1999,25.266666666666666,6.6
LLUB.N0000,5,1999,60.473684210526315,6.6
LMF.N0000,5,1999,6.894736842105263,6.6
LWL.N0000,5,1999,6.132352941176471,6.6
MPRH.N0000,5,1999,25.0,6.6
NDB.N0000,5,1999,101.3375,6.6
NEST.N0000,5,1999,61.578947368421055,6.6
NTB.N0000,5,1999,14.291666666666666,6.6
ONAL.N0000,5,1999,8.75,6.6
OSEA.N0000,5,1999,2.8125,6.6
PALM.N0000,5,1999,29.785714285714285,6.6
PARQ.N0000,5,1999,4.625,6.6
PDL.N0000,5,1999,17.333333333333332,6.6
RCL.N0000,5,1999,15.161764705882353,6.6
RICH.N0000,5,1999,68.05,6.6
SAMP.N0000,5,1999,44.81578947368421,6.6
SEMB.N0000,5,1999,2.375,6.6
SEYB.N0000,5,1999,16.569444444444443,6.6
SHOT.N0000,5,1999,30.0,6.6
SPEN.N0000,5,1999,98.375,6.6
SUGA.N0000,5,1999,6.277777777777778,6.6
TAFL.N0000,5,1999,24.0,6.6
TFC.N0000,5,1999,15.365384615384615,6.6
TILE.N0000,5,1999,10.275,6.6
TKYO.N0000,5,1999,53.625,6.6
TYRE.N0000,5,1999,12.157894736842104,6.6
UDPL.N0000,5,1999,10.657894736842104,6.6
VANI.N0000,5,1999,4.5,6.6
VANI.X0000,5,1999,2.40625,6.6
WATA.N0000,5,1999,10.828947368421053,6.6
ACL.N0000,6,1999,62.27272727272727,3.4
ARPI.N0000,6,1999,12.75,3.4
ASIR.N0000,6,1999,34.32692307692308,3.4
BFL.N0000,6,1999,10.447368421052632,3.4
BHR.N0000,6,1999,17.75,3.4
BINN.N0000,6,1999,19.25,3.4
BOGA.N0000,6,1999,7.204545454545454,3.4
BRWN.N0000,6,1999,90.0,3.4
CARG.N0000,6,1999,39.8125,3.4
CCS.N0000,6,1999,75.11111111111111,3.4
CFIN.N0000,6,1999,169.77272727272728,3.4
CFLB.N0000,6,1999,2.8,3.4
CFVF.N0000,6,1999,3.676470588235294,3.4
CHOU.N0000,6,1999,9.5,3.4
CIC.N0000,6,1999,37.0,3.4
CIC.X0000,6,1999,32.625,3.4
CIND.N0000,6,1999,17.1,3.4
COMB.N0000,6,1999,93.51315789473684,3.4
COMB.X0000,6,1999,74.05,3.4
CTC.N0000,6,1999,41.833333333333336,3.4
CTCE.N0000,6,1999,42.05,3.4
CTHR.N0000,6,1999,200.0,3.4
DFCC.N0000,6,1999,97.36842105263158,3.4
DIPD.N0000,6,1999,53.86842105263158,3.4
DIST.N0000,6,1999,3.8684210526315788,3.4
DPL.N0000,6,1999,14.0,3.4
EAST.N0000,6,1999,5.083333333333333,3.4
EQIT.N0000,6,1999,12.25,3.4
GHLL.N0000,6,1999,2.4423076923076925,3.4
GLAS.N0000,6,1999,9.125,3.4
GRAN.N0000,6,1999,27.175,3.4
GREG.N0000,6,1999,2.6875,3.4
HAYC.N0000,6,1999,31.545454545454547,3.4
HAYL.N0000,6,1999,111.58333333333333,3.4
HNB.N0000,6,1999,151.6625,3.4
JFIN.N0000,6,1999,40.0,3.4
JKH.N0000,6,1999,174.6125,3.4
KGAL.N0000,6,1999,8.208333333333334,3.4
KOTA.N0000,6,1999,5.96875,3.4
KURU.N0000,6,1999,8.375,3.4
LCEM.N0000,6,1999,3.0,3.4
LDEV.N0000,6,1999,6.0,3.4
LFIN.N0000,6,1999,8.21875,3.4
LION.N0000,6,1999,24.692307692307693,3.4
LLUB.N0000,6,1999,58.276315789473685,3.4
LMF.N0000,6,1999,6.2894736842105265,3.4
LPRT.N0000,6,1999,15.0,3.4
LWL.N0000,6,1999,5.815789473684211,3.4
NDB.N0000,6,1999,90.2375,3.4
NEST.N0000,6,1999,51.69230769230769,3.4
NTB.N0000,6,1999,13.125,3.4
OSEA.N0000,6,1999,2.6666666666666665,3.4
PALM.N0000,6,1999,30.15,3.4
PARQ.N0000,6,1999,4.571428571428571,3.4
PDL.N0000,6,1999,17.5,3.4
RCL.N0000,6,1999,14.515625,3.4
RICH.N0000,6,1999,62.166666666666664,3.4
SAMP.N0000,6,1999,41.9,3.4
SEMB.N0000,6,1999,2.090909090909091,3.4
SEYB.N0000,6,1999,15.944444444444445,3.4
SHOT.N0000,6,1999,25.0,3.4
SPEN.N0000,6,1999,96.5657894736842,3.4
SUGA.N0000,6,1999,6.111111111111111,3.4
TAFL.N0000,6,1999,24.0,3.4
TFC.N0000,6,1999,14.911764705882353,3.4
TILE.N0000,6,1999,9.539473684210526,3.4
TKYO.N0000,6,1999,54.59375,3.4
TYRE.N0000,6,1999,10.083333333333334,3.4
UDPL.N0000,6,1999,9.555555555555555,3.4
VANI.N0000,6,1999,4.184210526315789,3.4
VANI.X0000,6,1999,2.3088235294117645,3.4
WATA.N0000,6,1999,10.171052631578947,3.4
ACL.N0000,7,1999,60.5625,1.6
ARPI.N0000,7,1999,13.5,1.6
ASIR.N0000,7,1999,33.6,1.6
BFL.N0000,7,1999,10.48611111111111,1.6
BHR.N0000,7,1999,17.214285714285715,1.6
BINN.N0000,7,1999,20.0,1.6
BOGA.N0000,7,1999,7.333333333333333,1.6
BRWN.N0000,7,1999,86.0,1.6
CARE.N0000,7,1999,55.0,1.6
CARG.N0000,7,1999,40.0,1.6
CCS.N0000,7,1999,74.40789473684211,1.6
CFIN.N0000,7,1999,168.95,1.6
CFLB.N0000,7,1999,2.6666666666666665,1.6
CFT.N0000,7,1999,27.0,1.6
CFVF.N0000,7,1999,3.769230769230769,1.6
CHOU.N0000,7,1999,9.25,1.6
CIC.N0000,7,1999,30.4,1.6
CIC.X0000,7,1999,29.1,1.6
CIND.N0000,7,1999,20.395833333333332,1.6
CINV.N0000,7,1999,87.75,1.6
COMB.N0000,7,1999,97.42857142857143,1.6
COMB.X0000,7,1999,77.5,1.6
CTC.N0000,7,1999,42.29761904761905,1.6
CTCE.N0000,7,1999,42.5,1.6
DFCC.N0000,7,1999,110.15,1.6
DIPD.N0000,7,1999,55.44736842105263,1.6
DIST.N0000,7,1999,4.464285714285714,1.6
DPL.N0000,7,1999,12.838235294117647,1.6
EAST.N0000,7,1999,5.291666666666667,1.6
EQIT.N0000,7,1999,12.166666666666666,1.6
GHLL.N0000,7,1999,2.361111111111111,1.6
GLAS.N0000,7,1999,18.21153846153846,1.6
GRAN.N0000,7,1999,26.5375,1.6
GREG.N0000,7,1999,2.5,1.6
HAYC.N0000,7,1999,30.116666666666667,1.6
HAYL.N0000,7,1999,109.89285714285714,1.6
HNB.N0000,7,1999,152.83333333333334,1.6
JFIN.N0000,7,1999,37.75,1.6
JKH.N0000,7,1999,167.6547619047619,1.6
KGAL.N0000,7,1999,8.51388888888889,1.6
KOTA.N0000,7,1999,6.634615384615385,1.6
LCEM.N0000,7,1999,3.5,1.6
LFIN.N0000,7,1999,5.325,1.6
LION.N0000,7,1999,24.160714285714285,1.6
LLUB.N0000,7,1999,59.476190476190474,1.6
LMF.N0000,7,1999,6.726190476190476,1.6
LPRT.N0000,7,1999,15.25,1.6
LWL.N0000,7,1999,5.7625,1.6
MORI.N0000,7,1999,125.0,1.6
NDB.N0000,7,1999,100.64285714285714,1.6
NEST.N0000,7,1999,54.1875,1.6
NTB.N0000,7,1999,13.023809523809524,1.6
ONAL.N0000,7,1999,9.568181818181818,1.6
OSEA.N0000,7,1999,3.0,1.6
PALM.N0000,7,1999,29.363636363636363,1.6
PARQ.N0000,7,1999,4.5625,1.6
PDL.N0000,7,1999,17.3125,1.6
RCL.N0000,7,1999,14.894736842105264,1.6
RICH.N0000,7,1999,62.17307692307692,1.6
SAMP.N0000,7,1999,41.88095238095238,1.6
SEMB.N0000,7,1999,1.9078947368421053,1.6
SEYB.N0000,7,1999,15.85,1.6
SHOT.N0000,7,1999,29.083333333333332,1.6
SPEN.N0000,7,1999,108.54761904761905,1.6
SUGA.N0000,7,1999,5.7894736842105265,1.6
TAFL.N0000,7,1999,23.65,1.6
TFC.N0000,7,1999,15.0625,1.6
TILE.N0000,7,1999,8.676470588235293,1.6
TKYO.N0000,7,1999,54.986111111111114,1.6
TYRE.N0000,7,1999,10.845238095238095,1.6
UDPL.N0000,7,1999,10.764705882352942,1.6
VANI.N0000,7,1999,3.7023809523809526,1.6
VANI.X0000,7,1999,2.0535714285714284,1.6
WATA.N0000,7,1999,10.88888888888889,1.6
ACL.N0000,8,1999,59.69230769230769,4.7
ARPI.N0000,8,1999,13.5,4.7
ASIR.N0000,8,1999,34.046875,4.7
BFL.N0000,8,1999,10.421052631578947,4.7
BHR.N0000,8,1999,18.305555555555557,4.7
BOGA.N0000,8,1999,7.25,4.7
BRWN.N0000,8,1999,80.0,4.7
CCS.N0000,8,1999,71.83823529411765,4.7
CFIN.N0000,8,1999,171.94230769230768,4.7
CFLB.N0000,8,1999,2.6944444444444446,4.7
CFT.N0000,8,1999,31.125,4.7
CFVF.N0000,8,1999,3.857142857142857,4.7
CHOU.N0000,8,1999,10.357142857142858,4.7
CIC.N0000,8,1999,32.28846153846154,4.7
CIC.X0000,8,1999,27.8125,4.7
CIND.N0000,8,1999,21.0,4.7
CINV.N0000,8,1999,88.83333333333333,4.7
COMB.N0000,8,1999,104.875,4.7
COMB.X0000,8,1999,78.22222222222223,4.7
CTC.N0000,8,1999,43.526315789473685,4.7
CTCE.N0000,8,1999,37.82142857142857,4.7
CTHR.N0000,8,1999,200.0,4.7
DFCC.N0000,8,1999,125.6125,4.7
DIPD.N0000,8,1999,57.8,4.7
DIST.N0000,8,1999,4.9375,4.7
DPL.N0000,8,1999,14.473684210526315,4.7
EAST.N0000,8,1999,5.0,4.7
EQIT.N0000,8,1999,12.5,4.7
GHLL.N0000,8,1999,2.4375,4.7
GLAS.N0000,8,1999,19.4375,4.7
GRAN.N0000,8,1999,28.2,4.7
GREG.N0000,8,1999,2.5,4.7
HAYC.N0000,8,1999,30.557692307692307,4.7
HAYL.N0000,8,1999,116.86111111111111,4.7
HNB.N0000,8,1999,102.65789473684211,4.7
JFIN.N0000,8,1999,35.92857142857143,4.7
JKH.N0000,8,1999,183.78947368421052,4.7
