,20150504,20150505,20150506,20150507,20150508,20150511
09:25:00,,,,,,
09:30:00,-0.00695703376483,-0.00535287938237,0.000277970814855,-0.00750524718264,0.0094978408618,0.00721223653315
09:31:00,-0.000279290603687,0.0,0.0195410098448,-0.00363382650037,0.000286409854457,-0.00554325144476
09:32:00,0.00557104504946,0.00282087634164,0.000272516693334,0.00391280543927,0.000572573734509,-0.00222593302815
09:33:00,-0.00501254182354,0.000844713551566,0.0,-0.00419287826004,0.00114416488455,-0.00502653948594
09:34:00,0.000279134684297,0.00952388151126,-0.00546449447208,0.000839983249725,-0.000858000910636,-0.00196160914799
09:35:00,-0.00251502158558,0.00611452711051,-0.00137080213378,-0.000559910428962,0.0,-0.0025277362146
09:36:00,-0.0180693792595,0.0,0.0062901889336,-0.000840453894548,0.0,0.00392927813989
09:37:00,-0.011461443519,-0.000554323739249,-0.00191022025612,-0.0189565727452,-0.00143163947144,0.000560067222705
09:38:00,0.0,-0.00194255645934,-0.00054644810103,-0.00889404801376,-0.00229489486834,-0.000840218506229
09:39:00,0.00402646503149,-0.00333890126551,-0.00795723776031,0.0,0.011422168728,0.000840218506229
09:40:00,0.00315231669552,-0.00223214378394,-0.00552487593197,0.00287769982762,0.000283889285086,0.00391171216869
09:41:00,-0.00343938430191,-0.00279720462106,-0.00834497193218,0.00601634818615,-0.000851909749095,0.00667039716185
09:42:00,-0.0162087484914,0.00279720462106,0.0,0.00285225521377,0.0,-0.000277046684138
09:43:00,-0.00262965819907,0.00334635002734,0.0,-0.000854822676359,0.00028405056291,0.000830909894087
09:44:00,0.0122130043762,0.00250243422678,0.00278940208758,-0.00256886112439,-0.00028405056291,-0.00889883514213
09:45:00,0.0,-0.000277739204674,-0.0013937284486,0.010236085963,-0.00227531383714,0.00223214378394
09:46:00,-0.00550646225429,-0.00473340713925,0.0,-0.00681240216224,-0.00285144190921,0.00306108490034
09:47:00,0.0020322259861,0.00473340713925,0.00389755504531,0.00256009242371,-0.00343249764932,0.00940272414217
09:48:00,0.000579878241822,-0.00306023329659,0.00719825920974,-0.00284495213223,0.00257547717122,0.013940365154
09:49:00,-0.00145032657765,-0.00111513811389,0.000275824026021,-0.00114025097873,0.00285388321553,0.00325203538638
09:50:00,-0.000580720109236,0.0,-0.00414537003734,-0.00171281800367,-0.00457013077638,-0.0043384015986
09:51:00,0.00781140960238,0.0,-0.00332871319843,-0.0086083745366,0.0,-0.000815549861705
09:52:00,0.00402646503149,-0.000278978938899,-0.00333983054675,0.0,0.000858491968594,0.00542447763536
09:53:00,0.0125500791543,0.000278978938899,0.00417304820362,0.00230282197332,-0.00114481981593,0.0112965160405
09:54:00,-0.00796816964918,0.0013937284486,0.00221852559102,0.0,0.00114481981593,0.00825680546494
09:55:00,0.00285306898241,0.00250382659671,0.00607568839426,0.00573396066432,-0.00114481981593,-0.00239012197172
09:56:00,0.0,0.0,0.00329851865866,0.00228440990263,0.000858737708418,-0.016352059838
09:57:00,0.000284859708521,-0.000277893568552,0.00164518819669,0.0,0.00114383769978,0.012088797319
09:58:00,-0.00313792869093,0.000833449138397,0.0136056520558,-0.00400114852169,0.00256886112439,-0.00669794868413
09:59:00,-0.00286123228103,-0.000277739204674,0.0211266047172,0.00343053509679,-0.00228310601457,-0.0029613697776
