,20150504,20150505,20150506
09:25:00,,,
09:30:00,0.0,-0.00519032307069,0.01341101906
09:31:00,0.00172265331145,-0.000867679013222,-0.0053428444105
09:32:00,0.00942191124162,-0.00260756340708,-0.00447428039492
09:33:00,0.0025542798051,0.0,0.000896459047037
09:34:00,0.0093102661511,0.00260756340708,0.00536194314139
09:35:00,-0.0067624940723,0.00260078170006,-0.000891663010482
09:36:00,-0.00424990014933,0.00345722038386,0.000891663010482
09:37:00,-0.00426803891597,0.0,-0.0017841217935
09:38:00,-0.00686697977418,-0.00259179410743,0.0
09:39:00,-0.00258732356495,0.00259179410743,0.0
09:40:00,0.00258732356495,0.00172413835814,-0.0017873105741
09:41:00,-0.005181358742,-0.000861697597481,-0.0044823024395
09:42:00,0.0,0.000861697597481,0.000898069211684
09:43:00,-0.000866175887849,0.00172117082077,0.0
09:44:00,0.0,0.00171821348114,0.0
09:45:00,-0.00260303834616,-0.00343938430191,-0.000898069211684
09:46:00,-0.00260983184237,0.0,0.0
09:47:00,-0.00261666089117,0.000860955713965,0.000898069211684
09:48:00,-0.00525395254116,-0.000860955713965,-0.00359712618085
09:49:00,-0.00263736416609,-0.00172413835814,-0.00180342699915
09:50:00,-0.0017621149934,-0.000863185206811,-0.00452284805373
09:51:00,0.00527705710084,-0.0051948168771,-0.00181488253082
09:52:00,0.0035026305512,0.0,0.00181488253082
09:53:00,-0.00262582207767,0.0,0.00271616282878
09:54:00,0.00262582207767,-0.00173761989854,0.00270880526809
09:55:00,0.0,0.0043384015986,0.0
09:56:00,0.0,-0.000866175887849,0.000901306956013
09:57:00,0.0,-0.000866926798986,0.00090049533325
09:58:00,-0.000874508144932,0.000866926798986,0.000899685170898
09:59:00,-0.000875273578855,0.0,-0.00180018050415
10:00:00,0.0,-0.00173460581221,-0.00180342699915
10:01:00,0.00174978172379,0.00173460581221,-0.000902934598592
10:02:00,-0.00613767818921,0.0,0.000902934598592
10:03:00,0.00175746969665,-0.00260303834616,0.000902120043138
10:04:00,-0.000878348760906,0.0,0.000901306956013
10:05:00,0.000878348760906,0.0,0.00090049533325
10:06:00,0.0,-0.0043535114472,0.00179856163592
10:07:00,0.000877577941359,-0.000872981286345,0.0
10:08:00,0.0,-0.000873744048597,0.000898069211684
10:09:00,0.00262812240627,0.0,0.00179372245403
10:10:00,0.000874508144932,0.000873744048597,0.000895656127944
10:11:00,0.00261894518963,0.0,0.0
10:12:00,0.00174216071939,0.00348736186042,0.00178890924272
10:13:00,0.00173913087313,-0.000870700969244,0.000893255977215
10:14:00,0.00173611154718,-0.00261666089117,-0.000893255977215
10:15:00,0.0,0.0,0.000893255977215
