,20150504
09:25:00,
09:30:00,-0.0214790316771
09:31:00,0.00890024947026
09:32:00,-6.32931422091e-05
09:33:00,6.32931422091e-05
09:34:00,0.0
09:35:00,-0.0109457628401
09:36:00,-0.0218651572519
09:37:00,-0.0125042761201
09:38:00,-0.00444695917518
09:39:00,0.0113107664813
09:40:00,0.00564046881397
09:41:00,-0.00919848798559
09:42:00,0.0
09:43:00,0.00184647902634
09:44:00,0.00898572930302
09:45:00,0.0120717976884
09:46:00,0.00963027473521
09:47:00,-0.0147397512976
09:48:00,-0.000129693275586
09:49:00,6.48487403367e-05
09:50:00,0.0114124840328
09:51:00,0.00524331401396
09:52:00,0.00661075379805
09:53:00,0.00725944544626
09:54:00,6.28950596138e-05
09:55:00,0.000628733123509
09:56:00,-0.00693790231677
09:57:00,0.00315956029037
09:58:00,-0.000189292362618
09:59:00,-0.00544167376727
10:00:00,-0.0102676199379
10:01:00,-0.0194180858571
10:02:00,0.00664454271867
10:03:00,0.00149219867439
10:04:00,-0.00467867511469
10:05:00,0.000455833042764
10:06:00,0.00907329620567
10:07:00,0.00636678571153
10:08:00,0.00645390271753
10:09:00,0.00514597241173
10:10:00,-0.00820798041783
10:11:00,0.0030620080061
10:12:00,-0.00287035757589
10:13:00,0.00845980302223
10:14:00,-0.000190035790646
10:15:00,-0.0079504314473
10:16:00,-0.000319335784288
10:17:00,-0.00995033085317
10:18:00,-0.00452635755013
10:19:00,0.00258899820991
10:20:00,-0.000970089000894
10:21:00,0.00322997696833
10:22:00,0.000644745347931
10:23:00,-0.00225842973876
10:24:00,0.00051666237264
10:25:00,0.00206398422085
10:26:00,-0.00128949082987
10:27:00,-0.00129115576362
10:28:00,-0.00323520178651
10:29:00,0.00323520178651
10:30:00,0.00772204609391
10:31:00,-0.000641231185806
10:32:00,-0.0070808149081
10:33:00,-0.00485673611295
10:34:00,0.00621240592453
10:35:00,0.00508350246944
10:36:00,0.00128287381289
10:37:00,-0.0135529664047
10:38:00,0.00712207607441
10:39:00,-0.0084224663747
10:40:00,0.00194995186908
10:41:00,-0.00194995186908
10:42:00,-0.000650829830978
10:43:00,-0.00221599517131
10:44:00,-0.00497122949479
10:45:00,-0.00427140455571
10:46:00,-0.00561335467683
10:47:00,0.00449320169179
10:48:00,0.0
10:49:00,0.00309383783627
10:50:00,0.00426300038944
10:51:00,-0.00524935588614
10:52:00,-0.00540934098225
10:53:00,0.00540934098225
10:54:00,-0.00131665588475
10:55:00,0.00787405643091
10:56:00,-0.00261780254208
10:57:00,0.00457666702741
10:58:00,0.00130378114948
10:59:00,0.00823957689742
11:00:00,-0.00498754151104
11:01:00,-0.00416450367624
11:02:00,-0.00562350268992
11:03:00,-0.00328407520119
11:04:00,-0.00243717803343
11:05:00,0.00210817654995
11:06:00,0.000197413878837
11:07:00,0.000131587604637
11:08:00,-0.00125078190165
11:09:00,0.00125078190165
11:10:00,-0.000131587604637
11:11:00,0.000131587604637
11:12:00,-0.000658111244549
11:13:00,-0.000658544640197
11:14:00,-0.000856756898225
11:15:00,-0.00442727124838
11:16:00,-0.00251972814172
11:17:00,-0.0116194963392
11:18:00,-0.00430803035689
11:19:00,0.00377054042189
11:20:00,0.00796550280828
11:21:00,0.0119952397543
11:22:00,-0.00528402814661
11:23:00,-0.00611135155701
11:24:00,-0.000533191161659
11:25:00,0.00139902091371
11:26:00,0.00980464959362
11:27:00,-0.00131934843335
11:28:00,0.00329511303814
11:29:00,-0.00918741384258
11:30:00,0.00265252144913
13:00:00,0.00323977935531
13:01:00,0.0020442487913
13:02:00,-0.00521780517383
13:03:00,-0.00311723018131
13:04:00,0.00569651139696
13:05:00,0.0
13:06:00,-0.00264550418842
13:07:00,0.0
13:08:00,0.00066203246377
13:09:00,0.00330360392958
13:10:00,0.000527565298441
13:11:00,0.000790826454818
13:12:00,0.00787405643091
13:13:00,0.00962671672782
13:14:00,-0.000323718885349
13:15:00,-0.0025286102882
13:16:00,-0.000259706533079
13:17:00,0.00298256072749
13:18:00,-0.00285269903001
13:19:00,0.0
13:20:00,-0.000129861697475
13:21:00,0.0012978587156
13:22:00,-0.0012978587156
13:23:00,-0.00260078170006
13:24:00,-0.000977039647827
13:25:00,-0.00293685967331
13:26:00,-0.00320775372434
13:27:00,-0.00262622434444
13:28:00,-0.000723422477376
13:29:00,-0.00256908675279
13:30:00,-0.0033695648148
13:31:00,0.00343552134946
13:32:00,0.00250313021812
13:33:00,0.00249688019859
13:34:00,0.00203232115056
13:35:00,6.54900291659e-05
13:36:00,0.00117808770743
13:37:00,-0.00183318108166
13:38:00,-0.00426859948755
13:39:00,-0.000658327871045
13:40:00,-0.000988305137271
13:41:00,-0.00125325698274
13:42:00,0.00125325698274
13:43:00,-0.000659413146216
