,20150504,20150505,20150506,20150507,20150508,20150511
09:25:00,,,,,,
09:30:00,0.00661523911872,0.00522194398115,0.0,0.00409417153266,0.0111483874826,-0.00429185208154
09:31:00,0.00547946576463,-0.00417537141048,-0.00103145960666,0.00610999864158,0.0143095452129,-0.00539084863488
09:32:00,0.00218340698094,0.00937018828758,0.0,0.0060728931579,-0.00218818468055,0.0
09:33:00,-0.00109110758233,0.00207039411431,-0.00725016122506,0.0,-0.00990652020279,0.00215982805343
09:34:00,-0.00218579321998,0.0113111745815,0.00103896113242,0.0040282028286,-0.00221484032955,0.00752287266299
09:35:00,0.00109349382137,0.00306278953055,-0.00207900282783,0.00401204148996,0.0033204236373,-0.0010712373815
09:36:00,0.00109229939861,0.00812187205735,-0.0136199067153,0.00598804184462,0.0,0.0010712373815
09:37:00,-0.00109229939861,-0.00914175995809,0.00210748233956,0.0,0.00110436234305,-0.00214362354325
09:38:00,-0.00438116801556,-0.0020429016298,0.0104712998673,-0.00598804184462,0.0,0.0
09:39:00,-0.00109829774906,0.0,0.00726521099141,-0.00200400868672,0.0033057881345,-0.00214822853829
09:40:00,0.0,0.00306278953055,-0.00726521099141,-0.00301356330526,0.00109950533342,-0.0021528533611
09:41:00,0.0,-0.00101988790075,-0.00208550649102,0.0,-0.00109950533342,-0.00323799527378
09:42:00,-0.00109950533342,0.0,0.0,0.00401606965489,-0.0033057881345,0.0
09:43:00,0.00109950533342,-0.00102092913411,-0.00208986491946,-0.00200601872687,0.0,-0.00324851395583
09:44:00,0.00109829774906,0.00102092913411,-0.0031430093972,0.00100351237724,-0.00442478598036,0.0
09:45:00,0.00438116801556,0.0,0.00835950531609,-0.00100351237724,-0.00444445176042,-0.00217155351351
09:46:00,0.00218340698094,0.0,-0.00521649591889,-0.00503272325461,-0.00446429312869,0.0
09:47:00,0.00326619778662,-0.00102092913411,0.00208986491946,-0.0060728931579,-0.0022396425935,0.00108636621222
09:48:00,0.00217155351351,0.00305966582396,0.00728032336813,-0.00101574411984,0.0,0.00433370125712
