,20150728,20150729,20150730,20150731
09:25:00,,,,
09:30:00,0.0,0.0,0.0,0.0
09:31:00,0.0,,0.0,0.0
09:32:00,0.0,,,0.0
09:33:00,0.0,,,0.0
09:34:00,,,,0.0
09:35:00,0.0,0.0,0.0,0.0
09:36:00,0.0,,,
09:37:00,0.0,0.0,,0.0
09:38:00,0.0,0.0,0.0,0.0
09:39:00,0.0,,0.0,0.0
09:40:00,0.0,,0.0,0.0
09:41:00,0.0,0.0,,0.0
09:42:00,0.0,0.0,,
09:43:00,0.0,,,
09:45:00,,0.0,,
09:46:00,0.0,0.0,,0.0
09:47:00,0.0,,,
09:48:00,0.0,0.0,,
09:49:00,0.0,,,0.0
09:50:00,0.0,,0.0,
09:51:00,0.0,,,
09:52:00,0.0,0.0,0.0,0.0
09:53:00,0.0,,,0.0
09:54:00,,0.0,,0.0
09:55:00,,,0.0,
09:56:00,0.0,,,0.0
09:57:00,0.0,0.0,,
09:58:00,0.0,0.0,,0.0
09:59:00,0.0,,,
10:00:00,,,0.0,
10:01:00,0.0,,,0.0
10:03:00,0.0,0.0,,0.0
10:04:00,0.0,,0.0,
10:06:00,0.0,,,
10:07:00,,,0.0,
10:08:00,,0.0,,0.0
10:11:00,0.0,,,
10:12:00,0.0,0.0,,0.0
10:14:00,0.0,,,
10:16:00,0.0,,,
10:17:00,0.0,,0.0,
10:18:00,0.0,,,0.0
10:19:00,,,0.0,
10:20:00,0.0,,,
10:21:00,0.0,,,
10:22:00,0.0,,0.0,
10:23:00,0.0,,,
10:24:00,,,,0.0
10:25:00,,,,0.0
10:27:00,,,0.0,
10:28:00,0.0,,,
10:29:00,0.0,,,
10:30:00,,,0.0,
10:31:00,,0.0,,
10:34:00,,,0.0,
10:35:00,0.0,,,0.0
10:39:00,0.0,,,0.0
10:42:00,0.0,,,0.0
10:46:00,,,,0.0
10:49:00,0.0,,,
10:50:00,0.0,,,
10:51:00,,0.0,,
10:52:00,,0.0,,0.0
10:53:00,0.0,,,
10:55:00,0.0,,,0.0
10:56:00,0.0,,,
10:59:00,0.0,,,
11:05:00,,,,0.0
11:09:00,0.0,,,
11:11:00,0.0,,,
11:12:00,,,,0.0
11:13:00,,0.0,,
11:15:00,,,0.0,
11:16:00,0.0,,,
11:22:00,0.0,,,
11:24:00,0.0,,,
11:26:00,,0.0,,
11:29:00,,,0.0,
13:00:00,0.0,0.0,0.0,0.0
13:08:00,,0.0,,
13:12:00,,0.0,0.0,
13:15:00,,,,0.0
13:17:00,,,0.0,
13:20:00,,,0.0,
13:25:00,,,0.0,
13:28:00,,,,0.0
13:33:00,,,0.0,
13:34:00,0.0,,,
13:35:00,,0.0,,
13:36:00,,0.0,,
13:37:00,,0.0,,
13:40:00,0.0,,,
13:41:00,,0.0,,
13:42:00,0.0,,0.0,
13:43:00,,0.0,,
13:46:00,0.0,,,
13:48:00,,,0.0,
13:53:00,,0.0,,
13:56:00,,0.0,0.0,
14:00:00,0.0,0.0,,0.0
14:01:00,,,0.0,
14:02:00,,,,0.0
14:03:00,,,,0.0
14:04:00,,,0.0,
14:05:00,0.0,,,
14:06:00,0.0,,,
14:07:00,0.0,,,
14:08:00,0.0,,,
14:09:00,0.0,,,
14:10:00,,,,0.0
14:11:00,,0.0,,
14:25:00,0.0,,0.0,0.0
14:26:00,,,,0.0
14:27:00,0.0,,,
14:28:00,,,0.0,
14:30:00,,,,0.0
14:35:00,0.0,,,
14:36:00,0.0,,,
14:38:00,,0.0,,
14:41:00,,,,0.0
14:45:00,,0.0,,0.0
14:46:00,,0.0,,0.0
14:47:00,,0.0,,
14:49:00,,0.0,,0.0
14:51:00,,,,0.0
14:52:00,,,0.0,
14:53:00,0.0,,0.0,
14:54:00,0.0,,0.0,
14:55:00,,,0.0,
15:00:00,,,0.0,0.0
