,20150504,20150505,20150506,20150507,20150508
09:25:00,,,,,
09:30:00,-0.0133513331749,-0.00406504624817,0.00832759843776,-0.00992915958822,0.00893169798904
09:31:00,-0.00336587325511,0.0,-0.00693484055246,-0.00142653376545,0.0129121739581
09:32:00,0.00872781639649,-0.00681201544251,-0.000696136470856,0.00640343703521,-0.000675447509638
09:33:00,0.00133600554274,0.00136612043104,-0.00209132178,0.00353982670512,-0.00609964615672
09:34:00,-0.000667779657536,0.00204568772329,0.0,0.00211789701473,0.00542374210936
09:35:00,0.00133511368297,0.00746525353634,-0.00559833512542,0.00422238487985,0.00337496101653
09:36:00,-0.00200333956818,0.00539448374936,0.000701508271491,-0.00917114011911,0.000673627509474
09:37:00,-0.00738010729762,0.00803755164244,0.00419874654635,0.00353732240085,-0.00134770909887
09:38:00,-0.00472494972865,-0.00401070056341,0.00487635936678,-0.00353732240085,-0.00202497537977
09:39:00,0.000676361202653,-0.00201139859969,-0.0034806857278,-0.0007089684806,-0.000675904047361
09:40:00,-0.00542374210936,-0.00134318354647,0.0,0.00706716722309,-0.00610378293802
09:41:00,0.000679578687384,-0.00201816415624,0.0,0.00140745976788,0.0
09:42:00,0.000679117173809,-0.00337268447864,-0.00209424160311,0.00561011289077,0.0
09:43:00,0.00271186606875,0.00404585851954,-0.00630916919327,0.0,-0.0020429016298
09:44:00,0.00270453173642,-0.00269541942167,0.00491056756668,-0.00983844900029,0.000681431031479
09:45:00,0.00134952787013,0.0,-0.00280308522712,0.00563381771826,-0.000681431031479
09:46:00,-0.00337724062979,0.00134861787129,0.00140252477409,-0.00140548160874,0.0013623980309
09:47:00,-0.00542742173536,0.0,0.000700525422693,-0.00140745976788,-0.000680966999416
09:48:00,-0.00340715832161,-0.000674081589394,-0.000700525422693,-0.00140944350323,0.000680966999416
09:49:00,-0.00341880674879,-0.0006745362819,-0.00210452550492,-0.00141143283841,-0.00204429372728
09:50:00,0.00341880674879,-0.00135043909787,-0.00140548160874,0.00211640290638,-0.00204848142647
09:51:00,0.00544589501146,-0.00270636159774,-0.00422833610952,-0.00141043746936,-0.00342348845152
09:52:00,0.000678656286651,0.0,-0.00424629088145,0.0,-0.000686106373399
09:53:00,-0.0033978965754,0.000677277370962,-0.0028409110016,0.0,0.000686106373399
09:54:00,-0.0013623980309,0.00405405960655,-0.00142348778485,-0.00141242961334,0.00478960888256
09:55:00,0.00543849063094,0.000674081589394,0.00355492731292,-0.00212239202415,0.00272665472271
09:56:00,0.000677736386498,-0.000674081589394,0.00424929817866,0.0,0.0033978965754
09:57:00,0.00270636159774,0.000674081589394,0.00634028189458,0.00070796463134,0.00271002875887
09:58:00,-0.000675904047361,-0.00202360945953,-0.000702493882069,0.00494176791078,-0.000676818976767
09:59:00,0.001351351557,0.0,0.000702493882069,-0.000704473435264,-0.0047506027586
10:00:00,-0.00270453173642,-0.001351351557,0.00070200073083,0.0,0.000680040828656
10:01:00,-0.0047506027586,-0.00203045755038,0.0,0.000704473435264,0.00203735214784
10:02:00,0.0,0.00135409634773,-0.0014044946129,0.00211044749455,0.0020332097821
10:03:00,0.0,-0.00271002875887,-0.00211044749455,0.0014044946129,-0.000677277370962
10:04:00,0.0047506027586,0.0,0.0,0.00140252477409,0.00270636159774
10:05:00,0.0,-0.00203735214784,0.00281294137661,-0.000701016502595,-0.00135226525001
10:06:00,-0.0020332097821,-0.00204151142698,0.00070200073083,-0.00210600288439,0.00135226525001
10:07:00,0.000678196024638,0.0,0.00210305019678,-0.00351989099778,-0.000675904047361
10:08:00,0.00135501375746,0.00136147059832,0.00349528492864,-0.00211789701473,0.000675904047361
10:09:00,0.0,0.00135961951604,-0.00139664827172,0.00141242961334,0.0
10:10:00,0.000676818976767,0.0,-0.000699056302498,-0.00141242961334,-0.000675904047361
10:11:00,0.00405132221918,0.000679117173809,0.000699056302498,-0.00141442739281,0.000675904047361
10:12:00,0.0,-0.000679117173809,-0.000699056302498,-0.00425532557014,0.000675447509638
10:13:00,-0.000674081589394,0.0,0.000699056302498,0.00212992625782,0.00202360945953
10:14:00,0.000674081589394,-0.00135961951604,0.00209424160311,0.00141743468097,0.00269179166571
10:15:00,-0.000674081589394,0.0,0.0,-0.00141743468097,0.00536194314139
10:16:00,0.0,0.000680040828656,0.00208986491946,-0.000709471473534,0.00200333956818
10:17:00,0.0,0.000679578687384,0.00208550649102,-0.000709975180693,-0.000667334025433
10:18:00,-0.00405405960655,0.00135777346046,-0.00138985428905,-0.00213295495014,-0.00535476513766
10:19:00,-0.00135501375746,0.0,0.0,-0.00714288751238,0.000670915825234
10:20:00,0.0,-0.000678656286651,-0.00208841008727,-0.0108109161042,0.0
10:21:00,0.000677736386498,0.0,-0.00139470036555,0.0,0.000670465998968
10:22:00,0.00270636159774,0.0,0.00139470036555,0.0136741965142,0.0
10:23:00,0.00202497537977,0.00406504624817,0.0,0.000714540937869,-0.00470272952691
10:24:00,0.000674081589394,0.00270087942713,0.0013927578853,-0.00429492428288,0.00403226352794
10:25:00,0.000673627509474,-0.00202497537977,-0.00208986491946,0.00214976793649,-0.00134228208073
10:26:00,-0.000673627509474,0.00337268447864,-0.000697593331394,0.00571022251088,0.0
10:27:00,0.000673627509474,-0.004048588526,-0.00139664827172,0.00142247534654,-0.00268998144721
10:28:00,0.0033613477027,0.0,0.0,-0.00142247534654,0.00201816415624
10:29:00,0.00268096675326,-0.000676361202653,-0.00209863665692,-0.00285103543084,0.00134318354647
10:30:00,0.00200601872687,0.0,-0.000700525422693,0.00285103543084,0.00868699081347
10:31:00,-0.00133689859484,0.0,0.0,-0.0035650661645,0.0079523281905
10:32:00,0.00133689859484,-0.000676818976767,0.00210010577712,-0.000714540937869,0.00329489589685
