,20150724,20150727,20150728,20150729,20150730,20150731
09:25:00,,,,,,
09:30:00,0.0,-0.0548324786254,0.0167199052111,0.0113961347309,-0.00700119545898,0.0192257596713
09:31:00,0.0,0.00589170070464,0.0203742191951,0.00846267391873,0.00117027514819,0.0114745952056
09:32:00,0.0,0.0342027564972,0.005029348405,-0.00846267391873,0.00291971010333,0.00398520311096
09:33:00,0.0,0.00435730536896,-0.0248319757012,-0.0091064943488,0.00174774294416,-0.0114286958236
09:34:00,0.0,-0.0131292914418,-0.0149686156939,-0.00114416488455,-0.00759571282658,-0.00518583703237
09:35:00,0.0,-0.0245274279962,0.0121073834129,0.00741377789814,0.0017579846309,0.016614532856
09:36:00,0.0,-0.0159275266961,0.0142249909313,0.00453515516539,0.00117027514819,-0.00512675574635
09:37:00,0.0,0.00913248356327,0.00955868959155,-0.00113186203368,0.0046674530475,0.0141765912663
09:38:00,0.0,0.0,-0.00673781324991,-0.0159820753386,0.00464576909917,-0.00338409798424
09:39:00,0.0,0.0135442251078,0.00449691595362,-0.0104107360178,0.00520082073759,-0.010792493282
09:40:00,0.0,-0.0121815176518,-0.00731779229527,0.0,0.0068926177531,-0.000571265368292
09:41:00,0.0,-0.00820423927265,-0.0142249909313,0.0046403795565,-0.00171870566513,0.00569802111464
09:42:00,,-0.00596742647586,-0.00286944242795,-0.00231749814036,-0.00229621226035,0.00510060612759
09:43:00,0.0,-0.0101805599321,0.0148319889553,-0.00815380172693,0.0142655771588,0.00112994362305
09:44:00,0.0,-0.0116960397632,-0.00567860696884,0.0,0.00846267391873,-0.000564812214959
09:45:00,0.0,-0.00850666755433,-0.00456621797958,0.0,-0.00224971973402,-0.00737173738078
09:46:00,0.0,0.00237023102196,-0.00458716400691,0.00408521140077,-0.00394922939233,-0.000569313992036
09:47:00,0.0,-0.00569802111464,-0.00230149698828,0.00116414448537,-0.000565450962197,-0.0034227072775
09:48:00,0.0,-0.068992871487,-0.00346220772847,-0.00817761566523,0.00113058237029,0.00456101132756
09:49:00,0.0,0.0448953199079,-0.00579711768433,-0.0088365818005,0.00338409798424,0.0090600846244
09:50:00,0.0,-0.0192076823598,-0.00466201310581,-0.00891536365795,0.00168776411372,-0.00621998047165
09:51:00,0.0,0.0182315963867,0.000583941622433,0.0118695755554,-0.00790071829844,0.00396264317
09:52:00,0.0,-0.0019550348358,0.000583600833605,0.00294551022976,0.00169827383019,0.0
09:53:00,0.0,0.00779731046003,0.00233100338648,-0.00589972212719,0.000565450962197,-0.00680274732275
09:54:00,0.0,0.0239819646865,0.00464576909917,-0.0101101069303,-0.00169731299588,-0.0102916860365
09:55:00,0.0,0.022493919348,-0.00581059159547,-0.00780081963623,-0.00170019876603,-0.0074993140619
09:56:00,0.0,-0.0187096196567,-0.00233372334622,0.00300752106395,0.00339751176192,0.0132299887709
09:57:00,0.0,-0.00378429969124,0.0,0.000600420312244,0.00338600774973,0.00456101132756
09:58:00,0.0,-0.0047506027586,0.0,0.00836824967052,-0.00848661387732,0.00397389112227
09:59:00,0.0,0.00617139390454,0.0,-0.00477327875266,-0.00455581653586,-0.00682208444616
10:00:00,,-0.000946969767736,0.0,0.00417786343289,0.0,0.000570288010894
10:01:00,0.0,0.00472590671636,0.0,0.00593825973026,0.00398747324122,0.00170891525497
10:02:00,,-0.0033057881345,0.0,0.00942847290982,0.00340522462984,0.00680660597269
10:03:00,0.0,0.00189035973117,0.0,-0.0147713173203,-0.0028368813352,0.00394922939233
10:04:00,0.0,0.0126673052008,0.0,0.00888894741725,-0.00056834329464,0.00505477066162
10:05:00,0.0,-0.00607904607638,0.0,-0.00295421189743,0.0,-0.00280505092761
10:06:00,,0.00840733583597,0.00291630419579,0.00295421189743,0.00283849182918,-0.00281294137661
10:07:00,0.0,0.0,0.00174570891002,0.00294551022976,0.00113314459717,-0.00112739583531
