,20150512,20150513,20150514,20150515,20150518
09:25:00,,,,,
09:30:00,0.0487901641694,-0.00379867503322,-0.00138600160788,0.00138792527485,0.00169995791045
09:31:00,0.014184634992,0.00190114125702,0.00323102058145,0.00230893660648,-0.00767267191166
09:32:00,-0.014184634992,0.016015415322,0.00917437627604,-0.00787223329181,-0.0159589326216
09:33:00,-0.0143887374521,0.00279981517475,0.00228050269873,-0.00139567363897,0.0
09:34:00,0.0043384015986,-0.00513899752792,0.00590508188771,0.000465441013755,0.0172418064345
09:35:00,0.0,-0.00375411046249,0.00991445705718,0.00139502463916,0.00426439878646
09:36:00,0.00431966114452,-0.00188235349698,-0.00900906994237,-0.00139502463916,0.00424629088145
09:37:00,0.00430108189939,0.00750824737915,-0.00589972212719,-0.00279590116893,0.00422833610952
09:38:00,0.000476758054323,0.000934579507277,-0.0109840921282,-0.00233590388859,0.00672836852868
09:39:00,0.00522939152253,-0.00468165649107,0.000919963266355,0.00326873977713,0.00543366018183
09:40:00,0.00425834568258,-0.000938967205138,0.0,-0.00233372334622,0.00664730324698
09:41:00,-0.00615678004487,0.00375059042567,-0.00460830308619,0.00233372334622,0.00865806274311
09:42:00,-0.00333095716024,0.00513420030961,-0.000462000470218,0.0,0.00286944242795
09:43:00,-0.00382044399739,0.00557104504946,0.000923787594564,-0.000466309171425,0.00489996897088
09:44:00,-0.00191570939814,0.0082988028147,0.00690133864069,-0.000466526717116,0.0117434028247
09:45:00,0.0,0.00595103610256,0.000458400191387,-0.000933706883894,0.0143887374521
09:46:00,0.00382775586976,0.0167462614517,-0.000917010609881,0.0,-0.0111733005981
09:47:00,0.00333730941452,-0.00134740644683,-0.00321617552671,0.0,-0.00523034787215
09:48:00,0.00190204527148,0.00493163967465,-0.00230361769689,0.00140023360101,-0.00201897908276
09:49:00,0.00237248035363,-0.00808266636468,-0.00138472212295,0.00279459893102,0.00483871911822
09:50:00,0.00189393996007,-0.00542496809686,0.0,0.0,0.00801286338536
09:51:00,-0.00236798595141,-0.00181488253082,0.00138472212295,0.00139437624265,-0.00720868159694
09:52:00,-0.00332462904188,0.000454029519718,0.0055197932236,0.00139243466452,-0.00241448809452
