,20150729,20150730,20150731
09:25:00,,,
09:30:00,0.0,0.00775728279646,0.0066100335102
09:31:00,0.0,-0.00775728279646,-0.0209232549649
09:32:00,0.0,0.000457980314852,-0.0150087542612
09:33:00,0.0,0.00729930248161,0.0150087542612
09:34:00,0.0,0.0,0.00908879731788
09:35:00,0.0,-0.00775728279646,0.0
09:36:00,0.0,0.0,0.00711746776886
09:37:00,0.0,0.0,0.0
09:38:00,0.0,0.00228780699193,-0.0047393453639
09:39:00,0.0,-0.00228780699193,-0.00715140115763
09:40:00,0.0,0.00183066412682,0.000478354469777
09:41:00,0.0,0.0,-0.000478354469777
09:42:00,0.0,-0.000914913147077,-0.000957395956327
09:43:00,0.0,0.000457561206793,0.000478812554036
09:44:00,0.0,0.00638397060992,0.00477555826407
09:45:00,,0.0264648771216,-0.00669218558773
09:46:00,0.0,0.0171169419407,-0.00095969297193
09:47:00,0.0,-0.0056731550804,-0.00384800859617
09:48:00,0.0,-0.0163250923147,0.00240674003056
09:49:00,0.0,0.000444740945734,0.00718565966087
09:50:00,,0.0106148718932,0.0014309566
09:51:00,0.0,-0.0088378834203,0.00380590373768
09:52:00,0.0,-0.0102610759781,0.0103921577676
09:53:00,0.0,0.00848408750515,-0.00896866998276
09:54:00,0.0,-0.00848408750515,-0.00475286065814
09:55:00,0.0,-0.0158195389449,-0.00429697486178
09:56:00,,-0.00548196895933,0.00477327875266
09:57:00,,0.0,0.00332779009267
09:58:00,,0.0122924379619,0.00189663404413
09:59:00,0.0,0.0157130056646,0.000946969767736
10:00:00,,-0.0157130056646,-0.000946969767736
10:01:00,,0.00900906994237,0.00425431981774
10:02:00,,0.000448329978368,0.0140517534557
10:03:00,0.0,0.0107000575042,0.0143156450799
10:04:00,0.0,0.0110254700117,0.00137457066317
10:05:00,0.0,0.0100371778722,-0.0156902157431
10:06:00,0.0,0.0412561165154,0.0111009465594
10:07:00,0.0,-0.0202027073175,-0.00646056700294
10:08:00,0.0,-0.0223569071013,0.00138792527485
10:09:00,0.0,0.0206547790307,0.00553251756973
10:10:00,0.0,-0.0206547790307,0.00183739142184
10:11:00,0.0,0.0043384015986,0.000917431257009
10:12:00,,0.0012978587156,-0.00183570496708
10:13:00,,0.00172786220094,-0.00322061470004
10:14:00,0.0,-0.00172786220094,0.00184162114665
10:15:00,0.0,-0.0012978587156,0.00413128886879
10:16:00,0.0,-0.00477327875266,-0.000916590348315
10:17:00,,-0.00174140226854,0.00274725447514
10:18:00,0.0,-0.00305476999496,0.00410678195265
10:19:00,0.0,-0.00789824202424,-0.00273597981887
10:20:00,,0.00439561147304,-0.00411805660892
10:21:00,,0.00175284882741,0.00183234132806
10:22:00,,-0.000437924246105,0.0
10:23:00,0.0,0.00131319782496,-0.000915750979747
10:24:00,,-0.00131319782496,-0.00920393059688
10:25:00,,-0.00571053605435,0.00323102058145
10:26:00,,-0.00308846484191,0.00413888841011
10:27:00,0.0,0.0026478391463,0.000458820838515
10:28:00,,-0.00840898958138,-0.000458820838515
10:29:00,,0.0,-0.00644569450803
10:30:00,,0.00796816964918,-0.00231213975838
10:31:00,,0.00527705710084,-0.0046403795565
10:32:00,,0.00655740054616,0.000465008146022
10:33:00,,0.00564850513334,0.00648751116886
10:34:00,,0.000433181726505,0.0
10:35:00,,-0.00390540743725,-0.0106803894289
10:36:00,,0.0,-0.0018691594227
10:37:00,,-0.0021762794226,-0.00798313702031
10:38:00,,0.0,0.00282486063555
10:39:00,,-0.00218102594636,0.00140944350323
10:40:00,,0.00435730536896,0.000938526582264
10:41:00,,-0.0021762794226,-0.00140812039226
10:42:00,,-0.00218102594636,0.000469593809992
10:43:00,,-0.000436776595719,0.000469373395146
10:44:00,0.0,-0.0158523795203,0.0111993704392
10:45:00,0.0,0.0119127815162,0.000927643851308
10:46:00,,-0.00792606527242,-0.00139178867282
10:47:00,0.0,0.00308982810378,-0.00698814863393
10:48:00,0.0,-0.00840898958138,0.0
10:49:00,0.0,0.00929004690709,-0.000467617497415
10:50:00,,-0.00044043163011,0.000935016430907
10:51:00,,-0.00485759400745,0.00605638934847
10:52:00,,-0.00177226453122,-0.00605638934847
10:53:00,,-0.00399911663839,-0.00609329281566
