Label,Month,Year,Natural_Disasters,Close (Rs.)
ASIR.N0000,8,2006,0.0,64.77272727272727
BFL.N0000,8,2006,0.0,10.047619047619047
BHR.N0000,8,2006,0.0,26.057692307692307
BINN.N0000,8,2006,0.0,37.5
BOGA.N0000,8,2006,0.0,21.109375
BRWN.N0000,8,2006,0.0,539.8125
CARE.N0000,8,2006,0.0,55.02777777777778
CARG.N0000,8,2006,0.0,504.0
CCS.N0000,8,2006,0.0,149.8125
CFIN.N0000,8,2006,0.0,172.67307692307693
CFLB.N0000,8,2006,0.0,14.43421052631579
CFT.N0000,8,2006,0.0,59.625
CFVF.N0000,8,2006,0.0,8.535714285714286
CHOU.N0000,8,2006,0.0,42.7
CIC.N0000,8,2006,0.0,60.38636363636363
CIC.X0000,8,2006,0.0,33.48863636363637
CINV.N0000,8,2006,0.0,61.9078947368421
CLND.W0005,8,2006,0.0,1.511111111111111
CLPL.N0000,8,2006,0.0,15.375
COMB.N0000,8,2006,0.0,155.33333333333334
COMB.X0000,8,2006,0.0,68.57894736842105
CTC.N0000,8,2006,0.0,61.984375
CTCE.N0000,8,2006,0.0,129.17307692307693
CTHR.N0000,8,2006,0.0,2382.5
DFCC.N0000,8,2006,0.0,151.45454545454547
DIAL.N0000,8,2006,0.0,20.272727272727273
DIPD.N0000,8,2006,0.0,79.9375
DIST.N0000,8,2006,0.0,45.67045454545455
DPL.N0000,8,2006,0.0,10.625
EAST.N0000,8,2006,0.0,11.7125
ELPL.N0000,8,2006,0.0,23.875
EQIT.N0000,8,2006,0.0,23.645833333333332
GHLL.N0000,8,2006,0.0,11.806818181818182
GLAS.N0000,8,2006,0.0,2.0500000000000003
GOOD.N0000,8,2006,0.0,189.0
GRAN.N0000,8,2006,0.0,11.907894736842104
GREG.N0000,8,2006,0.0,6.9772727272727275
HASU.N0000,8,2006,0.0,16.85
HAYC.N0000,8,2006,0.0,34.026315789473685
HAYL.N0000,8,2006,0.0,96.5375
HDEV.N0000,8,2006,0.0,65.625
HHL.N0000,8,2006,0.0,101.77631578947368
HNB.N0000,8,2006,0.0,106.2840909090909
HNB.X0000,8,2006,0.0,45.455882352941174
JFIN.N0000,8,2006,0.0,196.75
JKH.N0000,8,2006,0.0,127.9659090909091
KAPI.N0000,8,2006,0.0,11.0
KGAL.N0000,8,2006,0.0,52.607142857142854
KOTA.N0000,8,2006,0.0,32.05681818181818
KURU.N0000,8,2006,0.0,46.916666666666664
LCEM.N0000,8,2006,0.0,5.826923076923077
LDEV.N0000,8,2006,0.0,14.81578947368421
LFIN.N0000,8,2006,0.0,72.0
LIOC.N0000,8,2006,0.0,24.977272727272727
LION.N0000,8,2006,0.0,60.375
LLUB.N0000,8,2006,0.0,73.05681818181819
LMF.N0000,8,2006,0.0,25.647727272727273
LOLC.N0000,8,2006,0.0,89.88461538461539
LPRT.N0000,8,2006,0.0,26.333333333333332
LWL.N0000,8,2006,0.0,51.70454545454545
MGT.N0000,8,2006,0.0,50.142857142857146
MORI.N0000,8,2006,0.0,434.52777777777777
MORI.X0000,8,2006,0.0,278.0
NDB.N0000,8,2006,0.0,150.70454545454547
NEST.N0000,8,2006,0.0,208.48529411764707
NHL.N0000,8,2006,0.0,3.0727272727272723
NTB.N0000,8,2006,0.0,23.125
ONAL.N0000,8,2006,0.0,30.729166666666668
OSEA.N0000,8,2006,0.0,16.522727272727273
OSEA.R0000,8,2006,0.0,0.8
PALM.N0000,8,2006,0.0,57.325
PARA.N0000,8,2006,0.0,85.0
PARQ.N0000,8,2006,0.0,17.7
PDL.N0000,8,2006,0.0,39.075
RCL.N0000,8,2006,0.0,3.1636363636363636
RICH.N0000,8,2006,0.0,62.23684210526316
SAMP.N0000,8,2006,0.0,82.21875
SELI.N0000,8,2006,0.0,214.7
SEMB.N0000,8,2006,0.0,8.375
SEYB.N0000,8,2006,0.0,31.2375
SEYB.X0000,8,2006,0.0,10.5
SHOT.N0000,8,2006,0.0,39.85
SIRA.N0000,8,2006,0.0,1.9181818181818182
SPEN.N0000,8,2006,0.0,292.125
SUGA.N0000,8,2006,0.0,31.84090909090909
SUN.N0000,8,2006,0.0,136.0
TAFL.N0000,8,2006,0.0,10.0
TFC.N0000,8,2006,0.0,50.73863636363637
TILE.N0000,8,2006,0.0,61.09090909090909
TKYO.N0000,8,2006,0.0,176.58333333333334
TKYO.X0000,8,2006,0.0,11.215909090909092
TWOD.N0000,8,2006,0.0,90.94318181818181
TYRE.N0000,8,2006,0.0,12.556818181818182
UDPL.N0000,8,2006,0.0,15.409090909090908
VANI.N0000,8,2006,0.0,4.609090909090909
VANI.X0000,8,2006,0.0,3.995454545454545
VLL.N0000,8,2006,0.0,20.666666666666668
VPEL.N0000,8,2006,0.0,2.0
WATA.N0000,8,2006,0.0,56.89705882352941
AAIC.N0000,9,2006,0.0,12.710526315789474
ACL.N0000,9,2006,0.0,122.6625
AMSL.N0000,9,2006,0.0,6.25
ARPI.N0000,9,2006,0.0,94.61111111111111
ASHA.N0000,9,2006,0.0,42.80882352941177
ASIR.N0000,9,2006,0.0,67.48529411764706
BFL.N0000,9,2006,0.0,10.9
BHR.N0000,9,2006,0.0,40.888888888888886
BINN.N0000,9,2006,0.0,54.4375
BOGA.N0000,9,2006,0.0,24.7125
BRWN.N0000,9,2006,0.0,575.75
CARE.N0000,9,2006,0.0,55.0
CARG.N0000,9,2006,0.0,530.8333333333334
CCS.N0000,9,2006,0.0,161.61363636363637
CFIN.N0000,9,2006,0.0,186.54166666666666
CFLB.N0000,9,2006,0.0,18.894736842105264
CFT.N0000,9,2006,0.0,76.5
CFVF.N0000,9,2006,0.0,9.216666666666667
CHOU.N0000,9,2006,0.0,48.6375
CIC.N0000,9,2006,0.0,64.7125
CIC.X0000,9,2006,0.0,38.5625
CIND.N0000,9,2006,0.0,111.4
CINV.N0000,9,2006,0.0,70.5125
CLND.W0005,9,2006,0.0,1.75625
CLPL.N0000,9,2006,0.0,16.625
COMB.N0000,9,2006,0.0,158.29166666666666
COMB.X0000,9,2006,0.0,73.8125
CTC.N0000,9,2006,0.0,64.04411764705883
CTCE.N0000,9,2006,0.0,134.19444444444446
DFCC.N0000,9,2006,0.0,157.8815789473684
DIAL.N0000,9,2006,0.0,20.775
DIPD.N0000,9,2006,0.0,85.515625
DIST.N0000,9,2006,0.0,48.95
DPL.N0000,9,2006,0.0,11.25
EAST.N0000,9,2006,0.0,13.328947368421053
ELPL.N0000,9,2006,0.0,27.785714285714285
EQIT.N0000,9,2006,0.0,28.134615384615383
GHLL.N0000,9,2006,0.0,12.81578947368421
GLAS.N0000,9,2006,0.0,2.165
GOOD.N0000,9,2006,0.0,110.2
GRAN.N0000,9,2006,0.0,12.775
GREG.N0000,9,2006,0.0,7.819444444444445
HASU.N0000,9,2006,0.0,17.208333333333332
HAYC.N0000,9,2006,0.0,36.625
HAYL.N0000,9,2006,0.0,105.3375
HDEV.N0000,9,2006,0.0,69.328125
HHL.N0000,9,2006,0.0,105.75
HNB.N0000,9,2006,0.0,115.78333333333333
HNB.X0000,9,2006,0.0,49.8125
JFIN.N0000,9,2006,0.0,175.04166666666666
JKH.N0000,9,2006,0.0,131.95
KAPI.N0000,9,2006,0.0,13.75
KGAL.N0000,9,2006,0.0,49.1875
KOTA.N0000,9,2006,0.0,30.0875
KURU.N0000,9,2006,0.0,50.25
LCEM.N0000,9,2006,0.0,6.402777777777778
LDEV.N0000,9,2006,0.0,17.93421052631579
LFIN.N0000,9,2006,0.0,63.892857142857146
LIOC.N0000,9,2006,0.0,27.0125
LION.N0000,9,2006,0.0,65.96428571428571
LLUB.N0000,9,2006,0.0,77.1375
LMF.N0000,9,2006,0.0,28.42105263157895
LOLC.N0000,9,2006,0.0,95.8529411764706
LPRT.N0000,9,2006,0.0,33.5
LWL.N0000,9,2006,0.0,58.578125
MGT.N0000,9,2006,0.0,54.916666666666664
MIRA.N0000,9,2006,0.0,30.333333333333332
MORI.N0000,9,2006,0.0,458.025
MORI.X0000,9,2006,0.0,258.09375
NDB.N0000,9,2006,0.0,160.65277777777777
NEST.N0000,9,2006,0.0,232.08333333333334
NHL.N0000,9,2006,0.0,3.3449999999999998
NTB.N0000,9,2006,0.0,25.7125
ONAL.N0000,9,2006,0.0,31.890625
OSEA.N0000,9,2006,0.0,16.775
OSEA.R0000,9,2006,0.0,0.78
PALM.N0000,9,2006,0.0,107.51315789473684
PARA.N0000,9,2006,0.0,75.0
PARQ.N0000,9,2006,0.0,20.265625
PDL.N0000,9,2006,0.0,39.69230769230769
RCL.N0000,9,2006,0.0,3.45
RICH.N0000,9,2006,0.0,68.4
SAMP.N0000,9,2006,0.0,88.225
SELI.N0000,9,2006,0.0,215.0
SEMB.N0000,9,2006,0.0,8.81578947368421
SEYB.N0000,9,2006,0.0,36.013888888888886
SEYB.X0000,9,2006,0.0,10.8375
SHAL.N0000,9,2006,0.0,813.3333333333334
SHOT.N0000,9,2006,0.0,40.5
SIRA.N0000,9,2006,0.0,2.0650000000000004
SPEN.N0000,9,2006,0.0,304.8333333333333
SUGA.N0000,9,2006,0.0,33.8125
SUN.N0000,9,2006,0.0,149.875
TAFL.N0000,9,2006,0.0,10.15625
TFC.N0000,9,2006,0.0,55.45
TILE.N0000,9,2006,0.0,65.83333333333333
TKYO.N0000,9,2006,0.0,179.375
TKYO.X0000,9,2006,0.0,13.2
TWOD.N0000,9,2006,0.0,107.025
TYRE.N0000,9,2006,0.0,14.9375
UDPL.N0000,9,2006,0.0,15.863636363636363
VANI.N0000,9,2006,0.0,4.15
VANI.X0000,9,2006,0.0,3.2950000000000004
VLL.N0000,9,2006,0.0,21.017857142857142
VPEL.N0000,9,2006,0.0,2.035
WATA.N0000,9,2006,0.0,59.05769230769231
AAIC.N0000,10,2006,1.0,14.8875
ACL.N0000,10,2006,1.0,133.3875
AMSL.N0000,10,2006,1.0,6.944444444444445
ARPI.N0000,10,2006,1.0,102.1875
ASHA.N0000,10,2006,1.0,44.13235294117647
ASIR.N0000,10,2006,1.0,71.77272727272727
BFL.N0000,10,2006,1.0,11.4875
BHR.N0000,10,2006,1.0,55.0625
BOGA.N0000,10,2006,1.0,24.894736842105264
BRWN.N0000,10,2006,1.0,597.475
CARG.N0000,10,2006,1.0,568.85
CCS.N0000,10,2006,1.0,161.77777777777777
CFIN.N0000,10,2006,1.0,206.02777777777777
CFLB.N0000,10,2006,1.0,18.425
CFT.N0000,10,2006,1.0,100.57142857142857
CFVF.N0000,10,2006,1.0,10.866666666666667
CHOU.N0000,10,2006,1.0,50.5875
CIC.N0000,10,2006,1.0,68.4375
CIC.X0000,10,2006,1.0,42.275
CIND.N0000,10,2006,1.0,103.125
CINV.N0000,10,2006,1.0,79.025
CLND.W0005,10,2006,1.0,1.7249999999999999
CLPL.N0000,10,2006,1.0,19.0125
COMB.N0000,10,2006,1.0,166.675
COMB.X0000,10,2006,1.0,79.25
CTC.N0000,10,2006,1.0,67.35526315789474
CTCE.N0000,10,2006,1.0,134.475
CTHR.N0000,10,2006,1.0,3230.0
DFCC.N0000,10,2006,1.0,167.85526315789474
DIAL.N0000,10,2006,1.0,22.1125
DIPD.N0000,10,2006,1.0,94.88157894736842
DIST.N0000,10,2006,1.0,58.828947368421055
DPL.N0000,10,2006,1.0,11.644736842105264
EAST.N0000,10,2006,1.0,14.027777777777779
ELPL.N0000,10,2006,1.0,34.92857142857143
EQIT.N0000,10,2006,1.0,27.916666666666668
GHLL.N0000,10,2006,1.0,13.4125
GLAS.N0000,10,2006,1.0,2.295
GOOD.N0000,10,2006,1.0,180.0
GRAN.N0000,10,2006,1.0,13.513157894736842
GREG.N0000,10,2006,1.0,8.302631578947368
HASU.N0000,10,2006,1.0,18.710526315789473
HAYC.N0000,10,2006,1.0,38.22222222222222
HAYL.N0000,10,2006,1.0,111.0875
HDEV.N0000,10,2006,1.0,81.03125
HHL.N0000,10,2006,1.0,112.7375
HNB.N0000,10,2006,1.0,126.0657894736842
HNB.X0000,10,2006,1.0,54.44444444444444
JFIN.N0000,10,2006,1.0,156.02777777777777
JKH.N0000,10,2006,1.0,144.175
KAPI.N0000,10,2006,1.0,13.5
KGAL.N0000,10,2006,1.0,47.03846153846154
KOTA.N0000,10,2006,1.0,29.23611111111111
KURU.N0000,10,2006,1.0,50.28846153846154
LCEM.N0000,10,2006,1.0,10.9125
LDEV.N0000,10,2006,1.0,18.6
LFIN.N0000,10,2006,1.0,50.64473684210526
LIOC.N0000,10,2006,1.0,31.325
LION.N0000,10,2006,1.0,72.25
LLUB.N0000,10,2006,1.0,84.8
LMF.N0000,10,2006,1.0,29.375
LOLC.N0000,10,2006,1.0,101.76388888888889
LPRT.N0000,10,2006,1.0,32.4
LWL.N0000,10,2006,1.0,60.55555555555556
MGT.N0000,10,2006,1.0,55.416666666666664
MIRA.N0000,10,2006,1.0,30.0
MORI.N0000,10,2006,1.0,448.8529411764706
MORI.X0000,10,2006,1.0,233.33333333333334
NDB.N0000,10,2006,1.0,188.975
NEST.N0000,10,2006,1.0,267.859375
NHL.N0000,10,2006,1.0,3.4799999999999995
NTB.N0000,10,2006,1.0,26.2625
ONAL.N0000,10,2006,1.0,32.14473684210526
OSEA.N0000,10,2006,1.0,16.1375
PALM.N0000,10,2006,1.0,122.85526315789474
PARQ.N0000,10,2006,1.0,20.916666666666668
PDL.N0000,10,2006,1.0,39.34375
RCL.N0000,10,2006,1.0,3.56
RICH.N0000,10,2006,1.0,80.9
SAMP.N0000,10,2006,1.0,106.45
SELI.N0000,10,2006,1.0,214.0
SEMB.N0000,10,2006,1.0,8.486842105263158
SEYB.N0000,10,2006,1.0,41.65
SEYB.X0000,10,2006,1.0,10.8
SHOT.N0000,10,2006,1.0,43.666666666666664
SIRA.N0000,10,2006,1.0,2.225
SPEN.N0000,10,2006,1.0,324.8958333333333
SUGA.N0000,10,2006,1.0,34.525
SUN.N0000,10,2006,1.0,129.5
TAFL.N0000,10,2006,1.0,10.461538461538462
TFC.N0000,10,2006,1.0,60.8
TILE.N0000,10,2006,1.0,67.23214285714286
TKYO.N0000,10,2006,1.0,183.32142857142858
TKYO.X0000,10,2006,1.0,14.4875
TWOD.N0000,10,2006,1.0,143.775
TYRE.N0000,10,2006,1.0,15.5
UDPL.N0000,10,2006,1.0,15.975
VANI.N0000,10,2006,1.0,3.431578947368421
VANI.X0000,10,2006,1.0,2.8105263157894735
VLL.N0000,10,2006,1.0,20.791666666666668
VPEL.N0000,10,2006,1.0,2.06
WATA.N0000,10,2006,1.0,57.138888888888886
AAIC.N0000,11,2006,0.0,14.867647058823529
ACL.N0000,11,2006,0.0,156.89772727272728
AMSL.N0000,11,2006,0.0,8.329545454545455
ARPI.N0000,11,2006,0.0,105.5
ASHA.N0000,11,2006,0.0,43.56578947368421
ASIR.N0000,11,2006,0.0,81.59615384615384
BFL.N0000,11,2006,0.0,11.636363636363637
BHR.N0000,11,2006,0.0,42.726190476190474
BINN.N0000,11,2006,0.0,56.0
BOGA.N0000,11,2006,0.0,23.210526315789473
BRWN.N0000,11,2006,0.0,601.3571428571429
CARE.N0000,11,2006,0.0,57.333333333333336
CARG.N0000,11,2006,0.0,662.5
CCS.N0000,11,2006,0.0,161.38636363636363
CFIN.N0000,11,2006,0.0,226.01136363636363
CFLB.N0000,11,2006,0.0,16.761363636363637
CFT.N0000,11,2006,0.0,98.0625
CFVF.N0000,11,2006,0.0,14.56578947368421
CHOU.N0000,11,2006,0.0,43.90909090909091
CIC.N0000,11,2006,0.0,76.60227272727273
CIC.X0000,11,2006,0.0,48.13636363636363
CIND.N0000,11,2006,0.0,99.75
CINV.N0000,11,2006,0.0,79.89772727272727
CLND.W0005,11,2006,0.0,1.5625
CLPL.N0000,11,2006,0.0,19.727272727272727
COMB.N0000,11,2006,0.0,177.07954545454547
COMB.X0000,11,2006,0.0,81.39772727272727
CTC.N0000,11,2006,0.0,70.4375
CTCE.N0000,11,2006,0.0,136.234375
CTHR.N0000,11,2006,0.0,3150.0
DFCC.N0000,11,2006,0.0,176.51136363636363
DIAL.N0000,11,2006,0.0,23.522727272727273
DIPD.N0000,11,2006,0.0,100.1
DIST.N0000,11,2006,0.0,80.07954545454545
DPL.N0000,11,2006,0.0,10.925
EAST.N0000,11,2006,0.0,13.261363636363637
ELPL.N0000,11,2006,0.0,37.392857142857146
EQIT.N0000,11,2006,0.0,29.455882352941178
GHLL.N0000,11,2006,0.0,12.5
GLAS.N0000,11,2006,0.0,2.4318181818181817
GOOD.N0000,11,2006,0.0,179.9375
GRAN.N0000,11,2006,0.0,14.602272727272727
GREG.N0000,11,2006,0.0,8.428571428571429
HASU.N0000,11,2006,0.0,20.431818181818183
HAYC.N0000,11,2006,0.0,37.69444444444444
HAYL.N0000,11,2006,0.0,122.54545454545455
HDEV.N0000,11,2006,0.0,79.11538461538461
HHL.N0000,11,2006,0.0,116.77272727272727
HNB.N0000,11,2006,0.0,137.6818181818182
HNB.X0000,11,2006,0.0,60.19318181818182
JFIN.N0000,11,2006,0.0,152.575
JKH.N0000,11,2006,0.0,181.42045454545453
KAPI.N0000,11,2006,0.0,13.0
KGAL.N0000,11,2006,0.0,46.35294117647059
KOTA.N0000,11,2006,0.0,29.5375
KURU.N0000,11,2006,0.0,49.111111111111114
LCEM.N0000,11,2006,0.0,10.119047619047619
LDEV.N0000,11,2006,0.0,18.583333333333332
LFIN.N0000,11,2006,0.0,43.517857142857146
LIOC.N0000,11,2006,0.0,28.59090909090909
LION.N0000,11,2006,0.0,65.4
LLUB.N0000,11,2006,0.0,83.5909090909091
LMF.N0000,11,2006,0.0,35.69318181818182
LOLC.N0000,11,2006,0.0,102.76666666666667
LPRT.N0000,11,2006,0.0,34.291666666666664
LWL.N0000,11,2006,0.0,62.5625
MGT.N0000,11,2006,0.0,55.279411764705884
MIRA.N0000,11,2006,0.0,34.833333333333336
MORI.N0000,11,2006,0.0,430.3333333333333
MORI.X0000,11,2006,0.0,220.875
NDB.N0000,11,2006,0.0,204.2840909090909
NEST.N0000,11,2006,0.0,283.5138888888889
NHL.N0000,11,2006,0.0,3.309090909090909
NTB.N0000,11,2006,0.0,26.75
ONAL.N0000,11,2006,0.0,32.17307692307692
OSEA.N0000,11,2006,0.0,14.840909090909092
PABC.R0000,11,2006,0.0,0.4625
PALM.N0000,11,2006,0.0,95.953125
PARQ.N0000,11,2006,0.0,19.316666666666666
PDL.N0000,11,2006,0.0,36.57142857142857
RCL.N0000,11,2006,0.0,3.440909090909091
RICH.N0000,11,2006,0.0,79.77380952380952
SAMP.N0000,11,2006,0.0,110.5340909090909
SEMB.N0000,11,2006,0.0,7.8977272727272725
SEYB.N0000,11,2006,0.0,38.18421052631579
SEYB.X0000,11,2006,0.0,10.090909090909092
SHAL.N0000,11,2006,0.0,801.0
SHOT.N0000,11,2006,0.0,41.25
SIRA.N0000,11,2006,0.0,2.159090909090909
SPEN.N0000,11,2006,0.0,338.19117647058823
SUGA.N0000,11,2006,0.0,33.68181818181818
SUN.N0000,11,2006,0.0,153.33333333333334
TAFL.N0000,11,2006,0.0,11.328947368421053
TFC.N0000,11,2006,0.0,57.0
TILE.N0000,11,2006,0.0,65.875
TKYO.N0000,11,2006,0.0,190.45
TKYO.X0000,11,2006,0.0,14.738636363636363
TWOD.N0000,11,2006,0.0,157.32954545454547
TYRE.N0000,11,2006,0.0,15.345238095238095
UDPL.N0000,11,2006,0.0,17.291666666666668
VANI.N0000,11,2006,0.0,3.2
VANI.X0000,11,2006,0.0,2.859090909090909
VLL.N0000,11,2006,0.0,20.45
VPEL.N0000,11,2006,0.0,1.9772727272727273
WATA.N0000,11,2006,0.0,62.03333333333333
AAIC.N0000,12,2006,1.0,13.625
ACL.N0000,12,2006,1.0,210.68421052631578
AMSL.N0000,12,2006,1.0,8.0
ARPI.N0000,12,2006,1.0,87.75
ASHA.N0000,12,2006,1.0,40.892857142857146
ASIR.N0000,12,2006,1.0,87.56944444444444
BFL.N0000,12,2006,1.0,10.65
BHR.N0000,12,2006,1.0,32.77777777777778
BINN.N0000,12,2006,1.0,63.0
BOGA.N0000,12,2006,1.0,21.11764705882353
BRWN.N0000,12,2006,1.0,602.4583333333334
CARE.N0000,12,2006,1.0,57.0
CARG.N0000,12,2006,1.0,742.0
CCS.N0000,12,2006,1.0,152.125
CFIN.N0000,12,2006,1.0,232.36111111111111
CFLB.N0000,12,2006,1.0,15.947368421052632
CFT.N0000,12,2006,1.0,105.25
CFVF.N0000,12,2006,1.0,12.03125
CHOU.N0000,12,2006,1.0,37.5
CIC.N0000,12,2006,1.0,96.94736842105263
CIC.X0000,12,2006,1.0,60.21052631578947
CIND.N0000,12,2006,1.0,93.3125
CINV.N0000,12,2006,1.0,93.36842105263158
CLND.W0005,12,2006,1.0,1.4777777777777779
CLPL.N0000,12,2006,1.0,18.0
COMB.N0000,12,2006,1.0,187.06578947368422
COMB.X0000,12,2006,1.0,85.3157894736842
CTC.N0000,12,2006,1.0,69.25
CTCE.N0000,12,2006,1.0,131.66666666666666
DFCC.N0000,12,2006,1.0,178.2058823529412
DIAL.N0000,12,2006,1.0,27.19736842105263
DIPD.N0000,12,2006,1.0,106.64473684210526
DIST.N0000,12,2006,1.0,90.38157894736842
DPL.N0000,12,2006,1.0,10.216666666666667
EAST.N0000,12,2006,1.0,12.109375
ELPL.N0000,12,2006,1.0,29.0
EQIT.N0000,12,2006,1.0,28.25
GHLL.N0000,12,2006,1.0,11.430555555555555
GLAS.N0000,12,2006,1.0,2.357894736842105
GOOD.N0000,12,2006,1.0,177.95
GRAN.N0000,12,2006,1.0,13.291666666666666
GREG.N0000,12,2006,1.0,7.529411764705882
HASU.N0000,12,2006,1.0,23.05263157894737
HAYC.N0000,12,2006,1.0,37.425
HAYL.N0000,12,2006,1.0,128.92105263157896
HDEV.N0000,12,2006,1.0,68.33333333333333
HHL.N0000,12,2006,1.0,115.97058823529412
HNB.N0000,12,2006,1.0,145.5921052631579
HNB.X0000,12,2006,1.0,63.60526315789474
JFIN.N0000,12,2006,1.0,151.05
JKH.N0000,12,2006,1.0,193.73684210526315
KGAL.N0000,12,2006,1.0,44.13333333333333
KOTA.N0000,12,2006,1.0,26.776315789473685
KURU.N0000,12,2006,1.0,55.78333333333333
LCEM.N0000,12,2006,1.0,8.722222222222221
LDEV.N0000,12,2006,1.0,18.23076923076923
LFIN.N0000,12,2006,1.0,39.166666666666664
LIOC.N0000,12,2006,1.0,26.605263157894736
LION.N0000,12,2006,1.0,66.63888888888889
LLUB.N0000,12,2006,1.0,86.6842105263158
LMF.N0000,12,2006,1.0,37.11842105263158
LOLC.N0000,12,2006,1.0,103.80357142857143
LPRT.N0000,12,2006,1.0,28.833333333333332
LWL.N0000,12,2006,1.0,60.857142857142854
MGT.N0000,12,2006,1.0,54.77272727272727
MIRA.N0000,12,2006,1.0,27.25
MORI.N0000,12,2006,1.0,465.125
MORI.X0000,12,2006,1.0,221.66666666666666
NDB.N0000,12,2006,1.0,199.82894736842104
NEST.N0000,12,2006,1.0,276.30357142857144
NHL.N0000,12,2006,1.0,2.9315789473684206
NTB.N0000,12,2006,1.0,27.210526315789473
ONAL.N0000,12,2006,1.0,31.13888888888889
OSEA.N0000,12,2006,1.0,13.526315789473685
PALM.N0000,12,2006,1.0,75.625
PARQ.N0000,12,2006,1.0,17.75
PDL.N0000,12,2006,1.0,33.958333333333336
PMB.R0000,12,2006,1.0,2.0
RCL.N0000,12,2006,1.0,3.526315789473684
RICH.N0000,12,2006,1.0,77.69444444444444
SAMP.N0000,12,2006,1.0,107.91666666666667
SELI.N0000,12,2006,1.0,195.0
SEMB.N0000,12,2006,1.0,7.375
SEYB.N0000,12,2006,1.0,34.375
SEYB.X0000,12,2006,1.0,9.618421052631579
SIRA.N0000,12,2006,1.0,2.1052631578947367
SPEN.N0000,12,2006,1.0,342.1
SUGA.N0000,12,2006,1.0,34.03947368421053
TAFL.N0000,12,2006,1.0,10.159090909090908
TFC.N0000,12,2006,1.0,54.11842105263158
TILE.N0000,12,2006,1.0,66.66666666666667
TKYO.N0000,12,2006,1.0,194.21875
TKYO.X0000,12,2006,1.0,16.88157894736842
TWOD.N0000,12,2006,1.0,134.47368421052633
TYRE.N0000,12,2006,1.0,15.597222222222221
UDPL.N0000,12,2006,1.0,17.545454545454547
VANI.N0000,12,2006,1.0,2.9473684210526314
VANI.X0000,12,2006,1.0,2.557894736842105
VLL.N0000,12,2006,1.0,19.923076923076923
VPEL.N0000,12,2006,1.0,1.894736842105263
WATA.N0000,12,2006,1.0,61.53125
AAIC.N0000,1,2007,1.0,15.083333333333334
ACL.N0000,1,2007,1.0,231.175
AMSL.N0000,1,2007,1.0,8.375
ARPI.N0000,1,2007,1.0,99.0
ASHA.N0000,1,2007,1.0,42.6125
ASIR.N0000,1,2007,1.0,81.1375
BFL.N0000,1,2007,1.0,10.8625
BHR.N0000,1,2007,1.0,31.90277777777778
BOGA.N0000,1,2007,1.0,22.916666666666668
BRWN.N0000,1,2007,1.0,624.05
CARE.N0000,1,2007,1.0,58.833333333333336
CARG.N0000,1,2007,1.0,783.25
CCS.N0000,1,2007,1.0,161.5
CFIN.N0000,1,2007,1.0,248.23684210526315
CFLB.N0000,1,2007,1.0,16.05
CFT.N0000,1,2007,1.0,104.96428571428571
CFVF.N0000,1,2007,1.0,17.0375
CHOU.N0000,1,2007,1.0,37.4875
CIC.N0000,1,2007,1.0,109.0125
CIC.X0000,1,2007,1.0,65.225
CIND.N0000,1,2007,1.0,99.0625
CINV.N0000,1,2007,1.0,101.8
CLND.W0005,1,2007,1.0,1.5545454545454547
CLPL.N0000,1,2007,1.0,17.7
COMB.N0000,1,2007,1.0,204.2125
COMB.X0000,1,2007,1.0,101.275
CTC.N0000,1,2007,1.0,68.525
CTCE.N0000,1,2007,1.0,135.3
CTHR.N0000,1,2007,1.0,3000.0
DFCC.N0000,1,2007,1.0,189.51388888888889
DIAL.N0000,1,2007,1.0,27.75
DIPD.N0000,1,2007,1.0,108.95
DIST.N0000,1,2007,1.0,100.325
DPL.N0000,1,2007,1.0,10.25
EAST.N0000,1,2007,1.0,12.263157894736842
ELPL.N0000,1,2007,1.0,29.75
EQIT.N0000,1,2007,1.0,26.220588235294116
GHLL.N0000,1,2007,1.0,11.3625
GLAS.N0000,1,2007,1.0,2.4899999999999998
GOOD.N0000,1,2007,1.0,176.33333333333334
GRAN.N0000,1,2007,1.0,14.375
GREG.N0000,1,2007,1.0,7.5394736842105265
HASU.N0000,1,2007,1.0,26.85
HAYC.N0000,1,2007,1.0,37.958333333333336
HAYL.N0000,1,2007,1.0,139.125
HDEV.N0000,1,2007,1.0,65.6029411764706
HHL.N0000,1,2007,1.0,121.6125
HNB.N0000,1,2007,1.0,163.5875
HNB.X0000,1,2007,1.0,71.4125
JFIN.N0000,1,2007,1.0,159.91666666666666
JKH.N0000,1,2007,1.0,200.4375
KAPI.N0000,1,2007,1.0,10.25
KGAL.N0000,1,2007,1.0,44.890625
KOTA.N0000,1,2007,1.0,29.1375
KURU.N0000,1,2007,1.0,58.583333333333336
LCEM.N0000,1,2007,1.0,8.855263157894736
LDEV.N0000,1,2007,1.0,18.61764705882353
LFIN.N0000,1,2007,1.0,39.01315789473684
LIOC.N0000,1,2007,1.0,31.0125
LION.N0000,1,2007,1.0,65.08333333333333
LLUB.N0000,1,2007,1.0,89.2375
LMF.N0000,1,2007,1.0,42.65
LOLC.N0000,1,2007,1.0,106.76470588235294
LPRT.N0000,1,2007,1.0,35.0
LWL.N0000,1,2007,1.0,64.25
MGT.N0000,1,2007,1.0,55.61363636363637
MORI.N0000,1,2007,1.0,440.0
MORI.X0000,1,2007,1.0,225.0
MPRH.N0000,1,2007,1.0,38.833333333333336
NDB.N0000,1,2007,1.0,203.025
NEST.N0000,1,2007,1.0,280.9166666666667
