Label,Year,Month,Close (Rs.),Election
LWL.N0000,2004,4,32.0,1
LWL.N0000,2004,4,32.0,1
NDB.N0000,2004,4,139.5,1
NDB.N0000,2004,4,139.5,1
NEST.N0000,2004,4,90.0,1
NEST.N0000,2004,4,90.0,1
NTB.N0000,2004,4,23.0,1
NTB.N0000,2004,4,23.0,1
ONAL.N0000,2004,4,13.75,1
ONAL.N0000,2004,4,13.75,1
OSEA.N0000,2004,4,7.25,1
OSEA.N0000,2004,4,7.25,1
PALM.N0000,2004,4,43.0,1
PALM.N0000,2004,4,43.0,1
PARQ.N0000,2004,4,12.0,1
PARQ.N0000,2004,4,12.0,1
PDL.N0000,2004,4,15.75,1
PDL.N0000,2004,4,15.75,1
RCL.N0000,2004,4,15.75,1
RCL.N0000,2004,4,15.75,1
RICH.N0000,2004,4,88.125,1
RICH.N0000,2004,4,88.125,1
SAMP.N0000,2004,4,78.25,1
SAMP.N0000,2004,4,78.25,1
SELI.N0000,2004,4,125.0,1
SELI.N0000,2004,4,125.0,1
SEMB.N0000,2004,4,7.25,1
SEMB.N0000,2004,4,7.25,1
SEYB.N0000,2004,4,39.5,1
SEYB.N0000,2004,4,39.5,1
SEYB.X0000,2004,4,19.875,1
SEYB.X0000,2004,4,19.875,1
SHOT.N0000,2004,4,32.0,1
SHOT.N0000,2004,4,32.0,1
SPEN.N0000,2004,4,237.375,1
SPEN.N0000,2004,4,237.375,1
SUGA.N0000,2004,4,7.625,1
SUGA.N0000,2004,4,7.625,1
SUN.N0000,2004,4,22.0,1
SUN.N0000,2004,4,22.0,1
TAFL.N0000,2004,4,14.875,1
TAFL.N0000,2004,4,14.875,1
TFC.N0000,2004,4,16.0,1
TFC.N0000,2004,4,16.0,1
TILE.N0000,2004,4,35.375,1
TILE.N0000,2004,4,35.375,1
TKYO.N0000,2004,4,125.0,1
TKYO.N0000,2004,4,125.0,1
TWOD.N0000,2004,4,10.25,1
TWOD.N0000,2004,4,10.25,1
TYRE.N0000,2004,4,5.75,1
TYRE.N0000,2004,4,5.75,1
UDPL.N0000,2004,4,10.0,1
UDPL.N0000,2004,4,10.0,1
VANI.N0000,2004,4,0.8,1
VANI.N0000,2004,4,0.8,1
VANI.X0000,2004,4,0.6,1
VANI.X0000,2004,4,0.6,1
WATA.N0000,2004,4,7.75,1
WATA.N0000,2004,4,7.75,1
AAIC.N0000,2004,5,9.5,0
ACL.N0000,2004,5,39.5,0
ARPI.N0000,2004,5,16.75,0
ASHA.N0000,2004,5,12.75,0
ASIR.N0000,2004,5,29.5,0
BFL.N0000,2004,5,17.625,0
BHR.N0000,2004,5,31.5,0
BINN.N0000,2004,5,52.0,0
BOGA.N0000,2004,5,6.5,0
BRWN.N0000,2004,5,258.25,0
CARG.N0000,2004,5,252.0,0
CCS.N0000,2004,5,129.875,0
CFIN.N0000,2004,5,257.25,0
CFLB.N0000,2004,5,3.75,0
CFT.N0000,2004,5,33.25,0
CFVF.N0000,2004,5,5.25,0
CHOU.N0000,2004,5,10.0,0
CIC.N0000,2004,5,145.875,0
CIC.X0000,2004,5,140.0,0
CIND.N0000,2004,5,46.25,0
CINV.N0000,2004,5,156.125,0
CLPL.N0000,2004,5,8.25,0
COMB.N0000,2004,5,161.25,0
COMB.X0000,2004,5,125.0,0
CTC.N0000,2004,5,39.625,0
CTCE.N0000,2004,5,114.0,0
CTHR.N0000,2004,5,1000.0,0
DFCC.N0000,2004,5,237.75,0
DIPD.N0000,2004,5,96.0,0
DIST.N0000,2004,5,20.75,0
DPL.N0000,2004,5,15.5,0
EAST.N0000,2004,5,7.5,0
EQIT.N0000,2004,5,18.25,0
GHLL.N0000,2004,5,8.75,0
GLAS.N0000,2004,5,40.5,0
GOOD.N0000,2004,5,205.0,0
GRAN.N0000,2004,5,14.75,0
GREG.N0000,2004,5,10.125,0
HASU.N0000,2004,5,10.25,0
HAYC.N0000,2004,5,39.0,0
HAYL.N0000,2004,5,123.5,0
HDEV.N0000,2004,5,65.0,0
HHL.N0000,2004,5,84.75,0
HNB.N0000,2004,5,69.75,0
HNB.X0000,2004,5,39.75,0
HUEJ.N0000,2004,5,30.0,0
JFIN.N0000,2004,5,108.625,0
JKH.N0000,2004,5,100.875,0
KGAL.N0000,2004,5,15.5,0
KOTA.N0000,2004,5,7.25,0
KURU.N0000,2004,5,41.375,0
LCEM.N0000,2004,5,7.75,0
LDEV.N0000,2004,5,5.0,0
LFIN.N0000,2004,5,12.0,0
LION.N0000,2004,5,68.0,0
LLUB.N0000,2004,5,77.875,0
LMF.N0000,2004,5,21.375,0
LOLC.N0000,2004,5,62.375,0
LWL.N0000,2004,5,35.625,0
MIRA.N0000,2004,5,25.0,0
MORI.N0000,2004,5,275.0,0
NDB.N0000,2004,5,149.25,0
NEST.N0000,2004,5,85.0,0
NTB.N0000,2004,5,22.75,0
ONAL.N0000,2004,5,14.625,0
OSEA.N0000,2004,5,7.75,0
PALM.N0000,2004,5,58.25,0
PARQ.N0000,2004,5,19.0,0
PDL.N0000,2004,5,16.0,0
RCL.N0000,2004,5,16.5,0
RICH.N0000,2004,5,90.875,0
SAMP.N0000,2004,5,80.0,0
SELI.N0000,2004,5,134.75,0
SEMB.N0000,2004,5,7.75,0
SEYB.N0000,2004,5,41.0,0
SEYB.X0000,2004,5,19.75,0
SHOT.N0000,2004,5,37.0,0
SPEN.N0000,2004,5,270.0,0
SUGA.N0000,2004,5,8.75,0
SUN.N0000,2004,5,26.0,0
TAFL.N0000,2004,5,14.5,0
TFC.N0000,2004,5,17.375,0
TILE.N0000,2004,5,40.0,0
TKYO.N0000,2004,5,130.625,0
TWOD.N0000,2004,5,11.25,0
TYRE.N0000,2004,5,7.5,0
UDPL.N0000,2004,5,10.75,0
VANI.N0000,2004,5,1.625,0
VANI.X0000,2004,5,1.375,0
WATA.N0000,2004,5,10.5,0
AAIC.N0000,2004,6,9.5,0
ACL.N0000,2004,6,41.75,0
ARPI.N0000,2004,6,25.875,0
ASHA.N0000,2004,6,13.625,0
ASIR.N0000,2004,6,31.5,0
BFL.N0000,2004,6,17.0,0
BHR.N0000,2004,6,32.125,0
BINN.N0000,2004,6,52.0,0
BOGA.N0000,2004,6,8.0,0
BRWN.N0000,2004,6,285.0,0
CARE.N0000,2004,6,67.25,0
CARG.N0000,2004,6,278.0,0
CCS.N0000,2004,6,126.5,0
CFIN.N0000,2004,6,269.0,0
CFLB.N0000,2004,6,5.75,0
CFT.N0000,2004,6,35.0,0
CFVF.N0000,2004,6,6.0,0
CHOU.N0000,2004,6,10.0,0
CIC.N0000,2004,6,164.125,0
CIC.X0000,2004,6,140.0,0
CIND.N0000,2004,6,60.0,0
CINV.N0000,2004,6,230.0,0
CLPL.N0000,2004,6,8.5,0
COMB.N0000,2004,6,158.5,0
COMB.X0000,2004,6,116.0,0
CTC.N0000,2004,6,40.5,0
CTCE.N0000,2004,6,120.0,0
CTHR.N0000,2004,6,1390.625,0
DFCC.N0000,2004,6,220.0,0
DIPD.N0000,2004,6,107.75,0
DIST.N0000,2004,6,20.5,0
DPL.N0000,2004,6,14.75,0
EAST.N0000,2004,6,11.25,0
EQIT.N0000,2004,6,18.5,0
GHLL.N0000,2004,6,8.5,0
GLAS.N0000,2004,6,40.0,0
GOOD.N0000,2004,6,205.0,0
GRAN.N0000,2004,6,13.25,0
GREG.N0000,2004,6,8.375,0
HASU.N0000,2004,6,10.25,0
HAYC.N0000,2004,6,40.5,0
HAYL.N0000,2004,6,127.25,0
HDEV.N0000,2004,6,71.0,0
HHL.N0000,2004,6,90.0,0
HNB.N0000,2004,6,66.0,0
HNB.X0000,2004,6,38.25,0
HUEJ.N0000,2004,6,35.0,0
JFIN.N0000,2004,6,134.25,0
JKH.N0000,2004,6,101.0,0
KAPI.N0000,2004,6,8.5,0
KGAL.N0000,2004,6,16.5,0
KOTA.N0000,2004,6,7.0,0
KURU.N0000,2004,6,40.0,0
KZOO.N0000,2004,6,200.0,0
LCEM.N0000,2004,6,7.5,0
LDEV.N0000,2004,6,9.5,0
LFIN.N0000,2004,6,12.5,0
LION.N0000,2004,6,70.0,0
LLUB.N0000,2004,6,76.5,0
LMF.N0000,2004,6,21.75,0
LOLC.N0000,2004,6,70.0,0
LWL.N0000,2004,6,36.25,0
MGT.N0000,2004,6,85.25,0
NDB.N0000,2004,6,146.75,0
NEST.N0000,2004,6,85.0,0
NTB.N0000,2004,6,22.0,0
ONAL.N0000,2004,6,17.0,0
OSEA.N0000,2004,6,7.625,0
PALM.N0000,2004,6,57.25,0
PARQ.N0000,2004,6,21.0,0
PDL.N0000,2004,6,17.0,0
RCL.N0000,2004,6,16.375,0
RICH.N0000,2004,6,93.25,0
SAMP.N0000,2004,6,84.75,0
SELI.N0000,2004,6,129.0,0
SEMB.N0000,2004,6,7.75,0
SEYB.N0000,2004,6,39.0,0
SEYB.X0000,2004,6,18.5,0
SHOT.N0000,2004,6,48.0,0
SPEN.N0000,2004,6,277.0,0
SUGA.N0000,2004,6,8.25,0
SUN.N0000,2004,6,40.0,0
TAFL.N0000,2004,6,12.125,0
TFC.N0000,2004,6,17.75,0
TILE.N0000,2004,6,40.5,0
TKYO.N0000,2004,6,130.0,0
TWOD.N0000,2004,6,13.0,0
TYRE.N0000,2004,6,7.25,0
UDPL.N0000,2004,6,9.75,0
VANI.N0000,2004,6,2.5,0
VANI.X0000,2004,6,2.0,0
WATA.N0000,2004,6,10.0,0
AAIC.N0000,2004,7,11.0,1
ACL.N0000,2004,7,54.0,1
ARPI.N0000,2004,7,27.875,1
ASHA.N0000,2004,7,13.75,1
ASIR.N0000,2004,7,31.25,1
BFL.N0000,2004,7,16.5,1
BHR.N0000,2004,7,31.0,1
BOGA.N0000,2004,7,10.75,1
BRWN.N0000,2004,7,283.0,1
CARE.N0000,2004,7,68.625,1
CARG.N0000,2004,7,298.5,1
CCS.N0000,2004,7,143.625,1
CFIN.N0000,2004,7,273.5,1
CFLB.N0000,2004,7,15.75,1
CFT.N0000,2004,7,60.0,1
CFVF.N0000,2004,7,5.75,1
CHOU.N0000,2004,7,13.875,1
CIC.N0000,2004,7,138.0,1
CIC.X0000,2004,7,112.875,1
CIND.N0000,2004,7,63.5,1
CINV.N0000,2004,7,160.25,1
CLPL.N0000,2004,7,8.5,1
COMB.N0000,2004,7,165.75,1
COMB.X0000,2004,7,115.0,1
CTC.N0000,2004,7,40.75,1
CTCE.N0000,2004,7,123.375,1
DFCC.N0000,2004,7,229.75,1
DIPD.N0000,2004,7,114.75,1
DIST.N0000,2004,7,30.25,1
DPL.N0000,2004,7,15.25,1
EAST.N0000,2004,7,21.25,1
EQIT.N0000,2004,7,23.5,1
GHLL.N0000,2004,7,8.75,1
GLAS.N0000,2004,7,45.0,1
GOOD.N0000,2004,7,241.625,1
GRAN.N0000,2004,7,14.5,1
GREG.N0000,2004,7,9.0,1
HASU.N0000,2004,7,11.75,1
HAYC.N0000,2004,7,41.5,1
HAYL.N0000,2004,7,132.5,1
HDEV.N0000,2004,7,70.0,1
HHL.N0000,2004,7,96.25,1
HNB.N0000,2004,7,69.0,1
HNB.X0000,2004,7,39.5,1
HUEJ.N0000,2004,7,35.0,1
IDL.N0000,2004,7,41.5,1
JFIN.N0000,2004,7,152.0,1
JKH.N0000,2004,7,107.5,1
KAPI.N0000,2004,7,10.125,1
KGAL.N0000,2004,7,17.0,1
KOTA.N0000,2004,7,8.5,1
KURU.N0000,2004,7,55.5,1
LCEM.N0000,2004,7,8.25,1
LDEV.N0000,2004,7,9.0,1
LFIN.N0000,2004,7,13.75,1
LION.N0000,2004,7,68.0,1
LLUB.N0000,2004,7,73.75,1
LMF.N0000,2004,7,26.5,1
LOLC.N0000,2004,7,69.0,1
LPRT.N0000,2004,7,22.75,1
LWL.N0000,2004,7,39.0,1
MGT.N0000,2004,7,87.5,1
MIRA.N0000,2004,7,32.0,1
NDB.N0000,2004,7,154.0,1
NEST.N0000,2004,7,87.5,1
NTB.N0000,2004,7,23.25,1
ONAL.N0000,2004,7,20.5,1
OSEA.N0000,2004,7,8.0,1
PALM.N0000,2004,7,55.0,1
PARQ.N0000,2004,7,27.5,1
PDL.N0000,2004,7,17.0,1
RCL.N0000,2004,7,17.0,1
RICH.N0000,2004,7,99.625,1
SAMP.N0000,2004,7,87.0,1
SELI.N0000,2004,7,128.0,1
SEMB.N0000,2004,7,11.0,1
SEYB.N0000,2004,7,39.5,1
SEYB.X0000,2004,7,19.0,1
SHOT.N0000,2004,7,48.0,1
SPEN.N0000,2004,7,295.0,1
SUGA.N0000,2004,7,8.25,1
SUN.N0000,2004,7,40.0,1
TAFL.N0000,2004,7,11.75,1
TFC.N0000,2004,7,21.0,1
TILE.N0000,2004,7,47.75,1
TKYO.N0000,2004,7,139.875,1
TWOD.N0000,2004,7,23.0,1
TYRE.N0000,2004,7,7.75,1
UDPL.N0000,2004,7,11.5,1
VANI.N0000,2004,7,2.75,1
VANI.X0000,2004,7,2.0,1
WATA.N0000,2004,7,12.0,1
AAIC.N0000,2004,8,10.75,0
ACL.N0000,2004,8,51.5,0
ARPI.N0000,2004,8,27.25,0
ASHA.N0000,2004,8,13.75,0
ASIR.N0000,2004,8,34.625,0
BFL.N0000,2004,8,15.5,0
BHR.N0000,2004,8,32.0,0
BINN.N0000,2004,8,60.0,0
BOGA.N0000,2004,8,12.5,0
BRWN.N0000,2004,8,300.0,0
CARG.N0000,2004,8,290.5,0
CCS.N0000,2004,8,140.5,0
CFIN.N0000,2004,8,256.5,0
CFLB.N0000,2004,8,23.125,0
CFT.N0000,2004,8,61.0,0
CFVF.N0000,2004,8,6.25,0
CHOU.N0000,2004,8,14.75,0
CIC.N0000,2004,8,125.0,0
CIC.X0000,2004,8,108.875,0
CIND.N0000,2004,8,59.0,0
CINV.N0000,2004,8,150.0,0
CLPL.N0000,2004,8,8.5,0
COMB.N0000,2004,8,162.0,0
COMB.X0000,2004,8,100.0,0
CTC.N0000,2004,8,40.0,0
CTCE.N0000,2004,8,119.875,0
DFCC.N0000,2004,8,228.0,0
DIPD.N0000,2004,8,100.0,0
DIST.N0000,2004,8,27.875,0
DPL.N0000,2004,8,15.25,0
EAST.N0000,2004,8,17.375,0
EQIT.N0000,2004,8,25.0,0
GHLL.N0000,2004,8,8.875,0
GLAS.N0000,2004,8,42.125,0
GOOD.N0000,2004,8,162.0,0
GRAN.N0000,2004,8,13.5,0
GREG.N0000,2004,8,10.25,0
HASU.N0000,2004,8,12.5,0
HAYC.N0000,2004,8,44.625,0
HAYL.N0000,2004,8,122.5,0
HDEV.N0000,2004,8,67.5,0
HHL.N0000,2004,8,94.5,0
HNB.N0000,2004,8,65.5,0
HNB.X0000,2004,8,37.5,0
JFIN.N0000,2004,8,172.0,0
JKH.N0000,2004,8,109.125,0
KAPI.N0000,2004,8,9.0,0
KGAL.N0000,2004,8,17.0,0
KOTA.N0000,2004,8,8.25,0
KURU.N0000,2004,8,53.0,0
KZOO.N0000,2004,8,562.5,0
LCEM.N0000,2004,8,8.875,0
LDEV.N0000,2004,8,16.25,0
LFIN.N0000,2004,8,15.5,0
LION.N0000,2004,8,65.0,0
LLUB.N0000,2004,8,70.625,0
LMF.N0000,2004,8,24.625,0
LOLC.N0000,2004,8,72.0,0
LWL.N0000,2004,8,39.75,0
MGT.N0000,2004,8,80.375,0
MIRA.N0000,2004,8,29.0,0
MORI.N0000,2004,8,532.5,0
NDB.N0000,2004,8,155.125,0
NEST.N0000,2004,8,84.25,0
NTB.N0000,2004,8,21.5,0
ONAL.N0000,2004,8,21.0,0
OSEA.N0000,2004,8,9.0,0
PALM.N0000,2004,8,54.0,0
PARA.N0000,2004,8,80.0,0
PARQ.N0000,2004,8,25.25,0
PDL.N0000,2004,8,25.0,0
RCL.N0000,2004,8,17.0,0
RICH.N0000,2004,8,100.0,0
SAMP.N0000,2004,8,90.0,0
SELI.N0000,2004,8,171.25,0
SEMB.N0000,2004,8,9.75,0
SEYB.N0000,2004,8,37.5,0
SEYB.X0000,2004,8,18.25,0
SHOT.N0000,2004,8,48.0,0
SPEN.N0000,2004,8,295.25,0
SUGA.N0000,2004,8,10.75,0
SUN.N0000,2004,8,41.25,0
TAFL.N0000,2004,8,10.375,0
TFC.N0000,2004,8,19.5,0
TILE.N0000,2004,8,44.0,0
TKYO.N0000,2004,8,130.0,0
TWOD.N0000,2004,8,26.75,0
TYRE.N0000,2004,8,8.5,0
UDPL.N0000,2004,8,11.0,0
VANI.N0000,2004,8,3.25,0
VANI.X0000,2004,8,2.5,0
WATA.N0000,2004,8,12.25,0
AAIC.N0000,2004,9,10.5,0
ACL.N0000,2004,9,56.0,0
ARPI.N0000,2004,9,26.75,0
ASHA.N0000,2004,9,16.0,0
ASIR.N0000,2004,9,39.0,0
BFL.N0000,2004,9,16.0,0
BHR.N0000,2004,9,34.625,0
BINN.N0000,2004,9,65.0,0
BOGA.N0000,2004,9,12.0,0
BRWN.N0000,2004,9,280.0,0
CARE.N0000,2004,9,62.625,0
CARG.N0000,2004,9,285.0,0
CCS.N0000,2004,9,132.0,0
CFIN.N0000,2004,9,248.625,0
CFLB.N0000,2004,9,23.0,0
CFT.N0000,2004,9,42.0,0
CFVF.N0000,2004,9,6.0,0
CHOU.N0000,2004,9,14.0,0
CIC.N0000,2004,9,125.75,0
CIC.X0000,2004,9,100.5,0
CIND.N0000,2004,9,65.0,0
CINV.N0000,2004,9,88.0,0
CLPL.N0000,2004,9,8.25,0
COMB.N0000,2004,9,159.875,0
COMB.X0000,2004,9,95.0,0
CTC.N0000,2004,9,40.0,0
CTCE.N0000,2004,9,125.5,0
CTHR.N0000,2004,9,1200.0,0
DFCC.N0000,2004,9,228.75,0
DIPD.N0000,2004,9,103.0,0
DIST.N0000,2004,9,29.25,0
DPL.N0000,2004,9,15.125,0
EAST.N0000,2004,9,25.0,0
EQIT.N0000,2004,9,23.5,0
GHLL.N0000,2004,9,10.0,0
GLAS.N0000,2004,9,44.0,0
GOOD.N0000,2004,9,200.0,0
GRAN.N0000,2004,9,12.0,0
GREG.N0000,2004,9,10.875,0
HASU.N0000,2004,9,12.25,0
HAYC.N0000,2004,9,43.625,0
HAYL.N0000,2004,9,125.0,0
HDEV.N0000,2004,9,81.0,0
HHL.N0000,2004,9,90.25,0
HNB.N0000,2004,9,63.0,0
HNB.X0000,2004,9,36.25,0
IDL.N0000,2004,9,0.0,0
JFIN.N0000,2004,9,192.0,0
JKH.N0000,2004,9,106.25,0
KAPI.N0000,2004,9,10.0,0
KGAL.N0000,2004,9,16.25,0
KOTA.N0000,2004,9,8.25,0
KURU.N0000,2004,9,46.75,0
LCEM.N0000,2004,9,8.375,0
LDEV.N0000,2004,9,15.5,0
LFIN.N0000,2004,9,15.0,0
LION.N0000,2004,9,65.0,0
LLUB.N0000,2004,9,70.0,0
LMF.N0000,2004,9,23.75,0
LOLC.N0000,2004,9,73.875,0
LPRT.N0000,2004,9,20.0,0
LWL.N0000,2004,9,39.5,0
MGT.N0000,2004,9,80.0,0
MIRA.N0000,2004,9,38.0,0
MORI.X0000,2004,9,350.0,0
NDB.N0000,2004,9,156.25,0
NEST.N0000,2004,9,84.0,0
NHL.N0000,2004,9,32.5,0
NTB.N0000,2004,9,21.25,0
ONAL.N0000,2004,9,20.0,0
OSEA.N0000,2004,9,8.75,0
PALM.N0000,2004,9,56.5,0
PARQ.N0000,2004,9,24.0,0
PDL.N0000,2004,9,24.0,0
RCL.N0000,2004,9,18.0,0
RICH.N0000,2004,9,102.0,0
SAMP.N0000,2004,9,87.625,0
SELI.N0000,2004,9,185.0,0
SEMB.N0000,2004,9,9.625,0
SEYB.N0000,2004,9,35.0,0
SEYB.X0000,2004,9,18.0,0
SHOT.N0000,2004,9,38.0,0
SPEN.N0000,2004,9,299.0,0
SUGA.N0000,2004,9,10.0,0
SUN.N0000,2004,9,60.75,0
TAFL.N0000,2004,9,10.125,0
TFC.N0000,2004,9,20.0,0
TILE.N0000,2004,9,43.875,0
TKYO.N0000,2004,9,139.875,0
TWOD.N0000,2004,9,29.0,0
TYRE.N0000,2004,9,8.25,0
UDPL.N0000,2004,9,9.875,0
VANI.N0000,2004,9,2.5,0
VANI.X0000,2004,9,2.125,0
WATA.N0000,2004,9,12.0,0
AAIC.N0000,2004,10,10.625,0
ACL.N0000,2004,10,58.5,0
ARPI.N0000,2004,10,26.5,0
ASHA.N0000,2004,10,17.875,0
ASIR.N0000,2004,10,36.5,0
BFL.N0000,2004,10,15.0,0
BHR.N0000,2004,10,44.375,0
BINN.N0000,2004,10,95.0,0
BOGA.N0000,2004,10,11.75,0
BRWN.N0000,2004,10,262.5,0
CARE.N0000,2004,10,70.0,0
CARG.N0000,2004,10,316.125,0
CCS.N0000,2004,10,137.25,0
CFIN.N0000,2004,10,238.0,0
CFLB.N0000,2004,10,22.25,0
CFT.N0000,2004,10,44.0,0
CFVF.N0000,2004,10,6.25,0
CHOU.N0000,2004,10,17.0,0
CIC.N0000,2004,10,130.0,0
CIC.X0000,2004,10,101.0,0
CIND.N0000,2004,10,65.0,0
CINV.N0000,2004,10,88.125,0
CLPL.N0000,2004,10,8.25,0
COMB.N0000,2004,10,163.75,0
COMB.X0000,2004,10,96.0,0
CTC.N0000,2004,10,41.0,0
CTCE.N0000,2004,10,122.0,0
CTHR.N0000,2004,10,1000.0,0
DFCC.N0000,2004,10,226.375,0
DIPD.N0000,2004,10,102.5,0
DIST.N0000,2004,10,31.0,0
DPL.N0000,2004,10,15.625,0
EAST.N0000,2004,10,25.0,0
ELPL.N0000,2004,10,13.0,0
EQIT.N0000,2004,10,22.75,0
GHLL.N0000,2004,10,13.5,0
GLAS.N0000,2004,10,45.0,0
GOOD.N0000,2004,10,202.375,0
GRAN.N0000,2004,10,13.0,0
GREG.N0000,2004,10,10.5,0
HASU.N0000,2004,10,12.5,0
HAYC.N0000,2004,10,46.0,0
HAYL.N0000,2004,10,123.875,0
HDEV.N0000,2004,10,81.75,0
HHL.N0000,2004,10,91.25,0
HNB.N0000,2004,10,57.5,0
HNB.R0000,2004,10,0.2,0
HNB.R0001,2004,10,0.2,0
HNB.X0000,2004,10,33.875,0
JFIN.N0000,2004,10,214.0,0
JKH.N0000,2004,10,106.5,0
KAPI.N0000,2004,10,10.0,0
KGAL.N0000,2004,10,17.0,0
KOTA.N0000,2004,10,8.875,0
KURU.N0000,2004,10,48.75,0
LCEM.N0000,2004,10,8.25,0
LDEV.N0000,2004,10,26.5,0
LFIN.N0000,2004,10,30.625,0
LION.N0000,2004,10,70.0,0
LLUB.N0000,2004,10,68.0,0
LMF.N0000,2004,10,22.875,0
LOLC.N0000,2004,10,74.75,0
LWL.N0000,2004,10,40.0,0
MARA.R0000,2004,10,1.25,0
MGT.N0000,2004,10,84.0,0
MIRA.N0000,2004,10,44.25,0
MORI.N0000,2004,10,551.0,0
MORI.X0000,2004,10,350.25,0
NDB.N0000,2004,10,163.75,0
NEST.N0000,2004,10,83.75,0
NHL.N0000,2004,10,30.125,0
NTB.N0000,2004,10,21.5,0
ONAL.N0000,2004,10,18.875,0
OSEA.N0000,2004,10,8.25,0
PALM.N0000,2004,10,63.5,0
PARQ.N0000,2004,10,24.5,0
PDL.N0000,2004,10,23.0,0
RCL.N0000,2004,10,32.0,0
RICH.N0000,2004,10,103.75,0
SAMP.N0000,2004,10,97.125,0
SELI.N0000,2004,10,190.0,0
SEMB.N0000,2004,10,10.0,0
SEYB.N0000,2004,10,34.0,0
SEYB.X0000,2004,10,17.5,0
SHOT.N0000,2004,10,48.5,0
SPEN.N0000,2004,10,320.75,0
SUGA.N0000,2004,10,11.25,0
SUN.N0000,2004,10,67.5,0
TAFL.N0000,2004,10,11.0,0
TFC.N0000,2004,10,23.5,0
TILE.N0000,2004,10,47.125,0
TKYO.N0000,2004,10,135.0,0
TWOD.N0000,2004,10,29.0,0
TYRE.N0000,2004,10,9.25,0
UDPL.N0000,2004,10,10.375,0
VANI.N0000,2004,10,2.0,0
VANI.X0000,2004,10,1.5,0
WATA.N0000,2004,10,12.0,0
AAIC.N0000,2004,11,10.0,0
ACL.N0000,2004,11,57.0,0
AMSL.N0000,2004,11,24.75,0
ARPI.N0000,2004,11,26.0,0
ASHA.N0000,2004,11,15.75,0
ASIR.N0000,2004,11,36.0,0
BFL.N0000,2004,11,14.0,0
BHR.N0000,2004,11,44.5,0
BINN.N0000,2004,11,70.0,0
BLUE.R0001,2004,11,0.1,0
BOGA.N0000,2004,11,11.5,0
BRWN.N0000,2004,11,220.0,0
CARE.N0000,2004,11,90.5,0
CARG.N0000,2004,11,298.0,0
CCS.N0000,2004,11,122.0,0
CFIN.N0000,2004,11,230.0,0
CFLB.N0000,2004,11,18.625,0
CFT.N0000,2004,11,50.75,0
CFVF.N0000,2004,11,5.875,0
CHOU.N0000,2004,11,18.75,0
CIC.N0000,2004,11,130.0,0
CIC.X0000,2004,11,100.25,0
CIND.N0000,2004,11,65.875,0
CINV.N0000,2004,11,91.0,0
CLPL.N0000,2004,11,8.25,0
COMB.N0000,2004,11,162.0,0
COMB.X0000,2004,11,92.875,0
CTC.N0000,2004,11,40.0,0
CTCE.N0000,2004,11,113.0,0
CTHR.N0000,2004,11,1237.75,0
DFCC.N0000,2004,11,215.0,0
DIPD.N0000,2004,11,108.0,0
DIST.N0000,2004,11,28.375,0
DPL.N0000,2004,11,17.5,0
EAST.N0000,2004,11,18.375,0
EQIT.N0000,2004,11,20.75,0
GHLL.N0000,2004,11,16.375,0
GLAS.N0000,2004,11,45.125,0
GOOD.N0000,2004,11,170.5,0
GRAN.N0000,2004,11,12.0,0
GREG.N0000,2004,11,9.5,0
HASU.N0000,2004,11,11.625,0
HAYC.N0000,2004,11,45.25,0
HAYL.N0000,2004,11,124.875,0
HDEV.N0000,2004,11,103.0,0
HHL.N0000,2004,11,92.75,0
HNB.N0000,2004,11,54.25,0
HNB.X0000,2004,11,32.0,0
JFIN.N0000,2004,11,208.0,0
JKH.N0000,2004,11,109.5,0
KAPI.N0000,2004,11,11.0,0
KGAL.N0000,2004,11,17.125,0
KOTA.N0000,2004,11,8.5,0
KURU.N0000,2004,11,46.0,0
LCEM.N0000,2004,11,8.25,0
LDEV.N0000,2004,11,14.0,0
LDEV.R0000,2004,11,1.5,0
LFIN.N0000,2004,11,42.0,0
LION.N0000,2004,11,60.5,0
LLUB.N0000,2004,11,56.5,0
LMF.N0000,2004,11,21.0,0
LOLC.N0000,2004,11,74.0,0
LWL.N0000,2004,11,40.125,0
MARA.R0000,2004,11,0.5,0
MGT.N0000,2004,11,85.0,0
MORI.N0000,2004,11,405.0,0
NDB.N0000,2004,11,160.0,0
NEST.N0000,2004,11,80.25,0
NHL.N0000,2004,11,39.25,0
NTB.N0000,2004,11,18.875,0
ONAL.N0000,2004,11,18.25,0
OSEA.N0000,2004,11,7.5,0
PALM.N0000,2004,11,65.75,0
PARQ.N0000,2004,11,25.0,0
PDL.N0000,2004,11,24.875,0
RCL.N0000,2004,11,3.0,0
REEF.R0000,2004,11,4.5,0
RICH.N0000,2004,11,123.0,0
SAMP.N0000,2004,11,73.5,0
SELI.N0000,2004,11,185.0,0
SEMB.N0000,2004,11,9.25,0
SEYB.N0000,2004,11,30.25,0
SEYB.X0000,2004,11,16.0,0
SHOT.N0000,2004,11,40.25,0
SPEN.N0000,2004,11,337.0,0
SUGA.N0000,2004,11,11.0,0
SUN.N0000,2004,11,65.75,0
TAFL.N0000,2004,11,10.25,0
TFC.N0000,2004,11,20.0,0
TILE.N0000,2004,11,49.0,0
TKYO.N0000,2004,11,127.0,0
TWOD.N0000,2004,11,30.125,0
TYRE.N0000,2004,11,10.375,0
UDPL.N0000,2004,11,10.0,0
VANI.N0000,2004,11,1.5,0
VANI.X0000,2004,11,1.25,0
WATA.N0000,2004,11,12.0,0
