Currency,Date,"Buy Rate","Sell Rate"
CAD,2018-06-25,117.5280,121.6840
CAD,2018-06-22,117.9243,122.0792
CAD,2018-06-21,118.0026,122.2380
CAD,2018-06-20,118.2535,122.4918
CAD,2018-06-19,118.7986,123.0508
CAD,2018-06-18,118.8545,123.1172
CAD,2018-06-14,120.7526,125.0067
CAD,2018-06-13,120.3050,124.5433
CAD,2018-06-12,120.4935,124.7329
CAD,2018-06-11,120.4242,124.6641
CAD,2018-06-08,120.2550,124.4893
CAD,2018-06-07,120.3844,124.6385
CAD,2018-06-06,120.3359,124.5877
CAD,2018-06-05,120.3997,124.6460
CAD,2018-06-04,120.3496,124.5955
CAD,2018-06-01,120.1712,124.3703
CAD,2018-05-31,120.6331,124.9026
CAD,2018-05-30,119.1525,123.3730
CAD,2018-05-28,119.5256,123.7502
CAD,2018-05-25,120.4230,124.6782
CAD,2018-05-24,120.7547,125.0273
CAD,2018-05-23,120.7931,125.0664
CAD,2018-05-22,121.3977,125.6929
CAD,2018-05-21,120.5554,124.8136
CAD,2018-05-18,120.9438,125.2249
CAD,2018-05-17,121.7705,126.0667
CAD,2018-05-16,120.6100,124.8790
CAD,2018-05-15,121.1847,125.4690
CAD,2018-05-14,121.2981,125.5927
CAD,2018-05-11,121.5293,125.8314
CAD,2018-05-10,120.7340,125.0144
CAD,2018-05-09,119.5696,123.6449
CAD,2018-05-08,120.1408,124.2347
CAD,2018-05-04,120.7056,124.9742
CAD,2018-05-03,120.4628,124.9607
CAD,2018-05-02,120.5873,125.1013
CAD,2018-05-01,120.6140,125.1181
CAD,2018-04-27,119.8421,124.5984
CAD,2018-04-26,120.3193,124.8235
CAD,2018-04-25,120.1974,124.8401
CAD,2018-04-24,119.8971,124.5403
CAD,2018-04-23,120.2712,124.9166
CAD,2018-04-20,121.1511,125.8320
CAD,2018-04-19,121.3090,125.9931
CAD,2018-04-18,122.0509,126.7545
CAD,2018-04-17,121.7885,126.4893
CAD,2018-04-16,121.1939,125.8775
CAD,2018-04-12,121.4486,126.1380
CAD,2018-04-11,121.1789,125.8619
CAD,2018-04-10,120.2826,124.9435
CAD,2018-04-09,119.3901,124.0199
CAD,2018-04-06,119.6174,124.2588
CAD,2018-04-05,119.8284,124.4706
CAD,2018-04-04,119.5906,124.2337
CAD,2018-04-03,118.0329,122.6410
CAD,2018-04-02,118.6046,123.2094
CAD,2018-03-29,117.8624,122.4593
CAD,2018-03-28,118.9311,123.5436
CAD,2018-03-27,119.2538,123.8791
CAD,2018-03-26,119.0765,123.6907
CAD,2018-03-23,118.7169,123.3242
CAD,2018-03-22,118.8018,123.4118
CAD,2018-03-21,117.6015,122.1873
CAD,2018-03-20,117.1364,121.7070
CAD,2018-03-19,116.7041,121.2636
CAD,2018-03-16,117.1257,121.6986
CAD,2018-03-15,117.9289,122.5247
CAD,2018-03-14,117.9757,122.5854
CAD,2018-03-13,118.8778,123.5094
CAD,2018-03-12,119.0764,123.7061
CAD,2018-03-09,118.1738,122.7828
CAD,2018-03-08,118.2280,122.8479
CAD,2018-03-07,117.7719,122.3712
CAD,2018-03-06,117.2780,121.8749
CAD,2018-03-05,118.1024,122.7083
CAD,2018-03-02,118.6554,123.2907
CAD,2018-02-28,119.0323,123.6838
CAD,2018-02-27,119.9619,124.6323
CAD,2018-02-26,120.4872,125.1545
CAD,2018-02-23,119.9571,124.6268
CAD,2018-02-22,119.9639,124.6340
CAD,2018-02-21,120.5313,125.2242
CAD,2018-02-20,121.1675,125.8667
CAD,2018-02-19,121.5065,126.2200
CAD,2018-02-16,121.7274,126.4662
CAD,2018-02-15,122.0842,126.8306
CAD,2018-02-14,120.8794,125.5765
CAD,2018-02-12,120.5057,125.1866
CAD,2018-02-09,120.2682,124.9524
CAD,2018-02-08,120.7860,125.1126
CAD,2018-02-07,121.2719,125.9888
CAD,2018-02-06,120.6862,125.3782
CAD,2018-02-02,123.2447,128.0337
CAD,2018-02-01,122.7421,127.5204
CAD,2018-01-30,122.2513,127.0140
CAD,2018-01-29,122.2211,126.9817
CAD,2018-01-26,122.1221,126.8779
CAD,2018-01-25,122.3536,127.1135
CAD,2018-01-24,121.7612,126.5091
CAD,2018-01-23,121.3256,126.0518
CAD,2018-01-22,120.8886,125.6000
CAD,2018-01-19,121.6474,126.3841
CAD,2018-01-18,121.2077,125.9425
CAD,2018-01-17,121.5180,126.2570
CAD,2018-01-16,121.4523,126.1907
CAD,2018-01-12,120.5902,125.2977
CAD,2018-01-11,120.1886,124.8838
CAD,2018-01-10,121.1011,125.8297
CAD,2018-01-09,121.5762,126.3172
CAD,2018-01-08,121.5875,126.3336
CAD,2018-01-05,120.6858,125.3947
CAD,2018-01-04,120.1288,124.8380
CAD,2018-01-03,120.3571,125.0823
CAD,2018-01-02,119.9793,124.7008
CAD,2017-12-30,119.2810,124.6275
CAD,2017-12-29,119.6554,124.4048
CAD,2017-12-28,118.3974,123.0595
CAD,2017-12-27,118.0426,122.6803
CAD,2017-12-26,117.8928,122.5302
CAD,2017-12-22,117.6720,122.3046
CAD,2017-12-21,116.9660,121.5680
CAD,2017-12-20,116.7596,121.3526
CAD,2017-12-19,116.7270,121.3170
CAD,2017-12-18,116.8413,121.4381
CAD,2017-12-15,117.6881,122.3179
CAD,2017-12-14,117.3766,121.9963
CAD,2017-12-13,116.7026,121.3167
CAD,2017-12-12,116.7913,121.4035
CAD,2017-12-11,116.7634,121.3728
CAD,2017-12-08,116.9406,121.5548
CAD,2017-12-07,117.4610,122.0911
CAD,2017-12-06,118.4351,123.0967
CAD,2017-12-05,118.9090,123.5923
CAD,2017-12-04,118.4566,123.1186
CAD,2017-11-30,117.2055,121.8219
CAD,2017-11-29,117.6164,122.2538
CAD,2017-11-28,118.0819,122.7380
CAD,2017-11-27,118.4666,123.1334
CAD,2017-11-24,118.5180,123.1882
CAD,2017-11-23,118.6148,123.2906
CAD,2017-11-22,118.0793,122.7292
CAD,2017-11-21,117.6410,122.2794
CAD,2017-11-20,117.8139,122.4577
CAD,2017-11-17,118.4733,123.1368
CAD,2017-11-16,118.1077,122.7582
CAD,2017-11-15,118.2162,122.8722
CAD,2017-11-14,118.2006,122.8638
CAD,2017-11-13,118.6643,123.3464
CAD,2017-11-10,118.7903,123.4757
CAD,2017-11-09,118.1355,122.8001
CAD,2017-11-08,117.8944,122.5201
CAD,2017-11-07,118.4037,123.0633
CAD,2017-11-06,117.9963,122.6479
CAD,2017-11-02,117.3932,122.0179
CAD,2017-11-01,116.7707,121.3818
CAD,2017-10-31,117.3361,121.9534
CAD,2017-10-30,117.4216,122.0503
CAD,2017-10-27,117.1220,121.7366
CAD,2017-10-26,117.9624,122.6022
CAD,2017-10-25,118.9717,123.6522
CAD,2017-10-24,119.4159,124.1047
CAD,2017-10-23,119.3347,124.0226
CAD,2017-10-20,120.5347,125.2756
CAD,2017-10-19,120.8361,125.5869
CAD,2017-10-17,120.2387,124.9629
CAD,2017-10-16,120.7260,125.4599
CAD,2017-10-13,120.9822,125.7256
CAD,2017-10-12,120.8393,125.5932
CAD,2017-10-11,120.2941,125.0251
CAD,2017-10-10,120.0729,124.7953
CAD,2017-10-09,120.0528,124.7719
CAD,2017-10-06,119.6151,124.3268
CAD,2017-10-04,120.5716,125.3183
CAD,2017-10-03,119.8304,124.5867
CAD,2017-10-02,120.1998,124.9232
CAD,2017-09-29,120.7032,125.4500
CAD,2017-09-28,120.2230,124.9605
CAD,2017-09-27,121.5291,126.3146
CAD,2017-09-26,121.3485,126.1120
CAD,2017-09-25,121.5735,126.3565
CAD,2017-09-22,121.6971,126.4897
CAD,2017-09-21,121.4310,126.2029
CAD,2017-09-20,122.2922,127.0985
CAD,2017-09-19,122.0206,126.8169
CAD,2017-09-18,123.1518,127.9847
CAD,2017-09-15,123.1952,128.0351
CAD,2017-09-14,123.2524,128.0894
CAD,2017-09-13,123.2050,128.0476
CAD,2017-09-12,123.7141,128.5751
CAD,2017-09-11,123.3099,128.1579
CAD,2017-09-08,123.9229,128.7960
CAD,2017-09-07,122.4048,127.2183
CAD,2017-09-06,120.7953,125.5588
CAD,2017-09-04,120.9506,125.7303
CAD,2017-08-31,118.5484,123.2276
CAD,2017-08-30,119.8513,124.5656
CAD,2017-08-29,119.9734,124.6919
CAD,2017-08-28,120.3031,125.0309
CAD,2017-08-25,119.9319,124.6526
CAD,2017-08-24,119.6026,124.3147
CAD,2017-08-23,119.3284,124.0346
CAD,2017-08-22,119.6330,124.3286
CAD,2017-08-21,119.4441,124.1458
CAD,2017-08-18,118.6776,123.3507
CAD,2017-08-17,119.1140,123.8102
CAD,2017-08-16,117.7224,122.3604
CAD,2017-08-15,117.9519,122.5991
CAD,2017-08-14,118.3823,123.0486
CAD,2017-08-11,117.8617,122.5068
CAD,2017-08-10,118.3065,122.9658
CAD,2017-08-09,118.4304,123.0953
CAD,2017-08-08,118.8060,123.4895
CAD,2017-08-04,119.7610,124.4630
CAD,2017-08-03,119.5827,124.2853
CAD,2017-08-02,119.8650,124.5779
CAD,2017-08-01,120.6770,125.4177
CAD,2017-07-31,120.8841,125.6384
CAD,2017-07-28,120.1372,124.8567
CAD,2017-07-27,121.0921,125.8491
CAD,2017-07-26,120.4473,125.1735
CAD,2017-07-25,120.4430,125.1756
CAD,2017-07-24,120.1453,124.8608
CAD,2017-07-21,119.7489,124.4599
CAD,2017-07-20,119.6053,124.3019
CAD,2017-07-19,119.3156,124.0158
CAD,2017-07-18,119.0692,123.7517
CAD,2017-07-17,119.1007,123.7863
CAD,2017-07-14,118.4640,123.1184
CAD,2017-07-13,118.2603,122.9230
CAD,2017-07-12,116.7821,121.3804
CAD,2017-07-11,116.9170,121.5238
CAD,2017-07-10,116.9926,121.6119
CAD,2017-07-07,116.1317,120.7075
CAD,2017-07-06,116.1057,120.6785
CAD,2017-07-05,116.4517,121.0388
CAD,2017-07-04,115.8251,120.4027
CAD,2017-07-03,115.9377,120.5088
CAD,2017-06-30,115.9063,120.4936
CAD,2017-06-29,115.4752,120.0368
CAD,2017-06-28,114.3236,118.8385
CAD,2017-06-27,113.3675,117.8354
CAD,2017-06-23,113.7177,118.1967
CAD,2017-06-22,112.8176,117.2752
CAD,2017-06-21,113.2113,117.6663
CAD,2017-06-20,113.5739,118.0461
CAD,2017-06-19,113.5456,118.0150
CAD,2017-06-16,113.1965,117.6592
CAD,2017-06-15,113.2447,117.7180
CAD,2017-06-14,113.3441,117.8155
CAD,2017-06-13,112.8372,117.2841
CAD,2017-06-12,111.5366,115.9434
CAD,2017-06-09,110.9810,115.3604
CAD,2017-06-07,111.4374,115.8462
CAD,2017-06-06,111.2524,115.6677
CAD,2017-06-05,111.0433,115.4331
CAD,2017-06-02,110.9888,115.3870
CAD,2017-06-01,111.0256,115.4161
CAD,2017-05-31,111.3472,115.7440
CAD,2017-05-30,111.2156,115.6128
CAD,2017-05-29,111.2944,115.6963
CAD,2017-05-26,111.0576,115.4459
CAD,2017-05-25,111.7578,116.1827
CAD,2017-05-24,110.7682,115.1565
CAD,2017-05-23,111.1003,115.4986
CAD,2017-05-22,110.7035,115.0881
CAD,2017-05-19,110.0226,114.3828
CAD,2017-05-18,109.9899,114.3484
CAD,2017-05-17,109.9275,114.2859
CAD,2017-05-16,109.7636,114.1149
CAD,2017-05-15,109.0422,113.3708
CAD,2017-05-12,109.2118,113.5439
CAD,2017-05-09,109.1588,113.4945
CAD,2017-05-08,109.4124,113.7544
CAD,2017-05-05,108.6399,112.9535
CAD,2017-05-04,109.0112,113.3365
CAD,2017-05-03,108.9977,113.3245
CAD,2017-05-02,109.4531,113.7902
CAD,2017-04-28,109.6133,113.9676
CAD,2017-04-27,109.8083,114.1673
CAD,2017-04-26,110.2131,114.5847
CAD,2017-04-25,110.3021,114.6802
CAD,2017-04-24,110.8929,115.2829
CAD,2017-04-21,110.9614,115.3533
CAD,2017-04-20,111.0192,115.4165
CAD,2017-04-19,111.5363,115.9582
CAD,2017-04-18,112.0663,116.5050
CAD,2017-04-17,112.3371,116.7796
CAD,2017-04-12,112.1055,116.5456
CAD,2017-04-11,112.0614,116.4971
CAD,2017-04-07,111.1898,115.6035
CAD,2017-04-06,110.9352,115.3358
CAD,2017-04-05,111.2221,115.6338
CAD,2017-04-04,111.3825,115.8060
CAD,2017-04-03,111.9483,116.3843
CAD,2017-03-31,111.7941,116.2660
CAD,2017-03-30,111.8640,116.3299
CAD,2017-03-29,111.4767,115.9271
CAD,2017-03-28,111.4807,115.9316
CAD,2017-03-27,111.9861,116.4541
CAD,2017-03-24,111.5689,116.0265
CAD,2017-03-23,111.8575,116.3086
CAD,2017-03-22,111.3895,115.8284
CAD,2017-03-21,111.7383,116.1823
CAD,2017-03-20,111.9253,116.3746
CAD,2017-03-17,112.2260,116.6795
CAD,2017-03-16,112.2253,116.6830
CAD,2017-03-15,110.6503,115.0526
CAD,2017-03-14,110.7429,115.1559
CAD,2017-03-13,110.5120,114.9174
CAD,2017-03-10,110.1734,114.5640
CAD,2017-03-09,110.1663,114.6043
CAD,2017-03-08,110.6330,115.1094
CAD,2017-03-07,110.7166,115.2021
CAD,2017-03-06,110.7349,115.2249
CAD,2017-03-03,110.7733,115.2665
CAD,2017-03-02,111.1271,115.6254
CAD,2017-03-01,111.5904,116.1066
CAD,2017-02-28,112.6938,117.2555
CAD,2017-02-27,113.6015,118.1797
CAD,2017-02-23,113.5029,118.0643
CAD,2017-02-22,113.4664,117.9428
CAD,2017-02-21,113.2413,117.7131
CAD,2017-02-20,113.1762,117.6281
CAD,2017-02-17,113.1783,117.6383
CAD,2017-02-16,113.1171,117.5776
CAD,2017-02-15,112.9072,117.3679
CAD,2017-02-14,113.0641,117.5178
CAD,2017-02-13,112.8271,117.2721
CAD,2017-02-09,112.2786,116.7150
CAD,2017-02-08,112.1747,116.5942
CAD,2017-02-07,112.8677,117.3239
CAD,2017-02-06,113.4080,117.8815
CAD,2017-02-03,113.2925,117.7567
CAD,2017-02-02,113.3604,117.7448
CAD,2017-02-01,112.9767,117.4358
CAD,2017-01-31,112.6171,117.0676
CAD,2017-01-30,112.3302,116.7636
CAD,2017-01-27,112.6083,117.0572
CAD,2017-01-26,112.9917,117.4648
CAD,2017-01-25,112.3021,116.7575
CAD,2017-01-24,111.5685,115.9937
CAD,2017-01-23,110.9408,115.3452
CAD,2017-01-20,110.8099,115.2158
CAD,2017-01-19,110.9591,115.3636
CAD,2017-01-18,112.5966,117.0623
CAD,2017-01-17,111.6435,116.0757
CAD,2017-01-16,112.0448,116.4924
CAD,2017-01-13,111.8511,116.2979
CAD,2017-01-11,111.0096,115.4191
CAD,2017-01-10,111.2038,115.6184
CAD,2017-01-09,111.1793,115.5964
CAD,2017-01-06,111.0159,115.4204
CAD,2017-01-05,110.6350,115.0390
CAD,2017-01-04,109.3374,113.6908
CAD,2017-01-03,109.5214,113.8807
CAD,2017-01-02,109.4453,113.8103
CAD,2016-12-30,109.0504,113.4127
CAD,2016-12-29,108.5143,112.8555
CAD,2016-12-28,108.3545,112.6929
CAD,2016-12-27,108.5453,112.8989
CAD,2016-12-23,109.4628,113.8372
CAD,2016-12-22,109.8129,114.1961
CAD,2016-12-21,109.8759,114.2707
CAD,2016-12-20,109.4109,113.7714
CAD,2016-12-19,110.0006,114.3869
CAD,2016-12-16,109.9620,114.3538
CAD,2016-12-15,109.9049,114.3020
CAD,2016-12-14,111.1538,115.6055
CAD,2016-12-09,110.5353,114.9668
CAD,2016-12-08,110.4035,114.8339
CAD,2016-12-07,109.7442,114.1539
CAD,2016-12-06,109.8516,114.2747
CAD,2016-12-05,109.1870,113.5746
CAD,2016-12-02,109.6678,114.0730
CAD,2016-12-01,108.8412,113.2177
CAD,2016-11-30,108.8981,113.2725
CAD,2016-11-29,109.0869,113.4653
CAD,2016-11-28,108.2227,112.5718
CAD,2016-11-25,107.9190,112.2609
CAD,2016-11-24,107.7687,112.1015
CAD,2016-11-23,108.3832,112.7633
CAD,2016-11-22,108.6031,112.9892
CAD,2016-11-21,108.0969,112.4532
CAD,2016-11-18,107.3973,111.7417
CAD,2016-11-17,108.3770,112.7469
CAD,2016-11-16,108.2881,112.6454
CAD,2016-11-15,107.1874,111.5223
CAD,2016-11-11,107.4039,111.7380
CAD,2016-11-10,108.1083,112.4910
CAD,2016-11-09,108.2938,112.6686
CAD,2016-11-08,108.4082,112.7681
CAD,2016-11-07,108.5896,112.9603
CAD,2016-11-04,108.7608,113.1392
CAD,2016-11-03,108.7650,113.1425
CAD,2016-11-02,108.4505,112.8212
CAD,2016-11-01,108.1991,112.5626
CAD,2016-10-31,108.2157,112.5744
CAD,2016-10-28,108.3947,112.7678
CAD,2016-10-27,108.1181,112.4780
CAD,2016-10-26,108.4378,112.8090
CAD,2016-10-25,108.5504,112.9300
CAD,2016-10-24,108.1416,112.5045
CAD,2016-10-21,109.1549,113.5607
CAD,2016-10-20,109.8176,114.2404
CAD,2016-10-19,110.1466,114.6151
CAD,2016-10-18,109.9927,114.4281
CAD,2016-10-17,109.3551,113.7711
CAD,2016-10-14,109.1158,113.5287
CAD,2016-10-13,108.4035,112.7977
CAD,2016-10-12,109.0191,113.4226
CAD,2016-10-11,109.2835,113.7057
CAD,2016-10-10,108.6261,113.0228
CAD,2016-10-07,108.6353,113.0341
CAD,2016-10-06,108.9167,113.3278
CAD,2016-10-05,108.9959,113.4111
CAD,2016-10-04,109.3547,113.7859
CAD,2016-10-03,109.5792,114.0107
CAD,2016-09-30,109.3121,113.7379
CAD,2016-09-29,109.8125,114.2636
CAD,2016-09-28,108.4611,112.8615
CAD,2016-09-27,108.5616,112.9690
CAD,2016-09-26,108.7744,113.1861
CAD,2016-09-23,109.6089,114.0505
CAD,2016-09-22,109.6352,114.0759
CAD,2016-09-21,108.5598,112.9654
CAD,2016-09-20,108.2330,112.6205
CAD,2016-09-19,108.3734,112.7767
CAD,2016-09-15,107.9711,112.3670
CAD,2016-09-14,108.2299,112.6362
CAD,2016-09-13,109.0194,113.4531
CAD,2016-09-09,110.0417,114.5115
CAD,2016-09-08,110.6944,115.1829
CAD,2016-09-07,110.8541,115.3443
CAD,2016-09-06,110.2652,114.7359
CAD,2016-09-05,109.8454,114.3022
CAD,2016-09-02,108.8404,113.2639
CAD,2016-09-01,108.8734,113.2910
CAD,2016-08-31,109.0004,113.4239
CAD,2016-08-30,109.5448,113.9940
CAD,2016-08-29,109.6969,114.2202
CAD,2016-08-26,110.5642,115.1201
CAD,2016-08-25,110.2051,114.7604
CAD,2016-08-24,110.1930,114.7419
CAD,2016-08-23,110.1846,114.6607
CAD,2016-08-22,110.3602,114.8373
CAD,2016-08-19,111.2910,115.8030
CAD,2016-08-18,111.0523,115.5596
CAD,2016-08-16,110.2294,114.7019
CAD,2016-08-15,109.8788,114.3393
CAD,2016-08-12,109.7395,114.1962
CAD,2016-08-11,109.2379,113.6725
CAD,2016-08-10,109.1986,113.6349
CAD,2016-08-09,108.2223,112.6220
CAD,2016-08-08,108.2850,112.6889
CAD,2016-08-05,109.5726,114.0243
CAD,2016-08-04,109.6225,113.9856
CAD,2016-08-03,109.1975,113.5520
CAD,2016-08-02,108.9882,113.3318
CAD,2016-08-01,109.7204,114.0961
CAD,2016-07-29,108.9224,113.2688
CAD,2016-07-28,108.9014,113.2470
CAD,2016-07-27,108.6484,112.9808
CAD,2016-07-26,108.3968,112.7155
CAD,2016-07-25,108.9404,113.2757
CAD,2016-07-22,109.3915,113.7513
CAD,2016-07-21,110.1556,114.5248
CAD,2016-07-20,110.1592,114.5391
CAD,2016-07-18,110.6096,115.0146
CAD,2016-07-15,111.0247,115.4403
CAD,2016-07-14,110.7480,115.1510
CAD,2016-07-13,109.6448,114.0144
CAD,2016-07-12,109.2852,113.6425
CAD,2016-07-11,109.5690,113.9412
CAD,2016-07-08,110.2204,114.7268
CAD,2016-07-07,111.0036,115.5318
CAD,2016-07-05,111.6738,116.2246
CAD,2016-07-04,111.3286,115.8718
CAD,2016-07-01,110.5094,114.9581
CAD,2016-06-30,111.0500,115.5009
CAD,2016-06-29,111.0402,115.7107
CAD,2016-06-28,110.9927,115.6641
CAD,2016-06-27,110.3005,114.9726
CAD,2016-06-24,110.6225,116.0347
CAD,2016-06-23,112.3752,117.1107
CAD,2016-06-22,112.5699,117.0401
CAD,2016-06-21,111.6398,116.3050
CAD,2016-06-20,110.7001,115.3433
CAD,2016-06-17,109.8400,114.4349
CAD,2016-06-16,109.8022,114.4145
CAD,2016-06-15,110.1029,114.7311
CAD,2016-06-14,110.4502,115.0870
CAD,2016-06-13,110.7987,115.4478
CAD,2016-06-10,111.8092,116.4911
CAD,2016-06-09,112.4086,117.0969
CAD,2016-06-08,111.9467,116.5374
CAD,2016-06-07,111.3000,115.8593
CAD,2016-06-06,110.8088,115.3474
CAD,2016-06-03,110.1346,114.6394
CAD,2016-06-02,110.4770,114.9935
CAD,2016-06-01,110.7721,114.9900
CAD,2016-05-31,110.8616,115.5480
CAD,2016-05-30,109.5470,114.1966
CAD,2016-05-27,110.3307,114.9906
CAD,2016-05-26,110.1389,114.8122
CAD,2016-05-25,109.0971,113.7412
CAD,2016-05-24,108.7941,113.4153
CAD,2016-05-20,109.3244,113.9643
CAD,2016-05-19,109.6532,114.3071
CAD,2016-05-18,110.6620,115.3544
CAD,2016-05-17,111.1656,115.8433
CAD,2016-05-16,110.3652,114.9664
CAD,2016-05-13,111.0385,115.6612
CAD,2016-05-12,111.0221,115.6466
CAD,2016-05-11,110.3462,114.9494
CAD,2016-05-10,110.0123,114.6007
CAD,2016-05-09,110.3263,114.9277
CAD,2016-05-06,110.8051,115.4245
CAD,2016-05-05,111.0682,115.6980
CAD,2016-05-04,112.0617,116.7263
CAD,2016-05-03,114.0416,118.7742
CAD,2016-04-29,113.9386,118.6852
CAD,2016-04-28,113.3307,118.0530
CAD,2016-04-27,113.2889,118.0054
CAD,2016-04-26,112.6845,117.3801
CAD,2016-04-25,112.4614,117.1453
CAD,2016-04-22,112.1737,116.8572
CAD,2016-04-20,112.1629,116.8381
CAD,2016-04-19,111.4246,116.1106
CAD,2016-04-18,109.5435,114.1154
CAD,2016-04-15,110.7440,115.3749
CAD,2016-04-12,109.8524,114.4475
CAD,2016-04-11,109.0807,113.6482
CAD,2016-04-08,108.0975,112.6328
CAD,2016-04-07,108.3389,112.8796
CAD,2016-04-06,107.8248,112.3471
CAD,2016-04-05,108.2188,112.7581
CAD,2016-04-04,108.7834,113.4742
CAD,2016-04-01,109.5229,114.2096
CAD,2016-03-31,109.2053,113.9041
CAD,2016-03-30,111.3437,115.9740
CAD,2016-03-29,109.6039,114.1687
CAD,2016-03-28,108.4774,113.0133
CAD,2016-03-24,108.0348,112.5516
CAD,2016-03-23,108.9347,113.5279
CAD,2016-03-21,108.8766,113.4247
CAD,2016-03-18,109.5644,113.9944
CAD,2016-03-17,108.4674,112.8651
CAD,2016-03-16,106.3169,110.6425
CAD,2016-03-15,106.8336,111.1679
CAD,2016-03-14,107.4270,111.7736
CAD,2016-03-11,106.6095,110.9391
CAD,2016-03-10,106.9895,111.3317
CAD,2016-03-09,105.6467,109.9392
CAD,2016-03-08,106.5153,110.8391
CAD,2016-03-04,105.6405,109.9356
CAD,2016-03-03,105.7379,110.0343
CAD,2016-03-02,105.6393,109.9329
CAD,2016-03-01,104.6589,108.9012
CAD,2016-02-29,104.6868,108.9389
CAD,2016-02-26,104.5374,108.7817
CAD,2016-02-25,103.1652,107.3650
CAD,2016-02-24,102.4571,106.6235
CAD,2016-02-23,103.0523,107.2451
CAD,2016-02-19,102.6325,106.8025
CAD,2016-02-18,103.3594,107.5661
CAD,2016-02-17,101.8995,106.0342
CAD,2016-02-16,102.3851,106.5405
CAD,2016-02-15,102.0702,106.2123
CAD,2016-02-12,101.3311,105.4482
CAD,2016-02-11,101.3949,105.5133
CAD,2016-02-10,101.5302,105.6537
CAD,2016-02-09,101.2412,105.3631
CAD,2016-02-08,101.5561,105.6918
CAD,2016-02-05,102.6638,106.8361
CAD,2016-02-03,100.1076,104.1850
CAD,2016-02-02,101.0858,105.2238
CAD,2016-02-01,100.8008,104.9227
CAD,2016-01-29,100.5472,104.6655
CAD,2016-01-28,100.0766,104.1831
CAD,2016-01-27,99.8700,103.9636
CAD,2016-01-26,98.7527,102.8074
CAD,2016-01-25,99.7113,103.7997
CAD,2016-01-22,98.7904,102.8307
CAD,2016-01-21,97.4691,101.6284
CAD,2016-01-20,96.5455,100.6706
CAD,2016-01-19,96.9846,101.1270
CAD,2016-01-18,96.8734,101.0164
CAD,2016-01-14,97.9807,102.1740
CAD,2016-01-13,98.8738,103.1039
CAD,2016-01-12,99.0031,103.2344
CAD,2016-01-11,99.3264,103.6274
CAD,2016-01-08,100.0524,104.3964
CAD,2016-01-07,99.9316,104.2633
CAD,2016-01-06,100.7056,105.0547
CAD,2016-01-05,101.4145,105.7882
CAD,2016-01-04,101.3974,105.7748
CAD,2016-01-01,101.6926,106.0759
CAD,2015-12-31,101.6569,106.0511
CAD,2015-12-30,101.7102,106.1127
CAD,2015-12-29,101.3898,105.7807
CAD,2015-12-28,101.5115,105.9101
CAD,2015-12-23,100.9266,105.3080
CAD,2015-12-22,100.6924,105.0602
CAD,2015-12-21,100.7670,105.1335
CAD,2015-12-18,100.7103,105.0750
CAD,2015-12-17,101.7956,106.2010
CAD,2015-12-16,102.2850,106.7125
CAD,2015-12-15,102.6036,106.7117
CAD,2015-12-14,101.8634,106.2748
CAD,2015-12-11,102.5974,107.0462
CAD,2015-12-10,103.2706,107.7354
CAD,2015-12-09,103.1620,107.6280
CAD,2015-12-08,103.6883,108.1703
CAD,2015-12-07,104.4961,109.1610
CAD,2015-12-04,104.8285,109.5087
CAD,2015-12-03,104.8299,109.5100
CAD,2015-12-02,104.6993,109.3578
CAD,2015-12-01,104.9623,109.6664
CAD,2015-11-30,104.5793,109.2451
CAD,2015-11-27,105.1544,109.8431
CAD,2015-11-26,105.1562,109.9584
CAD,2015-11-24,104.6038,109.2797
CAD,2015-11-23,104.0180,108.6834
CAD,2015-11-20,104.6785,109.3586
CAD,2015-11-19,111.2677,116.2647
CAD,2015-11-18,104.3758,109.0687
CAD,2015-11-17,104.2132,108.8926
CAD,2015-11-16,104.2170,108.8958
CAD,2015-11-13,104.4141,109.0775
CAD,2015-11-12,104.8384,109.5357
CAD,2015-11-11,104.7190,109.4983
CAD,2015-11-09,103.9717,108.8307
CAD,2015-11-06,104.9712,109.8687
CAD,2015-11-05,104.8866,109.7911
CAD,2015-11-04,105.3945,110.3316
CAD,2015-11-03,105.1341,110.0559
CAD,2015-11-02,105.2711,110.1933
CAD,2015-10-30,104.5326,109.3868
CAD,2015-10-29,104.1985,109.0354
CAD,2015-10-28,103.6084,108.4677
CAD,2015-10-26,104.5248,109.4153
CAD,2015-10-23,105.1581,110.0837
CAD,2015-10-22,104.8756,109.7848
CAD,2015-10-21,106.0230,110.9726
CAD,2015-10-20,105.5369,110.4785
CAD,2015-10-19,106.3415,111.2783
CAD,2015-10-16,106.8896,111.8455
CAD,2015-10-15,106.5108,111.4423
CAD,2015-10-14,105.4718,110.3761
CAD,2015-10-13,105.1998,110.0454
CAD,2015-10-12,106.0889,110.9714
CAD,2015-10-09,105.7330,110.6800
CAD,2015-10-08,105.1582,110.0399
CAD,2015-10-07,105.7421,110.5858
CAD,2015-10-06,105.3588,110.1679
CAD,2015-10-05,104.9235,109.7156
CAD,2015-10-02,104.2602,109.0232
CAD,2015-10-01,103.8308,108.5777
CAD,2015-09-30,102.6655,107.4455
CAD,2015-09-29,102.5112,107.3611
CAD,2015-09-28,103.1066,107.7648
CAD,2015-09-25,102.9384,107.5945
CAD,2015-09-23,103.3877,108.1017
CAD,2015-09-22,103.7489,108.4736
CAD,2015-09-21,103.8457,108.5657
