Label,Year,Month,TradeVolume,ShareVolume,Turnover (Rs.)
JKH.N0000,1986,08,254.0,665786.0,88012358.5
SUN.N0000,1990,03,0.0,0.0,0.0
GREG.N0000,1990,04,0.0,0.0,0.0
SELI.N0000,1991,01,0.0,0.0,0.0
SHAL.N0000,1991,02,0.0,0.0,0.0
KZOO.N0000,1991,04,0.0,0.0,0.0
GOOD.N0000,1991,07,0.0,0.0,0.0
JKH.N0000,1991,07,0.0,0.0,0.0
LPRT.N0000,1991,07,0.0,0.0,0.0
PARA.N0000,1991,07,0.0,0.0,0.0
ARPI.N0000,1991,08,0.0,0.0,0.0
BINN.N0000,1991,08,0.0,0.0,0.0
BRWN.N0000,1991,08,0.0,0.0,0.0
CARG.N0000,1991,08,7.0,14695.0,5150548.75
CFIN.N0000,1991,08,1.5,1083.0,249090.0
CFLB.N0000,1991,08,1.0,1000.0,28250.0
CFT.N0000,1991,08,0.0,0.0,0.0
CIND.N0000,1991,08,1.0,200.0,5300.0
COMB.N0000,1991,08,6.0,1012.0,242880.0
CTC.N0000,1991,08,4.5,2800.0,139525.0
CTCE.N0000,1991,08,1.0,800.0,38800.0
CTHR.N0000,1991,08,1.0,100.0,13000.0
DFCC.N0000,1991,08,26.0,30.0,42900.0
DIPD.N0000,1991,08,0.0,0.0,0.0
EAST.N0000,1991,08,0.0,0.0,0.0
GHLL.N0000,1991,08,1.0,750.0,4562.5
HAYC.N0000,1991,08,2.0,350.0,61250.0
HAYL.N0000,1991,08,1.0,550.0,294500.0
HDEV.N0000,1991,08,3.0,5000.0,60000.0
HUEJ.N0000,1991,08,0.0,0.0,0.0
JKH.N0000,1991,08,3.5,625.0,190281.25
LCEM.N0000,1991,08,3.0,1300.0,9100.0
LDEV.N0000,1991,08,0.0,0.0,0.0
LMF.N0000,1991,08,6.0,1550.0,56500.0
MIRA.N0000,1991,08,0.0,0.0,0.0
MORI.N0000,1991,08,4.0,726.0,181500.0
OSEA.N0000,1991,08,0.0,0.0,0.0
PDL.N0000,1991,08,1.0,500.0,9000.0
RICH.N0000,1991,08,3.0,950.0,365750.0
SAMP.N0000,1991,08,3.0,15586.0,358478.0
SEYB.N0000,1991,08,12.0,7000.0,287975.0
SHOT.N0000,1991,08,4.0,10000.0,460000.0
SUGA.N0000,1991,08,8.0,7300.0,94900.0
TILE.N0000,1991,08,2.5,1000.0,57625.0
ACL.N0000,1991,09,3.0,500.0,50000.0
ASIR.N0000,1991,09,2.5,925.0,18481.25
BHR.N0000,1991,09,3.0,850.0,45050.0
CARG.N0000,1991,09,1.0,449.5,148335.0
CFIN.N0000,1991,09,3.0,2223.5,496835.0
CFLB.N0000,1991,09,7.0,9100.0,245700.0
CHOU.N0000,1991,09,1.5,500.0,9500.0
CIC.N0000,1991,09,3.5,1025.0,120625.0
CIND.N0000,1991,09,2.0,900.0,21600.0
CINV.N0000,1991,09,1.5,100.0,23750.0
COMB.N0000,1991,09,5.0,1050.0,233750.0
CTC.N0000,1991,09,2.0,163.0,7335.0
CTCE.N0000,1991,09,1.5,250.0,11550.0
EQIT.N0000,1991,09,1.0,1000.0,20000.0
GHLL.N0000,1991,09,6.0,6700.0,38250.0
GRAN.N0000,1991,09,1.0,275.0,32625.0
HAYC.N0000,1991,09,4.0,750.0,107787.5
HAYL.N0000,1991,09,2.0,125.0,49375.0
HDEV.N0000,1991,09,2.0,750.0,8125.0
HNB.N0000,1991,09,5.0,3350.0,1206000.0
JKH.N0000,1991,09,4.0,825.0,233875.0
KAPI.N0000,1991,09,2.0,1400.0,23800.0
KZOO.N0000,1991,09,1.0,2.0,250.0
LCEM.N0000,1991,09,3.0,2300.0,14375.0
LMF.N0000,1991,09,1.5,650.0,21375.0
MORI.N0000,1991,09,2.0,400.0,100000.0
NEST.N0000,1991,09,5.0,2025.5,42960.5
ONAL.N0000,1991,09,2.0,2000.0,32075.0
PARA.N0000,1991,09,1.0,56.0,4274.5
PARQ.N0000,1991,09,3.0,475.0,42750.0
PDL.N0000,1991,09,2.0,1300.0,23650.0
RICH.N0000,1991,09,8.5,10908.0,3926880.0
SAMP.N0000,1991,09,32.0,24300.0,493406.25
SEYB.N0000,1991,09,6.0,2300.0,98850.0
SHOT.N0000,1991,09,1.5,1500.0,57625.0
SPEN.N0000,1991,09,2.0,275.0,107250.0
SUGA.N0000,1991,09,6.0,8900.0,106800.0
TILE.N0000,1991,09,7.0,2300.0,121225.0
TKYO.N0000,1991,09,1.0,150.0,3250.0
ACL.N0000,1991,10,2.0,400.0,40625.0
ASIR.N0000,1991,10,2.0,900.0,20250.0
BHR.N0000,1991,10,3.0,1500.0,89250.0
CARG.N0000,1991,10,3.0,900.0,297225.0
CFIN.N0000,1991,10,2.0,225.0,47250.0
CFLB.N0000,1991,10,2.0,1900.0,49400.0
CHOU.N0000,1991,10,2.0,500.0,8500.0
CIC.N0000,1991,10,1.0,825.0,91181.25
CIND.N0000,1991,10,12.0,6100.0,199662.5
CINV.N0000,1991,10,1.0,500.0,112687.5
COMB.N0000,1991,10,2.0,200.0,47600.0
CTC.N0000,1991,10,2.0,375.0,17875.0
CTCE.N0000,1991,10,2.0,425.0,19900.0
EAST.N0000,1991,10,1.0,300.0,10200.0
EQIT.N0000,1991,10,1.0,1000.0,19000.0
GHLL.N0000,1991,10,5.0,4200.0,27050.0
GRAN.N0000,1991,10,2.0,250.0,33750.0
HAYC.N0000,1991,10,2.0,700.0,101862.5
HAYL.N0000,1991,10,3.0,275.0,121062.5
HDEV.N0000,1991,10,1.0,250.0,2812.5
HNB.N0000,1991,10,5.0,1184.5,429241.375
JKH.N0000,1991,10,4.0,1300.0,390550.0
KAPI.N0000,1991,10,3.0,1390.0,23630.0
LCEM.N0000,1991,10,1.0,1000.0,6000.0
LMF.N0000,1991,10,8.0,3475.0,125981.25
LPRT.N0000,1991,10,8.0,1400.0,39200.0
MBSL.R0000,1991,10,4.0,1050.0,88200.0
MORI.N0000,1991,10,1.0,125.0,30393.75
NEST.N0000,1991,10,5.0,1559.0,35623.0
ONAL.N0000,1991,10,3.0,6400.0,108800.0
OSEA.N0000,1991,10,2.0,1100.0,14300.0
PARA.N0000,1991,10,1.0,1000.0,75000.0
PARQ.N0000,1991,10,3.0,1099.0,148365.0
PDL.N0000,1991,10,3.0,1200.0,22800.0
RICH.N0000,1991,10,2.0,462.5,162937.5
SAMP.N0000,1991,10,35.0,24137.5,479806.25
SELI.N0000,1991,10,1.0,10.0,5000.0
SEYB.N0000,1991,10,8.5,2900.0,131875.0
SHOT.N0000,1991,10,3.5,2508.0,78873.0
SPEN.N0000,1991,10,3.0,1500.0,477000.0
SUGA.N0000,1991,10,41.0,58700.0,759781.25
TILE.N0000,1991,10,6.0,2500.0,135000.0
TKYO.N0000,1991,10,1.0,750.0,13812.5
ACL.N0000,1991,11,1.0,200.0,26000.0
ARPI.N0000,1991,11,1.0,1200.0,84600.0
ASIR.N0000,1991,11,2.0,750.0,16500.0
BHR.N0000,1991,11,3.0,1375.0,100318.75
BRWN.N0000,1991,11,1.0,100.0,18000.0
CARG.N0000,1991,11,3.0,200.0,77000.0
CFIN.N0000,1991,11,3.0,875.0,179200.0
CFLB.N0000,1991,11,1.5,1300.0,33700.0
CFT.N0000,1991,11,1.0,250.0,20000.0
CHOU.N0000,1991,11,1.0,450.0,7837.5
CIC.N0000,1991,11,2.0,300.0,40050.0
CIND.N0000,1991,11,9.5,3175.0,235375.0
CINV.N0000,1991,11,2.0,1000.0,230000.0
COMB.N0000,1991,11,4.0,587.5,146337.5
CTC.N0000,1991,11,7.0,1061.5,53492.75
CTCE.N0000,1991,11,1.5,650.0,32050.0
CTHR.N0000,1991,11,1.0,180.0,59310.0
DFCC.N0000,1991,11,8.5,1165.0,1281500.0
DIPD.N0000,1991,11,1.0,100.0,14425.0
EAST.N0000,1991,11,1.0,1000.0,34000.0
GHLL.N0000,1991,11,2.0,1500.0,9000.0
GRAN.N0000,1991,11,2.0,487.5,65812.5
HAYC.N0000,1991,11,3.0,784.0,122304.0
HAYL.N0000,1991,11,4.0,2595.0,1206675.0
HDEV.N0000,1991,11,6.0,9000.0,99000.0
HNB.N0000,1991,11,2.0,625.0,250400.0
JKH.N0000,1991,11,6.0,1000.0,320000.0
KAPI.N0000,1991,11,17.0,9328.0,249109.25
LCEM.N0000,1991,11,6.0,12700.0,82550.0
LMF.N0000,1991,11,9.5,7425.0,231237.5
MORI.N0000,1991,11,1.5,176.0,44878.0
NEST.N0000,1991,11,8.0,4400.0,103825.0
ONAL.N0000,1991,11,1.0,750.0,12750.0
OSEA.N0000,1991,11,9.0,6425.0,112000.0
PARA.N0000,1991,11,2.0,2712.0,212214.0
PARQ.N0000,1991,11,3.0,2200.0,239800.0
PDL.N0000,1991,11,4.0,3600.0,60875.0
RICH.N0000,1991,11,2.0,700.0,227500.0
SAMP.N0000,1991,11,54.0,67660.0,1757858.75
SEYB.N0000,1991,11,17.0,7800.0,335800.0
SHOT.N0000,1991,11,2.0,2833.0,174687.5
SPEN.N0000,1991,11,2.5,250.0,80000.0
SUGA.N0000,1991,11,47.5,50500.0,890562.5
TILE.N0000,1991,11,4.5,1996.0,102512.5
TKYO.N0000,1991,11,9.0,7225.0,212225.0
ACL.N0000,1991,12,3.0,350.0,68250.0
ARPI.N0000,1991,12,1.0,200.0,14000.0
ASIR.N0000,1991,12,2.5,450.0,11450.0
BHR.N0000,1991,12,3.0,1125.0,92025.0
BRWN.N0000,1991,12,1.0,150.0,20250.0
CARG.N0000,1991,12,3.0,700.0,157537.5
CFIN.N0000,1991,12,6.5,1149.0,315883.0
CFLB.N0000,1991,12,3.0,3500.0,101500.0
CFT.N0000,1991,12,4.0,1200.0,96000.0
CHOU.N0000,1991,12,2.0,1000.0,18375.0
CIC.N0000,1991,12,3.5,650.0,85000.0
CIND.N0000,1991,12,6.0,2650.0,159000.0
CINV.N0000,1991,12,2.0,510.5,119862.5
COMB.N0000,1991,12,6.5,875.0,235575.0
CTC.N0000,1991,12,8.0,1757.0,88732.5
CTCE.N0000,1991,12,2.0,975.0,48200.0
DFCC.N0000,1991,12,6.0,380.0,665000.0
DIPD.N0000,1991,12,1.5,225.0,31400.0
EAST.N0000,1991,12,1.0,1000.0,40000.0
GHLL.N0000,1991,12,7.0,7500.0,58125.0
GRAN.N0000,1991,12,2.0,1200.0,174000.0
HAYC.N0000,1991,12,3.0,400.0,66400.0
HAYL.N0000,1991,12,3.0,300.0,141000.0
HDEV.N0000,1991,12,9.0,9600.0,206000.0
HNB.N0000,1991,12,2.5,225.0,90500.0
JKH.N0000,1991,12,9.0,2250.0,675375.0
KAPI.N0000,1991,12,12.0,8100.0,271590.5
LCEM.N0000,1991,12,5.0,3700.0,29225.0
LDEV.N0000,1991,12,1.0,100.0,5400.0
LMF.N0000,1991,12,31.0,30700.0,926525.0
MIRA.N0000,1991,12,1.0,1300.0,62950.0
MORI.N0000,1991,12,1.5,13.0,3094.0
NEST.N0000,1991,12,3.0,975.0,24487.5
ONAL.N0000,1991,12,1.5,750.0,12375.0
OSEA.N0000,1991,12,2.0,2500.0,45000.0
PARQ.N0000,1991,12,2.0,1000.0,103000.0
PDL.N0000,1991,12,4.0,3100.0,55800.0
RICH.N0000,1991,12,3.5,725.0,209190.0
SAMP.N0000,1991,12,79.0,80245.0,2319150.0
SEYB.N0000,1991,12,44.0,16950.0,1158075.0
SHOT.N0000,1991,12,1.0,608.5,45637.5
SPEN.N0000,1991,12,3.0,500.0,156000.0
SUGA.N0000,1991,12,17.5,13325.0,369237.5
TILE.N0000,1991,12,9.0,5125.0,321075.0
TKYO.N0000,1991,12,4.0,2625.0,92537.5
ACL.N0000,1992,01,1.0,150.0,28500.0
ARPI.N0000,1992,01,2.5,900.0,63000.0
ASIR.N0000,1992,01,1.0,250.0,7562.5
BHR.N0000,1992,01,2.0,600.0,59300.0
BINN.N0000,1992,01,1.0,500.0,25000.0
BRWN.N0000,1992,01,3.0,600.0,81000.0
CARG.N0000,1992,01,2.5,1264.5,315750.0
CFIN.N0000,1992,01,3.0,1573.5,502922.0
CFLB.N0000,1992,01,5.5,10575.0,317125.0
CFT.N0000,1992,01,2.0,570.0,48450.0
CHOU.N0000,1992,01,2.0,700.0,18000.0
CIC.N0000,1992,01,5.0,988.5,158325.625
CIND.N0000,1992,01,6.0,1000.0,78000.0
CINV.N0000,1992,01,3.5,2198.5,532437.0
COMB.N0000,1992,01,6.0,800.0,228000.0
CTC.N0000,1992,01,9.0,3083.0,202350.0
CTCE.N0000,1992,01,2.0,600.0,45437.5
CTHR.N0000,1992,01,2.0,250.0,87500.0
DFCC.N0000,1992,01,6.0,243.0,459000.0
DIPD.N0000,1992,01,2.5,530.0,60290.0
EAST.N0000,1992,01,1.0,200.0,8200.0
EQIT.N0000,1992,01,1.0,1000.0,17000.0
GHLL.N0000,1992,01,14.0,12000.0,102500.0
GRAN.N0000,1992,01,1.0,600.0,126150.0
HAYC.N0000,1992,01,3.5,575.0,101600.0
HAYL.N0000,1992,01,4.0,995.0,537300.0
HDEV.N0000,1992,01,3.5,4500.0,177587.5
HNB.N0000,1992,01,2.5,888.0,365514.0
JKH.N0000,1992,01,5.0,2800.0,790000.0
LCEM.N0000,1992,01,5.0,5425.0,51575.0
LMF.N0000,1992,01,39.0,21725.0,851950.0
MIRA.N0000,1992,01,2.0,7000.0,302750.0
MORI.N0000,1992,01,1.0,378.0,90720.0
NEST.N0000,1992,01,5.0,1350.0,52312.5
ONAL.N0000,1992,01,1.0,650.0,12812.5
OSEA.N0000,1992,01,2.0,787.5,17375.0
PDL.N0000,1992,01,3.0,2300.0,61500.0
RICH.N0000,1992,01,2.5,825.0,220750.0
SAMP.N0000,1992,01,50.0,61500.0,2528950.0
SEYB.N0000,1992,01,30.0,9050.0,837800.0
SHOT.N0000,1992,01,2.5,1350.0,105600.0
SPEN.N0000,1992,01,3.0,1650.0,539750.0
SUGA.N0000,1992,01,8.0,3800.0,180125.0
SUN.N0000,1992,01,4.0,400.0,6000.0
TILE.N0000,1992,01,7.0,5300.0,455100.0
TKYO.N0000,1992,01,2.0,600.0,31350.0
ARPI.N0000,1992,02,1.0,300.0,21000.0
ASIR.N0000,1992,02,2.0,1000.0,28000.0
BHR.N0000,1992,02,5.0,1125.0,83062.5
BINN.N0000,1992,02,4.0,335500.0,16770125.0
BRWN.N0000,1992,02,1.0,100.0,14000.0
CFIN.N0000,1992,02,3.0,500.0,152500.0
CFLB.N0000,1992,02,2.0,550.0,16000.0
CFT.N0000,1992,02,3.0,620.0,54560.0
CHOU.N0000,1992,02,1.0,250.0,6200.0
CIC.N0000,1992,02,3.5,475.0,71487.5
CIND.N0000,1992,02,5.0,1000.0,70000.0
COMB.N0000,1992,02,4.5,600.0,169225.0
CTC.N0000,1992,02,5.5,2300.0,124612.5
CTCE.N0000,1992,02,3.5,625.0,43750.0
CTHR.N0000,1992,02,3.0,527.5,185617.5
DFCC.N0000,1992,02,23.0,429.0,617600.0
DIPD.N0000,1992,02,2.0,305.0,33976.375
DIST.N0000,1992,02,3.0,9000000.0,1053000000.0
EQIT.N0000,1992,02,1.5,238.5,4239.125
GHLL.N0000,1992,02,6.5,6125.0,54550.0
GRAN.N0000,1992,02,2.0,750.0,147500.0
HAYC.N0000,1992,02,3.0,500.0,77500.0
HAYL.N0000,1992,02,4.0,610.0,304175.0
HDEV.N0000,1992,02,2.0,1000.0,38000.0
HNB.N0000,1992,02,2.5,950.0,389500.0
HUEJ.N0000,1992,02,3.0,400.0,20000.0
JKH.N0000,1992,02,5.0,1750.0,454000.0
JKH.R0000,1992,02,14.0,6037.0,673616.25
LCEM.N0000,1992,02,4.0,500.0,4525.0
LMF.N0000,1992,02,26.5,26525.0,943568.75
NEST.N0000,1992,02,1.0,112.5,4262.5
ONAL.N0000,1992,02,1.5,750.0,13500.0
OSEA.N0000,1992,02,3.5,400.0,8900.0
PARQ.N0000,1992,02,1.5,350.0,32100.0
PDL.N0000,1992,02,2.0,500.0,10500.0
RICH.N0000,1992,02,1.0,100.0,26700.0
SAMP.N0000,1992,02,30.5,26425.0,1004875.0
SEYB.N0000,1992,02,25.5,11450.0,994887.5
SHOT.N0000,1992,02,1.0,1.0,80.0
SPEN.N0000,1992,02,1.0,100.0,30750.0
SUGA.N0000,1992,02,13.5,6975.0,274200.0
SUN.N0000,1992,02,1.0,100.0,1650.0
TILE.N0000,1992,02,5.0,2250.0,157500.0
TKYO.N0000,1992,02,2.0,250.0,13687.5
ASIR.N0000,1992,03,1.0,125.0,3075.0
BHR.N0000,1992,03,3.5,1700.0,125500.0
BINN.N0000,1992,03,1.0,350.0,17000.0
BRWN.N0000,1992,03,2.0,800.0,102700.0
CARG.N0000,1992,03,1.0,16.0,4000.0
CFIN.N0000,1992,03,3.0,511.5,145777.5
CFLB.N0000,1992,03,1.5,1350.0,35200.0
CFT.N0000,1992,03,1.0,100.0,8700.0
CHOU.N0000,1992,03,1.0,300.0,6075.0
CIC.N0000,1992,03,3.0,250.0,35687.5
CIND.N0000,1992,03,7.0,1800.0,137700.0
COMB.N0000,1992,03,4.0,550.0,138737.5
CTC.N0000,1992,03,9.0,3737.5,205290.625
CTCE.N0000,1992,03,1.5,200.0,12775.0
CTHR.N0000,1992,03,3.0,200.0,70000.0
DFCC.N0000,1992,03,21.0,320.0,451250.0
DIPD.N0000,1992,03,2.5,265.0,27420.0
GHLL.N0000,1992,03,4.0,2250.0,16212.5
GRAN.N0000,1992,03,1.0,100.0,19000.0
HAYC.N0000,1992,03,5.0,1166.0,186560.0
HAYL.N0000,1992,03,2.0,320.0,156900.0
HDEV.N0000,1992,03,2.5,2550.0,77875.0
HNB.N0000,1992,03,2.5,400.0,158200.0
JKH.N0000,1992,03,11.0,2005.0,651625.0
KAPI.N0000,1992,03,5.5,1000.0,39745.0
LCEM.N0000,1992,03,1.5,1000.0,7625.0
LMF.N0000,1992,03,39.0,24400.0,900925.0
NEST.N0000,1992,03,3.5,775.0,19562.5
ONAL.N0000,1992,03,1.0,1000.0,18000.0
OSEA.N0000,1992,03,2.0,1000.0,20000.0
PDL.N0000,1992,03,4.0,3000.0,54000.0
RICH.N0000,1992,03,1.5,250.0,64500.0
SAMP.N0000,1992,03,25.0,23675.0,812487.5
SEYB.N0000,1992,03,18.0,10000.0,853100.0
SHOT.N0000,1992,03,2.0,1231.0,80015.0
SPEN.N0000,1992,03,3.0,800.0,240000.0
SUGA.N0000,1992,03,13.0,10650.0,393587.5
TILE.N0000,1992,03,6.5,1875.0,120625.0
TKYO.N0000,1992,03,3.0,600.0,26300.0
ARPI.N0000,1992,04,1.0,600.0,42000.0
ASIR.N0000,1992,04,1.0,100.0,2375.0
BHR.N0000,1992,04,2.5,1650.0,136775.0
BRWN.N0000,1992,04,1.0,100.0,14000.0
CFIN.N0000,1992,04,4.0,2218.5,687955.0
CFLB.N0000,1992,04,4.5,5125.0,119662.5
CFT.N0000,1992,04,2.0,500.0,38000.0
CIC.N0000,1992,04,2.5,893.0,132964.0
CIND.N0000,1992,04,6.0,1500.0,129750.0
COMB.N0000,1992,04,5.0,1510.5,406182.5
CTC.N0000,1992,04,8.0,2438.0,146178.0
CTCE.N0000,1992,04,2.0,300.0,18000.0
DFCC.N0000,1992,04,30.5,973.0,1455142.5
DIPD.N0000,1992,04,2.0,300.0,30000.0
EAST.N0000,1992,04,3.0,2500.0,92500.0
GHLL.N0000,1992,04,3.0,4200.0,30400.0
GRAN.N0000,1992,04,7.0,1500.0,254625.0
HAYC.N0000,1992,04,3.5,696.0,107439.0
HAYL.N0000,1992,04,2.0,500.0,255500.0
HDEV.N0000,1992,04,3.0,4000.0,120000.0
HNB.N0000,1992,04,5.0,1000.0,405500.0
JKH.N0000,1992,04,11.0,4212.0,1436192.0
KAPI.N0000,1992,04,2.0,600.0,17450.0
LCEM.N0000,1992,04,1.0,1250.0,8750.0
LMF.N0000,1992,04,37.0,25200.0,1025125.0
NEST.N0000,1992,04,5.0,1000.0,25287.5
ONAL.N0000,1992,04,1.0,1000.0,15500.0
OSEA.N0000,1992,04,1.0,100.0,2000.0
PARQ.N0000,1992,04,1.0,100.0,9000.0
PDL.N0000,1992,04,2.0,1000.0,18000.0
RICH.N0000,1992,04,2.0,300.0,76237.5
SAMP.N0000,1992,04,16.0,15450.0,553575.0
SEYB.N0000,1992,04,15.0,6500.0,558200.0
SHAL.N0000,1992,04,1.0,396.0,227700.0
SHOT.N0000,1992,04,6.0,6053.0,458587.5
SPEN.N0000,1992,04,3.0,20000.0,6699725.0
SUGA.N0000,1992,04,12.0,7100.0,266500.0
TILE.N0000,1992,04,9.0,3850.0,290875.0
TKYO.N0000,1992,04,2.0,550.0,20350.0
ACL.N0000,1992,05,2.0,400.0,68400.0
ARPI.N0000,1992,05,1.0,1500.0,105000.0
ASIR.N0000,1992,05,2.0,200.0,4575.0
BHR.N0000,1992,05,3.0,2056.0,190734.0
BINN.N0000,1992,05,2.0,250.0,11250.0
BOGA.N0000,1992,05,115.0,43750.0,520525.0
CARG.N0000,1992,05,1.5,450.0,98750.0
CFIN.N0000,1992,05,4.0,967.5,304762.5
CFLB.N0000,1992,05,7.0,25000.0,501125.0
CFT.N0000,1992,05,1.0,200.0,13800.0
CIC.N0000,1992,05,2.5,525.0,78750.0
CIND.N0000,1992,05,6.5,2375.0,240437.5
COMB.N0000,1992,05,4.0,925.0,230200.0
CTC.N0000,1992,05,11.0,4075.0,239021.0
CTCE.N0000,1992,05,1.5,300.0,15175.0
CTHR.N0000,1992,05,1.0,300.0,105000.0
DFCC.N0000,1992,05,36.0,1035.0,1756890.0
DIPD.N0000,1992,05,1.0,300.0,27400.0
EAST.N0000,1992,05,1.0,400.0,15000.0
GHLL.N0000,1992,05,3.0,2200.0,15000.0
GRAN.N0000,1992,05,7.0,1300.0,284000.0
HAYC.N0000,1992,05,3.5,1018.0,157790.0
HAYL.N0000,1992,05,4.0,1050.0,546000.0
HDEV.N0000,1992,05,2.0,3000.0,82000.0
HNB.N0000,1992,05,4.0,1100.0,430200.0
JKH.N0000,1992,05,9.5,2105.0,673831.25
KAPI.N0000,1992,05,2.0,350.0,9500.0
LCEM.N0000,1992,05,1.0,1000.0,6750.0
LDEV.N0000,1992,05,1.0,400.0,20000.0
LMF.N0000,1992,05,26.5,15600.0,557512.5
MORI.N0000,1992,05,1.0,100.0,22000.0
NEST.N0000,1992,05,4.0,1050.0,22700.0
ONAL.N0000,1992,05,2.5,1000.0,18750.0
OSEA.N0000,1992,05,5.0,5000.0,99900.0
PDL.N0000,1992,05,2.0,700.0,11900.0
RICH.N0000,1992,05,3.0,525.0,120750.0
SAMP.N0000,1992,05,20.5,19675.0,642300.0
SEYB.N0000,1992,05,11.5,4900.0,365787.5
SHOT.N0000,1992,05,2.0,2823.0,198833.0
SPEN.N0000,1992,05,1.0,100.0,32000.0
SUGA.N0000,1992,05,13.0,5025.0,174150.0
TILE.N0000,1992,05,3.0,400.0,28050.0
TKYO.N0000,1992,05,2.0,2000.0,58500.0
ACL.N0000,1992,06,1.5,300.0,47375.0
ASIR.N0000,1992,06,1.0,300.0,6050.0
BHR.N0000,1992,06,5.5,1700.0,160100.0
BINN.N0000,1992,06,3.0,400.0,16150.0
BOGA.N0000,1992,06,77.0,22350.0,249612.5
BRWN.N0000,1992,06,3.5,1225.0,172250.0
CARG.N0000,1992,06,1.5,150.0,30000.0
CFIN.N0000,1992,06,2.0,486.0,145800.0
CFLB.N0000,1992,06,5.5,9025.0,205350.0
CFT.N0000,1992,06,1.0,1475.0,80750.0
CHOU.N0000,1992,06,2.0,1575.0,29925.0
CIC.N0000,1992,06,2.0,623.5,92554.5
CIND.N0000,1992,06,6.0,1550.0,147762.5
CINV.N0000,1992,06,2.0,1500.0,360000.0
COMB.N0000,1992,06,3.0,1182.0,278045.0
CTC.N0000,1992,06,7.0,1800.0,86725.0
CTCE.N0000,1992,06,1.0,200.0,9600.0
DFCC.N0000,1992,06,18.5,455.0,765035.0
DIPD.N0000,1992,06,2.0,300.0,27000.0
EAST.N0000,1992,06,2.0,400.0,14400.0
GHLL.N0000,1992,06,4.0,3400.0,21250.0
GRAN.N0000,1992,06,5.0,900.0,90000.0
HAYC.N0000,1992,06,2.0,100.0,14600.0
HAYL.N0000,1992,06,2.0,220.0,110820.0
HDEV.N0000,1992,06,3.0,1500.0,40500.0
HNB.N0000,1992,06,2.5,795.0,306075.0
JKH.N0000,1992,06,7.0,1700.0,519500.0
KAPI.N0000,1992,06,2.0,500.0,12500.0
KZOO.N0000,1992,06,1.0,100.0,12500.0
LCEM.N0000,1992,06,1.5,1000.0,6000.0
LMF.N0000,1992,06,24.0,14650.0,521925.0
NEST.N0000,1992,06,4.0,1250.0,26587.5
ONAL.N0000,1992,06,2.0,1000.0,16000.0
OSEA.N0000,1992,06,2.0,1000.0,18250.0
PARQ.N0000,1992,06,2.0,502.5,44200.0
PDL.N0000,1992,06,3.0,2250.0,39375.0
RICH.N0000,1992,06,2.0,450.0,103500.0
SAMP.N0000,1992,06,23.0,17000.0,534675.0
SEYB.N0000,1992,06,14.0,6250.0,466350.0
SHOT.N0000,1992,06,2.0,1257.5,88934.5
SPEN.N0000,1992,06,1.5,175.0,53500.0
SUGA.N0000,1992,06,13.0,6200.0,203775.0
TILE.N0000,1992,06,3.0,1250.0,91675.0
TKYO.N0000,1992,06,2.0,625.0,17350.0
ACL.N0000,1992,07,2.0,449.5,69925.0
ARPI.N0000,1992,07,1.0,237.5,18368.75
ASIR.N0000,1992,07,2.0,300.0,5462.5
BHR.N0000,1992,07,5.0,1900.0,190000.0
BINN.N0000,1992,07,2.0,250.0,9000.0
BOGA.N0000,1992,07,58.5,18125.0,195800.0
CARG.N0000,1992,07,3.0,331.0,66200.0
CFIN.N0000,1992,07,2.5,550.0,170800.0
CFLB.N0000,1992,07,4.0,1212.0,24240.0
CFT.N0000,1992,07,1.0,200.0,12000.0
CHOU.N0000,1992,07,1.0,500.0,8750.0
CIC.N0000,1992,07,3.0,375.0,55075.0
CIND.N0000,1992,07,3.5,1300.0,122075.0
CINV.N0000,1992,07,1.0,100.0,21100.0
COMB.N0000,1992,07,4.0,600.0,141150.0
CTC.N0000,1992,07,4.5,1215.0,53230.0
CTCE.N0000,1992,07,1.0,200.0,7200.0
DFCC.N0000,1992,07,21.0,405.0,675270.0
DIPD.N0000,1992,07,1.0,350.0,32000.0
EAST.N0000,1992,07,3.0,700.0,25750.0
GHLL.N0000,1992,07,3.0,4900.0,28150.0
GRAN.N0000,1992,07,3.5,1775.0,172412.5
HAYC.N0000,1992,07,2.0,250.0,36250.0
HAYL.N0000,1992,07,4.0,200.0,103000.0
HDEV.N0000,1992,07,2.5,1500.0,39500.0
HNB.N0000,1992,07,2.0,250.0,96050.0
JKH.N0000,1992,07,5.0,1275.0,350250.0
KAPI.N0000,1992,07,2.0,950.0,15675.0
LCEM.N0000,1992,07,1.0,500.0,3125.0
LMF.N0000,1992,07,26.0,18850.0,577037.5
NEST.N0000,1992,07,4.0,900.0,18900.0
ONAL.N0000,1992,07,3.0,1500.0,25250.0
PARQ.N0000,1992,07,1.0,10.0,850.0
PDL.N0000,1992,07,3.0,900.0,15750.0
RICH.N0000,1992,07,2.0,450.0,96750.0
SAMP.N0000,1992,07,31.5,25050.0,756437.5
SEYB.N0000,1992,07,11.5,4350.0,306987.5
SHOT.N0000,1992,07,2.0,1000.0,72500.0
SPEN.N0000,1992,07,1.0,100.0,30500.0
SUGA.N0000,1992,07,11.0,3950.0,115062.5
TILE.N0000,1992,07,4.0,925.0,68200.0
TKYO.N0000,1992,07,1.0,200.0,4200.0
ACL.N0000,1992,08,2.0,200.0,37700.0
ARPI.N0000,1992,08,1.0,1500.0,120750.0
