Label,Year,Month,Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.),Loan Rate,Inflation,Buy Rate,Election
BOGA.N0000,2013,9,20.594736842105263,6.0,1010.0,20766.0,9.0,6.2,130.55805,1
BOGA.N0000,2013,10,21.73,6.0,1300.5,27743.4,8.5,6.7,129.4379,0
BOGA.N0000,2013,11,20.05263157894737,3.0,508.0,11023.4,8.5,5.6,129.4675,0
BOGA.N0000,2013,12,18.51176470588236,4.0,505.0,9142.5,8.5,4.7,129.2389,0
BOGA.N0000,2014,1,19.66842105263158,7.0,2571.0,51512.8,8.0,4.4,129.2997,0
BOGA.N0000,2014,2,19.484615384615385,2.0,500.0,9800.0,8.0,4.2,129.3692,0
BOGA.N0000,2014,3,18.77894736842105,6.0,2954.0,55245.0,8.0,4.2,129.1601,1
BOGA.N0000,2014,4,20.38235294117647,8.0,2548.0,50740.0,8.0,4.9,129.1501,0
BOGA.N0000,2014,5,21.744444444444444,6.0,2067.5,44634.35,8.0,3.2,128.956,0
BOGA.N0000,2014,6,22.438888888888886,13.0,3351.0,70945.3,8.0,2.8,128.8435,0
BOGA.N0000,2014,7,23.97142857142857,9.0,5000.0,120734.6,8.0,3.6,128.7938,0
BOGA.N0000,2014,8,27.1,18.0,5580.0,158729.0,8.0,3.5,128.742,0
BOGA.N0000,2014,9,26.81111111111112,6.5,2090.0,56400.0,8.0,3.5,128.7997,1
BOGA.N0000,2014,10,28.00555555555556,9.0,5540.5,148613.45,8.0,1.6,129.2044,0
BOGA.N0000,2014,11,29.81578947368421,18.0,3901.0,115700.5,8.0,1.5,129.5343,0
BOGA.N0000,2014,12,31.40526315789474,4.0,401.0,12982.6,8.0,2.1,130.2944,0
BOGA.N0000,2015,1,31.946153846153848,4.0,1601.0,51231.5,8.0,3.2,131.1807,1
BOGA.N0000,2015,2,34.24285714285714,5.0,1450.0,50457.5,8.0,0.6,131.7442,0
BOGA.N0000,2015,3,31.035714285714285,5.5,2091.5,67030.0,8.0,0.1,131.8709,0
BOGA.N0000,2015,4,32.577777777777776,5.0,7270.5,241316.45,7.5,0.1,131.9265,0
BOGA.N0000,2015,5,32.800000000000004,6.0,1184.0,36804.4,7.5,0.2,133.1543,0
BOGA.N0000,2015,6,31.06666666666667,3.0,561.0,17015.05,7.5,0.1,132.4553,0
BOGA.N0000,2015,7,31.176470588235293,6.0,600.0,18030.0,7.5,-0.2,132.0875,0
BOGA.N0000,2015,8,32.5,8.5,1982.5,63564.8,7.5,-0.2,132.3468,1
BOGA.N0000,2015,9,30.75625,4.0,821.0,25352.1,7.5,-0.3,137.3237,0
BOGA.N0000,2015,10,32.56315789473685,8.0,1305.0,38647.5,7.5,1.7,138.558,0
BOGA.N0000,2015,11,35.05263157894737,10.0,3450.0,120980.5,7.5,3.1,139.8133,0
BOGA.N0000,2015,12,31.81666666666667,12.5,3153.0,104814.3,7.5,2.8,141.3956,0
BOGA.N0000,2016,1,30.35263157894737,9.0,2415.0,72147.5,7.5,0.9,141.96314999999998,0
BOGA.N0000,2016,2,31.78333333333333,12.0,3387.5,103008.75,8.0,2.7,142.0631,0
BOGA.N0000,2016,3,20.27368421052632,20.0,5941.0,163076.7,8.0,2.0,142.93939999999998,0
BOGA.N0000,2016,4,15.883333333333333,13.0,5793.0,92572.2,8.0,3.1,142.94445000000002,0
BOGA.N0000,2016,5,16.735,18.0,16068.5,266491.3,8.0,4.8,143.91205000000002,0
BOGA.N0000,2016,6,15.052380952380954,5.0,2311.0,36062.2,8.0,6.0,144.21205,0
BOGA.N0000,2016,7,15.36111111111111,13.0,8173.0,119319.4,8.5,5.5,144.2238,0
BOGA.N0000,2016,8,15.576190476190478,9.0,5038.0,76832.9,8.5,4.0,143.55185,0
BOGA.N0000,2016,9,15.736842105263158,7.0,2500.0,39780.0,8.5,3.9,143.59660000000002,0
BOGA.N0000,2016,10,16.775,12.5,13084.5,220614.75,8.5,4.2,145.0094,0
BOGA.N0000,2016,11,15.36470588235294,3.0,2400.0,35310.0,8.5,3.4,146.5311,0
BOGA.N0000,2016,12,14.754545454545456,3.0,530.0,7697.0,8.5,4.1,147.4864,0
BOGA.N0000,2017,1,14.35,3.5,1060.0,15130.5,8.5,5.5,148.0937,0
BOGA.N0000,2017,2,12.825,4.5,1056.5,13368.3,8.5,6.8,148.7207,0
BOGA.N0000,2017,3,11.765,2.0,520.0,6039.2,8.75,7.3,149.944,0
BOGA.N0000,2017,4,14.047058823529412,10.0,5856.0,83626.3,8.75,6.9,150.3712,0
BOGA.N0000,2017,5,16.126315789473683,22.0,26385.0,400126.9,8.75,6.0,150.61125,0
BOGA.N0000,2017,6,16.1,5.5,3231.5,50789.75,8.75,6.1,150.85125,0
BOGA.N0000,2017,7,15.133333333333333,3.0,907.0,13670.4,8.75,4.8,151.6362,0
BOGA.N0000,2017,8,14.476470588235294,2.0,500.0,7400.0,8.75,6.0,151.1436,0
BOGA.N0000,2017,9,13.976470588235294,4.0,2425.0,34220.0,8.75,7.1,150.8502,0
BOGA.N0000,2017,10,14.152941176470588,4.0,1705.0,24244.0,8.75,7.8,151.6062,0
BOGA.N0000,2017,11,13.38125,4.0,683.0,9083.3,8.75,7.6,151.6258,0
BOGA.N0000,2017,12,12.84,6.0,1485.0,19193.5,8.75,7.1,151.1479,0
BOGA.N0000,2018,1,13.125,5.0,2450.0,32584.45,8.75,5.8,151.80495,0
BOGA.N0000,2018,2,13.74,4.0,1601.0,22114.4,8.75,4.5,152.9491,1
BOGA.N0000,2018,3,13.78125,3.0,1255.0,17265.0,8.75,4.2,153.74225,0
BOGA.N0000,2018,4,14.3,16.0,30445.0,445169.6,8.5,3.8,153.8769,0
BOGA.N0000,2018,5,14.525,5.5,4722.5,68757.5,8.5,4.0,156.1427,0
BOGA.N0000,2018,6,14.014285714285714,3.0,1843.0,25533.3,8.5,4.4,157.1705,0
BOGA.N0000,2018,7,13.74,5.0,555.0,7775.25,8.5,5.4,157.7089,0
