Label,Year,Month,Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.),Loan Rate,Inflation,Buy Rate,Election
ONAL.N0000,1995,1,10.26923076923077,2.0,1100.0,12650.0,20.7,2.4,49.96,0
OSEA.N0000,1995,1,25.0,2.0,900.0,22500.0,20.7,2.4,49.96,0
PALM.N0000,1995,1,34.611111111111114,2.0,1000.0,35000.0,20.7,2.4,49.96,0
PARQ.N0000,1995,1,20.3,1.0,400.0,10100.0,20.7,2.4,49.96,0
PDL.N0000,1995,1,17.541666666666668,3.0,902.5,16840.0,20.7,2.4,49.96,0
RCL.N0000,1995,1,55.9375,23.5,15650.0,887412.5,20.7,2.4,49.96,0
RICH.N0000,1995,1,126.45454545454544,3.0,1600.0,226500.0,20.7,2.4,49.96,0
SAMP.N0000,1995,1,52.275,36.5,26495.0,1397622.5,20.7,2.4,49.96,0
SEMB.N0000,1995,1,27.025,12.0,4350.0,117562.5,20.7,2.4,49.96,0
SEYB.N0000,1995,1,66.05,26.5,14124.5,919787.5,20.7,2.4,49.96,0
SHOT.N0000,1995,1,38.04166666666666,2.0,750.0,29400.0,20.7,2.4,49.96,0
SPEN.N0000,1995,1,258.375,3.0,900.0,241000.0,20.7,2.4,49.96,0
TILE.N0000,1995,1,63.71428571428572,2.0,1200.0,89100.0,20.7,2.4,49.96,0
TKYO.N0000,1995,1,141.04545454545453,2.0,500.0,74800.0,20.7,2.4,49.96,0
TYRE.N0000,1995,1,42.6125,46.0,24413.0,1052120.0,20.7,2.4,49.96,0
ACL.N0000,1995,2,159.32142857142858,2.0,600.0,105500.0,20.7,1.0,49.88,0
ASIR.N0000,1995,2,31.6,4.0,5000.0,178750.0,20.7,1.0,49.88,0
BFL.N0000,1995,2,20.09722222222222,17.5,5000.0,112762.5,20.7,1.0,49.88,0
BOGA.N0000,1995,2,3.703125,7.5,5100.0,17125.0,20.7,1.0,49.88,0
BRWN.N0000,1995,2,369.77777777777777,2.0,500.0,328200.0,20.7,1.0,49.88,0
CARG.N0000,1995,2,180.0,1.0,700.0,126000.0,20.7,1.0,49.88,0
CCS.N0000,1995,2,33.8125,4.0,1150.0,44050.0,20.7,1.0,49.88,0
CFIN.N0000,1995,2,409.22222222222223,2.0,500.0,181000.0,20.7,1.0,49.88,0
CFLB.N0000,1995,2,23.514705882352946,12.0,4415.0,96035.0,20.7,1.0,49.88,0
CFVF.N0000,1995,2,16.541666666666668,17.0,4950.0,70800.0,20.7,1.0,49.88,0
CIC.N0000,1995,2,74.83333333333333,1.0,300.0,26700.0,20.7,1.0,49.88,0
CIC.X0000,1995,2,100.0,1.0,300.0,30000.0,20.7,1.0,49.88,0
CIND.N0000,1995,2,118.3076923076923,1.0,300.0,34800.0,20.7,1.0,49.88,0
CINV.N0000,1995,2,259.1666666666667,2.0,1000.0,255000.0,20.7,1.0,49.88,0
COMB.N0000,1995,2,239.4,3.0,800.0,188000.0,20.7,1.0,49.88,0
CTC.N0000,1995,2,21.40909090909091,3.0,400.0,11100.0,20.7,1.0,49.88,0
DFCC.N0000,1995,2,449.1470588235294,12.0,2682.0,1139305.0,20.7,1.0,49.88,0
DIPD.N0000,1995,2,82.5,1.0,500.0,40250.0,20.7,1.0,49.88,0
DIST.N0000,1995,2,7.791666666666667,34.0,21550.0,148862.5,20.7,1.0,49.88,0
EAST.N0000,1995,2,22.916666666666668,1.0,100.0,2400.0,20.7,1.0,49.88,0
GHLL.N0000,1995,2,4.40625,5.0,3450.0,15237.5,20.7,1.0,49.88,0
GLAS.N0000,1995,2,21.694444444444443,18.0,6100.0,128450.0,20.7,1.0,49.88,0
GRAN.N0000,1995,2,55.63235294117647,12.0,12400.0,657000.0,20.7,1.0,49.88,0
