Label,Year,Month,Loan Rate,Election,Close (Rs.),Inflation,Buy Rate
ONAL.N0000,1995,1,20.7,0,10.26923076923077,2.4,49.96
OSEA.N0000,1995,1,20.7,0,25.0,2.4,49.96
PALM.N0000,1995,1,20.7,0,34.611111111111114,2.4,49.96
PARQ.N0000,1995,1,20.7,0,20.3,2.4,49.96
PDL.N0000,1995,1,20.7,0,17.541666666666668,2.4,49.96
RCL.N0000,1995,1,20.7,0,55.9375,2.4,49.96
RICH.N0000,1995,1,20.7,0,126.45454545454544,2.4,49.96
SAMP.N0000,1995,1,20.7,0,52.275,2.4,49.96
SEMB.N0000,1995,1,20.7,0,27.025,2.4,49.96
SEYB.N0000,1995,1,20.7,0,66.05,2.4,49.96
SHOT.N0000,1995,1,20.7,0,38.04166666666666,2.4,49.96
SPEN.N0000,1995,1,20.7,0,258.375,2.4,49.96
TILE.N0000,1995,1,20.7,0,63.71428571428572,2.4,49.96
TKYO.N0000,1995,1,20.7,0,141.04545454545453,2.4,49.96
TYRE.N0000,1995,1,20.7,0,42.6125,2.4,49.96
ACL.N0000,1995,2,20.7,0,159.32142857142858,1.0,49.88
ASIR.N0000,1995,2,20.7,0,31.6,1.0,49.88
BFL.N0000,1995,2,20.7,0,20.09722222222222,1.0,49.88
BOGA.N0000,1995,2,20.7,0,3.703125,1.0,49.88
BRWN.N0000,1995,2,20.7,0,369.77777777777777,1.0,49.88
CARG.N0000,1995,2,20.7,0,180.0,1.0,49.88
CCS.N0000,1995,2,20.7,0,33.8125,1.0,49.88
CFIN.N0000,1995,2,20.7,0,409.22222222222223,1.0,49.88
CFLB.N0000,1995,2,20.7,0,23.514705882352946,1.0,49.88
CFVF.N0000,1995,2,20.7,0,16.541666666666668,1.0,49.88
CIC.N0000,1995,2,20.7,0,74.83333333333333,1.0,49.88
CIC.X0000,1995,2,20.7,0,100.0,1.0,49.88
CIND.N0000,1995,2,20.7,0,118.3076923076923,1.0,49.88
CINV.N0000,1995,2,20.7,0,259.1666666666667,1.0,49.88
COMB.N0000,1995,2,20.7,0,239.4,1.0,49.88
CTC.N0000,1995,2,20.7,0,21.40909090909091,1.0,49.88
DFCC.N0000,1995,2,20.7,0,449.1470588235294,1.0,49.88
DIPD.N0000,1995,2,20.7,0,82.5,1.0,49.88
DIST.N0000,1995,2,20.7,0,7.791666666666667,1.0,49.88
EAST.N0000,1995,2,20.7,0,22.916666666666668,1.0,49.88
GHLL.N0000,1995,2,20.7,0,4.40625,1.0,49.88
GLAS.N0000,1995,2,20.7,0,21.694444444444443,1.0,49.88
GRAN.N0000,1995,2,20.7,0,55.63235294117647,1.0,49.88
HAYC.N0000,1995,2,20.7,0,54.21875,1.0,49.88
HAYL.N0000,1995,2,20.7,0,180.22222222222223,1.0,49.88
HNB.N0000,1995,2,20.7,0,479.51666666666665,1.0,49.88
JKH.N0000,1995,2,20.7,0,221.0833333333333,1.0,49.88
LMF.N0000,1995,2,20.7,0,24.02777777777778,1.0,49.88
LWL.N0000,1995,2,20.7,0,68.94444444444444,1.0,49.88
NDB.N0000,1995,2,20.7,0,334.65277777777777,1.0,49.88
NEST.N0000,1995,2,20.7,0,42.958333333333336,1.0,49.88
ONAL.N0000,1995,2,20.7,0,9.716666666666669,1.0,49.88
OSEA.N0000,1995,2,20.7,0,22.0,1.0,49.88
PALM.N0000,1995,2,20.7,0,26.28333333333333,1.0,49.88
PDL.N0000,1995,2,20.7,0,16.96153846153846,1.0,49.88
RCL.N0000,1995,2,20.7,0,43.888888888888886,1.0,49.88
RICH.N0000,1995,2,20.7,0,109.9318181818182,1.0,49.88
SAMP.N0000,1995,2,20.7,0,43.375,1.0,49.88
SEMB.N0000,1995,2,20.7,0,20.58333333333333,1.0,49.88
SEYB.N0000,1995,2,20.7,0,54.138888888888886,1.0,49.88
SHOT.N0000,1995,2,20.7,0,34.25,1.0,49.88
SPEN.N0000,1995,2,20.7,0,228.06666666666663,1.0,49.88
TILE.N0000,1995,2,20.7,0,46.8125,1.0,49.88
TKYO.N0000,1995,2,20.7,0,114.5,1.0,49.88
TYRE.N0000,1995,2,20.7,0,29.541666666666668,1.0,49.88
ACL.N0000,1995,3,20.7,0,171.225,-0.9,49.45
ASIR.N0000,1995,3,20.7,0,32.4875,-0.9,49.45
BFL.N0000,1995,3,20.7,0,23.71590909090909,-0.9,49.45
BOGA.N0000,1995,3,20.7,0,3.6052631578947367,-0.9,49.45
BRWN.N0000,1995,3,20.7,0,351.875,-0.9,49.45
CARG.N0000,1995,3,20.7,0,90.0,-0.9,49.45
CCS.N0000,1995,3,20.7,0,38.516666666666666,-0.9,49.45
CFIN.N0000,1995,3,20.7,0,365.6666666666667,-0.9,49.45
CFLB.N0000,1995,3,20.7,0,23.894736842105264,-0.9,49.45
CFVF.N0000,1995,3,20.7,0,16.90909090909091,-0.9,49.45
CIC.N0000,1995,3,20.7,0,71.79166666666667,-0.9,49.45
CIC.X0000,1995,3,20.7,0,44.9375,-0.9,49.45
CIND.N0000,1995,3,20.7,0,105.0,-0.9,49.45
CINV.N0000,1995,3,20.7,0,216.16666666666663,-0.9,49.45
COMB.N0000,1995,3,20.7,0,257.5138888888889,-0.9,49.45
CTC.N0000,1995,3,20.7,0,26.2375,-0.9,49.45
DFCC.N0000,1995,3,20.7,0,456.20238095238096,-0.9,49.45
DIPD.N0000,1995,3,20.7,0,71.375,-0.9,49.45
DIST.N0000,1995,3,20.7,0,7.1477272727272725,-0.9,49.45
EAST.N0000,1995,3,20.7,0,22.0,-0.9,49.45
GHLL.N0000,1995,3,20.7,0,4.447368421052632,-0.9,49.45
GLAS.N0000,1995,3,20.7,0,20.64772727272728,-0.9,49.45
GRAN.N0000,1995,3,20.7,0,51.64772727272727,-0.9,49.45
HAYC.N0000,1995,3,20.7,0,34.1,-0.9,49.45
HAYL.N0000,1995,3,20.7,0,229.6590909090909,-0.9,49.45
HNB.N0000,1995,3,20.7,0,442.8421052631579,-0.9,49.45
JKH.N0000,1995,3,20.7,0,187.2386363636364,-0.9,49.45
LMF.N0000,1995,3,20.7,0,24.727272727272727,-0.9,49.45
LWL.N0000,1995,3,20.7,0,69.75,-0.9,49.45
NDB.N0000,1995,3,20.7,0,351.04761904761904,-0.9,49.45
NEST.N0000,1995,3,20.7,0,43.71875,-0.9,49.45
ONAL.N0000,1995,3,20.7,0,8.795454545454545,-0.9,49.45
OSEA.N0000,1995,3,20.7,0,20.77777777777778,-0.9,49.45
PALM.N0000,1995,3,20.7,0,22.25,-0.9,49.45
PARQ.N0000,1995,3,20.7,0,15.09375,-0.9,49.45
PDL.N0000,1995,3,20.7,0,17.453125,-0.9,49.45
RCL.N0000,1995,3,20.7,0,43.56818181818182,-0.9,49.45
RICH.N0000,1995,3,20.7,0,97.0125,-0.9,49.45
SAMP.N0000,1995,3,20.7,0,46.93181818181818,-0.9,49.45
SEMB.N0000,1995,3,20.7,0,22.02272727272728,-0.9,49.45
SEYB.N0000,1995,3,20.7,0,57.95454545454545,-0.9,49.45
SHOT.N0000,1995,3,20.7,0,32.53333333333333,-0.9,49.45
SPEN.N0000,1995,3,20.7,0,202.25,-0.9,49.45
TILE.N0000,1995,3,20.7,0,57.63461538461539,-0.9,49.45
TKYO.N0000,1995,3,20.7,0,111.08333333333331,-0.9,49.45
TYRE.N0000,1995,3,20.7,0,23.204545454545453,-0.9,49.45
ACL.N0000,1995,4,20.7,0,157.55555555555554,0.7,49.36
ASIR.N0000,1995,4,20.7,0,27.296875,0.7,49.36
BFL.N0000,1995,4,20.7,0,21.45833333333333,0.7,49.36
BOGA.N0000,1995,4,20.7,0,3.375,0.7,49.36
BRWN.N0000,1995,4,20.7,0,540.625,0.7,49.36
CCS.N0000,1995,4,20.7,0,48.22222222222222,0.7,49.36
CFIN.N0000,1995,4,20.7,0,310.65625,0.7,49.36
CFLB.N0000,1995,4,20.7,0,16.75,0.7,49.36
CFVF.N0000,1995,4,20.7,0,14.805555555555555,0.7,49.36
CIC.N0000,1995,4,20.7,0,84.375,0.7,49.36
CIC.X0000,1995,4,20.7,0,0.0,0.7,49.36
CIND.N0000,1995,4,20.7,0,92.08333333333331,0.7,49.36
COMB.N0000,1995,4,20.7,0,213.9375,0.7,49.36
CTC.N0000,1995,4,20.7,0,20.77777777777778,0.7,49.36
DFCC.N0000,1995,4,20.7,0,440.3833333333333,0.7,49.36
DIPD.N0000,1995,4,20.7,0,75.1875,0.7,49.36
DIST.N0000,1995,4,20.7,0,6.402777777777778,0.7,49.36
GHLL.N0000,1995,4,20.7,0,4.038461538461538,0.7,49.36
GLAS.N0000,1995,4,20.7,0,16.86111111111111,0.7,49.36
GRAN.N0000,1995,4,20.7,0,46.85294117647059,0.7,49.36
HAYC.N0000,1995,4,20.7,0,39.0,0.7,49.36
HAYL.N0000,1995,4,20.7,0,185.9375,0.7,49.36
HNB.N0000,1995,4,20.7,0,475.38235294117646,0.7,49.36
JKH.N0000,1995,4,20.7,0,172.31666666666666,0.7,49.36
LMF.N0000,1995,4,20.7,0,23.13888888888889,0.7,49.36
LWL.N0000,1995,4,20.7,0,65.41176470588235,0.7,49.36
NDB.N0000,1995,4,20.7,0,274.5138888888889,0.7,49.36
NEST.N0000,1995,4,20.7,0,37.55357142857143,0.7,49.36
ONAL.N0000,1995,4,20.7,0,7.45,0.7,49.36
OSEA.N0000,1995,4,20.7,0,20.107142857142858,0.7,49.36
PALM.N0000,1995,4,20.7,0,20.25,0.7,49.36
PARQ.N0000,1995,4,20.7,0,10.75,0.7,49.36
PDL.N0000,1995,4,20.7,0,17.0,0.7,49.36
RCL.N0000,1995,4,20.7,0,40.36111111111112,0.7,49.36
RICH.N0000,1995,4,20.7,0,96.80555555555556,0.7,49.36
SAMP.N0000,1995,4,20.7,0,46.36111111111112,0.7,49.36
SEMB.N0000,1995,4,20.7,0,20.397058823529413,0.7,49.36
SEYB.N0000,1995,4,20.7,0,54.75,0.7,49.36
SHOT.N0000,1995,4,20.7,0,32.083333333333336,0.7,49.36
SPEN.N0000,1995,4,20.7,0,142.07692307692307,0.7,49.36
TILE.N0000,1995,4,20.7,0,47.82142857142857,0.7,49.36
TKYO.N0000,1995,4,20.7,0,121.0,0.7,49.36
TYRE.N0000,1995,4,20.7,0,19.18055555555556,0.7,49.36
ACL.N0000,1995,5,20.7,0,143.79166666666666,8.1,49.605
ASIR.N0000,1995,5,20.7,0,23.78125,8.1,49.605
BFL.N0000,1995,5,20.7,0,16.988095238095237,8.1,49.605
BOGA.N0000,1995,5,20.7,0,2.986842105263158,8.1,49.605
BRWN.N0000,1995,5,20.7,0,715.0,8.1,49.605
CCS.N0000,1995,5,20.7,0,36.02777777777778,8.1,49.605
CFIN.N0000,1995,5,20.7,0,192.421875,8.1,49.605
CFLB.N0000,1995,5,20.7,0,15.055555555555555,8.1,49.605
CFVF.N0000,1995,5,20.7,0,11.8125,8.1,49.605
CIC.N0000,1995,5,20.7,0,51.0,8.1,49.605
CIC.X0000,1995,5,20.7,0,64.21875,8.1,49.605
CIND.N0000,1995,5,20.7,0,65.0,8.1,49.605
CINV.N0000,1995,5,20.7,0,262.5416666666667,8.1,49.605
COMB.N0000,1995,5,20.7,0,164.8125,8.1,49.605
CTC.N0000,1995,5,20.7,0,21.764705882352946,8.1,49.605
DFCC.N0000,1995,5,20.7,0,378.9583333333333,8.1,49.605
DIPD.N0000,1995,5,20.7,0,62.375,8.1,49.605
DIST.N0000,1995,5,20.7,0,6.119047619047619,8.1,49.605
EAST.N0000,1995,5,20.7,0,37.5,8.1,49.605
GHLL.N0000,1995,5,20.7,0,3.484375,8.1,49.605
GLAS.N0000,1995,5,20.7,0,13.19047619047619,8.1,49.605
GRAN.N0000,1995,5,20.7,0,42.55,8.1,49.605
HAYC.N0000,1995,5,20.7,0,40.0,8.1,49.605
HAYL.N0000,1995,5,20.7,0,159.52777777777777,8.1,49.605
HNB.N0000,1995,5,20.7,0,418.4868421052632,8.1,49.605
JKH.N0000,1995,5,20.7,0,142.875,8.1,49.605
LMF.N0000,1995,5,20.7,0,19.821428571428573,8.1,49.605
LWL.N0000,1995,5,20.7,0,52.333333333333336,8.1,49.605
NDB.N0000,1995,5,20.7,0,203.73809523809524,8.1,49.605
NEST.N0000,1995,5,20.7,0,29.142857142857142,8.1,49.605
ONAL.N0000,1995,5,20.7,0,9.583333333333334,8.1,49.605
OSEA.N0000,1995,5,20.7,0,17.7,8.1,49.605
PALM.N0000,1995,5,20.7,0,14.34375,8.1,49.605
PARQ.N0000,1995,5,20.7,0,10.25,8.1,49.605
PDL.N0000,1995,5,20.7,0,17.0625,8.1,49.605
RCL.N0000,1995,5,20.7,0,37.583333333333336,8.1,49.605
RICH.N0000,1995,5,20.7,0,70.140625,8.1,49.605
SAMP.N0000,1995,5,20.7,0,42.035714285714285,8.1,49.605
SEMB.N0000,1995,5,20.7,0,15.976190476190476,8.1,49.605
SEYB.N0000,1995,5,20.7,0,41.51190476190476,8.1,49.605
SHOT.N0000,1995,5,20.7,0,32.78125,8.1,49.605
SPEN.N0000,1995,5,20.7,0,135.11111111111111,8.1,49.605
TILE.N0000,1995,5,20.7,0,50.66666666666666,8.1,49.605
TKYO.N0000,1995,5,20.7,0,93.875,8.1,49.605
TYRE.N0000,1995,5,20.7,0,14.726190476190476,8.1,49.605
ACL.N0000,1995,6,20.7,0,142.1,10.0,50.345
ASIR.N0000,1995,6,20.7,0,29.375,10.0,50.345
BFL.N0000,1995,6,20.7,0,22.0,10.0,50.345
BOGA.N0000,1995,6,20.7,0,3.1,10.0,50.345
BRWN.N0000,1995,6,20.7,0,0.0,10.0,50.345
CCS.N0000,1995,6,20.7,0,37.03125,10.0,50.345
CFIN.N0000,1995,6,20.7,0,186.60294117647052,10.0,50.345
CFLB.N0000,1995,6,20.7,0,15.76923076923077,10.0,50.345
CFVF.N0000,1995,6,20.7,0,13.325,10.0,50.345
CIC.N0000,1995,6,20.7,0,37.71428571428572,10.0,50.345
CIC.X0000,1995,6,20.7,0,47.5,10.0,50.345
CIND.N0000,1995,6,20.7,0,85.0,10.0,50.345
CINV.N0000,1995,6,20.7,0,110.0,10.0,50.345
COMB.N0000,1995,6,20.7,0,177.45,10.0,50.345
CTC.N0000,1995,6,20.7,0,21.359375,10.0,50.345
DFCC.N0000,1995,6,20.7,0,429.45238095238096,10.0,50.345
DIPD.N0000,1995,6,20.7,0,90.25,10.0,50.345
DIST.N0000,1995,6,20.7,0,7.595238095238095,10.0,50.345
EAST.N0000,1995,6,20.7,0,42.016666666666666,10.0,50.345
GHLL.N0000,1995,6,20.7,0,3.821428571428572,10.0,50.345
GLAS.N0000,1995,6,20.7,0,15.678571428571429,10.0,50.345
GRAN.N0000,1995,6,20.7,0,51.94736842105263,10.0,50.345
HAYC.N0000,1995,6,20.7,0,50.45,10.0,50.345
HAYL.N0000,1995,6,20.7,0,190.0,10.0,50.345
HNB.N0000,1995,6,20.7,0,365.7894736842105,10.0,50.345
JKH.N0000,1995,6,20.7,0,170.34722222222223,10.0,50.345
LMF.N0000,1995,6,20.7,0,22.285714285714285,10.0,50.345
LWL.N0000,1995,6,20.7,0,61.48809523809524,10.0,50.345
NDB.N0000,1995,6,20.7,0,231.20238095238096,10.0,50.345
NEST.N0000,1995,6,20.7,0,28.5,10.0,50.345
ONAL.N0000,1995,6,20.7,0,10.35,10.0,50.345
OSEA.N0000,1995,6,20.7,0,16.5,10.0,50.345
PALM.N0000,1995,6,20.7,0,15.421052631578949,10.0,50.345
PARQ.N0000,1995,6,20.7,0,0.0,10.0,50.345
PDL.N0000,1995,6,20.7,0,17.325,10.0,50.345
RCL.N0000,1995,6,20.7,0,43.11904761904762,10.0,50.345
RICH.N0000,1995,6,20.7,0,81.1029411764706,10.0,50.345
SAMP.N0000,1995,6,20.7,0,45.61904761904762,10.0,50.345
SEMB.N0000,1995,6,20.7,0,15.785714285714286,10.0,50.345
SEYB.N0000,1995,6,20.7,0,45.595238095238095,10.0,50.345
SHOT.N0000,1995,6,20.7,0,32.125,10.0,50.345
SPEN.N0000,1995,6,20.7,0,191.01666666666668,10.0,50.345
TILE.N0000,1995,6,20.7,0,41.4,10.0,50.345
TKYO.N0000,1995,6,20.7,0,97.5,10.0,50.345
TYRE.N0000,1995,6,20.7,0,16.61904761904762,10.0,50.345
ACL.N0000,1995,7,20.7,0,150.58333333333334,12.9,50.59
ASIR.N0000,1995,7,20.7,0,25.266666666666666,12.9,50.59
BFL.N0000,1995,7,20.7,0,22.925,12.9,50.59
BOGA.N0000,1995,7,20.7,0,2.9875,12.9,50.59
BRWN.N0000,1995,7,20.7,0,347.5,12.9,50.59
CARG.N0000,1995,7,20.7,0,0.0,12.9,50.59
CCS.N0000,1995,7,20.7,0,35.36363636363637,12.9,50.59
CFIN.N0000,1995,7,20.7,0,193.75,12.9,50.59
CFLB.N0000,1995,7,20.7,0,12.966666666666669,12.9,50.59
CFVF.N0000,1995,7,20.7,0,12.925,12.9,50.59
CIC.N0000,1995,7,20.7,0,48.833333333333336,12.9,50.59
CIC.X0000,1995,7,20.7,0,54.40909090909091,12.9,50.59
CIND.N0000,1995,7,20.7,0,81.0,12.9,50.59
CINV.N0000,1995,7,20.7,0,220.0,12.9,50.59
COMB.N0000,1995,7,20.7,0,189.40625,12.9,50.59
CTC.N0000,1995,7,20.7,0,19.32692307692308,12.9,50.59
DFCC.N0000,1995,7,20.7,0,374.38235294117646,12.9,50.59
DIPD.N0000,1995,7,20.7,0,85.0,12.9,50.59
DIST.N0000,1995,7,20.7,0,7.8375,12.9,50.59
EAST.N0000,1995,7,20.7,0,48.25,12.9,50.59
GHLL.N0000,1995,7,20.7,0,3.8125,12.9,50.59
GLAS.N0000,1995,7,20.7,0,16.2125,12.9,50.59
GRAN.N0000,1995,7,20.7,0,50.76315789473684,12.9,50.59
HAYC.N0000,1995,7,20.7,0,61.46153846153846,12.9,50.59
HAYL.N0000,1995,7,20.7,0,185.46052631578948,12.9,50.59
HNB.N0000,1995,7,20.7,0,428.875,12.9,50.59
JKH.N0000,1995,7,20.7,0,183.3823529411765,12.9,50.59
LMF.N0000,1995,7,20.7,0,23.2625,12.9,50.59
LWL.N0000,1995,7,20.7,0,63.2,12.9,50.59
NDB.N0000,1995,7,20.7,0,249.68421052631572,12.9,50.59
NEST.N0000,1995,7,20.7,0,28.9375,12.9,50.59
ONAL.N0000,1995,7,20.7,0,10.857142857142858,12.9,50.59
OSEA.N0000,1995,7,20.7,0,9.6,12.9,50.59
PALM.N0000,1995,7,20.7,0,15.05,12.9,50.59
PDL.N0000,1995,7,20.7,0,17.431818181818183,12.9,50.59
RCL.N0000,1995,7,20.7,0,42.975,12.9,50.59
RICH.N0000,1995,7,20.7,0,71.375,12.9,50.59
SAMP.N0000,1995,7,20.7,0,45.875,12.9,50.59
SEMB.N0000,1995,7,20.7,0,13.944444444444445,12.9,50.59
SEYB.N0000,1995,7,20.7,0,39.2125,12.9,50.59
SHOT.N0000,1995,7,20.7,0,33.21875,12.9,50.59
SPEN.N0000,1995,7,20.7,0,144.234375,12.9,50.59
TILE.N0000,1995,7,20.7,0,52.1,12.9,50.59
TKYO.N0000,1995,7,20.7,0,57.2,12.9,50.59
TYRE.N0000,1995,7,20.7,0,16.0625,12.9,50.59
ACL.N0000,1995,8,20.7,0,143.14285714285714,8.6,51.65
ASIR.N0000,1995,8,20.7,0,27.892857142857142,8.6,51.65
BFL.N0000,1995,8,20.7,0,22.738636363636363,8.6,51.65
BOGA.N0000,1995,8,20.7,0,2.7916666666666665,8.6,51.65
BRWN.N0000,1995,8,20.7,0,233.3333333333333,8.6,51.65
CARG.N0000,1995,8,20.7,0,57.75,8.6,51.65
CCS.N0000,1995,8,20.7,0,47.25,8.6,51.65
CFIN.N0000,1995,8,20.7,0,290.10714285714283,8.6,51.65
CFLB.N0000,1995,8,20.7,0,13.411764705882351,8.6,51.65
CFVF.N0000,1995,8,20.7,0,11.976190476190476,8.6,51.65
CIC.N0000,1995,8,20.7,0,59.45,8.6,51.65
CIC.X0000,1995,8,20.7,0,56.45,8.6,51.65
CIND.N0000,1995,8,20.7,0,40.5,8.6,51.65
CINV.N0000,1995,8,20.7,0,205.5,8.6,51.65
COMB.N0000,1995,8,20.7,0,193.53571428571428,8.6,51.65
CTC.N0000,1995,8,20.7,0,24.4,8.6,51.65
DFCC.N0000,1995,8,20.7,0,341.5113636363636,8.6,51.65
DIPD.N0000,1995,8,20.7,0,111.125,8.6,51.65
DIST.N0000,1995,8,20.7,0,7.545454545454546,8.6,51.65
EAST.N0000,1995,8,20.7,0,8.9,8.6,51.65
GHLL.N0000,1995,8,20.7,0,3.53125,8.6,51.65
GLAS.N0000,1995,8,20.7,0,15.602272727272728,8.6,51.65
GRAN.N0000,1995,8,20.7,0,52.07142857142857,8.6,51.65
HAYC.N0000,1995,8,20.7,0,62.2,8.6,51.65
HAYL.N0000,1995,8,20.7,0,182.025,8.6,51.65
HNB.N0000,1995,8,20.7,0,388.4342105263158,8.6,51.65
JKH.N0000,1995,8,20.7,0,181.4305555555556,8.6,51.65
LMF.N0000,1995,8,20.7,0,21.556818181818183,8.6,51.65
LWL.N0000,1995,8,20.7,0,65.69318181818181,8.6,51.65
NDB.N0000,1995,8,20.7,0,264.375,8.6,51.65
NEST.N0000,1995,8,20.7,0,26.78846153846154,8.6,51.65
ONAL.N0000,1995,8,20.7,0,8.95,8.6,51.65
OSEA.N0000,1995,8,20.7,0,14.8,8.6,51.65
PALM.N0000,1995,8,20.7,0,14.71875,8.6,51.65
PARQ.N0000,1995,8,20.7,0,6.666666666666667,8.6,51.65
PDL.N0000,1995,8,20.7,0,16.1875,8.6,51.65
RCL.N0000,1995,8,20.7,0,42.97727272727273,8.6,51.65
RICH.N0000,1995,8,20.7,0,83.08333333333333,8.6,51.65
SAMP.N0000,1995,8,20.7,0,48.96590909090909,8.6,51.65
SEMB.N0000,1995,8,20.7,0,12.375,8.6,51.65
SEYB.N0000,1995,8,20.7,0,32.55681818181818,8.6,51.65
SHOT.N0000,1995,8,20.7,0,33.25,8.6,51.65
SPEN.N0000,1995,8,20.7,0,146.57692307692307,8.6,51.65
TILE.N0000,1995,8,20.7,0,56.859375,8.6,51.65
TKYO.N0000,1995,8,20.7,0,79.60714285714286,8.6,51.65
TYRE.N0000,1995,8,20.7,0,15.011363636363637,8.6,51.65
ACL.N0000,1995,9,20.7,0,112.36363636363636,10.7,52.54
ASIR.N0000,1995,9,20.7,0,26.363636363636363,10.7,52.54
BFL.N0000,1995,9,20.7,0,20.77777777777778,10.7,52.54
BOGA.N0000,1995,9,20.7,0,2.625,10.7,52.54
BRWN.N0000,1995,9,20.7,0,470.1666666666667,10.7,52.54
CARG.N0000,1995,9,20.7,0,115.0,10.7,52.54
CCS.N0000,1995,9,20.7,0,49.78846153846154,10.7,52.54
CFIN.N0000,1995,9,20.7,0,241.42857142857144,10.7,52.54
CFLB.N0000,1995,9,20.7,0,12.326923076923077,10.7,52.54
CFVF.N0000,1995,9,20.7,0,10.105263157894736,10.7,52.54
CIC.N0000,1995,9,20.7,0,53.388888888888886,10.7,52.54
CIC.X0000,1995,9,20.7,0,41.57142857142857,10.7,52.54
CIND.N0000,1995,9,20.7,0,74.0,10.7,52.54
CINV.N0000,1995,9,20.7,0,130.0,10.7,52.54
COMB.N0000,1995,9,20.7,0,180.58823529411765,10.7,52.54
CTC.N0000,1995,9,20.7,0,23.482142857142858,10.7,52.54
DFCC.N0000,1995,9,20.7,0,299.7105263157895,10.7,52.54
DIPD.N0000,1995,9,20.7,0,98.25,10.7,52.54
DIST.N0000,1995,9,20.7,0,6.907894736842105,10.7,52.54
EAST.N0000,1995,9,20.7,0,7.642857142857143,10.7,52.54
GHLL.N0000,1995,9,20.7,0,3.075,10.7,52.54
GLAS.N0000,1995,9,20.7,0,14.81578947368421,10.7,52.54
GRAN.N0000,1995,9,20.7,0,46.125,10.7,52.54
HAYC.N0000,1995,9,20.7,0,65.13888888888889,10.7,52.54
HAYL.N0000,1995,9,20.7,0,167.73214285714286,10.7,52.54
HNB.N0000,1995,9,20.7,0,365.671875,10.7,52.54
JKH.N0000,1995,9,20.7,0,116.16666666666669,10.7,52.54
LMF.N0000,1995,9,20.7,0,17.289473684210527,10.7,52.54
LWL.N0000,1995,9,20.7,0,51.98684210526316,10.7,52.54
NDB.N0000,1995,9,20.7,0,225.41666666666663,10.7,52.54
NEST.N0000,1995,9,20.7,0,29.58333333333333,10.7,52.54
ONAL.N0000,1995,9,20.7,0,9.892857142857142,10.7,52.54
OSEA.N0000,1995,9,20.7,0,11.13888888888889,10.7,52.54
PALM.N0000,1995,9,20.7,0,13.4375,10.7,52.54
PARQ.N0000,1995,9,20.7,0,3.5,10.7,52.54
PDL.N0000,1995,9,20.7,0,13.977272727272728,10.7,52.54
RCL.N0000,1995,9,20.7,0,34.68421052631579,10.7,52.54
RICH.N0000,1995,9,20.7,0,60.875,10.7,52.54
SAMP.N0000,1995,9,20.7,0,45.76315789473684,10.7,52.54
SEMB.N0000,1995,9,20.7,0,10.06578947368421,10.7,52.54
SEYB.N0000,1995,9,20.7,0,27.473684210526315,10.7,52.54
SHOT.N0000,1995,9,20.7,0,21.5,10.7,52.54
SPEN.N0000,1995,9,20.7,0,145.05555555555554,10.7,52.54
TILE.N0000,1995,9,20.7,0,41.7,10.7,52.54
TKYO.N0000,1995,9,20.7,0,68.6,10.7,52.54
TYRE.N0000,1995,9,20.7,0,13.93421052631579,10.7,52.54
ACL.N0000,1995,10,20.7,0,65.125,13.5,52.585
ASIR.N0000,1995,10,20.7,0,24.857142857142858,13.5,52.585
BFL.N0000,1995,10,20.7,0,20.02777777777778,13.5,52.585
