Label,Month,Year,Close (Rs.),Loan Rate
HAYC.N0000,3,2000,30.125,13.39
HAYL.N0000,3,2000,95.22222222222223,13.39
HNB.N0000,3,2000,79.85714285714286,13.39
HNB.X0000,3,2000,48.98809523809524,13.39
JFIN.N0000,3,2000,21.5,13.39
JKH.N0000,3,2000,131.77173913043478,13.39
KAPI.N0000,3,2000,6.166666666666667,13.39
KGAL.N0000,3,2000,15.65,13.39
KOTA.N0000,3,2000,10.7625,13.39
LCEM.N0000,3,2000,2.3333333333333335,13.39
LDEV.N0000,3,2000,6.25,13.39
LFIN.N0000,3,2000,4.25,13.39
LION.N0000,3,2000,16.0,13.39
LLUB.N0000,3,2000,62.21875,13.39
LMF.N0000,3,2000,7.083333333333333,13.39
LOLC.N0000,3,2000,24.25,13.39
LWL.N0000,3,2000,7.1875,13.39
MPRH.N0000,3,2000,20.0,13.39
NDB.N0000,3,2000,90.6195652173913,13.39
NEST.N0000,3,2000,63.25,13.39
NTB.N0000,3,2000,12.934782608695652,13.39
ONAL.N0000,3,2000,9.5,13.39
OSEA.N0000,3,2000,2.5,13.39
PALM.N0000,3,2000,27.3,13.39
PDL.N0000,3,2000,17.75,13.39
RCL.N0000,3,2000,13.657894736842104,13.39
RICH.N0000,3,2000,58.583333333333336,13.39
SAMP.N0000,3,2000,44.59782608695652,13.39
SEMB.N0000,3,2000,1.6818181818181819,13.39
SEYB.N0000,3,2000,15.48913043478261,13.39
SPEN.N0000,3,2000,120.11111111111111,13.39
SUGA.N0000,3,2000,4.166666666666667,13.39
TAFL.N0000,3,2000,16.931818181818183,13.39
TFC.N0000,3,2000,14.25,13.39
TILE.N0000,3,2000,13.367647058823529,13.39
TKYO.N0000,3,2000,52.016666666666666,13.39
TYRE.N0000,3,2000,9.706521739130435,13.39
UDPL.N0000,3,2000,20.202380952380953,13.39
VANI.N0000,3,2000,2.3181818181818183,13.39
VANI.X0000,3,2000,1.2954545454545454,13.39
WATA.N0000,3,2000,17.184782608695652,13.39
ACL.N0000,4,2000,44.375,13.0
ARPI.N0000,4,2000,11.0,13.0
ASIR.N0000,4,2000,33.1875,13.0
BFL.N0000,4,2000,7.71875,13.0
BHR.N0000,4,2000,17.166666666666668,13.0
BOGA.N0000,4,2000,9.4,13.0
BRWN.N0000,4,2000,85.0,13.0
CARE.N0000,4,2000,30.0,13.0
CARG.N0000,4,2000,30.25,13.0
CCS.N0000,4,2000,55.0625,13.0
CFIN.N0000,4,2000,142.96428571428572,13.0
CFLB.N0000,4,2000,2.2857142857142856,13.0
CFVF.N0000,4,2000,3.1666666666666665,13.0
CHOU.N0000,4,2000,10.125,13.0
CIC.N0000,4,2000,30.333333333333332,13.0
CIC.X0000,4,2000,24.375,13.0
CIND.N0000,4,2000,16.0,13.0
CINV.N0000,4,2000,43.0,13.0
COMB.N0000,4,2000,99.70833333333333,13.0
COMB.X0000,4,2000,77.77777777777777,13.0
CTC.N0000,4,2000,38.47727272727273,13.0
CTCE.N0000,4,2000,29.75,13.0
DFCC.N0000,4,2000,94.35714285714286,13.0
DIPD.N0000,4,2000,47.138888888888886,13.0
DIST.N0000,4,2000,4.333333333333333,13.0
DPL.N0000,4,2000,11.583333333333334,13.0
EQIT.N0000,4,2000,14.0,13.0
GHLL.N0000,4,2000,2.05,13.0
GLAS.N0000,4,2000,9.0,13.0
GRAN.N0000,4,2000,15.766666666666667,13.0
GREG.N0000,4,2000,2.625,13.0
HAYC.N0000,4,2000,28.428571428571427,13.0
HAYL.N0000,4,2000,90.25,13.0
HNB.N0000,4,2000,70.08333333333333,13.0
HNB.X0000,4,2000,45.638888888888886,13.0
JFIN.N0000,4,2000,20.63888888888889,13.0
JKH.N0000,4,2000,118.83333333333333,13.0
KAPI.N0000,4,2000,5.666666666666667,13.0
KGAL.N0000,4,2000,13.363636363636363,13.0
KOTA.N0000,4,2000,9.653846153846153,13.0
KURU.N0000,4,2000,7.5,13.0
LCEM.N0000,4,2000,2.25,13.0
LDEV.N0000,4,2000,6.0,13.0
LFIN.N0000,4,2000,4.4375,13.0
LION.N0000,4,2000,15.375,13.0
LLUB.N0000,4,2000,58.604166666666664,13.0
LMF.N0000,4,2000,6.625,13.0
LOLC.N0000,4,2000,23.925,13.0
LWL.N0000,4,2000,7.357142857142857,13.0
NDB.N0000,4,2000,59.666666666666664,13.0
NEST.N0000,4,2000,66.39285714285714,13.0
NTB.N0000,4,2000,12.566666666666666,13.0
ONAL.N0000,4,2000,9.5,13.0
OSEA.N0000,4,2000,2.4166666666666665,13.0
PALM.N0000,4,2000,28.5,13.0
PARQ.N0000,4,2000,4.0,13.0
PDL.N0000,4,2000,17.375,13.0
RCL.N0000,4,2000,13.857142857142858,13.0
RICH.N0000,4,2000,54.72222222222222,13.0
SAMP.N0000,4,2000,42.46666666666667,13.0
SEMB.N0000,4,2000,1.7083333333333333,13.0
SEYB.N0000,4,2000,17.25,13.0
SPEN.N0000,4,2000,120.04166666666667,13.0
SUGA.N0000,4,2000,3.9166666666666665,13.0
TAFL.N0000,4,2000,21.0,13.0
TFC.N0000,4,2000,13.71875,13.0
TILE.N0000,4,2000,14.604166666666666,13.0
TKYO.N0000,4,2000,51.30555555555556,13.0
TYRE.N0000,4,2000,9.115384615384615,13.0
UDPL.N0000,4,2000,15.928571428571429,13.0
VANI.N0000,4,2000,2.2333333333333334,13.0
VANI.X0000,4,2000,1.1666666666666667,13.0
WATA.N0000,4,2000,15.7,13.0
ACL.N0000,5,2000,40.333333333333336,13.41
ARPI.N0000,5,2000,10.0,13.41
ASIR.N0000,5,2000,32.375,13.41
BFL.N0000,5,2000,7.2,13.41
BHR.N0000,5,2000,15.75,13.41
BOGA.N0000,5,2000,7.0,13.41
BRWN.N0000,5,2000,80.33333333333333,13.41
CARG.N0000,5,2000,29.541666666666668,13.41
CCS.N0000,5,2000,53.5,13.41
CFIN.N0000,5,2000,112.921875,13.41
CFLB.N0000,5,2000,2.05,13.41
CFVF.N0000,5,2000,2.9615384615384617,13.41
CHOU.N0000,5,2000,9.25,13.41
CIC.N0000,5,2000,27.045454545454547,13.41
CIC.X0000,5,2000,23.875,13.41
CINV.N0000,5,2000,40.0,13.41
COMB.N0000,5,2000,86.125,13.41
COMB.X0000,5,2000,65.6590909090909,13.41
CTC.N0000,5,2000,37.21052631578947,13.41
CTCE.N0000,5,2000,29.125,13.41
DFCC.N0000,5,2000,98.61111111111111,13.41
DIPD.N0000,5,2000,44.09615384615385,13.41
DIST.N0000,5,2000,4.1875,13.41
DPL.N0000,5,2000,11.575,13.41
EAST.N0000,5,2000,4.5,13.41
EQIT.N0000,5,2000,13.375,13.41
GHLL.N0000,5,2000,2.075,13.41
GLAS.N0000,5,2000,7.861111111111111,13.41
GRAN.N0000,5,2000,14.31578947368421,13.41
HAYC.N0000,5,2000,29.365384615384617,13.41
HAYL.N0000,5,2000,82.71875,13.41
HNB.N0000,5,2000,66.33333333333333,13.41
HNB.X0000,5,2000,46.0,13.41
JFIN.N0000,5,2000,19.25,13.41
JKH.N0000,5,2000,103.85,13.41
KAPI.N0000,5,2000,4.625,13.41
KGAL.N0000,5,2000,12.5625,13.41
KOTA.N0000,5,2000,8.617647058823529,13.41
LCEM.N0000,5,2000,2.28125,13.41
LFIN.N0000,5,2000,4.0,13.41
LION.N0000,5,2000,11.166666666666666,13.41
LLUB.N0000,5,2000,51.4264705882353,13.41
LMF.N0000,5,2000,6.025,13.41
LOLC.N0000,5,2000,23.0625,13.41
LWL.N0000,5,2000,7.305555555555555,13.41
MIRA.N0000,5,2000,10.0,13.41
NDB.N0000,5,2000,49.525,13.41
NEST.N0000,5,2000,57.38157894736842,13.41
NTB.N0000,5,2000,10.675,13.41
ONAL.N0000,5,2000,9.5,13.41
OSEA.N0000,5,2000,2.125,13.41
PALM.N0000,5,2000,28.2,13.41
PARQ.N0000,5,2000,2.6666666666666665,13.41
PDL.N0000,5,2000,16.75,13.41
RCL.N0000,5,2000,14.347222222222221,13.41
RICH.N0000,5,2000,48.21153846153846,13.41
SAMP.N0000,5,2000,40.56578947368421,13.41
SEMB.N0000,5,2000,1.7222222222222223,13.41
SEYB.N0000,5,2000,22.6375,13.41
SHOT.N0000,5,2000,25.0,13.41
SPEN.N0000,5,2000,112.9,13.41
SUGA.N0000,5,2000,3.0375,13.41
TAFL.N0000,5,2000,18.75,13.41
TFC.N0000,5,2000,13.596153846153847,13.41
TILE.N0000,5,2000,14.847222222222221,13.41
TKYO.N0000,5,2000,47.77777777777778,13.41
TYRE.N0000,5,2000,8.355263157894736,13.41
UDPL.N0000,5,2000,15.118421052631579,13.41
VANI.N0000,5,2000,1.575,13.41
VANI.X0000,5,2000,0.9884615384615384,13.41
WATA.N0000,5,2000,14.65,13.41
ACL.N0000,6,2000,39.714285714285715,15.0
ARPI.N0000,6,2000,10.5,15.0
ASIR.N0000,6,2000,34.166666666666664,15.0
BFL.N0000,6,2000,6.75,15.0
BHR.N0000,6,2000,17.125,15.0
BOGA.N0000,6,2000,6.9,15.0
BRWN.N0000,6,2000,84.0,15.0
CARG.N0000,6,2000,31.916666666666668,15.0
CCS.N0000,6,2000,52.9375,15.0
CFIN.N0000,6,2000,110.975,15.0
CFLB.N0000,6,2000,2.357142857142857,15.0
CFVF.N0000,6,2000,2.9318181818181817,15.0
CHOU.N0000,6,2000,10.0,15.0
CIC.N0000,6,2000,30.305555555555557,15.0
CIC.X0000,6,2000,26.785714285714285,15.0
CIND.N0000,6,2000,13.25,15.0
CINV.N0000,6,2000,42.833333333333336,15.0
COMB.N0000,6,2000,97.4875,15.0
COMB.X0000,6,2000,71.5,15.0
CTC.N0000,6,2000,42.2,15.0
CTCE.N0000,6,2000,29.8,15.0
CTHR.N0000,6,2000,195.0,15.0
DFCC.N0000,6,2000,102.1875,15.0
DIPD.N0000,6,2000,48.828125,15.0
DIST.N0000,6,2000,4.6875,15.0
DPL.N0000,6,2000,12.464285714285714,15.0
EAST.N0000,6,2000,4.25,15.0
EQIT.N0000,6,2000,14.7,15.0
GHLL.N0000,6,2000,2.15625,15.0
GLAS.N0000,6,2000,8.458333333333334,15.0
GRAN.N0000,6,2000,15.26388888888889,15.0
HAYC.N0000,6,2000,35.6578947368421,15.0
HAYL.N0000,6,2000,93.30263157894737,15.0
HNB.N0000,6,2000,73.6470588235294,15.0
HNB.X0000,6,2000,48.0625,15.0
JFIN.N0000,6,2000,21.22222222222222,15.0
JKH.N0000,6,2000,111.375,15.0
KAPI.N0000,6,2000,4.875,15.0
KGAL.N0000,6,2000,12.9,15.0
KOTA.N0000,6,2000,8.826923076923077,15.0
LCEM.N0000,6,2000,2.25,15.0
LFIN.N0000,6,2000,4.416666666666667,15.0
LION.N0000,6,2000,12.45,15.0
LLUB.N0000,6,2000,57.5,15.0
LMF.N0000,6,2000,6.802631578947368,15.0
LOLC.N0000,6,2000,32.11538461538461,15.0
LWL.N0000,6,2000,9.1125,15.0
MORI.N0000,6,2000,125.0,15.0
NDB.N0000,6,2000,53.575,15.0
NEST.N0000,6,2000,61.875,15.0
NTB.N0000,6,2000,11.15,15.0
OSEA.N0000,6,2000,2.5,15.0
PALM.N0000,6,2000,28.333333333333332,15.0
PARA.N0000,6,2000,40.0,15.0
PARQ.N0000,6,2000,3.5357142857142856,15.0
PDL.N0000,6,2000,17.0,15.0
RCL.N0000,6,2000,15.555555555555555,15.0
RICH.N0000,6,2000,51.475,15.0
SAMP.N0000,6,2000,53.02777777777778,15.0
SEMB.N0000,6,2000,2.4464285714285716,15.0
SEYB.N0000,6,2000,19.65277777777778,15.0
SHOT.N0000,6,2000,25.166666666666668,15.0
SPEN.N0000,6,2000,110.28571428571429,15.0
SUGA.N0000,6,2000,3.6184210526315788,15.0
TAFL.N0000,6,2000,16.666666666666668,15.0
TFC.N0000,6,2000,14.923076923076923,15.0
TILE.N0000,6,2000,16.539473684210527,15.0
TKYO.N0000,6,2000,49.27272727272727,15.0
TYRE.N0000,6,2000,8.960526315789474,15.0
UDPL.N0000,6,2000,15.014705882352942,15.0
VANI.N0000,6,2000,1.6764705882352942,15.0
VANI.X0000,6,2000,1.0208333333333333,15.0
WATA.N0000,6,2000,14.868421052631579,15.0
ACL.N0000,7,2000,38.333333333333336,15.0
ASIR.N0000,7,2000,34.47727272727273,15.0
BFL.N0000,7,2000,6.857142857142857,15.0
BHR.N0000,7,2000,17.5,15.0
BINN.N0000,7,2000,19.0,15.0
BOGA.N0000,7,2000,7.734375,15.0
BRWN.N0000,7,2000,90.0,15.0
CARG.N0000,7,2000,31.25,15.0
CCS.N0000,7,2000,55.171052631578945,15.0
CFIN.N0000,7,2000,115.7125,15.0
CFLB.N0000,7,2000,2.325,15.0
CFVF.N0000,7,2000,2.8181818181818183,15.0
CHOU.N0000,7,2000,11.0,15.0
CIC.N0000,7,2000,44.65384615384615,15.0
CIC.X0000,7,2000,27.35,15.0
CIND.N0000,7,2000,15.583333333333334,15.0
CINV.N0000,7,2000,45.5,15.0
COMB.N0000,7,2000,110.8452380952381,15.0
COMB.X0000,7,2000,78.69444444444444,15.0
CTC.N0000,7,2000,39.976190476190474,15.0
CTCE.N0000,7,2000,31.583333333333332,15.0
DFCC.N0000,7,2000,108.0,15.0
DIPD.N0000,7,2000,55.625,15.0
DIST.N0000,7,2000,4.6,15.0
DPL.N0000,7,2000,12.115384615384615,15.0
EAST.N0000,7,2000,5.416666666666667,15.0
EQIT.N0000,7,2000,13.25,15.0
GHLL.N0000,7,2000,2.078125,15.0
GLAS.N0000,7,2000,8.0,15.0
GRAN.N0000,7,2000,15.575,15.0
GREG.N0000,7,2000,2.65,15.0
HAYC.N0000,7,2000,37.953125,15.0
HAYL.N0000,7,2000,100.97222222222223,15.0
HNB.N0000,7,2000,75.7,15.0
HNB.X0000,7,2000,45.22222222222222,15.0
JFIN.N0000,7,2000,23.954545454545453,15.0
JKH.N0000,7,2000,127.57142857142857,15.0
KAPI.N0000,7,2000,4.4,15.0
KGAL.N0000,7,2000,11.904761904761905,15.0
KOTA.N0000,7,2000,8.666666666666666,15.0
LCEM.N0000,7,2000,2.25,15.0
LDEV.N0000,7,2000,7.75,15.0
LFIN.N0000,7,2000,4.0,15.0
LION.N0000,7,2000,12.863636363636363,15.0
LLUB.N0000,7,2000,58.48529411764706,15.0
LMF.N0000,7,2000,6.5,15.0
LOLC.N0000,7,2000,38.638888888888886,15.0
LWL.N0000,7,2000,9.618421052631579,15.0
MIRA.N0000,7,2000,8.0,15.0
MORI.N0000,7,2000,125.0,15.0
NDB.N0000,7,2000,59.904761904761905,15.0
NEST.N0000,7,2000,64.45,15.0
NTB.N0000,7,2000,12.69047619047619,15.0
ONAL.N0000,7,2000,9.3,15.0
OSEA.N0000,7,2000,2.9,15.0
PARQ.N0000,7,2000,3.25,15.0
PDL.N0000,7,2000,17.46875,15.0
RCL.N0000,7,2000,15.7,15.0
RICH.N0000,7,2000,64.03333333333333,15.0
SAMP.N0000,7,2000,54.71052631578947,15.0
SELI.N0000,7,2000,152.0,15.0
SEMB.N0000,7,2000,2.8194444444444446,15.0
SEYB.N0000,7,2000,19.5625,15.0
SHOT.N0000,7,2000,25.5,15.0
SPEN.N0000,7,2000,108.925,15.0
SUGA.N0000,7,2000,4.4523809523809526,15.0
TAFL.N0000,7,2000,16.5,15.0
TFC.N0000,7,2000,15.4,15.0
TILE.N0000,7,2000,16.75,15.0
TKYO.N0000,7,2000,49.25,15.0
TYRE.N0000,7,2000,8.630952380952381,15.0
UDPL.N0000,7,2000,14.535714285714286,15.0
VANI.N0000,7,2000,1.5,15.0
VANI.X0000,7,2000,0.9428571428571428,15.0
WATA.N0000,7,2000,15.013157894736842,15.0
ACL.N0000,8,2000,36.5,15.0
ARPI.N0000,8,2000,11.083333333333334,15.0
ASIR.N0000,8,2000,35.0,15.0
BFL.N0000,8,2000,6.285714285714286,15.0
BHR.N0000,8,2000,18.03125,15.0
BINN.N0000,8,2000,19.333333333333332,15.0
BOGA.N0000,8,2000,8.295454545454545,15.0
BRWN.N0000,8,2000,88.75,15.0
CARE.N0000,8,2000,29.0,15.0
CARG.N0000,8,2000,33.625,15.0
CCS.N0000,8,2000,59.5,15.0
CFIN.N0000,8,2000,107.63235294117646,15.0
CFLB.N0000,8,2000,2.2666666666666666,15.0
CFVF.N0000,8,2000,2.6,15.0
CHOU.N0000,8,2000,12.227272727272727,15.0
CIC.N0000,8,2000,45.0,15.0
CIC.X0000,8,2000,27.1,15.0
CIND.N0000,8,2000,16.666666666666668,15.0
CINV.N0000,8,2000,45.45,15.0
COMB.N0000,8,2000,110.45238095238095,15.0
COMB.X0000,8,2000,73.475,15.0
CTC.N0000,8,2000,31.0,15.0
CTCE.N0000,8,2000,32.607142857142854,15.0
CTHR.N0000,8,2000,190.0,15.0
DFCC.N0000,8,2000,103.44318181818181,15.0
DIPD.N0000,8,2000,57.43333333333333,15.0
DIST.N0000,8,2000,4.3375,15.0
DPL.N0000,8,2000,12.275,15.0
EAST.N0000,8,2000,5.285714285714286,15.0
EQIT.N0000,8,2000,12.25,15.0
GHLL.N0000,8,2000,2.03125,15.0
GLAS.N0000,8,2000,7.444444444444445,15.0
GRAN.N0000,8,2000,15.428571428571429,15.0
GREG.N0000,8,2000,2.59375,15.0
HAYC.N0000,8,2000,38.92307692307692,15.0
HAYL.N0000,8,2000,98.88333333333334,15.0
HNB.N0000,8,2000,64.5952380952381,15.0
HNB.X0000,8,2000,44.36666666666667,15.0
JFIN.N0000,8,2000,23.6,15.0
JKH.N0000,8,2000,46.107142857142854,15.0
KAPI.N0000,8,2000,4.05,15.0
KGAL.N0000,8,2000,11.98611111111111,15.0
KOTA.N0000,8,2000,8.15625,15.0
LCEM.N0000,8,2000,2.0833333333333335,15.0
LDEV.N0000,8,2000,7.0,15.0
LFIN.N0000,8,2000,4.111111111111111,15.0
LION.N0000,8,2000,12.51923076923077,15.0
LLUB.N0000,8,2000,58.51315789473684,15.0
LMF.N0000,8,2000,6.25,15.0
LOLC.N0000,8,2000,46.7,15.0
LWL.N0000,8,2000,10.464285714285714,15.0
MIRA.N0000,8,2000,10.0,15.0
NDB.N0000,8,2000,56.5625,15.0
NEST.N0000,8,2000,65.65625,15.0
NTB.N0000,8,2000,13.738095238095237,15.0
ONAL.N0000,8,2000,8.678571428571429,15.0
OSEA.N0000,8,2000,2.96875,15.0
PALM.N0000,8,2000,29.75,15.0
PARQ.N0000,8,2000,3.4166666666666665,15.0
PDL.N0000,8,2000,17.166666666666668,15.0
RCL.N0000,8,2000,16.205882352941178,15.0
RICH.N0000,8,2000,68.109375,15.0
SAMP.N0000,8,2000,49.35227272727273,15.0
SEMB.N0000,8,2000,2.8815789473684212,15.0
SEYB.N0000,8,2000,18.8875,15.0
SHOT.N0000,8,2000,23.125,15.0
SPEN.N0000,8,2000,104.8125,15.0
SUGA.N0000,8,2000,4.920454545454546,15.0
SUN.N0000,8,2000,10.5,15.0
TAFL.N0000,8,2000,16.708333333333332,15.0
TFC.N0000,8,2000,16.180555555555557,15.0
TILE.N0000,8,2000,16.85,15.0
TKYO.N0000,8,2000,43.40909090909091,15.0
TYRE.N0000,8,2000,8.0375,15.0
UDPL.N0000,8,2000,11.973684210526315,15.0
VANI.N0000,8,2000,1.5375,15.0
VANI.X0000,8,2000,0.9666666666666667,15.0
WATA.N0000,8,2000,13.55,15.0
ACL.N0000,9,2000,36.8,15.75
ARPI.N0000,9,2000,10.0,15.75
ASIR.N0000,9,2000,34.892857142857146,15.75
BFL.N0000,9,2000,6.892857142857143,15.75
BHR.N0000,9,2000,18.86111111111111,15.75
