"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"MARAWILA  RESORTS  PLC","MARA.N0000","6.50","18.30","5.75","14.80","32,453.00","145,922,000.00","1,691,518,285.00"
"CEYLON INVESTMENT PLC","CINV.N0000","71.50","660.00","82.00","121.80","4,552.00","4,316,200.00","1,681,199,180.00"
"ACL CABLES PLC","ACL.N0000","96.75","107.00","0.00","85.10","11,157.00","18,650,700.00","1,631,686,765.00"
"HAYCARB PLC","HAYC.N0000","35.00","219.50","139.00","168.50","7,575.00","8,841,560.00","1,619,951,860.00"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.N0000","4.00","13.00","1.70","3.40","28,112.00","296,708,400.00","1,602,999,540.00"
"LANKA CEMENT PLC","LCEM.N0000","6.25","37.00","21.25","28.00","26,198.00","52,734,700.00","1,578,984,410.00"
"THE COLOMBO FORT LAND AND BUILDING PLC","CFLB.N0000","13.00","200.10","30.50","178.80","12,960.00","17,381,600.00","1,560,951,580.00"
"THREE ACRE FARMS PLC","TAFL.N0000","10.50","92.00","8.25","90.20","26,663.00","43,456,700.00","1,553,032,510.00"
"COMMERCIAL BANK OF CEYLON PLC","COMB.X0000","59.00","226.00","75.00","162.00","8,414.00","9,698,200.00","1,538,464,975.00"
"KEGALLE  PLANTATIONS  PLC","KGAL.N0000","21.25","180.90","33.50","161.80","8,248.00","15,320,300.00","1,481,028,080.00"
"AITKEN SPENCE HOTEL HOLDINGS PLC","AHUN.N0000","65.00","900.00","90.00","105.70","6,093.00","4,143,300.00","1,442,078,770.00"
"VALLIBEL POWER ERATHNA PLC","VPEL.N0000","8.25","14.50","5.00","9.00","16,725.00","163,123,800.00","1,440,537,060.00"
"RENUKA AGRI FOODS PLC","RAL.N0000","0.00","8.50","3.10","6.70","21,045.00","299,443,455.00","1,413,324,656.50"
"PALM GARDEN HOTELS PLC","PALM.N0000","46.00","327.50","155.00","243.10","1,022.00","6,497,547.00","1,378,715,370.00"
"ASIRI HOSPITAL HOLDINGS PLC","ASIR.N0000","50.00","10.50","7.70","8.80","11,180.00","151,647,305.00","1,365,743,580.00"
"LAUGFS GAS PLC","LGL.N0000","0.00","31.00","23.00","25.90","18,093.00","51,525,400.00","1,354,473,000.00"
"THE FINANCE COMPANY PLC","TFC.N0000","36.00","80.00","17.50","38.90","21,644.00","33,046,600.00","1,344,924,275.00"
"SUNSHINE HOLDINGS PLC","SUN.N0000","140.00","900.00","32.00","45.90","16,216.00","22,528,100.00","1,341,952,985.00"
"RESUS ENERGY PLC","HPWR.N0000","0.00","42.00","17.75","29.50","20,464.00","51,632,700.00","1,315,655,710.00"
"RENUKA FOODS PLC","COCO.N0000","20.75","65.50","33.70","64.40","18,836.00","26,936,300.00","1,290,182,725.00"
"LANKA VENTURES PLC","LVEN.N0000","12.25","46.80","0.00","31.30","10,568.00","59,577,293.00","1,282,552,239.00"
"LANKA MILK FOODS (CWE) PLC","LMF.N0000","21.50","154.90","65.00","113.00","7,094.00","11,581,900.00","1,207,708,675.00"
"SEYLAN DEVELOPMENTS PLC","CSD.N0000","8.50","23.90","9.25","16.80","12,199.00","73,215,600.00","1,162,758,460.00"
"SMB FINANCE PLC","SEMB.X0000","1.10","2.80","0.70","1.00","28,864.00","929,785,100.00","1,146,708,600.00"
"LANKEM CEYLON PLC","LCEY.N0000","38.50","279.00","41.00","240.30","12,530.00","11,317,700.00","1,146,532,610.00"
"NATIONS TRUST BANK PLC","NTB.W0011","0.00","93.90","6.75","57.60","18,288.00","43,001,500.00","1,135,162,450.00"
"RIVERINA HOTELS PLC","BHR.N0000","22.50","153.00","68.00","105.30","2,621.00","10,485,717.00","1,109,167,270.00"
"FINLAYS COLOMBO PLC","JFIN.N0000","162.00","255.00","140.00","190.00","696.00","7,145,000.00","1,078,927,030.00"
"SRI LANKA TELECOM PLC","SLTL.N0000","16.75","51.00","35.00","49.00","9,730.00","24,014,500.00","1,005,295,210.00"
"PMF FINANCE PLC","PMB.N0000","29.00","61.75","19.90","29.40","20,542.00","34,756,000.00","999,016,560.00"
"BALANGODA  PLANTATIONS  PLC","BALA.N0000","12.00","72.20","23.50","57.40","16,061.00","21,654,000.00","984,570,890.00"
"TESS AGRO PLC","TESS.N0000","1.00","3.20","1.40","2.70","21,624.00","381,710,800.00","898,735,950.00"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","210.00","3,200.00","250.00","1,825.00","974.00","1,117,225.00","873,244,745.00"
"EAST WEST PROPERTIES PLC","EAST.N0000","11.25","18.00","8.00","12.90","18,094.00","65,563,400.00","871,503,085.00"
"KOTAGALA PLANTATIONS PLC","KOTA.N0000","12.00","118.10","28.50","116.90","11,581.00","13,290,200.00","870,261,155.00"
"HAYLEYS LEISURE PLC","CONN.N0000","37.50","110.00","58.00","91.00","4,415.00","10,222,900.00","858,584,270.00"
"UNITED MOTORS LANKA PLC","UML.N0000","53.00","275.00","64.00","115.70","4,865.00","5,464,800.00","847,595,660.00"
"HORANA PLANTATIONS PLC","HOPL.N0000","14.50","39.70","20.00","36.40","8,069.00","25,695,700.00","828,304,365.00"
"MASKELIYA PLANTATIONS PLC","MASK.N0000","19.75","37.00","18.00","27.80","13,979.00","28,285,300.00","827,990,165.00"
"SOFTLOGIC LIFE INSURANCE PLC","AAIC.N0000","8.75","95.00","50.00","80.20","2,114.00","14,570,400.00","820,749,820.00"
"THE FORTRESS RESORTS PLC","RHTL.N0000","12.50","26.20","12.25","20.60","14,429.00","38,293,000.00","814,338,435.00"
"SOFTLOGIC FINANCE PLC","CRL.N0000","0.00","61.30","12.75","44.60","14,865.00","23,757,400.00","811,714,330.00"
"E - CHANNELLING PLC","ECL.N0000","10.50","26.75","9.50","22.00","14,235.00","43,123,783.00","795,053,514.00"
"HNB ASSURANCE PLC","HASU.N0000","13.00","90.00","45.00","78.00","4,812.00","13,201,900.00","784,213,895.00"
"MULLER & PHIPPS (CEYLON) PLC","MULL.N0000","1.25","2.40","0.80","1.80","16,701.00","525,145,773.00","757,122,164.90"
"AMANA TAKAFUL PLC","ATL.N0000","28.00","45.25","2.80","3.00","18,943.00","161,385,200.00","749,813,245.00"
"LANKA CERAMIC PLC","CERA.N0000","30.00","115.00","45.00","111.70","7,525.00","9,328,200.00","744,922,030.00"
"RENUKA HOLDINGS PLC","RHL.X0000","0.00","115.25","21.00","41.60","8,388.00","23,163,500.00","740,221,600.00"
"ASIRI SURGICAL HOSPITAL PLC","AMSL.N0000","2.75","11.50","7.90","8.70","5,329.00","78,002,200.00","734,645,060.00"
"COLOMBO LAND & DEVELOPMENT COMPANY PLC","CLND.W0005","1.25","24.50","3.50","14.60","14,105.00","68,352,500.00","734,150,105.00"
"LANKA IOC PLC","LIOC.N0000","33.00","24.00","15.75","18.90","12,617.00","37,158,600.00","724,527,550.00"
"RAIGAM WAYAMBA SALTERNS PLC","RWSL.N0000","0.00","5.25","3.30","4.00","21,434.00","164,693,300.00","711,091,105.00"
"MALWATTE VALLEY PLANTATION PLC","MAL.N0000","8.50","96.90","31.50","82.40","9,622.00","11,478,000.00","707,710,260.00"
"WATAWALA  PLANTATIONS  PLC","WATA.N0000","22.75","330.00","24.70","27.90","9,858.00","10,929,200.00","674,322,095.00"
"PC HOUSE PLC","PCH.N0000","0.00","14.70","8.50","11.30","17,164.00","62,868,900.00","669,885,950.00"
"C M HOLDINGS PLC","COLO.N0000","29.00","304.00","40.00","229.90","6,103.00","6,177,900.00","654,585,915.00"
"DOLPHIN HOTELS PLC","STAF.N0000","8.75","74.90","27.50","61.20","9,413.00","14,507,200.00","649,455,075.00"
"NAMAL ACUITY VALUE FUND","NAVF.U0000","0.00","124.00","48.00","90.00","8,116.00","8,106,400.00","611,932,860.00"
"LAXAPANA BATTERIES PLC","LITE.N0000","5.00","11.50","4.70","8.20","13,183.00","71,240,400.00","595,096,265.00"
"YORK ARCADE HOLDINGS PLC","YORK.N0000","9.00","34.00","11.75","24.10","11,897.00","26,268,200.00","561,946,550.00"
"MAHAWELI REACH HOTELS PLC","MRH.N0000","21.00","43.90","18.00","35.00","10,715.00","17,313,500.00","557,873,280.00"
"CEYLON TOBACCO COMPANY PLC","CTC.N0000","58.00","399.90","110.00","355.00","1,759.00","1,876,000.00","557,588,035.00"
"LAUGFS GAS PLC","LGL.X0000","0.00","19.20","14.90","18.50","11,244.00","32,140,500.00","543,637,200.00"
"SWISSTEK (CEYLON) PLC","PARQ.N0000","18.50","37.00","11.25","21.10","12,271.00","23,175,900.00","531,446,980.00"
"SIGIRIYA VILLAGE HOTELS PLC","SIGV.N0000","41.00","155.00","38.00","118.70","5,428.00","5,868,300.00","514,134,240.00"
"C T LAND DEVELOPMENT PLC","CTLD.N0000","13.00","39.00","20.25","28.00","7,616.00","18,785,000.00","510,422,245.00"
"PRINTCARE PLC","CARE.N0000","53.50","159.00","67.25","117.10","1,827.00","6,658,700.00","509,389,860.00"
"NAMUNUKULA PLANTATIONS PLC","NAMU.N0000","8.50","126.00","27.50","119.10","4,456.00","6,789,700.00","507,496,465.00"
"HAYLEYS FABRIC PLC","MGT.N0000","45.00","57.00","0.00","32.00","8,087.00","12,027,700.00","483,266,255.00"
"VIDULLANKA PLC","VLL.N0000","21.00","59.00","5.00","6.20","9,966.00","41,974,400.00","475,509,760.00"
"CEYLINCO INSURANCE PLC","CINS.X0000","0.00","475.00","132.00","270.00","1,632.00","2,702,100.00","472,770,750.00"
"LOTUS HYDRO POWER PLC","HPFL.N0000","0.00","17.00","14.20","15.50","8,217.00","30,568,700.00","468,776,430.00"
"THE KANDY HOTELS COMPANY (1938) PLC","KHC.N0000","75.00","325.00","99.25","230.00","1,505.00","2,372,000.00","463,708,875.00"
"MTD WALKERS PLC","KAPI.N0000","5.75","600.00","60.00","80.40","6,115.00","1,402,000.00","462,383,460.00"
"ACL PLASTICS PLC","APLA.N0000","44.00","195.00","74.00","160.00","3,646.00","3,612,500.00","430,059,595.00"
"METROPOLITAN RESOURCE HOLDINGS PLC","MPRH.N0000","0.00","85.00","0.00","39.50","7,679.00","10,614,100.00","427,582,590.00"
"LANKA REALTY INVESTMENTS PLC","ASCO.N0000","36.00","96.90","36.75","81.10","5,182.00","6,315,800.00","412,120,765.00"
"CITY HOUSING & REAL ESTATE CO. PLC","CHOU.N0000","32.00","30.30","18.75","20.80","10,282.00","16,685,600.00","406,965,250.00"
"CEYLON GUARDIAN INVESTMENT TRUST PLC","GUAR.N0000","110.25","1,499.00","210.00","226.00","1,478.00","833,700.00","398,824,820.00"
"BOGALA GRAPHITE LANKA PLC","BOGA.N0000","30.50","100.00","17.50","58.50","10,137.00","8,261,300.00","385,760,060.00"
"LANKEM DEVELOPMENTS PLC","LDEV.N0000","12.00","46.70","11.00","31.80","10,216.00","16,385,600.00","381,586,385.00"
"HOTEL SIGIRIYA PLC","HSIG.N0000","25.50","97.30","48.75","79.40","4,673.00","5,030,700.00","374,005,960.00"
"AGALAWATTE  PLANTATIONS  PLC","AGAL.N0000","10.50","65.40","21.50","63.00","6,784.00","9,843,100.00","373,805,905.00"
"CEYLON & FOREIGN TRADES PLC","CFT.N0000","60.00","89.00","7.00","7.70","8,490.00","13,580,600.00","372,707,310.00"
"SMB FINANCE PLC","SEMB.W0016","0.00","0.90","0.20","0.60","7,125.00","625,258,700.00","359,910,930.00"
"HOTEL DEVELOPERS (LANKA) PLC","HDEV.N0000","99.75","165.00","105.00","132.20","2,784.00","2,568,900.00","354,145,255.00"
"SMB FINANCE PLC","SEMB.W0015","0.00","1.00","0.30","0.80","5,530.00","479,509,300.00","344,767,210.00"
"KELANI VALLEY PLANTATIONS PLC","KVAL.N0000","30.00","210.00","40.00","159.90","2,407.00","4,265,600.00","329,191,980.00"
"KELANI CABLES PLC","KCAB.N0000","68.00","230.00","99.00","105.00","1,915.00","2,392,600.00","317,927,070.00"
"PEGASUS HOTELS OF CEYLON PLC","PEG.N0000","16.75","97.90","30.50","74.60","5,935.00","5,616,500.00","307,484,650.00"
"CENTRAL INDUSTRIES PLC","CIND.N0000","80.00","385.00","65.30","90.00","855.00","1,155,500.00","295,717,285.00"
"ELPITIYA PLANTATIONS PLC","ELPL.N0000","20.00","56.00","15.00","27.00","7,675.00","7,255,900.00","277,928,590.00"
"CEYLON TEA BROKERS PLC","CTBL.N0000","0.00","6.10","3.20","4.60","12,940.00","60,545,800.00","275,201,475.00"
"ACME PRINTING & PACKAGING PLC","ACME.N0000","16.00","45.50","0.00","20.40","7,782.00","10,354,500.00","272,857,125.00"
"RENUKA CITY HOTELS PLC.","RENU.N0000","91.50","450.00","199.00","343.10","1,315.00","956,900.00","272,255,625.00"
"KELSEY DEVELOPMENTS PLC","KDL.N0000","32.25","18.25","11.00","15.00","8,745.00","16,635,700.00","261,921,485.00"
"TRANS ASIA HOTELS PLC","TRAN.N0000","100.00","378.00","160.00","197.00","1,317.00","1,192,900.00","259,550,605.00"
"KAHAWATTE  PLANTATIONS  PLC","KAHA.N0000","5.00","41.50","20.90","28.00","6,379.00","8,396,700.00","250,468,460.00"
"JOHN KEELLS PLC","JKL.N0000","91.00","371.00","153.00","204.50","2,400.00","1,120,400.00","250,289,290.00"
"LANKA ALUMINIUM INDUSTRIES PLC","LALU.N0000","12.00","48.00","25.50","35.70","3,604.00","7,001,600.00","249,312,145.00"
"TANGERINE BEACH HOTELS PLC","TANG.N0000","36.00","117.00","60.00","95.70","1,522.00","2,689,424.00","248,590,562.40"
"NESTLE LANKA PLC","NEST.N0000","113.00","800.00","425.00","663.00","755.00","403,500.00","247,459,875.00"
"MADULSIMA  PLANTATIONS  PLC","MADU.N0000","6.75","21.50","13.50","17.50","8,794.00","13,518,100.00","240,340,010.00"
"PELWATTE SUGAR INDUSTRIES PLC","SUGA.N0000","14.75","37.50","24.40","27.40","6,159.00","7,704,600.00","240,086,890.00"
"BOGAWANTALAWA TEA ESTATES PLC","BOPL.N0000","15.00","65.00","18.10","20.40","5,030.00","8,551,600.00","237,730,345.00"
"SINGER (SRI LANKA) PLC","SINS.N0000","66.75","250.00","72.50","195.00","2,138.00","1,802,000.00","228,736,820.00"
"ABANS ELECTRICALS PLC","ABAN.N0000","112.00","275.50","95.75","260.00","3,221.00","1,144,700.00","221,827,195.00"
"CARGO BOAT DEVELOPMENT COMPANY PLC","CABO.N0000","22.00","147.00","62.00","118.10","2,323.00","2,288,500.00","216,912,825.00"
"REGNIS (LANKA) PLC","REG.N0000","58.00","145.00","65.00","124.50","1,651.00","1,948,600.00","214,589,325.00"
"LEE HEDGES PLC","SHAW.N0000","185.00","303.00","128.25","210.00","1,912.00","877,600.00","204,777,810.00"
"SERENDIB HOTELS PLC","SHOT.X0000","18.50","115.00","35.00","102.00","2,581.00","3,254,800.00","204,112,815.00"
"EQUITY TWO PLC","ETWO.N0000","10.25","34.50","15.00","24.30","5,281.00","7,429,500.00","198,415,735.00"
"RICHARD PIERIS EXPORTS PLC","REXP.N0000","27.50","38.70","25.00","26.50","4,421.00","6,011,000.00","194,462,780.00"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.N0000","0.00","165.00","44.50","52.50","3,597.00","3,136,700.00","190,585,650.00"
"EQUITY ONE PLC","EQIT.N0000","21.00","85.00","24.50","56.00","2,834.00","3,101,100.00","159,803,035.00"
"PROPERTY DEVELOPMENT PLC","PDL.N0000","31.75","65.00","28.75","45.00","3,369.00","3,679,000.00","153,582,395.00"
"BROWNS BEACH HOTELS PLC","BBH.N0000","23.00","120.00","62.00","78.00","2,429.00","1,658,700.00","151,542,205.00"
"SAMSON INTERNATIONAL PLC","SIL.N0000","36.00","114.75","80.00","94.50","953.00","1,478,700.00","148,091,665.00"
"TALAWAKELLE TEA ESTATES PLC","TPL.N0000","17.25","55.00","24.75","46.40","3,187.00","3,959,500.00","147,458,505.00"
"CHEMANEX PLC","CHMX.N0000","78.75","160.00","115.00","122.30","1,108.00","999,900.00","138,844,815.00"
"RENUKA FOODS PLC","COCO.X0000","0.00","54.00","27.50","51.90","3,135.00","3,434,900.00","137,314,560.00"
"GOOD HOPE PLC","GOOD.N0000","180.00","723.00","350.00","550.00","290.00","260,800.00","123,740,730.00"
"HUNAS HOLDINGS PLC","HUNA.N0000","23.00","98.00","45.00","87.80","2,414.00","1,796,200.00","121,061,810.00"
"ARPICO FINANCE COMPANY PLC","ARPI.N0000","65.00","261.00","42.25","110.00","1,778.00","1,353,200.00","115,594,920.00"
"THE NUWARA ELIYA HOTELS COMPANY PLC","NEH.N0000","650.00","1,100.00","380.00","850.00","878.00","186,100.00","112,532,680.00"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","32.25","164.00","64.00","133.00","1,161.00","1,034,000.00","110,069,455.00"
"HAYLEYS FIBRE PLC","HEXP.N0000","40.00","51.00","33.00","41.00","1,650.00","2,424,300.00","103,226,130.00"
