"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"KOTAGALA PLANTATIONS PLC","KOTA.N0000","7.90","12.90","3.40","7.70","70,531.00","422,085,114.00","3,592,506,519.10"
"DIALOG AXIATA PLC","","","","","","","",""
"PRIME LANDS RESIDENCIES PLC","PLR.N0000","11.50","14.40","4.50","6.50","58,967.00","354,096,121.00","3,528,675,397.40"
"KELANI VALLEY PLANTATIONS PLC","","","","","","","",""
"SIERRA CABLES PLC","SIRA.N0000","14.30","18.50","5.20","9.40","26,337.00","270,554,156.00","3,271,553,787.20"
"FIRST CAPITAL HOLDINGS PLC","","","","","","","",""
"BROWN & COMPANY PLC","BRWN.N0000","380.00","414.75","75.00","118.00","41,649.00","15,083,563.00","3,232,544,156.80"
"HELA APPAREL HOLDINGS PLC","","","","","","","",""
"Ex-pack Corrugated Cartons PLC","PACK.N0000","22.00","23.90","7.00","13.10","44,779.00","188,790,741.00","3,045,814,950.50"
"First Capital Treasuries PLC","","","","","","","",""
"RENUKA AGRI FOODS PLC","RAL.N0000","5.70","8.90","3.00","5.60","52,105.00","443,132,028.00","2,945,158,955.90"
"HATTON NATIONAL BANK PLC","","","","","","","",""
"LANKA TILES PLC","TILE.N0000","111.25","127.50","33.00","46.10","28,337.00","37,910,909.00","2,634,804,518.45"
"TOKYO CEMENT COMPANY (LANKA) PLC","","","","","","","",""
"LOLC GENERAL INSURANCE PLC","LGIL.N0000","21.10","22.60","4.50","8.10","41,431.00","192,040,136.00","2,415,131,155.10"
"JAT HOLDINGS PLC","","","","","","","",""
"hSenid Business Solutions PLC","HBS.N0000","35.00","37.60","14.20","17.00","32,597.00","102,362,311.00","2,350,256,404.30"
"HEMAS HOLDINGS PLC","","","","","","","",""
"VALLIBEL FINANCE PLC","VFIN.N0000","40.40","57.80","21.00","22.50","27,626.00","56,018,359.00","2,270,306,637.90"
"Co-operative Insurance Company PLC","","","","","","","",""
"KELANI CABLES PLC","KCAB.N0000","490.50","772.00","98.10","259.75","31,578.00","5,751,897.00","2,161,706,168.20"
"SRI LANKA TELECOM PLC","","","","","","","",""
"THE COLOMBO FORT LAND AND BUILDING PLC","CFLB.N0000","26.00","34.20","9.20","28.30","21,034.00","80,850,262.00","2,037,884,451.10"
"SMB FINANCE PLC","","","","","","","",""
"BALANGODA  PLANTATIONS  PLC","BALA.N0000","31.00","139.00","13.40","82.00","21,977.00","26,634,776.00","1,978,253,345.25"
"CEYLON GRAIN ELEVATORS PLC","","","","","","","",""
"DANKOTUWA PORCELAIN PLC","DPL.N0000","14.90","37.50","6.80","24.00","29,044.00","78,364,291.00","1,843,410,262.80"
"CEYLON TOBACCO COMPANY PLC","","","","","","","",""
"PRINTCARE PLC","CARE.N0000","49.50","99.00","20.00","54.80","24,739.00","34,769,549.00","1,786,135,480.20"
"HAYCARB PLC","","","","","","","",""
"SWISSTEK (CEYLON) PLC","PARQ.N0000","46.90","52.00","11.90","15.70","27,418.00","69,755,809.00","1,707,755,012.10"
"SHAW WALLACE INVESTMENTS PLC","","","","","","","",""
"CAPITAL ALLIANCE PLC","CALT.N0000","18.40","24.40","8.00","19.90","22,205.00","91,070,401.00","1,617,549,297.70"
"CENTRAL FINANCE COMPANY PLC","","","","","","","",""
"WINDFORCE PLC","WIND.N0000","18.40","23.00","13.10","14.90","18,668.00","94,275,300.00","1,610,596,290.80"
"AMANA BANK PLC","","","","","","","",""
"HORANA PLANTATIONS PLC","HOPL.N0000","30.00","80.60","14.00","61.90","15,457.00","31,727,651.00","1,554,702,414.00"
"TOKYO CEMENT COMPANY (LANKA) PLC","","","","","","","",""
"AMBEON CAPITAL PLC","TAP.N0000","18.20","19.30","3.90","9.90","29,072.00","135,444,589.00","1,523,450,614.00"
"LB FINANCE PLC","","","","","","","",""
"ALUMEX PLC","ALUM.N0000","16.00","18.40","5.40","7.20","32,647.00","139,343,287.00","1,457,824,986.10"
"R I L PROPERTY PLC","","","","","","","",""
"LANKA ALUMINIUM INDUSTRIES PLC","LALU.N0000","26.60","38.80","9.30","15.80","30,940.00","52,211,349.00","1,433,669,154.00"
"OVERSEAS REALTY (CEYLON) PLC","","","","","","","",""
"BAIRAHA FARMS PLC","BFL.N0000","277.00","310.00","110.00","157.50","15,923.00","6,773,595.00","1,383,060,838.50"
"ELPITIYA PLANTATIONS PLC","","","","","","","",""
"NATIONAL DEVELOPMENT BANK PLC","NDB.N0000","68.60","73.10","31.30","32.00","13,295.00","21,260,321.00","1,280,927,216.00"
"KELANI TYRES PLC","","","","","","","",""
"CEYLON COLD STORES PLC","CCS.N0000","528.00","788.50","24.00","36.90","14,509.00","25,022,432.00","1,236,413,117.70"
"ASIA SIYAKA COMMODITIES LIMITED","","","","","","","",""
"DIESEL & MOTOR ENGINEERING PLC","DIMO.N0000","620.00","1,450.00","280.00","599.00","9,679.00","1,497,788.00","1,197,544,653.00"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","","","","","","","",""
"SINHAPUTHRA FINANCE PLC","SFL.N0000","28.00","38.90","17.00","23.40","11,454.00","40,020,883.00","1,150,067,443.10"
"EDEN HOTEL LANKA PLC","","","","","","","",""
"SMB FINANCE PLC","SEMB.X0000","0.70","0.80","0.20","0.30","21,338.00","2,610,666,582.00","1,042,190,603.70"
"CENTRAL INDUSTRIES PLC","","","","","","","",""
"CARGILLS (CEYLON) PLC","CARG.N0000","217.00","247.00","150.00","234.75","2,728.00","4,974,393.00","1,033,007,662.75"
"JOHN KEELLS HOTELS PLC","","","","","","","",""
"MASKELIYA PLANTATIONS PLC","MASK.N0000","16.00","75.00","8.00","41.00","15,886.00","23,972,577.00","966,299,015.70"
"SINGER (SRI LANKA) PLC","","","","","","","",""
"KAHAWATTE  PLANTATIONS  PLC","KAHA.N0000","27.60","41.50","19.00","24.50","15,720.00","26,940,011.00","918,904,408.00"
"THE LANKA HOSPITALS CORPORATION PLC","","","","","","","",""
"LANKA REALTY INVESTMENTS PLC","ASCO.N0000","26.00","29.20","9.00","10.10","15,910.00","43,572,281.00","901,989,086.70"
"LANKA MILK FOODS (CWE) PLC","","","","","","","",""
"RENUKA HOLDINGS PLC","RHL.N0000","19.30","23.00","8.30","13.80","11,702.00","52,064,599.00","879,789,213.40"
"TESS AGRO PLC","","","","","","","",""
"MERCHANT BANK OF SRI LANKA & FINANCE PLC","MBSL.N0000","5.90","9.50","2.90","3.40","17,153.00","117,104,014.00","874,285,361.50"
"NAMUNUKULA PLANTATIONS PLC","","","","","","","",""
"KEGALLE  PLANTATIONS  PLC","KGAL.N0000","173.50","270.00","80.00","137.50","8,811.00","4,745,607.00","807,937,182.65"
"RICHARD PIERIS EXPORTS PLC","","","","","","","",""
"BOGALA GRAPHITE LANKA PLC","BOGA.N0000","104.00","126.00","32.10","45.80","19,172.00","10,743,112.00","765,617,173.30"
"KAPRUKA HOLDINGS PLC","","","","","","","",""
"AITKEN SPENCE HOTEL HOLDINGS PLC","AHUN.N0000","42.10","68.00","28.00","50.80","10,038.00","15,134,885.00","754,421,997.40"
"ALLIANCE FINANCE COMPANY PLC","","","","","","","",""
"UNION BANK OF COLOMBO PLC","UBC.N0000","11.00","13.30","4.30","6.60","12,040.00","84,358,710.00","731,878,300.90"
"C T HOLDINGS PLC","","","","","","","",""
"TALAWAKELLE TEA ESTATES PLC","TPL.N0000","52.60","113.00","37.10","97.80","14,069.00","9,378,322.00","730,464,877.15"
"PAN ASIA BANKING CORPORATION PLC","","","","","","","",""
"INDUSTRIAL ASPHALTS (CEYLON) PLC","ASPH.N0000","0.80","1.00","0.20","0.30","24,114.00","1,284,647,760.00","727,041,142.90"
"COMMERCIAL CREDIT AND FINANCE PLC","","","","","","","",""
"THREE ACRE FARMS PLC","TAFL.N0000","288.00","340.00","119.00","124.75","6,810.00","3,087,872.00","707,230,666.50"
"KELSEY DEVELOPMENTS PLC","","","","","","","",""
"ASIRI HOSPITAL HOLDINGS PLC","ASIR.N0000","33.00","60.00","25.20","25.70","8,231.00","14,885,837.00","621,245,349.30"
"PGP GLASS CEYLON PLC","","","","","","","",""
"CEYLON HOTELS CORPORATION PLC","CHOT.N0000","19.00","28.60","6.00","17.00","14,710.00","30,869,831.00","613,525,882.80"
"NATION LANKA FINANCE PLC","","","","","","","",""
"PEOPLE'S LEASING & FINANCE PLC","PLC.N0000","10.60","12.30","4.90","5.00","20,399.00","72,939,030.00","606,779,895.20"
"DFCC BANK PLC","","","","","","","",""
"E M L CONSULTANTS PLC","EML.N0000","26.00","27.40","3.20","3.90","20,423.00","89,034,526.00","585,347,987.40"
"C. W. MACKIE PLC","","","","","","","",""
"HUNAS HOLDINGS PLC","HUNA.N0000","953.00","3,050.00","5.20","29.80","14,614.00","17,214,769.00","577,097,207.10"
"RENUKA HOTELS PLC","","","","","","","",""
"BOGAWANTALAWA TEA ESTATES PLC","BOPL.N0000","24.00","72.90","9.00","44.90","10,408.00","12,884,211.00","555,325,116.60"
"NESTLE LANKA PLC","","","","","","","",""
"ACL PLASTICS PLC","APLA.N0000","600.00","1,008.00","180.00","365.00","12,904.00","913,207.00","532,763,996.50"
"PEOPLE'S INSURANCE PLC","","","","","","","",""
"HNB ASSURANCE PLC","HASU.N0000","48.60","62.50","28.00","42.90","9,139.00","11,009,317.00","523,084,079.80"
"B P P L HOLDINGS PLC","","","","","","","",""
"HAYLEYS FIBRE PLC","HEXP.N0000","81.40","88.50","40.10","56.80","12,047.00","7,525,816.00","521,487,866.20"
"RESUS ENERGY PLC","","","","","","","",""
"VALLIBEL POWER ERATHNA PLC","VPEL.N0000","8.60","9.30","6.10","6.30","20,628.00","65,538,836.00","492,666,170.90"
"JANASHAKTHI INSURANCE PLC","","","","","","","",""
"HATTON NATIONAL BANK PLC","HNB.X0000","122.00","135.50","64.90","70.00","6,333.00","4,432,126.00","481,900,850.50"
"GALLE FACE CAPITAL PARTNERS PLC","","","","","","","",""
"RENUKA FOODS PLC","COCO.N0000","21.10","37.50","11.50","21.70","10,361.00","18,720,354.00","472,672,965.80"
"MULTI FINANCE  PLC","","","","","","","",""
"COMMERCIAL BANK OF CEYLON PLC","COMB.X0000","73.00","78.50","39.40","41.30","10,075.00","8,355,000.00","469,089,096.50"
"DISTILLERIES COMPANY OF SRI LANKA PLC","","","","","","","",""
"GALADARI HOTELS (LANKA) PLC","GHLL.N0000","22.00","26.20","7.50","12.50","12,448.00","27,678,678.00","458,351,922.70"
"EASTERN MERCHANTS PLC","","","","","","","",""
"SEYLAN BANK PLC","SEYB.X0000","33.40","37.00","14.00","16.20","6,945.00","21,915,196.00","429,880,435.00"
"RAMBODA FALLS PLC","","","","","","","",""
"LION BREWERY (CEYLON) PLC","LION.N0000","531.50","594.00","420.00","559.50","765.00","715,297.00","376,125,001.25"
"SANASA DEVELOPMENT BANK PLC","","","","","","","",""
"CEYLINCO INSURANCE PLC","CINS.X0000","1,160.00","1,525.00","900.00","1,026.75","1,152.00","279,343.00","359,147,342.50"
"LANKEM CEYLON PLC","","","","","","","",""
"AMBEON HOLDINGS PLC","GREG.N0000","49.60","51.00","27.80","35.30","4,986.00","8,378,275.00","352,271,155.20"
"NAWALOKA HOSPITALS PLC","","","","","","","",""
"SEYLAN BANK PLC","SEYB.N0000","43.00","47.00","26.00","31.60","3,339.00","9,939,163.00","340,614,162.00"
"L O L C DEVELOPMENT FINANCE PLC","","","","","","","",""
"LANKA CREDIT AND BUSINESS FINANCE PLC","LCBF.N0000","3.90","4.30","1.50","2.30","14,903.00","110,889,218.00","333,394,763.10"
"L V L ENERGY FUND PLC","","","","","","","",""
"SINHAPUTHRA FINANCE PLC","SFL.P0000","15.30","38.50","14.90","22.10","5,596.00","13,109,233.00","328,765,596.50"
"ORIENT FINANCE PLC","","","","","","","",""
"THE KINGSBURY PLC","SERV.N0000","9.60","12.00","6.50","8.50","7,862.00","31,068,788.00","312,874,261.70"
"WASKADUWA BEACH RESORT PLC","","","","","","","",""
"REGNIS (LANKA) PLC","REG.N0000","66.70","90.00","35.00","42.10","3,623.00","4,541,024.00","303,630,926.90"
"CHEMANEX PLC","","","","","","","",""
"MARAWILA  RESORTS  PLC","MARA.N0000","4.00","4.70","1.30","2.10","11,615.00","101,121,541.00","301,848,238.40"
"NATIONS TRUST BANK PLC","","","","","","","",""
"PANASIAN POWER PLC","PAP.N0000","5.50","6.10","3.00","3.40","13,881.00","62,300,057.00","287,470,767.80"
"VIDULLANKA PLC","","","","","","","",""
"HATTON PLANTATIONS PLC","HPL.N0000","13.00","43.20","7.90","24.20","11,402.00","10,625,513.00","279,775,951.60"
"E - CHANNELLING PLC","","","","","","","",""
"UNION ASSURANCE PLC","UAL.N0000","293.50","405.00","17.30","27.90","6,353.00","5,650,712.00","268,957,401.60"
"CEYLINCO INSURANCE PLC","","","","","","","",""
"MILLENNIUM HOUSING DEVELOPERS PLC","MHDL.N0000","6.10","10.00","2.10","2.90","9,530.00","41,209,238.00","266,291,923.60"
"UNITED MOTORS LANKA PLC","","","","","","","",""
"SOFTLOGIC FINANCE PLC","CRL.N0000","13.00","32.00","5.80","11.30","10,074.00","13,343,034.00","254,076,928.00"
"CEYLON TEA BROKERS PLC","","","","","","","",""
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.X0000","91.00","135.00","52.00","53.40","6,264.00","2,682,565.00","245,840,655.40"
"HNB FINANCE PLC","","","","","","","",""
"BUKIT DARAH PLC","BUKI.N0000","400.00","455.00","272.00","291.75","2,393.00","652,667.00","229,277,834.75"
"RAIGAM WAYAMBA SALTERNS PLC","","","","","","","",""
"LAXAPANA BATTERIES PLC","LITE.N0000","17.50","21.30","12.60","14.30","7,048.00","12,231,026.00","216,095,959.80"
"UNISYST ENGINEERING PLC","","","","","","","",""
"COLOMBO DOCKYARD PLC","DOCK.N0000","79.40","91.00","55.00","59.00","3,403.00","2,988,372.00","210,160,295.10"
"DOLPHIN HOTELS PLC","","","","","","","",""
"UDAPUSSELLAWA  PLANTATIONS PLC","UDPL.N0000","64.00","170.00","30.10","99.00","7,210.00","2,144,054.00","203,342,776.05"
"CEYLON INVESTMENT PLC","","","","","","","",""
"CEYLON GUARDIAN INVESTMENT TRUST PLC","GUAR.N0000","104.00","117.50","50.00","62.80","2,068.00","2,313,226.00","189,330,624.15"
"ACME PRINTING & PACKAGING PLC","","","","","","","",""
"TESS AGRO PLC","TESS.X0000","1.20","2.00","0.60","0.80","6,183.00","124,269,115.00","181,607,159.30"
"AGSTAR PLC","","","","","","","",""
"MYLAND DEVELOPMENTS PLC","MDL.N0000","27.00","29.00","7.80","9.40","6,096.00","9,393,517.00","180,195,768.40"
"SARVODAYA DEVELOPMENT FINANCE PLC","","","","","","","",""
"ASSOCIATED MOTOR FINANCE COMPANY PLC","AMF.N0000","13.60","15.80","6.20","8.10","6,687.00","15,777,793.00","169,461,532.30"
"SINGER FINANCE LANKA PLC","","","","","","","",""
"SEYLAN DEVELOPMENTS PLC","CSD.N0000","18.10","22.50","10.90","11.80","5,949.00","9,462,649.00","166,474,481.80"
"ASIA CAPITAL PLC","","","","","","","",""
"MADULSIMA  PLANTATIONS  PLC","MADU.N0000","12.40","19.90","6.50","11.30","7,177.00","10,307,998.00","163,957,806.20"
"CITRUS LEISURE PLC","","","","","","","",""
"ASIAN HOTELS AND PROPERTIES PLC","AHPL.N0000","44.90","49.40","27.00","37.40","2,292.00","3,925,376.00","156,978,635.70"
"MULLER & PHIPPS (CEYLON) PLC","","","","","","","",""
"HOTEL SIGIRIYA PLC","HSIG.N0000","85.00","110.50","28.10","30.90","6,213.00","2,965,011.00","146,666,333.20"
"SERENDIB LAND PLC","","","","","","","",""
"SINGHE HOSPITALS PLC","SINH.N0000","3.10","3.50","1.70","2.80","5,045.00","46,371,507.00","140,498,591.40"
"TEA SMALLHOLDER FACTORIES PLC","","","","","","","",""
"ASIRI SURGICAL HOSPITAL PLC","AMSL.N0000","17.50","25.50","11.80","13.00","5,649.00","7,545,502.00","139,624,616.80"
"RENUKA CITY HOTELS PLC.","","","","","","","",""
"COLOMBO LAND AND DEVELOPMENT COMPANY PLC","CLND.N0000","33.10","37.00","15.00","15.70","3,814.00","6,067,637.00","136,376,547.90"
"VIDULLANKA PLC","","","","","","","",""
"PALM GARDEN HOTELS PLC","PALM.N0000","126.75","133.00","27.10","55.30","4,900.00","1,955,730.00","131,780,383.15"
"MALWATTE VALLEY PLANTATION PLC","","","","","","","",""
"E B CREASY & COMPANY PLC","EBCR.N0000","28.00","32.00","12.60","20.60","5,991.00","5,045,774.00","119,289,618.90"
"BERUWALA RESORTS PLC","","","","","","","",""
"HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL","HDFC.N0000","30.50","42.50","22.00","27.80","2,746.00","3,442,540.00","107,000,019.90"
"EAST WEST PROPERTIES PLC","","","","","","","",""
"HAPUGASTENNE PLANTATIONS PLC","HAPU.N0000","45.00","76.50","16.80","50.70","4,742.00","2,036,302.00","103,025,557.50"
"C M HOLDINGS PLC","","","","","","","",""
"DILMAH CEYLON TEA COMPANY PLC","CTEA.N0000","750.00","1,800.00","680.00","1,122.25","2,187.00","90,367.00","102,215,277.75"
"PMF FINANCE PLC","","","","","","","",""
"ASIA ASSET FINANCE PLC","AAF.N0000","8.40","11.00","5.00","7.70","4,929.00","12,392,621.00","100,383,832.80"
"EXTERMINATORS PLC","","","","","","","",""
"RENUKA HOLDINGS PLC","RHL.X0000","13.70","17.70","7.70","12.80","2,598.00","6,591,661.00","92,230,334.30"
"ARPICO INSURANCE PLC","","","","","","","",""
"CARSON CUMBERBATCH PLC","CARS.N0000","296.00","329.50","225.00","269.75","1,266.00","287,238.00","83,939,394.75"
"RENUKA FOODS PLC","","","","","","","",""
"BROWNS BEACH HOTELS PLC","BBH.N0000","12.50","17.80","7.10","12.70","4,042.00","6,029,725.00","79,656,928.10"
"CEYLON HOSPITALS PLC","","","","","","","",""
"HIKKADUWA BEACH RESORT PLC","CITH.N0000","6.90","7.80","3.60","5.00","3,792.00","12,300,879.00","78,118,281.10"
"SERENDIB HOTELS PLC","","","","","","","",""
"THE FORTRESS RESORTS PLC","RHTL.N0000","13.50","21.40","9.50","15.90","2,232.00","4,435,545.00","71,245,755.20"
"LEE HEDGES PLC","","","","","","","",""
"HVA FOODS PLC","HVA.N0000","6.70","7.40","2.80","3.70","7,966.00","13,492,944.00","68,264,630.70"
"KEELLS FOOD PRODUCTS PLC","","","","","","","",""
"MERCANTILE SHIPPING COMPANY PLC","MSL.N0000","104.25","793.75","103.25","226.25","4,053.00","153,629.00","63,900,662.25"
"SERENDIB HOTELS PLC","","","","","","","",""
"LAUGFS GAS PLC","LGL.N0000","25.50","26.50","13.10","15.60","3,844.00","2,826,634.00","60,972,989.70"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","","","","","","","",""
"CEYLON BEVERAGE HOLDINGS PLC","BREW.N0000","820.00","1,000.00","531.00","900.00","304.00","68,070.00","53,868,855.25"
"CONVENIENCE FOODS LANKA PLC","","","","","","","",""
"GESTETNER OF CEYLON PLC","GEST.N0000","79.90","99.80","42.20","70.00","2,420.00","674,491.00","50,813,160.40"
"COLOMBO CITY HOLDINGS PLC","","","","","","","",""
"SIGIRIYA VILLAGE HOTELS PLC","SIGV.N0000","45.00","75.00","32.00","63.40","1,752.00","879,122.00","50,766,332.60"
"LAUGFS POWER PLC","","","","","","","",""
"MACKWOODS ENERGY PLC","MEL.N0000","3.00","3.10","1.50","2.50","3,599.00","20,590,329.00","50,086,408.10"
"PRIME FINANCE PLC","","","","","","","",""
"AGSTAR PLC","AGST.X0000","6.20","6.20","4.00","5.00","35.00","11,648,840.00","46,598,602.70"
"CHRISSWORLD PLC","","","","","","","",""
"ANILANA HOTELS AND PROPERTIES PLC","ALHP.N0000","1.30","1.80","0.80","0.90","2,441.00","32,223,688.00","45,894,939.00"
"ABANS ELECTRICALS PLC","","","","","","","",""
"LANKA VENTURES PLC","LVEN.N0000","55.00","64.00","28.50","32.60","948.00","856,613.00","43,834,588.90"
"HAYLEYS LEISURE PLC","","","","","","","",""
"SERENDIB ENGINEERING GROUP PLC","IDL.N0000","6.90","9.60","3.70","3.80","3,131.00","5,612,391.00","43,183,602.00"
"CEYLON HOSPITALS PLC","","","","","","","",""
"LAUGFS GAS PLC","LGL.X0000","18.30","18.30","9.00","10.10","3,043.00","3,289,334.00","42,162,579.90"
"THE  LIGHTHOUSE  HOTEL  PLC","","","","","","","",""
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.X0000","0.50","0.70","0.20","0.30","2,914.00","89,287,055.00","41,465,127.30"
"C T LAND DEVELOPMENT PLC","","","","","","","",""
"LOTUS HYDRO POWER PLC","HPFL.N0000","10.80","13.10","6.90","8.30","3,588.00","4,212,168.00","40,818,751.30"
"ODEL PLC","","","","","","","",""
"JOHN KEELLS PLC","JKL.N0000","69.00","85.00","55.10","65.10","1,500.00","527,609.00","37,806,740.10"
"MALWATTE VALLEY PLANTATION PLC","","","","","","","",""
"AMANA TAKAFUL LIFE PLC","ATLL.N0000","18.00","48.20","16.10","31.60","1,628.00","1,090,963.00","33,953,528.40"
"COMMERCIAL DEVELOPMENT COMPANY PLC","","","","","","","",""
"COLOMBO FORT INVESTMENTS PLC","CFI.N0000","83.60","140.00","37.50","68.00","2,143.00","363,362.00","32,267,922.10"
"HUNTER & COMPANY PLC","","","","","","","",""
"CARGO BOAT DEVELOPMENT COMPANY PLC","CABO.N0000","67.90","79.80","40.00","45.40","1,586.00","556,071.00","31,301,589.80"
"BIMPUTH FINANCE PLC","","","","","","","",""
"LAUGFS POWER PLC","LPL.N0000","10.50","13.10","7.50","9.00","1,972.00","2,637,290.00","28,201,951.60"
"ABANS FINANCE PLC","","","","","","","",""
"LAKE HOUSE PRINTERS & PUBLISHERS PLC","LPRT.N0000","157.75","529.50","120.00","184.00","1,558.00","87,571.00","26,606,284.50"
"AMANA TAKAFUL PLC","","","","","","","",""
"THE NUWARA ELIYA HOTELS COMPANY PLC","NEH.N0000","1,152.00","1,845.00","1,000.00","1,265.25","1,133.00","19,785.00","25,577,933.50"
"THE KANDY HOTELS COMPANY (1938) PLC","","","","","","","",""
"JETWING SYMPHONY PLC","JETS.N0000","12.70","16.50","9.10","10.40","2,242.00","1,781,725.00","24,225,799.40"
"TANGERINE BEACH HOTELS PLC","","","","","","","",""
"DIALOG FINANCE PLC","CALF.N0000","82.70","119.00","45.50","63.00","1,293.00","278,872.00","22,178,544.55"
"ON'ALLY HOLDINGS PLC","","","","","","","",""
"MAHAWELI COCONUT PLANTATIONS PLC","MCPL.N0000","50.10","60.00","30.00","33.50","1,404.00","483,352.00","20,915,216.30"
"HNB FINANCE PLC","","","","","","","",""
"BALANGODA PLANTATIONS PLC","BALA.R0000","3.10","5.10","0.90","1.20","2,425.00","8,814,992.00","17,578,508.40"
"PEGASUS HOTELS OF CEYLON PLC","","","","","","","",""
"HARISCHANDRA MILLS PLC","HARI.N0000","4,100.00","6,500.00","3,375.00","4,000.00","225.00","4,049.00","16,637,014.25"
"YORK ARCADE HOLDINGS PLC","","","","","","","",""
"TAL LANKA HOTELS PLC","TAJ.N0000","20.00","23.60","9.00","16.40","2,130.00","854,242.00","14,771,661.90"
"LANKA CERAMIC PLC","","","","","","","",""
"RADIANT GEMS INTERNATIONAL PLC","RGEM.N0000","22.00","37.50","15.70","22.90","1,862.00","546,533.00","14,122,871.70"
"TRANS ASIA HOTELS PLC","","","","","","","",""
"JETWING SYMPHONY PLC","JETS.R0000","2.00","8.00","0.90","1.30","826.00","9,282,459.00","13,200,097.40"
"BANSEI ROYAL RESORTS HIKKADUWA PLC","","","","","","","",""
"HOTEL SIGIRIYA PLC","HSIG.R0000","5.00","20.00","4.10","8.70","672.00","1,735,580.00","12,831,069.10"
"UNION CHEMICALS LANKA PLC","","","","","","","",""
"PROPERTY DEVELOPMENT PLC","PDL.N0000","148.50","148.50","129.00","132.50","256.00","90,583.00","12,528,384.75"
"MAHAWELI REACH HOTELS PLC","","","","","","","",""
"ROYAL PALMS BEACH HOTELS PLC","RPBH.N0000","27.20","32.50","16.00","22.50","1,264.00","479,504.00","12,431,443.10"
"LANKA ASHOK LEYLAND PLC","","","","","","","",""
"SINGER INDUSTRIES (CEYLON) PLC","SINI.N0000","46.00","54.90","26.70","35.90","1,185.00","294,882.00","11,847,513.40"
"SAMSON INTERNATIONAL PLC","","","","","","","",""
"EQUITY TWO PLC","ETWO.N0000","50.20","74.00","30.00","38.40","1,204.00","188,764.00","10,083,998.50"
"DOLPHIN HOTELS PLC","","","","","","","",""
