"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"JOHN KEELLS HOLDINGS PLC","JKH.N0000","148.70","167.00","126.00","159.70","26,737.00","316,648,465.00","47,144,745,548.10"
"L O L C HOLDINGS PLC","LOLC.N0000","117.90","138.00","82.40","89.90","3,486.00","152,563,518.00","13,993,040,101.30"
"SAMPATH BANK PLC","SAMP.N0000","319.50","335.50","218.00","235.00","29,665.00","48,444,177.00","13,621,111,648.10"
"HATTON NATIONAL BANK PLC","HNB.N0000","250.00","257.50","200.00","214.00","4,452.00","52,679,744.00","12,338,573,891.30"
"COMMERCIAL BANK OF CEYLON PLC","COMB.N0000","136.40","142.50","107.50","115.00","13,414.00","95,286,086.00","12,082,609,290.80"
"ODEL PLC","ODEL.N0000","21.80","32.50","21.20","25.50","1,447.00","267,469,678.00","6,716,879,933.60"
"MELSTACORP PLC","MELS.N0000","59.00","71.50","0.00","50.30","2,921.00","104,423,236.00","5,833,666,180.80"
"HEMAS HOLDINGS PLC","HHL.N0000","126.00","127.00","83.50","88.80","2,516.00","30,964,757.00","3,447,214,505.10"
"NATIONAL DEVELOPMENT BANK PLC","NDB.N0000","137.00","141.40","98.00","106.80","10,476.00","31,703,247.00","3,447,054,310.00"
"JANASHAKTHI INSURANCE PLC","JINS.N0000","15.90","33.50","15.70","30.00","23,313.00","127,775,421.00","3,311,998,768.30"
"SOFTLOGIC HOLDINGS PLC","SHL.N0000","12.80","26.20","12.30","21.50","15,667.00","164,772,776.00","3,209,082,334.20"
"LION BREWERY (CEYLON) PLC","LION.N0000","541.00","679.00","0.00","570.00","1,277.00","5,006,595.00","2,830,371,596.70"
"DIALOG AXIATA PLC","DIAL.N0000","12.80","14.80","9.90","10.10","10,428.00","217,627,328.00","2,802,621,486.90"
"CHEVRON LUBRICANTS  LANKA  PLC","LLUB.N0000","119.90","122.00","64.80","72.80","20,307.00","33,659,282.00","2,665,319,568.00"
"SOFTLOGIC LIFE INSURANCE PLC","AAIC.N0000","20.70","45.10","20.50","44.80","7,131.00","85,822,395.00","2,613,287,421.10"
"NATIONS TRUST BANK PLC","NTB.N0000","79.00","93.00","77.00","89.20","3,199.00","27,524,845.00","2,255,622,470.00"
"TEEJAY LANKA PLC","TJL.N0000","34.10","36.60","27.60","32.50","8,652.00","71,077,840.00","2,240,089,465.40"
"ACCESS ENGINEERING PLC","AEL.N0000","23.30","24.00","13.50","14.10","22,557.00","105,114,020.00","1,881,053,923.20"
"BUKIT DARAH PLC","BUKI.N0000","220.00","274.90","199.00","205.10","600.00","8,944,669.00","1,788,804,810.40"
"SINGER (SRI LANKA) PLC","SINS.N0000","43.50","45.00","28.00","30.00","1,952.00","36,710,387.00","1,713,659,252.80"
"JANASHAKTHI PLC","CSEC","25.90","45.00","17.00","38.00","4,702.00","43,915,631.00","1,568,182,219.90"
"AITKEN SPENCE PLC","SPEN.N0000","55.00","56.50","42.50","47.80","5,359.00","30,633,627.00","1,547,242,719.50"
"UNION ASSURANCE PLC","UAL.N0000","138.00","364.00","134.00","347.30","4,522.00","7,854,353.00","1,514,723,584.10"
"CARGILLS (CEYLON) PLC","CARG.N0000","200.00","210.00","180.00","200.00","1,524.00","6,912,923.00","1,382,744,633.50"
"TOKYO CEMENT COMPANY (LANKA) PLC","TKYO.N0000","66.50","69.90","22.00","25.20","10,173.00","35,005,506.00","1,284,505,834.50"
"CENTRAL FINANCE COMPANY PLC","CFIN.N0000","93.00","110.00","87.00","88.70","2,718.00","12,634,799.00","1,270,998,083.30"
"SANASA DEVELOPMENT BANK PLC","SDB.N0000","101.50","112.90","70.00","75.00","4,392.00","11,169,042.00","1,199,968,908.60"
"COMMERCIAL BANK OF CEYLON PLC","COMB.X0000","105.00","110.00","88.00","95.00","4,558.00","10,637,271.00","1,093,155,459.70"
"HATTON NATIONAL BANK PLC","HNB.X0000","195.00","200.00","150.00","168.50","2,923.00","5,037,696.00","915,208,219.20"
"CARSON CUMBERBATCH PLC","CARS.N0000","176.00","240.00","156.00","170.20","725.00","5,434,853.00","870,917,047.80"
"EAST WEST PROPERTIES PLC","EAST.N0000","10.50","24.90","9.50","13.00","17,840.00","46,167,440.00","867,581,076.50"
"R I L PROPERTY PLC","RIL.N0000","7.30","7.90","6.60","6.90","1,871.00","105,684,790.00","826,342,972.60"
"DISTILLERIES COMPANY OF SRI LANKA PLC","DIST.N0000","26.00","35.00","15.80","16.10","7,643.00","40,228,606.00","819,514,588.30"
"LANKA IOC PLC","LIOC.N0000","28.40","37.00","24.00","24.60","10,435.00","24,990,498.00","791,650,488.20"
"HNB ASSURANCE PLC","HASU.N0000","73.00","135.00","72.60","132.00","6,026.00","8,076,234.00","786,616,770.90"
"RICHARD PIERIS AND COMPANY PLC","RICH.N0000","13.00","13.80","9.90","10.50","6,412.00","62,778,737.00","748,577,054.60"
"TOKYO CEMENT COMPANY (LANKA) PLC","TKYO.X0000","58.80","62.00","20.00","23.00","6,266.00","21,183,816.00","715,252,456.60"
"SEYLAN BANK PLC","SEYB.X0000","56.50","59.00","37.00","44.50","5,768.00","12,667,756.00","610,280,360.30"
"AMANA TAKAFUL PLC","ATL.N0000","0.80","9.40","0.60","6.80","3,231.00","379,766,298.00","562,841,925.30"
"SEYLAN BANK PLC","SEYB.N0000","87.10","94.80","64.10","78.00","2,178.00","6,937,109.00","528,540,863.60"
"ORIENT FINANCE PLC","BFN.N0000","16.30","21.70","10.50","15.50","14,575.00","29,766,456.00","511,023,320.40"
"BROWNS CAPITAL PLC","FLCH.N0000","3.20","4.80","2.90","3.50","10,394.00","127,173,846.00","507,542,030.60"
"PEOPLE'S LEASING & FINANCE PLC","PLC.N0000","16.90","17.30","13.90","16.30","7,672.00","31,582,243.00","500,144,125.80"
"CEYLON TEA BROKERS PLC","CTBL.N0000","4.50","4.60","2.70","2.80","5,832.00","118,059,486.00","489,077,367.80"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.N0000","64.90","94.00","63.30","83.00","2,708.00","6,469,973.00","482,413,895.20"
"CEYLON GRAIN ELEVATORS PLC","GRAN.N0000","66.20","76.00","54.50","59.50","5,779.00","7,039,013.00","473,697,973.90"
"UNION BANK OF COLOMBO PLC","UBC.N0000","13.50","15.80","10.70","11.00","10,048.00","33,088,913.00","427,950,210.70"
"LANKEM DEVELOPMENTS PLC","LDEV.N0000","7.20","8.80","3.90","4.10","15,879.00","60,550,448.00","411,426,967.20"
"VALLIBEL ONE PLC","VONE.N0000","17.70","25.00","15.90","17.00","9,668.00","19,109,113.00","403,913,645.20"
"RESUS ENERGY PLC","HPWR.N0000","19.80","25.00","18.20","21.10","1,219.00","15,686,059.00","392,854,120.20"
"VIDULLANKA PLC","VLL.N0000","5.10","5.40","4.10","4.60","1,338.00","84,574,870.00","388,842,114.40"
"SOFTLOGIC FINANCE PLC","CRL.N0000","37.90","40.00","22.90","26.60","1,251.00","10,390,460.00","383,040,921.70"
"EXPOLANKA HOLDINGS PLC","EXPO.N0000","5.30","5.60","3.80","4.00","7,623.00","87,223,301.00","366,136,390.50"
"DFCC BANK PLC","DFCC.N0000","121.00","124.70","87.00","93.00","5,191.00","3,409,681.00","365,309,227.80"
"LAUGFS GAS PLC","LGL.N0000","24.00","39.80","14.60","18.70","8,757.00","13,072,393.00","350,318,645.30"
"ACL CABLES PLC","ACL.N0000","42.10","44.70","36.00","37.00","2,286.00","8,355,678.00","345,617,251.10"
"SOFTLOGIC CAPITAL PLC","SCAP.N0000","4.40","6.40","4.30","6.30","8,030.00","59,383,232.00","341,605,441.20"
"BROWNS INVESTMENTS PLC","BIL.N0000","2.70","3.40","1.80","1.90","7,849.00","121,316,127.00","336,735,912.60"
"FIRST CAPITAL HOLDINGS PLC","CFVF.N0000","33.20","37.40","24.50","28.80","7,472.00","10,672,191.00","335,047,673.70"
"LB FINANCE PLC","LFIN.N0000","123.00","132.00","110.00","123.00","2,185.00","2,669,177.00","319,372,134.30"
"AMANA BANK PLC","ABL.N0000","3.70","3.70","3.00","3.10","1,887.00","89,491,665.00","305,402,866.30"
"PANASIAN POWER PLC","PAP.N0000","2.70","3.50","2.60","3.00","4,112.00","102,856,685.00","304,679,102.00"
"MILLENNIUM HOUSING DEVELOPERS PLC","MHDL.N0000","11.70","13.00","7.20","8.60","1,453.00","27,375,188.00","298,146,363.60"
"SERENDIB ENGINEERING GROUP PLC","IDL.N0000","6.00","10.00","5.10","6.60","5,517.00","35,649,652.00","291,598,737.80"
"LANKA MILK FOODS (CWE) PLC","LMF.N0000","157.00","195.00","129.90","130.00","643.00","1,776,357.00","286,208,137.20"
"LANKA WALLTILE PLC","LWL.N0000","99.70","109.90","70.20","71.00","2,387.00","2,820,526.00","285,067,523.30"
"C T HOLDINGS PLC","CTHR.N0000","181.10","195.00","145.00","170.50","477.00","1,571,951.00","281,712,059.00"
"ROYAL CERAMICS LANKA PLC","RCL.N0000","114.50","122.00","72.30","74.60","3,386.00","2,722,096.00","279,215,928.10"
"JETWING SYMPHONY PLC","JETS.N0000","16.00","16.00","0.00","12.00","709.00","23,311,700.00","271,473,186.40"
"AMBEON HOLDINGS PLC","GREG.N0000","12.20","12.90","8.60","11.10","7,889.00","24,746,779.00","271,442,635.10"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","138.00","149.00","121.00","134.00","863.00","2,077,436.00","264,722,134.50"
"HAYLEYS PLC","HAYL.N0000","240.00","240.00","175.00","187.00","3,125.00","1,225,262.00","258,227,389.70"
"PGP GLASS CEYLON PLC","GLAS.N0000","5.80","6.20","3.60","3.80","4,009.00","50,919,585.00","244,007,972.70"
"VALLIBEL POWER ERATHNA PLC","VPEL.N0000","7.60","7.80","6.30","6.40","4,913.00","33,340,346.00","241,079,836.40"
"HATTON PLANTATIONS PLC","HPL.N0000","7.90","10.70","6.50","6.90","3,710.00","31,610,001.00","240,662,799.50"
"SUNSHINE HOLDINGS PLC","SUN.N0000","56.90","60.00","45.10","53.80","653.00","4,128,790.00","236,054,666.90"
"SWARNAMAHAL FINANCIAL SERVICES PLC","SFS.N0000","0.80","2.80","0.60","1.70","8,742.00","106,953,864.00","228,865,763.30"
"HAYLEYS FABRIC PLC","MGT.N0000","13.60","14.90","8.40","9.10","7,468.00","21,872,807.00","228,251,137.70"
"VALLIBEL FINANCE PLC","VFIN.N0000","71.90","75.90","60.00","68.70","4,906.00","3,244,492.00","222,038,729.30"
"ALUMEX PLC","ALUM.N0000","18.40","19.00","12.70","13.50","4,269.00","12,882,199.00","214,224,001.80"
"MTD WALKERS PLC","KAPI.N0000","23.50","25.50","6.90","11.00","15,189.00","15,880,646.00","211,054,867.40"
"PEOPLE'S INSURANCE PLC","PINS.N0000","23.00","24.00","18.70","19.10","2,993.00","9,178,629.00","205,576,270.10"
"CEYLON GUARDIAN INVESTMENT TRUST PLC","GUAR.N0000","85.10","99.80","65.00","66.10","1,644.00","2,735,004.00","200,796,697.40"
"RENUKA AGRI FOODS PLC","RAL.N0000","2.60","2.60","1.80","2.10","3,822.00","95,157,987.00","200,652,638.30"
"ASIAN HOTELS AND PROPERTIES PLC","AHPL.N0000","52.80","57.00","34.80","42.90","1,798.00","5,381,472.00","199,538,216.50"
"UNITED MOTORS LANKA PLC","UML.N0000","78.00","87.40","70.10","78.00","1,422.00","2,331,421.00","192,293,023.20"
"LOLC FINANCE PLC","LOFC.N0000","3.80","4.20","3.00","3.40","4,776.00","51,166,609.00","191,779,922.90"
"LAUGFS GAS PLC","LGL.X0000","21.00","31.00","12.10","15.40","8,430.00","8,062,649.00","185,981,904.60"
"BIMPUTH FINANCE PLC","BLI.N0000","49.00","49.00","26.50","29.70","1,273.00","4,993,319.00","183,106,021.70"
"COMMERCIAL CREDIT AND FINANCE PLC","COCR.N0000","43.00","45.10","0.00","28.50","1,871.00","4,318,837.00","179,316,930.60"
"ON'ALLY HOLDINGS PLC","ONAL.N0000","118.80","0.00","100.10","1,142.00","3,378,462.00","175,757,773.60",""
"THE KINGSBURY PLC","SERV.N0000","13.50","19.60","12.90","15.20","2,438.00","10,846,760.00","174,762,796.00"
"KELANI TYRES PLC","TYRE.N0000","44.40","49.50","33.00","35.90","2,218.00","3,762,775.00","165,363,879.30"
"BAIRAHA FARMS PLC","BFL.N0000","147.00","152.00","115.00","124.70","2,633.00","1,252,377.00","162,275,094.70"
"SINGER FINANCE LANKA PLC","SFIN.N0000","15.00","17.00","12.50","13.90","3,715.00","10,657,324.00","159,114,335.80"
"CEYLON HOSPITALS PLC","CHL.X0000","68.10","76.00","54.20","69.00","282.00","2,172,717.00","150,622,658.00"
"AITKEN SPENCE HOTEL HOLDINGS PLC","AHUN.N0000","29.40","35.00","24.00","27.00","2,247.00","4,914,530.00","144,763,743.20"
"WATAWALA  PLANTATIONS  PLC","WATA.N0000","27.40","31.70","19.00","19.10","1,858.00","5,021,179.00","144,639,643.20"
"ASIRI HOSPITAL HOLDINGS PLC","ASIR.N0000","24.30","27.60","21.50","23.00","1,938.00","5,824,483.00","143,232,218.10"
"THREE ACRE FARMS PLC","TAFL.N0000","113.20","120.00","0.00","101.40","2,172.00","1,293,068.00","138,330,383.80"
"CEYLON INVESTMENT PLC","CINV.N0000","46.00","49.00","33.00","39.00","2,651.00","3,375,180.00","130,780,396.80"
"PAN ASIA BANKING CORPORATION PLC","PABC.N0000","16.00","17.60","13.00","14.80","3,189.00","8,436,825.00","129,069,044.50"
"RENUKA HOLDINGS PLC","RHL.N0000","23.00","24.90","14.00","16.60","906.00","6,053,244.00","122,901,928.20"
"SAMPATH BANK PLC","SAMP.R0000","40.10","52.00","38.20","49.60","1,167.00","2,642,903.00","116,699,674.70"
"ANILANA HOTELS AND PROPERTIES PLC","ALHP.N0000","1.20","1.60","0.90","1.20","4,464.00","93,987,679.00","112,910,351.70"
"NATION LANKA FINANCE PLC","CSF.N0000","1.10","1.40","0.60","0.60","3,152.00","121,519,417.00","109,930,582.50"
"AMANA TAKAFUL LIFE PLC","ATLL.N0000","1.10","13.50","1.10","10.00","1,053.00","80,836,761.00","109,489,879.20"
"SWISSTEK (CEYLON) PLC","PARQ.N0000","65.00","68.70","36.00","41.00","1,479.00","2,192,285.00","108,801,711.60"
"SIERRA CABLES PLC","SIRA.N0000","2.70","2.70","1.80","2.10","5,408.00","49,235,629.00","108,017,630.50"
"RICHARD PIERIS EXPORTS PLC","REXP.N0000","177.00","228.00","160.00","214.90","2,593.00","568,396.00","106,221,051.20"
"KELANI CABLES PLC","KCAB.N0000","98.00","100.00","68.00","75.80","680.00","1,171,445.00","102,887,534.80"
"DIPPED PRODUCTS PLC","DIPD.N0000","85.00","100.00","66.20","85.00","1,073.00","1,221,911.00","102,046,148.50"
"OVERSEAS REALTY (CEYLON) PLC","OSEA.N0000","17.80","18.80","15.30","16.50","2,403.00","6,062,565.00","100,936,035.00"
"KAHAWATTE  PLANTATIONS  PLC","KAHA.N0000","40.00","44.00","30.40","39.90","393.00","2,637,134.00","100,165,192.40"
"LEE HEDGES PLC","SHAW.N0000","88.00","98.00","56.70","68.70","540.00","1,253,217.00","98,598,626.00"
"JOHN KEELLS HOTELS PLC","KHL.N0000","8.90","10.10","7.40","7.80","3,717.00","11,467,077.00","96,424,703.10"
"C I C HOLDINGS PLC","CIC.N0000","63.00","66.00","38.00","39.60","1,256.00","1,822,804.00","95,675,875.70"
"MERCHANT BANK OF SRI LANKA & FINANCE PLC","MBSL.N0000","13.10","14.70","7.40","9.60","5,380.00","9,279,081.00","95,557,987.30"
"MALWATTE VALLEY PLANTATION PLC","MAL.N0000","11.20","11.80","5.40","7.80","4,056.00","10,825,974.00","94,853,041.90"
"HVA FOODS PLC","HVA.N0000","6.20","7.50","4.10","4.40","6,011.00","15,152,155.00","93,914,436.80"
"BROWN & COMPANY PLC","BRWN.N0000","79.90","79.90","46.50","61.00","2,148.00","1,572,769.00","92,990,637.00"
