"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"PALM GARDEN HOTELS PLC","PALM.N0000","46.00","360.00","190.00","231.80","1,758.00","933,700.00","268,227,790.00"
"EASTERN MERCHANTS PLC","EMER.N0000","80.00","3,850.00","15.10","18.10","4,415.00","3,697,500.00","261,747,810.00"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W0013","0.00","27.00","8.20","17.80","7,628.00","16,294,800.00","260,571,730.00"
"E B CREASY & COMPANY PLC","EBCR.N0000","205.00","4,000.00","1,250.00","1,600.00","527.00","96,000.00","260,159,980.00"
"HOTEL DEVELOPERS (LANKA) PLC","HDEV.N0000","99.75","155.00","94.00","94.80","1,976.00","1,951,900.00","258,635,190.00"
"TRADE FINANCE & INVESTMENTS PLC","TFIL.N0000","0.00","29.40","17.10","20.50","5,171.00","11,695,200.00","254,932,220.00"
"BIMPUTH FINANCE PLC","BLI.N0000","0.00","120.00","25.00","48.00","4,465.00","4,885,800.00","252,816,370.00"
"MORISON PLC","MORI.N0000","515.00","4,500.00","210.00","285.00","646.00","77,400.00","249,827,060.00"
"SERENDIB ENGINEERING GROUP PLC","IDL.N0000","0.00","204.00","27.50","134.50","675.00","5,603,900.00","244,967,720.00"
"CONVENIENCE FOODS LANKA PLC","SOY.N0000","63.00","580.00","160.00","295.00","2,207.00","727,200.00","244,214,820.00"
"BROWNS BEACH HOTELS PLC","BBH.N0000","23.00","89.90","15.10","17.00","8,476.00","9,355,200.00","236,024,790.00"
"RENUKA FOODS PLC","COCO.X0000","0.00","70.00","0.00","40.10","3,207.00","3,900,470.00","232,475,570.00"
"INDUSTRIAL ASPHALTS (CEYLON) PLC","ASPH.N0000","150.00","819.00","230.00","500.30","2,709.00","401,400.00","230,155,120.00"
"ACL PLASTICS PLC","APLA.N0000","44.00","200.00","94.00","125.10","1,194.00","1,218,800.00","217,668,790.00"
"HNB ASSURANCE PLC","HASU.N0000","13.00","90.00","42.50","56.90","2,831.00","2,903,300.00","215,698,120.00"
"CARGO BOAT DEVELOPMENT COMPANY PLC","CABO.N0000","22.00","189.90","95.00","104.10","2,136.00","1,482,100.00","212,539,180.00"
"GESTETNER OF CEYLON PLC","GEST.N0000","24.00","520.00","92.20","274.30","3,700.00","651,900.00","206,780,910.00"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.X0000","0.00","69.00","46.00","56.10","1,524.00","3,764,300.00","204,503,740.00"
"PEOPLE'S LEASING & FINANCE PLC","PLC.N0000","0.00","18.30","14.80","16.00","3,727.00","11,969,400.00","201,225,010.00"
"AGALAWATTE  PLANTATIONS  PLC","AGAL.N0000","10.50","115.00","40.00","49.80","3,375.00","2,435,500.00","200,961,600.00"
"SOFTLOGIC CAPITAL PLC","SCAP.N0000","0.00","75.00","30.50","34.80","2,471.00","5,008,200.00","200,415,400.00"
"ARPICO FINANCE COMPANY PLC","ARPI.N0000","65.00","164.00","86.00","119.90","3,003.00","1,550,400.00","200,380,660.00"
"COLOMBO FORT INVESTMENTS PLC","CFI.N0000","13.50","710.00","206.00","265.00","1,268.00","495,300.00","193,496,470.00"
"KELANI VALLEY PLANTATIONS PLC","KVAL.N0000","30.00","205.50","80.00","90.00","1,585.00","1,148,300.00","190,264,670.00"
"LAKE HOUSE PRINTERS & PUBLISHERS PLC","LPRT.N0000","31.50","225.00","81.00","135.50","3,010.00","1,059,800.00","185,807,140.00"
"AMBEON HOLDINGS PLC","GREG.W0001","0.00","107.00","36.50","43.90","3,569.00","2,777,700.00","181,091,100.00"
"MASKELIYA PLANTATIONS PLC","MASK.N0000","19.75","33.90","16.00","20.00","3,112.00","5,942,100.00","178,771,010.00"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","32.25","175.00","101.00","124.50","1,628.00","1,224,200.00","178,421,610.00"
"SERENDIB HOTELS PLC","SHOT.X0000","18.50","140.00","14.00","19.40","3,346.00","6,467,700.00","176,966,300.00"
"PRINTCARE PLC","CARE.N0000","53.50","350.00","31.00","36.90","4,574.00","1,466,100.00","171,240,810.00"
"NDB CAPITAL HOLDINGS PLC","CDIC.N0000","55.00","777.70","135.00","278.00","2,160.00","410,200.00","169,178,550.00"
"ALLIANCE FINANCE COMPANY PLC","ALLI.N0000","110.00","1,600.00","700.00","792.50","962.00","153,000.00","165,201,810.00"
"JOHN KEELLS PLC","JKL.N0000","91.00","249.90","70.00","75.00","2,243.00","1,170,900.00","160,151,270.00"
"MORISON PLC","MORI.X0000","350.00","3,600.00","139.50","149.00","668.00","97,400.00","156,270,240.00"
"RIVERINA HOTELS PLC","BHR.N0000","22.50","165.00","0.00","105.00","1,519.00","1,184,300.00","151,215,830.00"
"PROPERTY DEVELOPMENT PLC","PDL.N0000","31.75","80.00","45.10","52.20","2,900.00","2,312,300.00","150,667,280.00"
"HAYLEYS FIBRE PLC","HEXP.N0000","40.00","64.90","30.10","36.00","3,310.00","2,832,800.00","149,658,320.00"
"ASIRI SURGICAL HOSPITAL PLC","AMSL.N0000","2.75","11.00","7.20","7.90","3,897.00","16,085,800.00","139,414,140.00"
"NATIONS TRUST BANK PLC","NTB.W0011","0.00","61.50","42.00","46.20","2,437.00","2,658,700.00","138,910,740.00"
"L O L C DEVELOPMENT FINANCE PLC","NIFL.N0000","0.00","30.00","10.30","12.30","5,682.00","7,479,300.00","137,998,680.00"
"COMMERCIAL DEVELOPMENT COMPANY PLC","COMD.N0000","50.00","185.00","52.00","110.10","3,071.00","1,122,900.00","135,254,720.00"
"SAMSON INTERNATIONAL PLC","SIL.N0000","36.00","187.00","90.00","140.00","2,240.00","964,000.00","134,784,520.00"
"SIGIRIYA VILLAGE HOTELS PLC","SIGV.N0000","41.00","130.30","81.00","95.00","1,040.00","1,225,900.00","133,158,110.00"
"HAYLEYS FABRIC PLC","MGT.N0000","45.00","42.20","26.00","28.50","2,566.00","3,709,400.00","132,361,750.00"
"EQUITY TWO PLC","ETWO.N0000","10.25","40.00","23.20","29.40","3,058.00","3,974,500.00","130,571,520.00"
"SATHOSA MOTORS PLC","SMOT.N0000","57.00","469.00","181.00","260.00","1,616.00","433,700.00","130,072,520.00"
"RENUKA CITY HOTELS PLC.","RENU.N0000","91.50","440.00","260.00","313.70","1,079.00","343,700.00","128,748,400.00"
"NAMAL ACUITY VALUE FUND","NAVF.U0000","0.00","110.00","58.00","67.30","2,714.00","1,538,500.00","128,155,500.00"
"MALWATTE VALLEY PLANTATION PLC","MAL.X0000","0.00","99.90","4.30","4.80","3,013.00","6,096,200.00","126,661,600.00"
"HUEJAY INTERNATIONAL INVESTMENTS PLC","HUEJ.N0000","49.00","293.00","51.00","160.50","3,319.00","675,100.00","123,633,650.00"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W0012","0.00","36.00","1.80","1.80","5,950.00","10,823,100.00","119,402,880.00"
"AIA INSURANCE LANKA PLC","CTCE.N0000","83.00","335.00","220.10","247.40","703.00","419,100.00","119,274,620.00"
"GOOD HOPE PLC","GOOD.N0000","180.00","1,750.00","455.10","1,182.00","542.00","108,700.00","119,153,460.00"
"CENTRAL INDUSTRIES PLC","CIND.N0000","80.00","117.90","76.80","84.30","1,697.00","1,161,900.00","114,789,710.00"
"THE KANDY HOTELS COMPANY (1938) PLC","KHC.N0000","75.00","300.00","181.20","266.30","1,760.00","419,700.00","109,339,540.00"
"PEGASUS HOTELS OF CEYLON PLC","PEG.N0000","16.75","85.00","50.10","59.80","2,033.00","1,303,900.00","94,539,460.00"
"EQUITY ONE PLC","EQIT.N0000","21.00","73.50","40.00","50.90","2,313.00","1,557,900.00","92,668,350.00"
"BERUWELA WALK INN PLC","BINN.N0000","52.00","350.30","100.00","145.10","2,304.00","434,700.00","91,760,590.00"
"CEYLON HOSPITALS PLC","CHL.N0000","33.50","115.00","80.00","85.00","699.00","837,300.00","84,355,850.00"
"METROPOLITAN RESOURCE HOLDINGS PLC","MPRH.N0000","0.00","42.80","0.00","23.70","2,058.00","2,457,000.00","83,164,570.00"
"TALAWAKELLE TEA ESTATES PLC","TPL.N0000","17.25","55.00","20.40","29.70","2,292.00","1,763,600.00","80,009,080.00"
"ABANS FINANCE PLC","AFSL.N0000","0.00","116.20","51.00","67.90","2,851.00","922,800.00","78,116,440.00"
"UNION CHEMICALS LANKA PLC","UCAR.N0000","100.00","1,300.00","301.00","807.50","655.00","84,600.00","74,587,210.00"
"THE AUTODROME PLC","AUTO.N0000","0.00","1,550.00","500.00","943.50","602.00","71,500.00","66,423,880.00"
"KELANI CABLES PLC","KCAB.N0000","68.00","117.00","78.00","80.30","783.00","656,200.00","65,719,780.00"
"COLOMBO INVESTMENT TRUST PLC","CIT.N0000","14.50","752.00","185.00","262.00","509.00","137,600.00","58,920,400.00"
"MERCANTILE SHIPPING COMPANY PLC","MSL.N0000","105.00","511.00","180.00","239.10","943.00","166,200.00","57,575,860.00"
"TANGERINE BEACH HOTELS PLC","TANG.N0000","36.00","112.90","60.00","81.00","449.00","603,100.00","57,177,440.00"
"ASIRI CENTRAL HOSPITALS  PLC","ASHA.N0000","23.75","385.00","151.00","199.90","1,228.00","224,100.00","55,282,330.00"
"CEYLON HOSPITALS PLC","CHL.X0000","19.50","94.00","58.00","63.00","572.00","642,900.00","50,243,660.00"
"SHAW WALLACE INVESTMENTS PLC","KZOO.N0000","0.00","7,990.00","1,200.00","2,800.00","184.00","20,900.00","49,571,890.00"
"THE  LIGHTHOUSE  HOTEL  PLC","LHL.N0000","64.00","72.00","0.00","53.50","1,042.00","814,800.00","45,400,780.00"
"ROYAL PALMS BEACH HOTELS PLC","RPBH.N0000","25.00","95.00","58.00","61.90","842.00","549,000.00","40,478,200.00"
"FINLAYS COLOMBO PLC","JFIN.N0000","162.00","400.00","180.50","260.00","542.00","147,400.00","39,397,120.00"
"CEYLON BEVERAGE HOLDINGS PLC","BREW.N0000","75.25","649.50","305.00","400.00","331.00","90,700.00","39,211,870.00"
"MIRAMAR BEACH HOTEL PLC","MIRA.N0000","44.00","565.00","72.00","200.00","828.00","102,000.00","37,610,430.00"
"HUNAS HOLDINGS PLC","HUNA.N0000","23.00","105.00","68.00","73.00","721.00","408,700.00","35,001,600.00"
"HAPUGASTENNE PLANTATIONS PLC","HAPU.N0000","13.00","89.90","39.00","39.40","953.00","455,500.00","34,762,980.00"
"TEA SMALLHOLDER FACTORIES PLC","TSML.N0000","50.00","240.00","54.90","74.00","694.00","208,600.00","33,499,930.00"
"KURUWITA TEXTILE MILLS PLC","KURU.N0000","39.75","36.80","20.80","23.90","1,340.00","1,044,000.00","31,892,170.00"
"UDAPUSSELLAWA  PLANTATIONS PLC","UDPL.N0000","10.75","62.50","27.00","32.00","972.00","573,800.00","29,365,930.00"
"PARAGON CEYLON PLC","PARA.N0000","100.00","2,800.00","450.00","1,899.00","89.00","9,100.00","17,303,090.00"
"HARISCHANDRA MILLS PLC","HARI.N0000","400.00","2,999.00","1,000.00","2,990.00","45.00","4,700.00","10,619,540.00"
"SERENDIB LAND PLC","SLND.N0000","325.00","3,000.00","600.00","2,230.00","38.00","4,200.00","7,934,010.00"
"ASSOCIATED MOTOR FINANCE COMPANY PLC","AMF.N0000","0.00","821.00","200.00","300.50","120.00","15,100.00","7,903,270.00"
"OFFICE EQUIPMENT PLC","OFEQ.N0000","60.00","120.40","120.40","120.40","1.00","100.00","12,040.00"
