"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"CARSON CUMBERBATCH PLC","CARS.N0000","2,200.00","548.80","400.00","438.60","2,546.00","2,753,894.00","1,268,765,034.90"
"L O L C HOLDINGS PLC","LOLC.N0000","100.00","83.40","26.50","53.80","10,701.00","24,490,427.00","1,235,010,432.10"
"SATHOSA MOTORS PLC","SMOT.N0000","57.00","300.00","150.00","222.30","616.00","4,889,742.00","1,148,020,305.10"
"LANKA REALTY INVESTMENTS PLC","ASCO.N0000","36.00","225.00","0.00","184.80","2,970.00","5,927,856.00","1,140,717,443.90"
"BROWNS BEACH HOTELS PLC","BBH.N0000","23.00","32.00","11.80","18.20","9,129.00","69,263,740.00","1,088,737,446.50"
"AIA INSURANCE LANKA PLC","CTCE.N0000","83.00","448.90","141.10","329.80","5,522.00","3,703,103.00","1,061,285,435.00"
"NATIONS TRUST BANK PLC","NTB.N0000","23.75","64.60","43.50","56.00","8,931.00","17,880,112.00","1,022,636,450.30"
"AMBEON HOLDINGS PLC","GREG.W6","0.00","5.80","3.80","4.10","2,218.00","219,127,807.00","1,014,844,545.90"
"TOUCHWOOD INVESTMENTS PLC","TWOD.N0000","77.00","22.40","8.60","9.00","27,336.00","58,449,665.00","1,014,428,656.40"
"ASIRI SURGICAL HOSPITAL PLC","AMSL.N0000","2.75","9.50","6.10","9.30","2,622.00","115,713,257.00","998,148,098.10"
"ACCESS ENGINEERING PLC","AEL.N0000","0.00","29.30","13.50","18.00","11,722.00","50,431,064.00","993,140,860.00"
"THE LANKA HOSPITALS CORPORATION PLC","LHCL.N0000","18.75","57.00","22.00","39.20","19,271.00","24,348,049.00","986,627,677.40"
"BROWNS CAPITAL PLC","FLCH.N0000","0.00","3.40","1.30","2.40","27,990.00","397,897,799.00","980,321,879.90"
"SEYLAN BANK PLC","SEYB.N0000","38.00","72.00","49.00","56.00","3,926.00","15,273,142.00","968,665,337.80"
"DFCC BANK PLC","DFCC.N0000","220.00","128.10","98.00","112.90","4,872.00","8,560,602.00","964,260,168.10"
"ROYAL CERAMICS LANKA PLC","RCL.N0000","3.00","144.00","82.90","99.00","3,869.00","8,942,209.00","946,802,700.10"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.X0000","1.50","4.40","1.50","1.90","28,664.00","370,312,120.00","934,366,653.40"
"AMBEON HOLDINGS PLC","GREG.W3","0.00","5.30","3.40","3.90","1,920.00","216,983,765.00","928,676,973.10"
"PGP GLASS CEYLON PLC","GLAS.N0000","2.25","8.10","4.80","6.00","14,532.00","150,220,388.00","910,608,464.00"
"EXPOLANKA HOLDINGS PLC","EXPO.N0000","0.00","8.90","5.50","7.00","13,120.00","126,710,513.00","887,188,761.40"
"KALPITIYA BEACH RESORT PLC","CITK.N0000","0.00","24.00","4.80","6.80","17,628.00","99,411,811.00","882,801,270.70"
"REGNIS (LANKA) PLC","REG.N0000","58.00","382.00","57.00","60.00","11,189.00","6,893,528.00","873,823,125.30"
"PEOPLE'S LEASING & FINANCE PLC","PLC.N0000","0.00","16.10","10.30","13.20","15,182.00","69,232,773.00","873,101,646.00"
"THE COLOMBO FORT LAND AND BUILDING PLC","CFLB.N0000","13.00","51.40","21.90","34.60","12,405.00","24,801,490.00","872,490,309.80"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.N0000","4.00","10.00","3.50","4.10","20,606.00","143,694,118.00","837,154,431.60"
"AITKEN SPENCE HOTEL HOLDINGS PLC","AHUN.N0000","65.00","81.00","60.00","73.10","3,165.00","11,776,876.00","822,641,543.20"
"E - CHANNELLING PLC","ECL.N0000","10.50","9.10","3.70","5.80","16,769.00","141,387,848.00","796,721,739.70"
"PANASIAN POWER PLC","PAP.N0000","0.00","4.50","1.90","2.50","21,618.00","282,119,397.00","785,837,252.60"
"CEYLINCO INSURANCE PLC","CINS.N0000","75.00","1,250.00","505.70","855.90","1,186.00","939,380.00","744,458,902.90"
"SOFTLOGIC HOLDINGS PLC","SHL.N0000","0.00","18.50","9.00","10.90","12,822.00","61,262,162.00","734,385,132.70"
"TOKYO CEMENT COMPANY (LANKA) PLC","TKYO.X0000","12.25","31.00","18.20","19.30","6,408.00","31,981,865.00","719,760,479.00"
"TEEJAY LANKA PLC","TJL.N0000","0.00","10.50","7.00","8.90","13,419.00","79,005,759.00","702,381,796.20"
"LAUGFS GAS PLC","LGL.X0000","0.00","24.00","10.50","18.30","24,596.00","40,818,918.00","698,715,521.80"
"CEYLON GRAIN ELEVATORS PLC","GRAN.N0000","13.00","110.00","36.00","59.50","17,107.00","10,884,718.00","683,376,241.10"
"ADAM CAPITAL PLC","PCHH.N0000","0.00","34.00","6.70","7.60","3,359.00","60,848,414.00","682,722,642.50"
"CEYLON LEATHER PRODUCTS PLC","CLPL.N0000","11.50","114.00","70.00","77.90","4,857.00","7,073,794.00","673,781,858.10"
"PAN ASIA BANKING CORPORATION PLC","PABC.N0000","16.25","26.70","16.00","19.00","9,456.00","32,061,252.00","639,694,297.40"
"SEYLAN DEVELOPMENTS PLC","CSD.N0000","8.50","12.80","6.30","9.10","16,295.00","64,667,523.00","587,901,867.60"
"ORIENT GARMENTS PLC","OGL.N0000","0.00","31.10","10.00","13.40","10,613.00","31,875,759.00","565,557,205.30"
"TOKYO CEMENT COMPANY (LANKA) PLC","TKYO.N0000","165.00","46.50","24.80","28.60","2,876.00","16,723,268.00","542,951,207.80"
"WASKADUWA BEACH RESORT PLC","CITW.N0000","0.00","17.00","5.00","6.40","8,552.00","54,156,704.00","532,035,288.70"
"RICHARD PIERIS AND COMPANY PLC","RICH.N0000","69.00","9.20","5.50","7.80","14,590.00","69,832,868.00","529,543,322.70"
"BAIRAHA FARMS PLC","BFL.N0000","16.50","210.00","110.00","157.30","5,930.00","3,397,515.00","518,523,268.70"
"JOHN KEELLS HOTELS PLC","KHL.N0000","85.00","16.00","10.00","13.80","5,999.00","40,040,294.00","508,641,755.10"
"EDEN HOTEL LANKA PLC","EDEN.N0000","11.75","42.00","25.50","36.00","2,890.00","16,592,612.00","508,142,211.30"
"C T HOLDINGS PLC","CTHR.N0000","3,800.00","185.00","120.00","124.00","1,451.00","3,427,858.00","506,115,327.50"
"THE FINANCE COMPANY PLC","TFC.N0000","36.00","45.00","16.10","18.90","3,177.00","11,534,765.00","493,649,290.20"
"COLOMBO DOCKYARD PLC","DOCK.N0000","21.50","252.90","183.00","224.00","2,304.00","2,207,504.00","480,518,079.00"
"CARGILLS (CEYLON) PLC","CARG.N0000","500.00","200.00","125.00","145.50","1,524.00","2,979,239.00","465,743,989.90"
"UNITED MOTORS LANKA PLC","UML.N0000","53.00","148.00","64.60","100.80","5,797.00","5,214,529.00","465,679,976.40"
"DANKOTUWA PORCELAIN PLC","DPL.N0000","14.75","37.00","8.40","16.30","17,856.00","24,907,583.00","464,126,465.50"
"BUKIT DARAH PLC","BUKI.N0000","968.00","1,075.00","652.00","697.00","2,620.00","615,057.00","463,141,858.30"
"EAST WEST PROPERTIES PLC","EAST.N0000","11.25","27.50","11.10","14.60","15,758.00","27,356,856.00","454,574,303.50"
"BALANGODA  PLANTATIONS  PLC","BALA.N0000","12.00","44.00","14.90","39.60","3,877.00","16,698,269.00","453,359,892.60"
"LANKA MILK FOODS (CWE) PLC","LMF.N0000","21.50","107.10","75.00","100.00","1,256.00","4,588,270.00","452,914,486.50"
"THE FORTRESS RESORTS PLC","RHTL.N0000","12.50","24.00","10.50","16.30","7,413.00","24,642,964.00","445,559,711.70"
"LAUGFS GAS PLC","LGL.N0000","0.00","39.30","17.00","25.60","11,537.00","17,032,811.00","443,670,897.10"
"SINGER FINANCE LANKA PLC","SFIN.N0000","0.00","28.40","10.90","13.70","14,231.00","28,289,159.00","434,404,259.80"
"CENTRAL INVESTMENTS & FINANCE PLC","CIFL.N0000","0.00","11.80","3.40","4.40","17,294.00","64,465,476.00","432,688,805.90"
"TESS AGRO PLC","TESS.N0000","1.00","4.70","1.80","2.40","16,525.00","143,909,024.00","432,072,988.30"
"DIESEL & MOTOR ENGINEERING PLC","DIMO.N0000","110.00","1,300.10","550.00","601.80","3,711.00","508,128.00","415,167,643.30"
"LANKA IOC PLC","LIOC.N0000","33.00","21.50","15.00","19.50","4,464.00","22,689,865.00","410,708,825.20"
"AMANA TAKAFUL PLC","ATL.N0000","28.00","2.50","1.40","1.80","16,171.00","221,151,415.00","405,169,261.90"
"PALM GARDEN HOTELS PLC","PALM.N0000","46.00","220.00","120.00","140.00","877.00","2,335,668.00","390,731,301.00"
"SERENDIB HOTELS PLC","SHOT.N0000","45.00","30.00","18.00","23.50","4,135.00","15,205,702.00","377,413,873.30"
"ASIAN HOTELS AND PROPERTIES PLC","AHPL.N0000","42.75","90.00","61.00","75.90","1,615.00","5,066,627.00","375,927,056.70"
"RENUKA AGRI FOODS PLC","RAL.N0000","0.00","7.10","4.00","4.70","7,254.00","69,470,073.00","372,324,653.10"
"DIPPED PRODUCTS PLC","DIPD.N0000","76.00","114.00","80.00","110.00","1,326.00","3,735,055.00","371,902,406.50"
"C I C HOLDINGS PLC","CIC.N0000","150.00","110.00","61.90","64.30","2,575.00","4,212,562.00","369,945,656.30"
"CITRUS LEISURE  PLC","REEF.W0019","0.00","17.80","2.00","6.70","12,968.00","49,027,712.00","355,524,826.10"
"UNION BANK OF COLOMBO PLC","UBC.N0000","0.00","21.90","12.10","13.80","9,726.00","19,484,917.00","355,345,722.20"
"MTD WALKERS PLC","KAPI.N0000","5.75","43.50","13.70","26.60","11,255.00","12,214,991.00","349,497,195.10"
"THREE ACRE FARMS PLC","TAFL.N0000","10.50","106.40","33.70","53.70","10,179.00","5,511,572.00","341,642,664.60"
"HEMAS HOLDINGS PLC","HHL.N0000","100.25","33.70","19.10","27.00","4,482.00","12,755,434.00","339,516,458.90"
"CEYLON GUARDIAN INVESTMENT TRUST PLC","GUAR.N0000","110.25","270.00","0.00","184.00","2,002.00","1,722,583.00","334,551,292.90"
"LOLC FINANCE PLC","LOFC.N0000","0.00","8.50","2.70","3.80","11,969.00","75,466,573.00","333,932,302.10"
"JANASHAKTHI INSURANCE PLC","JINS.N0000","0.00","15.40","8.90","10.50","10,090.00","28,559,200.00","333,543,898.30"
"AMBEON HOLDINGS PLC","GREG.W0006","0.00","19.30","3.50","5.70","16,269.00","46,047,165.00","332,129,772.90"
"MARAWILA  RESORTS  PLC","MARA.N0000","6.50","11.20","5.00","7.30","10,767.00","38,918,950.00","328,613,005.50"
"OVERSEAS REALTY (CEYLON) PLC","OSEA.N0000","12.50","15.60","9.50","14.40","5,119.00","24,350,315.00","327,925,489.70"
"RENUKA FOODS PLC","COCO.N0000","20.75","65.50","33.30","36.40","5,856.00","5,999,941.00","314,847,567.20"
"AMBEON HOLDINGS PLC","GREG.W0003","0.00","19.40","3.20","5.10","14,506.00","44,451,910.00","300,541,278.30"
"NATION LANKA FINANCE PLC","CSF.W0021","0.00","4.70","1.10","3.20","10,999.00","88,296,789.00","293,467,775.30"
"ACL CABLES PLC","ACL.N0000","96.75","76.00","50.50","67.40","2,459.00","4,521,031.00","285,437,470.60"
"DIALOG FINANCE PLC","CALF.N0000","0.00","39.40","17.00","24.80","4,634.00","8,669,669.00","279,852,998.40"
"AMBEON HOLDINGS PLC","GREG.W0002","0.00","17.40","0.90","2.90","11,186.00","36,784,400.00","272,689,920.00"
"LANKEM DEVELOPMENTS PLC","LDEV.N0000","12.00","17.50","5.50","7.60","11,904.00","31,151,247.00","270,132,245.80"
"RENUKA HOLDINGS PLC","RHL.N0000","0.00","55.00","23.50","36.10","3,410.00","6,814,625.00","268,361,077.50"
"HAYCARB PLC","HAYC.N0000","35.00","185.00","136.00","171.10","1,193.00","1,586,346.00","256,907,960.50"
"RESUS ENERGY PLC","HPWR.N0000","0.00","27.40","17.20","21.90","3,785.00","12,061,154.00","255,724,826.20"
"CITY HOUSING & REAL ESTATE CO. PLC","CHOU.N0000","32.00","23.20","8.20","15.70","7,523.00","14,120,274.00","254,911,525.90"
"VALLIBEL FINANCE PLC","VFIN.N0000","0.00","46.00","28.50","31.00","4,773.00","6,843,555.00","254,129,719.00"
"SMB FINANCE PLC","SEMB.N0000","7.00","1.90","0.90","1.00","8,850.00","200,539,444.00","248,983,237.10"
"COMMERCIAL CREDIT AND FINANCE PLC","COCR.N0000","0.00","24.50","12.20","16.20","8,548.00","15,201,878.00","248,521,113.50"
"SINGER INDUSTRIES (CEYLON) PLC","SINI.N0000","60.00","324.00","122.00","145.00","3,531.00","985,364.00","247,043,448.30"
"BROWN & COMPANY PLC","BRWN.N0000","498.75","228.00","103.00","124.10","3,008.00","1,664,355.00","246,370,707.80"
"LANKEM CEYLON PLC","LCEY.N0000","38.50","277.10","124.00","165.00","3,383.00","1,249,974.00","230,333,814.70"
"THE KANDY HOTELS COMPANY (1938) PLC","KHC.N0000","75.00","283.00","4.10","9.50","7,506.00","29,636,743.00","218,397,857.90"
"KELANI TYRES PLC","TYRE.N0000","9.50","44.50","20.00","33.60","4,741.00","7,420,613.00","210,166,179.60"
"SIGIRIYA VILLAGE HOTELS PLC","SIGV.N0000","41.00","92.20","54.00","64.00","868.00","3,068,072.00","207,465,714.70"
"TRADE FINANCE & INVESTMENTS PLC","TFIL.N0000","0.00","21.40","8.60","12.30","6,616.00","13,520,328.00","203,821,775.40"
"MERCHANT BANK OF SRI LANKA & FINANCE PLC","MBSL.N0000","14.25","41.00","18.00","19.90","6,684.00","7,889,581.00","203,732,331.80"
"GALLE FACE CAPITAL PARTNERS PLC","WAPO.N0000","590.00","144.00","35.00","52.00","12,110.00","3,052,342.00","197,965,633.70"
"THE FINANCE COMPANY PLC","TFC.X0000","0.00","13.00","4.00","6.30","8,754.00","25,674,280.00","197,867,124.90"
"LANKA TILES PLC","TILE.N0000","60.00","100.00","56.00","65.00","1,431.00","2,883,753.00","193,760,888.90"
"PMF FINANCE PLC","PMB.N0000","29.00","17.90","11.60","15.00","3,952.00","13,544,423.00","191,242,108.20"
"MULLER & PHIPPS (CEYLON) PLC","MULL.N0000","1.25","2.90","1.30","1.80","8,836.00","94,071,676.00","190,422,330.70"
"KEGALLE  PLANTATIONS  PLC","KGAL.N0000","21.25","120.00","76.00","104.00","2,216.00","1,909,408.00","189,983,838.80"
"SINGER (SRI LANKA) PLC","SINS.N0000","66.75","138.50","78.00","102.30","2,757.00","1,852,436.00","189,951,959.30"
"KOTAGALA PLANTATIONS PLC","KOTA.N0000","12.00","85.00","41.50","74.00","3,510.00","2,831,616.00","189,416,746.40"
"HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL","HDFC.N0000","191.50","1,699.00","44.00","50.60","4,827.00","2,372,110.00","187,857,219.50"
"MALWATTE VALLEY PLANTATION PLC","MAL.N0000","8.50","6.00","3.10","4.70","10,462.00","43,049,255.00","187,750,875.10"
"JANASHAKTHI PLC","CSEC","17.50","16.80","6.20","13.00","3,472.00","13,908,387.00","187,460,903.90"
"SMB FINANCE PLC","SEMB.X0000","1.10","0.80","0.20","0.50","10,058.00","397,763,916.00","178,597,054.60"
"LANKA WALLTILE PLC","LWL.N0000","35.00","97.50","49.20","60.80","1,964.00","2,665,149.00","177,882,854.60"
"SOFTLOGIC LIFE INSURANCE PLC","AAIC.N0000","8.75","181.00","66.00","89.00","3,745.00","1,899,131.00","171,315,672.00"
"CEYLON TEA BROKERS PLC","CTBL.N0000","0.00","8.00","4.10","5.80","6,780.00","28,319,911.00","166,669,102.60"
"CEYLON COLD STORES PLC","CCS.N0000","122.25","134.50","80.00","125.00","2,558.00","1,557,050.00","166,256,648.80"
"FIRST CAPITAL HOLDINGS PLC","CFVF.N0000","4.50","16.40","6.60","12.00","5,927.00","12,664,560.00","164,058,853.40"
"C. W. MACKIE PLC","CWM.N0000","11.50","95.00","51.70","77.80","1,727.00","2,119,700.00","161,477,450.30"
"MADULSIMA  PLANTATIONS  PLC","MADU.N0000","6.75","22.70","7.90","15.60","4,614.00","13,689,019.00","160,230,583.70"
"CEYLON INVESTMENT PLC","CINV.N0000","71.50","115.00","58.10","84.50","2,588.00","1,844,894.00","159,951,829.90"
"LEE HEDGES PLC","SHAW.N0000","185.00","323.10","160.00","275.00","1,748.00","636,284.00","159,515,128.20"
"C M HOLDINGS PLC","COLO.N0000","29.00","420.00","136.00","146.10","2,138.00","575,879.00","158,619,605.00"
"VALLIBEL POWER ERATHNA PLC","VPEL.N0000","8.25","8.30","4.50","6.50","4,174.00","26,051,052.00","156,999,994.70"
"SWISSTEK (CEYLON) PLC","PARQ.N0000","18.50","24.90","9.80","13.40","4,856.00","8,553,937.00","156,723,974.40"
"SRI LANKA TELECOM PLC","SLTL.N0000","16.75","50.00","34.00","44.50","5,344.00","3,612,869.00","156,598,735.40"
"LAXAPANA BATTERIES PLC","LITE.N0000","5.00","12.30","5.30","6.90","6,452.00","20,721,356.00","155,812,154.90"
"CEYLON BEVERAGE HOLDINGS PLC","BREW.N0000","75.25","460.00","240.00","400.00","391.00","442,885.00","151,345,786.20"
"UNISYST ENGINEERING PLC","ALUF.N0000","16.75","42.50","15.50","22.10","5,547.00","4,674,891.00","147,964,482.60"
"THE KINGSBURY PLC","SERV.N0000","160.00","22.00","12.50","17.10","3,379.00","9,018,194.00","146,320,794.50"
"C I C HOLDINGS PLC","CIC.X0000","100.00","78.00","50.00","55.20","2,048.00","2,283,424.00","142,179,125.80"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","210.00","1,230.00","450.00","500.30","4,269.00","192,511.00","139,698,534.40"
"HORANA PLANTATIONS PLC","HOPL.N0000","14.50","37.10","17.00","24.50","4,207.00","5,072,285.00","134,866,934.70"
"CITRUS LEISURE  PLC","REEF.W0018","0.00","20.90","0.10","0.10","2,502.00","18,878,124.00","134,242,226.50"
"VIDULLANKA PLC","VLL.N0000","21.00","8.20","3.50","3.80","4,927.00","28,113,867.00","130,952,798.00"
"YORK ARCADE HOLDINGS PLC","YORK.N0000","9.00","33.80","9.50","16.80","7,186.00","6,236,784.00","129,797,885.20"
"CHILAW FINANCE PLC","CFL.N0000","0.00","24.00","12.00","14.40","3,194.00","6,783,941.00","128,453,933.20"
"RADIANT GEMS INTERNATIONAL PLC","RGEM.N0000","10.50","135.00","36.20","57.00","4,800.00","1,665,121.00","128,253,681.50"
"SANASA DEVELOPMENT BANK PLC","SDB.N0000","0.00","770.00","70.10","78.20","6,526.00","1,524,615.00","127,931,017.40"
"NAMUNUKULA PLANTATIONS PLC","NAMU.N0000","8.50","90.00","46.00","78.80","2,496.00","1,886,776.00","126,802,761.30"
"SIERRA CABLES PLC","SIRA.N0000","2.75","4.50","2.00","2.40","7,951.00","40,186,509.00","124,220,618.90"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W0014","0.00","21.70","6.60","10.90","3,658.00","7,871,523.00","119,702,902.50"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W0013","0.00","21.70","6.60","10.20","2,944.00","7,804,136.00","118,818,398.70"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.X0000","0.00","68.00","26.60","30.00","2,033.00","3,603,311.00","118,696,969.80"
"MULTI FINANCE  PLC","MFL.N0000","0.00","52.00","13.00","28.40","4,757.00","3,705,090.00","117,707,192.80"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.N0000","0.00","68.00","29.00","40.80","2,786.00","2,820,669.00","117,389,168.10"
"DOLPHIN HOTELS PLC","STAF.N0000","8.75","44.90","24.00","36.50","2,840.00","3,382,989.00","117,354,756.40"
"HOTEL SIGIRIYA PLC","HSIG.N0000","25.50","89.80","60.10","84.50","1,477.00","1,440,164.00","110,775,383.30"
"NAWALOKA HOSPITALS PLC","NHL.N0000","2.75","4.10","2.60","3.00","5,385.00","33,577,234.00","107,011,799.80"
"BERUWALA RESORTS PLC","BERU.N0000","0.00","5.50","2.20","2.70","5,662.00","32,708,008.00","103,629,813.20"
"TAL LANKA HOTELS PLC","TAJ.N0000","11.75","40.90","21.00","30.00","5,136.00","3,268,174.00","101,479,967.10"
"SERENDIB ENGINEERING GROUP PLC","IDL.N0000","0.00","210.00","0.00","175.70","661.00","639,220.00","100,176,721.30"
"RAIGAM WAYAMBA SALTERNS PLC","RWSL.N0000","0.00","4.40","2.20","2.50","6,353.00","30,000,457.00","97,446,617.40"
"ASIA CAPITAL PLC","ACAP.N0000","15.00","67.00","29.00","30.30","2,805.00","2,462,897.00","94,201,048.50"
"LOTUS HYDRO POWER PLC","HPFL.N0000","0.00","11.60","4.90","6.70","5,914.00","12,038,304.00","89,302,988.60"
"ENTRUST SECURITIES PLC","ESL.N0000","0.00","47.50","11.70","18.00","3,490.00","3,304,852.00","86,438,493.40"
"WATAWALA  PLANTATIONS  PLC","WATA.N0000","22.75","14.50","6.40","11.90","5,913.00","7,695,716.00","85,265,089.30"
"LANKA ALUMINIUM INDUSTRIES PLC","LALU.N0000","12.00","50.00","15.00","34.80","4,556.00","2,645,534.00","82,305,108.80"
"KELSEY DEVELOPMENTS PLC","KDL.N0000","32.25","25.50","9.00","14.60","3,600.00","4,776,270.00","81,684,421.40"
"RENUKA HOLDINGS PLC","RHL.X0000","0.00","36.50","20.00","24.50","1,636.00","2,894,891.00","81,240,498.60"
"SUNSHINE HOLDINGS PLC","SUN.N0000","140.00","34.00","17.00","28.00","2,291.00","3,303,386.00","81,133,588.60"
"RAMBODA FALLS PLC","RFL.N0000","0.00","35.50","14.60","15.50","5,113.00","3,190,709.00","80,219,654.60"
"CEYLON HOSPITALS PLC","CHL.N0000","33.50","100.00","62.00","92.00","462.00","888,860.00","79,248,437.10"
"COMMERCIAL LEASING & FINANCE PLC","CLC.N0000","0.00","5.30","2.60","3.70","4,142.00","20,783,764.00","78,907,810.30"
"L O L C DEVELOPMENT FINANCE PLC","NIFL.N0000","0.00","12.50","4.00","7.10","5,908.00","10,021,725.00","78,809,145.70"
"CEYLON & FOREIGN TRADES PLC","CFT.N0000","60.00","10.10","4.00","6.20","5,164.00","10,956,612.00","77,485,508.90"
"BIMPUTH FINANCE PLC","BLI.N0000","0.00","47.00","17.00","18.30","1,723.00","2,358,866.00","75,909,040.80"
"DILMAH CEYLON TEA COMPANY PLC","CTEA.N0000","435.00","750.00","530.00","665.00","675.00","122,234.00","75,616,461.70"
"C T LAND DEVELOPMENT PLC","CTLD.N0000","13.00","29.90","21.60","24.20","2,482.00","2,865,740.00","74,906,937.10"
"RENUKA CITY HOTELS PLC.","RENU.N0000","91.50","300.00","175.00","239.90","1,425.00","335,019.00","73,077,650.30"
"HUNTER & COMPANY PLC","HUNT.N0000","250.00","589.00","210.00","339.90","1,824.00","191,972.00","72,504,535.80"
"GALADARI HOTELS (LANKA) PLC","GHLL.N0000","11.50","30.50","10.40","14.20","6,102.00","4,271,829.00","72,375,565.30"
"HUNAS HOLDINGS PLC","HUNA.N0000","23.00","71.50","50.00","62.60","617.00","1,079,232.00","69,071,940.80"
"INDO-MALAY PLC","INDO.N0000","170.00","1,600.00","1,300.00","1,550.00","138.00","46,385.00","65,823,325.00"
