"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"LANKA IOC PLC","LIOC.N0000","19.50","34.40","19.00","33.10","11,558.00","47,129,694.00","1,233,088,174.00"
"CENTRAL FINANCE COMPANY PLC","CFIN.N0000","162.30","194.90","162.00","176.00","3,019.00","6,032,017.00","1,098,766,758.00"
"DILMAH CEYLON TEA COMPANY PLC","CTEA.N0000","665.00","700.00","550.00","687.00","1,207.00","1,600,994.00","1,079,859,874.00"
"BROWNS INVESTMENTS PLC","BIL.N0000","3.90","4.10","2.10","2.30","8,728.00","262,684,523.00","1,064,710,048.00"
"DFCC BANK PLC","DFCC.N0000","112.90","153.00","112.60","129.00","5,522.00","8,218,808.00","1,053,679,450.00"
"PEOPLE'S LEASING & FINANCE PLC","PLC.N0000","13.20","16.70","12.80","13.40","12,908.00","71,032,008.00","1,036,000,395.00"
"SEYLAN BANK PLC","SEYB.X0000","35.10","41.20","29.20","31.00","9,186.00","28,818,568.00","1,027,794,447.00"
"CARSON CUMBERBATCH PLC","CARS.N0000","438.60","475.00","340.00","350.00","1,668.00","2,262,919.00","984,669,085.80"
"ROYAL CERAMICS LANKA PLC","RCL.N0000","99.00","112.00","80.00","84.60","4,095.00","9,557,477.00","965,830,393.40"
"E - CHANNELLING PLC","ECL.N0000","5.80","13.00","3.30","12.50","10,606.00","114,034,246.00","955,900,103.70"
"LANKA TILES PLC","TILE.N0000","65.00","81.00","56.10","78.90","1,369.00","12,022,681.00","941,440,898.90"
"L O L C DEVELOPMENT FINANCE PLC","NIFL.N0000","7.10","9.00","5.30","7.40","2,894.00","99,156,987.00","883,239,449.00"
"WATAWALA  PLANTATIONS  PLC","WATA.N0000","11.90","13.70","9.20","9.90","5,586.00","62,129,175.00","848,859,732.70"
"PANASIAN POWER PLC","PAP.N0000","2.50","3.10","2.20","2.50","11,057.00","303,862,115.00","837,111,089.10"
"ASIRI HOSPITAL HOLDINGS PLC","ASIR.N0000","11.00","16.40","10.70","16.00","3,412.00","57,443,884.00","831,370,117.40"
"HEMAS HOLDINGS PLC","HHL.N0000","27.00","38.40","26.10","34.00","6,248.00","25,296,574.00","829,516,527.20"
"SOFTLOGIC HOLDINGS PLC","SHL.N0000","10.90","13.30","8.00","8.40","14,082.00","74,384,254.00","798,648,250.50"
"C T HOLDINGS PLC","CTHR.N0000","124.00","160.00","125.00","140.10","1,608.00","5,476,583.00","794,283,922.40"
"LION BREWERY (CEYLON) PLC","LION.N0000","270.00","444.00","0.00","359.90","1,316.00","2,151,696.00","787,908,729.20"
"TOKYO CEMENT COMPANY (LANKA) PLC","TKYO.N0000","28.60","28.90","21.50","28.50","6,019.00","29,677,341.00","749,925,841.50"
"PGP GLASS CEYLON PLC","GLAS.N0000","6.00","7.00","4.10","4.50","12,192.00","120,148,874.00","732,520,659.70"
"PC HOUSE PLC","PCH.N0000","5.40","5.90","0.50","0.60","22,848.00","455,162,576.00","716,003,666.50"
"ADAM CAPITAL PLC","PCHH.N0000","7.60","9.00","0.50","1.10","11,420.00","378,890,243.00","674,868,573.70"
"SUNSHINE HOLDINGS PLC","SUN.N0000","28.00","38.90","25.90","28.00","2,394.00","19,834,604.00","671,789,681.90"
"HAYLEYS PLC","HAYL.N0000","302.90","325.00","282.00","293.00","1,505.00","2,206,740.00","658,769,831.10"
"LAUGFS GAS PLC","LGL.X0000","18.30","24.40","16.60","21.50","17,366.00","30,736,734.00","645,689,224.00"
"JANASHAKTHI INSURANCE PLC","JINS.N0000","10.50","14.60","10.50","12.70","9,900.00","49,388,704.00","642,611,515.10"
"COMMERCIAL BANK OF CEYLON PLC","COMB.X0000","91.10","102.00","87.00","93.00","5,341.00","6,769,927.00","629,965,406.30"
"ASIRI CENTRAL HOSPITALS  PLC","ASHA.N0000","229.00","329.90","205.00","210.10","263.00","2,433,098.00","608,268,335.80"
"RICHARD PIERIS AND COMPANY PLC","RICH.N0000","7.80","8.10","5.90","6.30","10,728.00","88,440,403.00","606,452,109.50"
"LAUGFS GAS PLC","LGL.N0000","25.60","31.60","23.10","28.40","8,389.00","21,561,855.00","605,471,875.50"
"OVERSEAS REALTY (CEYLON) PLC","OSEA.N0000","14.40","21.30","13.90","18.30","6,925.00","32,362,863.00","600,518,532.20"
"CEYLON GUARDIAN INVESTMENT TRUST PLC","GUAR.N0000","184.00","211.50","149.90","181.90","1,779.00","3,124,733.00","583,763,558.80"
"THE COLOMBO FORT LAND AND BUILDING PLC","CFLB.N0000","34.60","41.00","26.00","28.20","9,706.00","15,932,937.00","546,476,368.10"
"COLOMBO DOCKYARD PLC","DOCK.N0000","224.00","248.80","170.00","189.60","2,193.00","2,335,458.00","505,509,224.30"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.N0000","4.10","4.50","1.50","3.50","15,615.00","145,960,587.00","500,785,118.60"
"BROWNS CAPITAL PLC","FLCH.N0000","2.40","3.00","2.00","2.20","13,273.00","191,051,226.00","493,660,620.10"
"CEYLINCO INSURANCE PLC","CINS.N0000","855.90","1,400.00","800.50","1,340.00","1,043.00","399,196.00","468,549,483.00"
"BUKIT DARAH PLC","BUKI.N0000","697.00","755.00","612.10","619.90","2,072.00","651,193.00","456,660,204.10"
"ASIA SIYAKA COMMODITIES LIMITED","ASIY.N0000","5.00","5.10","2.20","3.10","4,624.00","157,691,294.00","449,714,282.00"
"HVA FOODS PLC","HVA.N0000","13.40","15.20","8.10","9.90","20,547.00","36,858,298.00","448,368,430.20"
"CENTRAL INVESTMENTS & FINANCE PLC","CIFL.N0000","4.40","5.20","0.40","1.00","25,972.00","250,997,496.00","446,565,151.60"
"SEYLAN BANK PLC","SEYB.N0000","56.00","74.00","55.00","64.20","3,357.00","6,579,919.00","425,653,773.40"
"JOHN KEELLS HOLDINGS PLC","JKH.W0022","0.00","82.00","55.10","80.00","5,432.00","6,470,826.00","421,180,535.60"
"ASIRI SURGICAL HOSPITAL PLC","AMSL.N0000","9.30","11.50","8.80","10.30","2,941.00","43,872,407.00","420,720,775.30"
"CEYLON GRAIN ELEVATORS PLC","GRAN.N0000","59.50","60.90","31.00","35.50","6,684.00","10,487,311.00","417,145,044.60"
"THE LANKA HOSPITALS CORPORATION PLC","LHCL.N0000","39.20","45.90","33.00","40.50","6,450.00","9,873,965.00","407,466,718.70"
"HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL","HDFC.N0000","50.60","52.50","27.50","29.90","2,775.00","10,292,201.00","400,768,170.20"
"SEYLAN DEVELOPMENTS PLC","CSD.N0000","9.10","12.40","8.20","9.00","8,718.00","39,061,809.00","397,196,745.30"
"AITKEN SPENCE HOTEL HOLDINGS PLC","AHUN.N0000","73.10","81.00","62.10","69.90","2,441.00","5,198,411.00","376,159,719.90"
"TOKYO CEMENT COMPANY (LANKA) PLC","TKYO.X0000","19.30","24.00","17.00","23.40","6,121.00","18,013,620.00","370,060,188.70"
"LANKA MILK FOODS (CWE) PLC","LMF.N0000","100.00","131.00","98.00","105.30","2,117.00","3,022,707.00","356,256,379.00"
"C T LAND DEVELOPMENT PLC","CTLD.N0000","24.20","36.00","23.50","30.90","3,234.00","11,270,516.00","352,432,405.40"
"MTD WALKERS PLC","KAPI.N0000","26.60","33.90","20.50","32.00","10,106.00","12,152,229.00","349,721,940.70"
"ORIENT GARMENTS PLC","OGL.N0000","13.40","14.30","5.20","8.00","7,145.00","45,681,956.00","337,417,800.60"
"HAYCARB PLC","HAYC.N0000","171.10","215.00","170.00","189.80","1,349.00","1,668,229.00","324,438,670.80"
"JOHN KEELLS HOLDINGS PLC","JKH.W0023","0.00","96.40","53.00","94.50","3,956.00","4,613,142.00","316,944,392.70"
"EAST WEST PROPERTIES PLC","EAST.N0000","14.60","17.90","10.20","11.50","9,619.00","21,072,834.00","316,183,830.90"
"CITRUS LEISURE PLC","REEF.N0000","26.00","28.30","13.60","14.60","8,410.00","14,799,317.00","313,915,727.60"
"KALPITIYA BEACH RESORT PLC","CITK.N0000","6.80","8.80","4.90","5.80","9,546.00","43,742,954.00","313,279,572.40"
"JOHN KEELLS HOTELS PLC","KHL.N0000","13.80","14.00","10.20","12.50","3,488.00","23,631,236.00","309,061,007.20"
"DANKOTUWA PORCELAIN PLC","DPL.N0000","16.30","20.10","9.90","12.90","17,230.00","20,263,679.00","308,546,154.80"
"UNION ASSURANCE PLC","UAL.N0000","83.00","114.90","83.00","104.00","981.00","3,301,288.00","306,617,075.80"
"LB FINANCE PLC","LFIN.N0000","148.00","154.90","97.00","102.80","3,290.00","2,447,037.00","303,007,656.30"
"KEGALLE  PLANTATIONS  PLC","KGAL.N0000","104.00","121.90","90.00","102.90","2,320.00","2,750,056.00","301,124,960.50"
"KELANI TYRES PLC","TYRE.N0000","33.60","53.00","31.00","49.50","5,792.00","6,786,857.00","290,265,078.90"
"SANASA DEVELOPMENT BANK PLC","SDB.N0000","78.20","90.00","64.10","77.40","15,164.00","3,690,889.00","289,231,063.40"
"DIESEL & MOTOR ENGINEERING PLC","DIMO.N0000","601.80","649.00","450.00","481.00","3,284.00","538,437.00","280,276,058.00"
"MORISON PLC","MORI.X0000","112.40","221.00","89.60","180.10","3,504.00","1,347,007.00","274,237,364.10"
"ACL CABLES PLC","ACL.N0000","67.40","80.00","60.00","64.90","1,782.00","3,788,792.00","266,979,121.10"
"AMBEON HOLDINGS PLC","GREG.W0006","4.10","5.10","0.70","1.20","8,607.00","90,859,144.00","257,000,683.70"
"BROWN & COMPANY PLC","BRWN.N0000","124.10","140.00","78.20","82.70","3,547.00","2,212,771.00","256,914,286.90"
"FIRST CAPITAL HOLDINGS PLC","CFVF.N0000","12.00","19.90","10.80","17.50","7,231.00","14,994,276.00","246,280,573.60"
"HNB ASSURANCE PLC","HASU.N0000","49.00","57.00","47.00","52.50","1,778.00","4,589,817.00","242,310,103.50"
"CEYLINCO INSURANCE PLC","CINS.X0000","330.50","430.00","220.00","398.80","1,149.00","659,380.00","240,871,568.70"
"SWARNAMAHAL FINANCIAL SERVICES PLC","SFS.N0000","3.10","4.00","1.40","2.10","13,237.00","85,294,545.00","228,394,421.90"
"VALLIBEL POWER ERATHNA PLC","VPEL.N0000","6.50","7.00","5.20","5.80","4,196.00","36,994,907.00","223,725,136.00"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.X0000","1.90","2.00","0.70","1.20","11,801.00","167,595,486.00","219,027,566.80"
"RESUS ENERGY PLC","HPWR.N0000","21.90","25.10","16.80","17.60","3,507.00","10,979,783.00","217,422,567.20"
"LANKA WALLTILE PLC","LWL.N0000","60.80","75.40","52.10","53.90","2,269.00","3,488,325.00","215,109,330.10"
"AMBEON HOLDINGS PLC","GREG.W0003","3.90","4.80","0.20","0.20","8,438.00","97,383,473.00","206,134,007.00"
"REGNIS (LANKA) PLC","REG.N0000","60.00","81.00","56.00","65.00","4,446.00","2,965,014.00","202,558,172.10"
"BROWNS BEACH HOTELS PLC","BBH.N0000","18.20","22.50","16.30","19.00","5,579.00","10,097,055.00","199,672,458.00"
"KOTMALE HOLDINGS PLC","LAMB.N0000","38.00","58.00","33.00","51.00","2,768.00","3,791,057.00","197,603,734.80"
"ASIA ASSET FINANCE PLC","AAF.N0000","2.90","3.20","1.50","1.90","9,899.00","83,528,525.00","197,095,378.40"
"AMANA TAKAFUL PLC","ATL.N0000","1.80","1.90","1.30","1.60","8,949.00","121,870,691.00","194,014,182.80"
"RENUKA AGRI FOODS PLC","RAL.N0000","4.70","5.00","3.50","3.70","4,307.00","44,716,937.00","189,547,852.50"
"ODEL PLC","ODEL.N0000","20.10","28.10","18.10","21.00","4,600.00","8,063,595.00","183,783,295.40"
"DIPPED PRODUCTS PLC","DIPD.N0000","110.00","134.00","88.00","90.00","1,778.00","1,657,082.00","182,386,232.40"
"CEYLON COLD STORES PLC","CCS.N0000","125.00","183.00","113.00","145.60","1,912.00","1,244,120.00","181,655,048.60"
"SMB FINANCE PLC","SEMB.N0000","1.00","1.10","0.50","0.80","6,776.00","209,667,263.00","177,303,966.90"
"CEYLON & FOREIGN TRADES PLC","CFT.N0000","6.20","9.00","4.80","6.40","4,805.00","23,045,144.00","175,288,901.00"
"RICHARD PIERIS EXPORTS PLC","REXP.N0000","33.50","47.00","29.40","44.60","3,166.00","4,440,844.00","170,993,350.70"
"PC PHARMA PLC","PCP.N0000","9.80","10.30","1.00","1.40","4,723.00","91,401,917.00","168,573,569.80"
"CEYLON INVESTMENT PLC","CINV.N0000","84.50","104.40","74.20","77.00","2,589.00","1,910,326.00","165,394,708.70"
"SINGER FINANCE LANKA PLC","SFIN.N0000","13.70","15.70","10.50","11.70","7,846.00","12,579,958.00","164,229,306.60"
"BAIRAHA FARMS PLC","BFL.N0000","157.30","163.00","120.00","128.80","3,134.00","1,172,521.00","163,920,406.40"
"KOTAGALA PLANTATIONS PLC","KOTA.N0000","74.00","79.90","34.30","37.00","3,970.00","3,253,255.00","162,980,015.80"
"MERCHANT BANK OF SRI LANKA & FINANCE PLC","MBSL.N0000","19.90","22.10","12.10","13.60","7,720.00","9,463,257.00","159,674,048.40"
"C M HOLDINGS PLC","COLO.N0000","146.10","160.00","75.00","83.60","3,744.00","1,496,673.00","155,527,012.00"
"CITRUS LEISURE  PLC","REEF.W0019","4.30","4.60","0.90","1.50","9,898.00","57,448,687.00","154,577,167.90"
"SRI LANKA TELECOM PLC","SLTL.N0000","44.50","50.00","36.10","37.00","4,481.00","3,433,607.00","152,703,746.80"
"THREE ACRE FARMS PLC","TAFL.N0000","53.70","57.00","24.50","36.90","7,217.00","3,804,482.00","147,655,513.40"
"RENUKA FOODS PLC","COCO.N0000","36.40","38.00","15.00","16.50","3,420.00","7,685,926.00","147,433,467.00"
"SIERRA CABLES PLC","SIRA.N0000","2.40","2.90","1.60","1.80","7,387.00","64,317,864.00","145,416,388.40"
"DOLPHIN HOTELS PLC","STAF.N0000","36.50","46.00","30.20","44.90","2,233.00","3,526,219.00","132,065,855.30"
"DIALOG FINANCE PLC","CALF.N0000","24.80","28.40","12.80","15.20","4,535.00","6,205,175.00","131,941,156.30"
"WASKADUWA BEACH RESORT PLC","CITW.N0000","6.40","8.30","5.00","7.40","3,959.00","19,675,306.00","131,684,232.70"
"MARAWILA  RESORTS  PLC","MARA.N0000","7.30","8.10","4.90","5.30","6,053.00","20,151,690.00","130,927,946.70"
"LOLC FINANCE PLC","LOFC.N0000","3.80","4.30","2.60","2.80","6,662.00","38,236,590.00","130,810,269.80"
"LANKEM CEYLON PLC","LCEY.N0000","165.00","193.00","115.10","122.10","2,703.00","848,684.00","128,566,917.50"
"TRADE FINANCE & INVESTMENTS PLC","TFIL.N0000","12.30","16.10","11.00","13.50","3,538.00","9,242,664.00","128,081,165.60"
"RENUKA HOLDINGS PLC","RHL.N0000","36.10","41.90","27.10","30.60","2,683.00","3,819,189.00","127,234,825.20"
"TESS AGRO PLC","TESS.N0000","2.40","2.80","1.30","1.30","8,833.00","61,734,864.00","123,301,388.50"
"AGSTAR PLC","AGST.N0000","6.20","8.40","4.60","4.70","4,496.00","18,958,541.00","123,157,805.60"
"C I C HOLDINGS PLC","CIC.N0000","64.30","77.70","46.20","47.90","1,774.00","2,007,084.00","123,131,843.40"
"CHILAW FINANCE PLC","CFL.N0000","14.40","15.60","9.80","12.40","4,570.00","9,357,801.00","119,942,823.60"
"THE KINGSBURY PLC","SERV.N0000","17.10","17.90","9.80","13.20","4,080.00","8,364,807.00","112,094,435.00"
"JOHN KEELLS PLC","JKL.N0000","64.50","92.00","61.00","71.20","2,451.00","1,375,807.00","111,014,626.70"
"ENTRUST SECURITIES PLC","ESL.N0000","18.00","28.40","15.20","18.00","3,299.00","4,861,590.00","110,773,521.50"
"ABANS ELECTRICALS PLC","ABAN.N0000","97.10","175.00","88.00","105.10","4,637.00","887,172.00","105,541,059.50"
"ABANS FINANCE PLC","AFSL.N0000","38.00","38.00","25.10","28.20","2,507.00","3,564,240.00","105,311,908.80"
"SERENDIB HOTELS PLC","SHOT.N0000","23.50","30.00","21.50","29.40","1,339.00","3,788,749.00","102,799,950.70"
"STANDARD CAPITAL PLC","SING.N0000","97.00","99.40","50.00","54.10","2,542.00","1,750,116.00","102,536,836.60"
"KELSEY DEVELOPMENTS PLC","KDL.N0000","14.60","26.50","12.10","19.20","3,982.00","4,841,007.00","101,798,781.80"
"HORANA PLANTATIONS PLC","HOPL.N0000","24.50","30.90","19.90","23.80","4,128.00","3,918,743.00","101,115,006.10"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","500.30","690.00","426.10","470.00","3,616.00","182,473.00","100,715,865.40"
"VALLIBEL FINANCE PLC","VFIN.N0000","31.00","35.10","26.00","28.80","4,458.00","3,202,109.00","99,315,872.10"
"THE FINANCE COMPANY PLC","TFC.X0000","6.30","7.00","2.90","3.60","6,663.00","21,824,573.00","94,076,626.30"
"SINGER (SRI LANKA) PLC","SINS.N0000","102.30","113.00","80.10","89.00","1,457.00","950,048.00","93,339,406.30"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.N0000","40.80","54.90","38.00","42.00","2,151.00","2,127,430.00","92,972,448.20"
"ACME PRINTING & PACKAGING PLC","ACME.N0000","15.00","16.00","8.20","9.70","5,635.00","7,846,218.00","92,638,236.80"
"COMMERCIAL CREDIT AND FINANCE PLC","COCR.N0000","16.20","16.90","8.60","10.50","4,959.00","7,047,690.00","85,682,119.70"
"NAMUNUKULA PLANTATIONS PLC","NAMU.N0000","78.80","86.00","43.00","84.70","2,310.00","1,100,710.00","85,122,984.20"
"LANKA VENTURES PLC","LVEN.N0000","32.00","43.00","27.10","41.00","1,001.00","2,389,214.00","84,345,779.20"
"TAL LANKA HOTELS PLC","TAJ.N0000","30.00","32.00","25.00","27.80","4,165.00","3,021,173.00","84,237,436.50"
"SINHAPUTHRA FINANCE PLC","SFL.N0000","85.00","109.00","67.00","82.10","369.00","1,032,646.00","83,147,957.60"
"MALWATTE VALLEY PLANTATION PLC","MAL.N0000","4.70","5.30","4.10","4.40","6,450.00","17,537,148.00","82,272,227.50"
"UNISYST ENGINEERING PLC","ALUF.N0000","22.10","24.00","10.70","15.80","3,451.00","4,649,189.00","81,047,488.30"
"NAWALOKA HOSPITALS PLC","NHL.N0000","3.00","3.50","2.70","3.00","3,379.00","26,005,148.00","79,664,481.60"
"ALLIANCE FINANCE COMPANY PLC","ALLI.N0000","725.80","1,100.00","702.00","783.00","1,175.00","97,112.00","79,478,425.40"
"SWISSTEK (CEYLON) PLC","PARQ.N0000","13.40","19.40","11.50","17.30","2,276.00","5,019,094.00","76,788,375.60"
"PROPERTY DEVELOPMENT PLC","PDL.N0000","47.20","69.00","40.20","66.00","1,296.00","1,358,111.00","76,478,427.90"
"AIA INSURANCE LANKA PLC","CTCE.N0000","329.80","375.00","250.70","250.70","1,389.00","234,800.00","75,653,276.40"
"THE FINANCE COMPANY PLC","TFC.N0000","18.90","21.00","7.90","10.10","4,365.00","6,675,671.00","75,442,600.30"
"CEYLON LEATHER PRODUCTS PLC","CLPL.N0000","77.90","94.90","58.10","66.50","2,050.00","974,681.00","75,164,018.40"
"LANKA REALTY INVESTMENTS PLC","ASCO.N0000","184.80","184.00","93.50","133.60","833.00","516,060.00","74,058,917.30"
"KAHAWATTE  PLANTATIONS  PLC","KAHA.N0000","33.10","43.00","28.60","38.80","1,548.00","1,973,636.00","73,909,463.90"
"C I C HOLDINGS PLC","CIC.X0000","55.20","59.70","30.50","34.50","2,502.00","1,639,497.00","73,798,194.10"
"MULTI FINANCE  PLC","MFL.N0000","28.40","31.50","12.90","16.30","4,478.00","3,182,827.00","73,192,932.00"
"CEYLON HOSPITALS PLC","CHL.N0000","92.00","113.00","91.50","110.00","622.00","695,559.00","73,139,500.70"
"GALLE FACE CAPITAL PARTNERS PLC","WAPO.N0000","52.00","55.00","25.50","29.00","5,606.00","1,833,876.00","70,873,494.30"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.X0000","30.00","43.10","27.00","35.60","1,495.00","2,048,357.00","70,760,428.10"
"NATION LANKA FINANCE PLC","CSF.W0021","2.10","2.50","0.10","0.10","5,969.00","65,580,636.00","70,500,316.00"
"CARGO BOAT DEVELOPMENT COMPANY PLC","CABO.N0000","78.20","151.00","73.00","99.00","2,313.00","596,913.00","70,323,531.80"
"EDEN HOTEL LANKA PLC","EDEN.N0000","36.00","39.00","26.00","29.00","1,804.00","2,017,503.00","69,632,658.80"
"LAXAPANA BATTERIES PLC","LITE.N0000","6.90","7.10","3.60","4.00","4,357.00","14,070,811.00","69,469,566.30"
"YORK ARCADE HOLDINGS PLC","YORK.N0000","16.80","18.80","12.10","13.60","5,339.00","4,350,474.00","68,056,234.20"
"CEYLON TEA BROKERS PLC","CTBL.N0000","5.80","6.00","3.20","4.20","4,381.00","15,144,648.00","67,171,483.70"
"PMF FINANCE PLC","PMB.N0000","15.00","17.10","10.40","11.20","1,847.00","5,063,019.00","66,974,600.10"
"MULLER & PHIPPS (CEYLON) PLC","MULL.N0000","1.80","1.90","1.00","1.10","4,291.00","43,889,463.00","64,988,008.20"
"THE FORTRESS RESORTS PLC","RHTL.N0000","16.30","18.20","13.00","13.40","2,350.00","4,294,794.00","64,912,865.60"
"VIDULLANKA PLC","VLL.N0000","3.80","4.00","3.40","3.50","2,755.00","17,349,657.00","64,899,951.20"
"ASIA CAPITAL PLC","ACAP.N0000","30.30","33.20","17.00","17.00","1,470.00","2,561,380.00","63,842,393.80"
"BALANGODA  PLANTATIONS  PLC","BALA.N0000","39.60","40.50","23.10","31.00","2,731.00","1,857,808.00","61,832,400.50"
"RENUKA CITY HOTELS PLC.","RENU.N0000","239.90","315.00","220.00","251.00","1,143.00","243,445.00","60,848,288.00"
"GALADARI HOTELS (LANKA) PLC","GHLL.N0000","14.20","15.00","9.10","11.30","6,230.00","4,802,088.00","59,501,017.60"
"RAIGAM WAYAMBA SALTERNS PLC","RWSL.N0000","2.50","2.90","1.90","2.20","3,976.00","24,976,412.00","59,184,396.90"
"CITY HOUSING & REAL ESTATE CO. PLC","CHOU.N0000","15.70","16.30","9.10","11.30","2,605.00","4,395,363.00","58,938,027.10"
"LEE HEDGES PLC","SHAW.N0000","275.00","324.90","230.00","258.10","884.00","231,412.00","57,925,998.40"
"CEYLON BEVERAGE HOLDINGS PLC","BREW.N0000","400.00","625.00","350.10","520.00","446.00","114,060.00","57,651,134.40"
"THE  LIGHTHOUSE  HOTEL  PLC","LHL.N0000","53.10","53.50","39.10","44.00","681.00","1,129,828.00","54,324,879.40"
"SMB FINANCE PLC","SEMB.X0000","0.50","0.50","0.30","0.30","4,643.00","136,233,227.00","52,593,493.40"
"MAHAWELI REACH HOTELS PLC","MRH.N0000","21.00","22.40","14.10","16.00","1,850.00","2,592,755.00","51,489,066.50"
"LANKEM DEVELOPMENTS PLC","LDEV.N0000","7.60","7.90","3.80","5.10","4,379.00","8,127,964.00","50,711,229.40"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","75.00","82.40","55.60","62.00","454.00","709,001.00","50,471,327.70"
"SOFTLOGIC FINANCE PLC","CRL.N0000","24.90","36.80","20.50","25.30","1,906.00","1,729,701.00","49,475,097.10"
"HAYLEYS FABRIC PLC","MGT.N0000","11.60","13.50","9.00","11.10","2,091.00","4,701,875.00","49,370,414.70"
"THE KANDY HOTELS COMPANY (1938) PLC","KHC.N0000","9.50","11.00","7.00","7.10","4,109.00","5,134,160.00","47,804,595.20"
