"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"L O L C HOLDINGS PLC","LOLC.N0000","72.50","145.00","59.00","115.10","7,613.00","12,724,814.00","1,459,161,569.30"
"CENTRAL FINANCE COMPANY PLC","CFIN.N0000","99.00","102.00","84.00","92.30","4,746.00","15,665,704.00","1,435,693,865.60"
"DFCC BANK PLC","DFCC.N0000","123.00","138.20","110.00","122.80","5,350.00","11,869,042.00","1,426,447,335.90"
"RICHARD PIERIS AND COMPANY PLC","RICH.N0000","8.10","14.10","8.00","13.00","13,452.00","121,911,829.00","1,416,954,649.10"
"ROYAL CERAMICS LANKA PLC","RCL.N0000","115.00","134.70","112.00","114.50","2,690.00","11,274,116.00","1,397,193,062.80"
"CEYLON TOBACCO COMPANY PLC","CTC.N0000","824.90","1,030.00","800.00","1,004.50","1,868.00","1,411,976.00","1,339,486,682.40"
"BROWNS INVESTMENTS PLC","BIL.N0000","1.30","3.50","1.20","2.60","11,713.00","625,964,006.00","1,223,950,871.40"
"SEYLAN BANK PLC","SEYB.N0000","90.00","99.90","83.60","87.20","1,988.00","13,289,093.00","1,223,933,048.00"
"AITKEN SPENCE PLC","SPEN.N0000","68.50","71.80","54.00","54.60","4,961.00","19,934,303.00","1,207,321,131.70"
"EAST WEST PROPERTIES PLC","EAST.N0000","13.20","15.80","10.10","11.30","4,671.00","95,237,126.00","1,190,641,684.70"
"HATTON NATIONAL BANK PLC","HNB.X0000","190.00","214.00","184.10","195.00","3,301.00","5,877,827.00","1,152,836,885.80"
"HAYLEYS PLC","HAYL.N0000","270.00","302.80","240.00","241.00","2,700.00","3,764,425.00","1,152,451,745.00"
"DIALOG FINANCE PLC","CALF.N0000","11.80","28.40","10.00","23.00","1,650.00","40,443,673.00","1,136,671,199.60"
"SEYLAN BANK PLC","SEYB.X0000","59.50","63.50","51.50","56.00","6,293.00","19,668,605.00","1,125,120,522.60"
"ASIRI HOSPITAL HOLDINGS PLC","ASIR.N0000","26.20","29.00","23.50","24.40","1,991.00","41,255,689.00","1,052,088,543.50"
"SUNSHINE HOLDINGS PLC","SUN.N0000","51.50","64.90","45.00","57.00","1,051.00","20,070,110.00","1,036,788,354.60"
"CARGILLS (CEYLON) PLC","CARG.N0000","194.40","220.50","180.00","199.90","1,661.00","5,066,354.00","1,020,282,775.30"
"CEYLON GRAIN ELEVATORS PLC","GRAN.N0000","83.90","85.00","63.00","66.10","15,265.00","12,946,790.00","928,543,622.20"
"LANKEM DEVELOPMENTS PLC","LDEV.N0000","3.70","14.50","2.20","7.10","23,847.00","98,179,070.00","878,053,855.90"
"JANASHAKTHI PLC","CSEC","23.50","28.90","19.00","23.40","3,613.00","34,500,557.00","835,272,809.50"
"PAN ASIA BANKING CORPORATION PLC","PABC.N0000","20.00","20.30","14.80","15.70","6,186.00","41,577,722.00","799,933,261.50"
"PEOPLE'S LEASING & FINANCE PLC","PLC.N0000","17.50","19.20","15.30","17.00","6,013.00","44,692,527.00","778,034,615.00"
"SOFTLOGIC LIFE INSURANCE PLC","AAIC.N0000","20.90","24.00","19.00","21.00","2,950.00","36,195,505.00","757,349,307.80"
"AMANA BANK PLC","ABL.N0000","3.90","4.10","3.40","3.70","2,164.00","204,249,521.00","746,841,113.90"
"COMMERCIAL BANK OF CEYLON PLC","COMB.X0000","115.00","118.50","102.30","105.00","4,432.00","6,716,740.00","732,644,901.00"
"PANASIAN POWER PLC","PAP.N0000","3.10","3.20","2.50","2.70","2,895.00","220,273,123.00","683,572,688.60"
"NATIONS TRUST BANK PLC","NTB.N0000","80.00","87.00","71.20","78.00","2,661.00","8,278,906.00","660,079,149.70"
"ALUMEX PLC","ALUM.N0000","20.40","25.50","18.30","18.50","6,564.00","29,483,446.00","644,808,150.70"
"LANKA IOC PLC","LIOC.N0000","31.30","35.40","25.80","28.00","9,323.00","19,891,970.00","634,277,552.40"
"LB FINANCE PLC","LFIN.N0000","126.80","145.00","118.00","122.10","2,729.00","4,726,893.00","615,094,644.60"
"SERENDIB HOTELS PLC","SHOT.N0000","24.50","28.00","18.50","20.00","384.00","24,927,531.00","610,812,675.60"
"FIRST CAPITAL HOLDINGS PLC","CFVF.N0000","25.90","39.90","19.00","33.60","13,959.00","19,289,950.00","590,806,659.00"
"PRIME FINANCE PLC","GSF.N0000","25.70","31.00","19.50","23.20","1,599.00","19,825,750.00","581,211,000.40"
"HAYLEYS FABRIC PLC","MGT.N0000","15.00","18.00","13.20","13.50","11,518.00","33,223,574.00","539,401,777.80"
"SWISSTEK (CEYLON) PLC","PARQ.N0000","68.50","80.00","60.00","62.00","2,419.00","7,578,153.00","537,568,289.00"
"MALWATTE VALLEY PLANTATION PLC","MAL.N0000","3.00","13.30","2.70","11.00","12,271.00","60,456,039.00","517,832,305.40"
"BALANGODA  PLANTATIONS  PLC","BALA.N0000","12.90","39.40","10.60","30.20","13,920.00","18,987,284.00","511,924,258.80"
"SANASA DEVELOPMENT BANK PLC","SDB.N0000","103.30","122.50","93.80","101.90","5,981.00","4,830,202.00","500,486,936.30"
"CEYLON & FOREIGN TRADES PLC","CFT.N0000","5.70","7.00","4.00","6.20","3,886.00","96,921,606.00","495,428,117.50"
"MADULSIMA  PLANTATIONS  PLC","MADU.N0000","7.30","20.40","4.70","13.70","10,082.00","31,327,473.00","471,041,348.20"
"COMMERCIAL CREDIT AND FINANCE PLC","COCR.N0000","56.80","57.80","37.00","43.00","7,112.00","10,320,995.00","468,318,028.00"
"SOFTLOGIC HOLDINGS PLC","SHL.N0000","13.00","14.00","11.70","12.50","4,038.00","36,446,068.00","458,701,989.00"
"ELPITIYA PLANTATIONS PLC","ELPL.N0000","19.20","33.70","18.30","28.20","6,935.00","15,240,011.00","457,284,183.00"
"LANKA MILK FOODS (CWE) PLC","LMF.N0000","120.00","164.50","115.00","157.00","950.00","3,256,027.00","436,699,158.90"
"UNION BANK OF COLOMBO PLC","UBC.N0000","15.20","16.00","13.10","13.20","6,871.00","29,756,713.00","435,066,540.70"
"WATAWALA  PLANTATIONS  PLC","WATA.N0000","19.80","36.10","19.60","27.70","4,327.00","14,484,745.00","432,176,616.90"
"PGP GLASS CEYLON PLC","GLAS.N0000","5.30","6.40","5.30","5.80","4,339.00","70,806,287.00","427,654,055.00"
"AMANA TAKAFUL PLC","ATL.N0000","0.80","1.30","0.60","0.80","3,933.00","431,140,050.00","423,928,112.40"
"B P P L HOLDINGS PLC","BPPL.N0000","12.50","16.00","12.00","14.00","3,466.00","29,170,616.00","420,335,320.20"
"ACL CABLES PLC","ACL.N0000","60.50","64.90","41.80","42.40","4,441.00","7,654,315.00","403,268,908.70"
"RENUKA HOLDINGS PLC","RHL.N0000","22.40","28.00","17.10","24.00","1,868.00","15,861,988.00","395,980,195.00"
"JANASHAKTHI INSURANCE PLC","JINS.N0000","16.30","17.00","14.80","15.70","6,288.00","24,453,149.00","388,260,272.90"
"LANKA WALLTILE PLC","LWL.N0000","96.50","130.50","92.00","99.40","2,966.00","3,819,625.00","387,910,762.20"
"MASKELIYA PLANTATIONS PLC","MASK.N0000","7.70","27.50","6.00","22.60","9,195.00","19,352,999.00","380,564,583.70"
"C T HOLDINGS PLC","CTHR.N0000","125.00","188.00","120.00","180.00","917.00","2,189,939.00","357,547,610.00"
"REGNIS (LANKA) PLC","REG.N0000","137.20","173.20","116.00","118.10","3,062.00","2,316,404.00","335,141,757.20"
"VALLIBEL POWER ERATHNA PLC","VPEL.N0000","8.70","9.00","6.90","7.50","6,309.00","41,576,526.00","325,275,986.50"
"ASIRI SURGICAL HOSPITAL PLC","AMSL.N0000","10.80","12.10","9.10","10.50","2,505.00","29,709,382.00","323,674,237.50"
"PEOPLE'S INSURANCE PLC","PINS.N0000","19.20","25.90","17.30","23.00","2,865.00","15,371,650.00","321,760,393.00"
"THE KANDY HOTELS COMPANY (1938) PLC","KHC.N0000","7.10","7.10","4.70","5.60","2,501.00","47,243,765.00","321,632,539.40"
"ORIENT FINANCE PLC","BFN.N0000","13.00","17.00","9.00","16.20","8,801.00","21,330,176.00","314,432,242.00"
"COLOMBO DOCKYARD PLC","DOCK.N0000","79.50","110.00","65.30","88.50","4,766.00","3,674,381.00","313,523,478.60"
"BAIRAHA FARMS PLC","BFL.N0000","178.10","180.90","140.00","147.30","3,839.00","1,841,654.00","301,863,979.50"
"AMBEON HOLDINGS PLC","GREG.N0000","12.10","14.50","9.80","12.10","5,752.00","23,425,928.00","297,367,699.90"
"LANKA REALTY INVESTMENTS PLC","ASCO.N0000","28.70","44.50","21.10","37.10","2,503.00","7,261,102.00","292,657,716.60"
"DANKOTUWA PORCELAIN PLC","DPL.N0000","7.30","10.40","5.30","7.50","9,864.00","32,337,480.00","283,439,041.20"
"AGALAWATTE  PLANTATIONS  PLC","AGAL.N0000","17.00","25.00","16.10","20.00","818.00","15,575,843.00","281,229,092.90"
"BIMPUTH FINANCE PLC","BLI.N0000","53.00","59.90","34.00","49.00","2,393.00","5,355,825.00","280,169,195.30"
"LOLC FINANCE PLC","LOFC.N0000","2.50","4.30","1.90","3.70","7,361.00","73,774,660.00","269,170,719.30"
"CEYLON BEVERAGE HOLDINGS PLC","BREW.N0000","625.10","747.00","487.00","700.00","315.00","425,262.00","260,995,942.40"
"RICHARD PIERIS EXPORTS PLC","REXP.N0000","224.00","240.00","170.00","177.00","2,384.00","1,154,263.00","260,324,483.30"
"THREE ACRE FARMS PLC","TAFL.N0000","136.90","138.50","110.00","113.00","3,568.00","2,049,180.00","255,332,751.80"
"MTD WALKERS PLC","KAPI.N0000","40.60","43.90","21.50","23.10","4,987.00","6,697,771.00","231,170,447.50"
"MERCHANT BANK OF SRI LANKA & FINANCE PLC","MBSL.N0000","14.00","15.80","10.60","13.50","4,570.00","15,727,621.00","224,514,309.00"
"CEYLINCO INSURANCE PLC","CINS.N0000","1,400.00","1,720.00","1,200.00","1,597.00","954.00","159,015.00","221,903,414.10"
"SIERRA CABLES PLC","SIRA.N0000","3.30","3.50","2.40","2.50","5,488.00","69,887,035.00","219,587,380.80"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.N0000","72.00","76.00","56.10","63.40","2,728.00","3,273,349.00","219,373,564.60"
"MALWATTE VALLEY PLANTATION PLC","MAL.X0000","2.90","13.00","2.60","9.70","8,386.00","26,779,492.00","217,218,712.20"
"BOGAWANTALAWA TEA ESTATES PLC","BOPL.N0000","9.40","19.50","7.60","17.00","5,011.00","17,009,279.00","212,487,976.20"
"ALLIANCE FINANCE COMPANY PLC","ALLI.N0000","64.70","79.40","52.30","66.50","4,963.00","3,188,877.00","207,394,333.70"
"SERENDIB HOTELS PLC","SHOT.X0000","22.70","22.80","15.50","16.00","475.00","11,259,259.00","204,185,735.00"
"OVERSEAS REALTY (CEYLON) PLC","OSEA.N0000","20.10","21.80","16.80","17.60","3,667.00","10,497,110.00","203,836,659.70"
"R I L PROPERTY PLC","RIL.N0000","9.00","9.00","7.00","7.20","2,407.00","25,603,368.00","203,118,801.00"
"THE LANKA HOSPITALS CORPORATION PLC","LHCL.N0000","65.00","68.50","57.00","62.00","1,424.00","3,153,097.00","199,960,354.00"
"HVA FOODS PLC","HVA.N0000","6.00","8.10","3.80","6.10","10,922.00","30,767,637.00","196,103,246.80"
"CEYLON INVESTMENT PLC","CINV.N0000","51.00","62.00","39.10","44.70","4,549.00","3,880,706.00","193,785,804.30"
"VALLIBEL ONE PLC","VONE.N0000","18.60","20.70","16.20","17.70","5,868.00","10,376,309.00","192,856,740.70"
"VALLIBEL FINANCE PLC","VFIN.N0000","59.50","75.00","55.20","70.00","3,260.00","2,752,321.00","187,895,896.60"
"ON'ALLY HOLDINGS PLC","ONAL.N0000","55.60","56.80","43.00","45.60","483.00","4,346,110.00","187,761,393.40"
"ADAM INVESTMENTS PLC","AINV.N0000","2.00","2.00","0.20","0.30","7,106.00","300,669,023.00","185,144,842.30"
"RESUS ENERGY PLC","HPWR.N0000","20.40","22.00","17.10","18.20","650.00","7,936,624.00","183,061,800.70"
"WASKADUWA BEACH RESORT PLC","CITW.N0000","4.90","5.00","2.90","3.80","2,911.00","40,873,038.00","181,045,577.80"
"MILLENNIUM HOUSING DEVELOPERS PLC","MHDL.N0000","6.70","14.10","6.30","11.70","4,002.00","16,305,054.00","175,302,484.00"
"ASIA ASSET FINANCE PLC","AAF.N0000","1.50","1.70","1.20","1.40","3,301.00","115,924,453.00","172,946,117.50"
"LANKA TILES PLC","TILE.N0000","96.10","121.40","95.00","115.00","781.00","1,581,447.00","171,878,414.80"
"LANKA CEMENT PLC","LCEM.N0000","5.90","8.70","4.00","5.70","7,916.00","24,788,400.00","171,695,291.70"
"CENTRAL INDUSTRIES PLC","CIND.N0000","48.40","52.30","39.80","41.00","3,957.00","3,623,823.00","171,043,321.10"
"HNB ASSURANCE PLC","HASU.N0000","58.00","74.40","52.00","72.50","2,433.00","2,507,543.00","167,015,023.60"
"SOFTLOGIC FINANCE PLC","CRL.N0000","35.00","42.50","29.00","36.40","1,775.00","4,483,175.00","164,775,790.40"
"HAYLEYS FIBRE PLC","HEXP.N0000","81.50","93.40","57.30","72.10","7,623.00","1,896,418.00","148,976,434.50"
"CEYLON GUARDIAN INVESTMENT TRUST PLC","GUAR.N0000","108.00","120.00","84.00","85.00","2,112.00","1,422,773.00","146,075,959.20"
"ACME PRINTING & PACKAGING PLC","ACME.N0000","6.70","8.30","4.30","6.60","6,812.00","22,386,990.00","145,956,748.90"
"LAUGFS GAS PLC","LGL.X0000","33.00","33.00","18.50","20.00","3,333.00","5,764,197.00","139,892,434.50"
"NAMUNUKULA PLANTATIONS PLC","NAMU.N0000","71.00","99.50","71.00","87.00","1,268.00","1,615,270.00","139,665,769.80"
"MORISON PLC","MORI.N0000","330.00","610.00","330.00","529.40","222.00","188,140.00","137,914,385.90"
"RENUKA FOODS PLC","COCO.N0000","19.00","21.50","14.00","17.70","1,622.00","7,420,519.00","137,075,637.10"
"DIPPED PRODUCTS PLC","DIPD.N0000","81.60","125.00","74.00","85.00","2,124.00","1,480,358.00","136,766,626.70"
"SEYLAN DEVELOPMENTS PLC","CSD.N0000","13.90","15.50","12.10","13.60","3,575.00","9,552,064.00","136,544,943.30"
"SHAW WALLACE INVESTMENTS PLC","KZOO.N0000","833.00","2,500.00","4.30","4.50","10,066.00","19,272,461.00","134,377,785.40"
"CEYLON HOSPITALS PLC","CHL.N0000","95.00","103.00","75.00","83.00","387.00","1,317,998.00","130,222,687.00"
"ASIAN HOTELS AND PROPERTIES PLC","AHPL.N0000","56.00","63.00","47.70","52.80","1,561.00","2,358,269.00","128,354,104.60"
"THE KINGSBURY PLC","SERV.N0000","15.50","17.50","13.00","13.50","2,267.00","7,671,986.00","120,631,266.90"
"CEYLON TEA BROKERS PLC","CTBL.N0000","3.80","6.00","3.20","4.30","6,272.00","23,800,660.00","117,423,602.80"
"BROWN & COMPANY PLC","BRWN.N0000","81.10","104.90","68.00","70.50","1,495.00","1,402,448.00","117,012,324.60"
"C I C HOLDINGS PLC","CIC.N0000","91.40","102.00","60.00","62.00","1,273.00","1,485,130.00","113,207,801.70"
"ASIA SIYAKA COMMODITIES LIMITED","ASIY.N0000","2.40","3.10","1.90","2.50","3,520.00","42,572,563.00","112,965,739.90"
"THE COLOMBO FORT LAND AND BUILDING PLC","CFLB.N0000","19.00","24.00","17.00","19.00","1,660.00","5,248,359.00","112,702,972.70"
"TALAWAKELLE TEA ESTATES PLC","TPL.N0000","30.20","61.20","29.50","55.00","2,281.00","2,147,539.00","112,630,947.50"
"BUKIT DARAH PLC","BUKI.N0000","290.00","299.00","201.00","210.50","1,365.00","485,495.00","111,581,664.20"
"NAWALOKA HOSPITALS PLC","NHL.N0000","4.60","5.20","4.20","4.60","1,923.00","24,108,902.00","111,187,146.60"
"TESS AGRO PLC","TESS.N0000","1.40","1.70","0.90","1.20","4,772.00","77,723,530.00","104,983,941.60"
"SINGER FINANCE LANKA PLC","SFIN.N0000","18.60","21.00","14.90","15.00","4,107.00","5,719,119.00","104,459,629.80"
"LEE HEDGES PLC","SHAW.N0000","361.00","380.00","55.00","87.90","1,348.00","1,262,791.00","100,861,572.20"
"CENTRAL INVESTMENTS & FINANCE PLC","CIFL.N0000","1.10","1.50","0.60","0.80","5,585.00","93,549,111.00","100,558,341.80"
"LAUGFS GAS PLC","LGL.N0000","34.00","34.00","20.90","23.50","4,983.00","3,669,510.00","100,494,759.00"
"ADAM CAPITAL PLC","PCHH.N0000","1.30","1.50","0.60","0.70","4,326.00","100,951,143.00","99,106,981.40"
"SOFTLOGIC CAPITAL PLC","SCAP.N0000","5.60","5.80","4.20","4.50","2,814.00","19,280,114.00","95,213,827.10"
"RENUKA HOTELS PLC","RCH.N0000","151.00","250.00","115.00","115.00","187.00","565,066.00","94,183,224.00"
"SMB FINANCE PLC","SEMB.N0000","0.70","1.00","0.40","0.60","3,978.00","135,824,984.00","92,842,807.10"
"UDAPUSSELLAWA  PLANTATIONS PLC","UDPL.N0000","18.00","54.90","16.90","42.50","3,800.00","2,560,834.00","92,626,489.50"
"NATION LANKA FINANCE PLC","CSF.N0000","1.30","1.60","0.90","1.10","3,783.00","74,313,650.00","91,524,531.20"
"UNISYST ENGINEERING PLC","ALUF.N0000","34.50","39.00","21.00","23.00","4,286.00","3,180,604.00","91,212,152.40"
"SAMPATH BANK PLC","SAMP.R0000","90.00","100.00","71.30","79.10","558.00","1,036,986.00","88,768,562.40"
"LANKA VENTURES PLC","LVEN.N0000","42.50","57.00","40.00","55.00","1,018.00","1,846,884.00","87,375,536.30"
"THE FINANCE COMPANY PLC","TFC.X0000","2.90","3.10","1.80","2.20","5,988.00","33,692,607.00","85,588,056.60"
"RENUKA AGRI FOODS PLC","RAL.N0000","2.90","3.20","2.40","2.60","3,534.00","29,530,838.00","85,483,347.40"
"KELANI CABLES PLC","KCAB.N0000","125.00","129.00","89.30","90.40","536.00","732,621.00","85,410,010.60"
"VIDULLANKA PLC","VLL.N0000","5.60","5.90","4.90","5.00","1,271.00","16,133,388.00","85,386,687.30"
"KELANI TYRES PLC","TYRE.N0000","60.50","65.00","42.00","44.40","2,352.00","1,552,468.00","84,682,900.50"
"JOHN KEELLS HOTELS PLC","KHL.N0000","10.80","11.90","8.40","8.80","3,609.00","7,726,145.00","81,406,223.40"
"AITKEN SPENCE HOTEL HOLDINGS PLC","AHUN.N0000","44.00","44.40","28.00","29.50","2,683.00","2,280,068.00","80,605,149.80"
"ANILANA HOTELS AND PROPERTIES PLC","ALHP.N0000","1.90","1.90","1.10","1.10","4,239.00","53,600,068.00","75,242,070.50"
"ACL PLASTICS PLC","APLA.N0000","218.60","231.90","119.10","120.00","2,330.00","443,646.00","75,082,340.50"
"COLOMBO LAND AND DEVELOPMENT COMPANY PLC","CLND.N0000","26.00","29.90","18.00","19.80","2,660.00","3,000,808.00","71,915,738.80"
"HAPUGASTENNE PLANTATIONS PLC","HAPU.N0000","16.50","37.30","14.60","30.00","2,588.00","2,344,971.00","71,512,009.50"
"HORANA PLANTATIONS PLC","HOPL.N0000","16.40","30.00","15.00","26.00","1,616.00","2,920,106.00","70,922,056.20"
"RAIGAM WAYAMBA SALTERNS PLC","RWSL.N0000","2.00","3.10","1.90","2.30","3,183.00","28,008,070.00","70,249,405.20"
"KALPITIYA BEACH RESORT PLC","CITK.N0000","3.70","5.10","2.30","4.50","4,909.00","17,200,449.00","69,724,958.10"
"C I C HOLDINGS PLC","CIC.X0000","67.90","73.90","45.40","47.40","1,502.00","1,239,064.00","69,693,824.00"
"DOLPHIN HOTELS PLC","STAF.N0000","39.00","40.90","26.80","28.00","1,950.00","1,968,069.00","68,568,430.00"
"KOTAGALA PLANTATIONS PLC","KOTA.N0000","9.30","21.00","8.80","12.20","4,681.00","4,410,139.00","67,267,627.80"
"KEGALLE  PLANTATIONS  PLC","KGAL.N0000","48.50","78.20","46.50","70.00","2,169.00","1,053,353.00","66,290,943.30"
"CARSON CUMBERBATCH PLC","CARS.N0000","189.90","190.00","145.10","176.00","1,082.00","397,506.00","65,338,196.90"
"BERUWALA RESORTS PLC","BERU.N0000","1.10","1.30","0.70","0.80","3,628.00","66,417,645.00","64,712,713.10"
"HATTON NATIONAL BANK PLC","HNB.R0000","20.00","20.00","0.10","1.10","705.00","10,582,790.00","64,328,373.30"
"E - CHANNELLING PLC","ECL.N0000","7.30","8.30","5.40","5.90","4,456.00","9,253,193.00","64,044,831.30"
"MARAWILA  RESORTS  PLC","MARA.N0000","2.30","2.80","1.80","1.90","2,492.00","28,317,830.00","63,845,549.50"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","804.20","1,150.00","690.00","939.90","1,469.00","63,895.00","61,805,027.90"
"CEYLINCO INSURANCE PLC","CINS.X0000","750.00","950.00","720.00","825.10","670.00","72,718.00","60,703,553.70"
"THE FINANCE COMPANY PLC","TFC.N0000","6.50","7.60","4.60","5.20","4,059.00","10,327,368.00","60,340,608.10"
"CARGO BOAT DEVELOPMENT COMPANY PLC","CABO.N0000","88.00","96.50","75.40","84.00","930.00","659,781.00","58,167,544.20"
"HAYCARB PLC","HAYC.N0000","150.00","170.00","145.00","147.50","573.00","360,328.00","56,730,090.70"
"DIESEL & MOTOR ENGINEERING PLC","DIMO.N0000","582.10","639.00","472.00","490.00","1,343.00","105,389.00","55,726,092.20"
"CITRUS LEISURE PLC","REEF.N0000","9.50","11.30","6.30","7.50","4,490.00","6,090,754.00","55,401,518.60"
"ARPICO INSURANCE PLC","AINS.N0000","12.50","20.00","11.30","17.00","1,009.00","3,218,680.00","55,119,713.50"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.X0000","62.00","67.50","48.00","56.00","1,125.00","885,087.00","52,035,224.60"
"EASTERN MERCHANTS PLC","EMER.N0000","6.50","8.40","4.80","6.00","3,145.00","7,225,290.00","50,418,867.70"
"C M HOLDINGS PLC","COLO.N0000","91.00","93.50","69.00","73.00","1,373.00","630,639.00","50,075,859.70"
"UNION ASSURANCE PLC","UAL.N0000","142.00","165.00","134.00","135.00","819.00","341,965.00","49,785,678.30"
"COMMERCIAL BANK OF CEYLON PLC","COMB.R0000","25.50","25.50","18.60","21.10","495.00","2,441,142.00","49,153,420.50"
"HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL","HDFC.N0000","48.00","50.00","31.70","32.70","2,073.00","1,160,350.00","48,488,500.20"
"SRI LANKA TELECOM PLC","SLTL.N0000","35.00","36.70","27.00","28.50","3,149.00","1,463,787.00","46,137,965.00"
"AMBEON CAPITAL PLC","TAP.N0000","4.60","6.70","3.20","5.50","2,322.00","7,632,866.00","44,003,278.70"
"SMB FINANCE PLC","SEMB.X0000","0.40","0.40","0.20","0.30","2,544.00","140,073,677.00","43,203,634.80"
"JOHN KEELLS PLC","JKL.N0000","58.00","69.90","50.70","53.90","1,466.00","672,946.00","40,434,037.80"
"SINHAPUTHRA FINANCE PLC","SFL.N0000","16.80","16.80","10.00","10.50","3,009.00","3,122,790.00","39,065,358.50"
"GALADARI HOTELS (LANKA) PLC","GHLL.N0000","10.80","11.40","8.00","8.00","3,638.00","3,846,954.00","37,802,758.50"
"LANKA ALUMINIUM INDUSTRIES PLC","LALU.N0000","83.40","94.50","60.00","71.90","800.00","442,079.00","36,729,657.60"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.N0000","1.40","1.50","0.70","0.90","3,435.00","29,850,841.00","35,028,534.60"
"EDEN HOTEL LANKA PLC","EDEN.N0000","13.00","28.00","10.00","14.20","2,685.00","1,785,305.00","34,041,968.70"
"CHEMANEX PLC","CHMX.N0000","53.10","67.00","50.60","51.50","510.00","586,339.00","33,625,134.50"
"ODEL PLC","ODEL.N0000","22.10","27.40","19.00","25.60","1,573.00","1,346,338.00","32,767,973.50"
"CITY HOUSING & REAL ESTATE CO. PLC","CHOU.N0000","8.40","8.80","5.00","5.90","3,088.00","4,545,776.00","31,902,492.80"
"OVERSEAS REALTY (CEYLON) PLC","OSEA.R0000","0.10","0.20","0.10","0.10","389.00","315,291,779.00","31,536,772.20"
"BOGALA GRAPHITE LANKA PLC","BOGA.N0000","15.00","17.60","11.00","13.30","1,812.00","2,025,763.00","31,128,174.50"
"PROPERTY DEVELOPMENT PLC","PDL.N0000","112.00","115.00","72.00","97.00","1,056.00","352,574.00","30,734,883.30"
"SHAW WALLACE INVESTMENTS PLC","KZOO.R0000","25.00","54.00","0.10","0.10","4,623.00","2,889,084.00","30,100,564.40"
"LAXAPANA BATTERIES PLC","LITE.N0000","11.00","12.80","9.10","10.50","1,985.00","2,612,634.00","29,193,197.40"
"RENUKA CITY HOTELS PLC.","RENU.N0000","270.20","350.00","270.00","275.00","819.00","98,468.00","28,635,251.10"
"LANKA CERAMIC PLC","CERA.N0000","108.90","179.90","108.90","150.00","560.00","181,166.00","27,646,960.60"
