"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"AMBEON HOLDINGS PLC","GREG.N0000","12.90","21.50","7.30","20.70","8,764.00","47,268,870.00","777,301,125.10"
"RAIGAM WAYAMBA SALTERNS PLC","RWSL.N0000","2.80","11.30","1.50","6.70","18,859.00","119,792,986.00","767,500,450.60"
"LANKEM DEVELOPMENTS PLC","LDEV.N0000","3.40","6.50","1.40","4.70","20,770.00","152,953,927.00","711,388,981.70"
"OVERSEAS REALTY (CEYLON) PLC","OSEA.N0000","16.20","16.50","9.50","14.40","17,810.00","52,300,717.00","708,810,068.30"
"LB FINANCE PLC","LFIN.N0000","155.00","167.50","114.80","146.00","8,353.00","4,702,973.00","666,114,992.50"
"ASIA SIYAKA COMMODITIES LIMITED","ASIY.N0000","2.40","4.50","1.60","3.30","13,308.00","196,875,156.00","661,176,240.10"
"ELPITIYA PLANTATIONS PLC","ELPL.N0000","18.90","48.00","12.50","46.30","14,898.00","18,573,484.00","659,265,012.10"
"C T HOLDINGS PLC","CTHR.N0000","168.00","180.00","133.10","164.90","961.00","4,146,464.00","655,263,170.20"
"SERENDIB HOTELS PLC","SHOT.N0000","22.20","27.90","14.20","17.90","1,032.00","44,422,117.00","638,273,749.40"
"PEOPLE'S INSURANCE PLC","PINS.N0000","22.10","30.00","16.50","28.20","10,661.00","25,935,986.00","628,887,356.80"
"HNB ASSURANCE PLC","HASU.N0000","135.00","178.00","55.10","58.20","7,660.00","6,502,845.00","627,625,766.20"
"JANASHAKTHI INSURANCE PLC","JINS.N0000","32.40","34.60","19.10","30.00","9,610.00","19,666,393.00","598,597,089.00"
"DANKOTUWA PORCELAIN PLC","DPL.N0000","8.00","13.30","4.00","10.40","17,245.00","59,107,662.00","595,641,737.30"
"SINGER (SRI LANKA) PLC","SINS.N0000","35.90","61.20","20.00","55.00","11,439.00","12,767,126.00","589,941,785.70"
"BAIRAHA FARMS PLC","BFL.N0000","115.00","149.90","72.00","140.50","7,764.00","5,073,693.00","571,471,877.30"
"THE COLOMBO FORT LAND AND BUILDING PLC","CFLB.N0000","13.30","15.50","6.80","12.90","17,015.00","50,390,559.00","571,193,705.20"
"B P P L HOLDINGS PLC","BPPL.N0000","12.20","16.50","6.80","15.60","13,457.00","43,759,676.00","562,105,754.00"
"CEYLON INVESTMENT PLC","CINV.N0000","54.00","80.00","27.00","74.30","9,910.00","9,090,385.00","553,595,305.00"
"PAN ASIA BANKING CORPORATION PLC","PABC.N0000","12.70","14.70","6.10","13.00","10,295.00","41,337,448.00","526,147,282.70"
"SHAW WALLACE INVESTMENTS PLC","KZOO.N0000","3.70","8.30","1.40","7.00","16,701.00","96,268,153.00","525,886,860.40"
"LOLC FINANCE PLC","LOFC.N0000","3.90","4.40","2.20","3.60","13,192.00","129,522,876.00","474,554,396.60"
"SOFTLOGIC HOLDINGS PLC","SHL.N0000","15.60","15.90","9.80","12.40","9,451.00","40,107,270.00","465,918,128.20"
"KELANI VALLEY PLANTATIONS PLC","KVAL.N0000","80.50","95.00","63.10","79.10","7,344.00","5,884,426.00","459,863,113.40"
"JOHN KEELLS HOTELS PLC","KHL.N0000","11.60","12.60","5.60","11.00","11,750.00","49,410,268.00","445,340,073.30"
"KOTAGALA PLANTATIONS PLC","KOTA.N0000","7.10","12.50","4.10","9.00","15,687.00","43,944,506.00","413,649,850.10"
"WASKADUWA BEACH RESORT PLC","CITW.N0000","5.80","6.00","2.70","3.90","13,003.00","97,898,591.00","411,703,778.50"
"NESTLE LANKA PLC","NEST.N0000","1,290.00","1,348.90","985.00","1,275.00","3,147.00","343,381.00","405,637,487.70"
"REGNIS (LANKA) PLC","REG.N0000","88.00","124.00","48.10","114.80","10,045.00","4,363,810.00","390,373,010.10"
"HVA FOODS PLC","HVA.N0000","3.90","7.60","1.60","6.10","14,600.00","68,893,742.00","387,248,467.30"
"SINGHE HOSPITALS PLC","SINH.N0000","1.60","3.90","1.20","3.30","9,100.00","153,378,949.00","381,162,837.50"
"AMANA BANK PLC","ABL.N0000","2.30","4.10","1.70","3.40","7,568.00","126,437,602.00","367,579,999.20"
"TALAWAKELLE TEA ESTATES PLC","TPL.N0000","46.70","79.40","37.00","73.00","10,475.00","5,817,247.00","367,426,756.00"
"UNITED MOTORS LANKA PLC","UML.N0000","61.00","83.00","45.00","79.00","4,505.00","5,748,480.00","367,036,080.70"
"HATTON PLANTATIONS PLC","HPL.N0000","7.10","11.00","3.50","9.90","3,102.00","33,873,908.00","333,472,669.70"
"LAUGFS POWER PLC","LPL.X0000","4.10","8.40","1.60","7.40","10,802.00","56,504,709.00","333,426,789.80"
"LAUGFS GAS PLC","LGL.N0000","17.30","28.30","8.00","26.40","7,732.00","15,459,939.00","324,384,894.80"
"INDUSTRIAL ASPHALTS (CEYLON) PLC","ASPH.N0000","300.00","449.00","0.10","0.30","9,829.00","1,165,442,094.00","312,140,852.00"
"LAUGFS GAS PLC","LGL.X0000","13.80","22.20","5.80","20.00","8,932.00","21,967,270.00","309,946,692.80"
"RENUKA HOTELS PLC","RCH.N0000","49.00","90.00","32.10","74.00","609.00","5,047,005.00","305,181,802.40"
"VALLIBEL FINANCE PLC","VFIN.N0000","73.00","74.90","39.00","67.10","7,909.00","4,915,223.00","304,958,294.50"
"HAYLEYS FIBRE PLC","HEXP.N0000","93.50","170.00","71.80","140.00","8,291.00","2,583,892.00","301,801,691.00"
"AITKEN SPENCE HOTEL HOLDINGS PLC","AHUN.N0000","26.90","33.90","12.00","32.30","7,341.00","11,852,435.00","287,129,781.70"
"COLOMBO DOCKYARD PLC","DOCK.N0000","62.00","94.50","30.00","85.30","8,081.00","4,254,346.00","279,230,138.90"
"LAUGFS POWER PLC","LPL.N0000","5.00","11.20","1.80","10.00","8,845.00","36,850,716.00","272,504,290.40"
"COLOMBO LAND AND DEVELOPMENT COMPANY PLC","CLND.N0000","26.00","28.50","10.30","24.30","8,045.00","11,077,871.00","270,446,579.20"
"THE LANKA HOSPITALS CORPORATION PLC","LHCL.N0000","42.50","54.90","27.50","53.40","4,276.00","5,838,823.00","259,513,862.40"
"RICHARD PIERIS EXPORTS PLC","REXP.N0000","263.00","367.50","150.00","349.80","8,223.00","996,599.00","258,008,972.60"
"CHEMANEX PLC","CHMX.N0000","58.70","102.90","38.00","90.50","5,829.00","3,294,248.00","255,057,880.30"
"ASIAN HOTELS AND PROPERTIES PLC","AHPL.N0000","40.00","45.00","20.00","42.90","3,861.00","7,117,426.00","252,875,590.60"
"MACKWOODS ENERGY PLC","MEL.N0000","2.00","5.20","1.00","3.50","10,247.00","77,376,662.00","246,693,938.20"
"MALWATTE VALLEY PLANTATION PLC","MAL.X0000","4.20","10.70","2.00","9.20","9,463.00","33,618,330.00","238,116,818.60"
"NAWALOKA HOSPITALS PLC","NHL.N0000","3.90","7.70","2.60","5.90","8,897.00","40,807,671.00","232,410,338.20"
"ACL PLASTICS PLC","APLA.N0000","163.40","257.00","75.00","248.80","5,506.00","1,166,298.00","227,983,114.80"
"SERENDIB HOTELS PLC","SHOT.X0000","11.90","14.40","8.00","10.40","1,465.00","23,069,269.00","227,219,921.10"
"AMANA TAKAFUL PLC","ATL.N0000","5.20","11.00","3.50","10.70","2,350.00","25,328,414.00","210,216,566.10"
"ASIA ASSET FINANCE PLC","AAF.N0000","8.80","10.50","4.80","9.10","6,852.00","23,973,946.00","199,667,930.10"
"ASIRI SURGICAL HOSPITAL PLC","AMSL.N0000","10.00","19.00","8.90","17.30","4,723.00","14,181,247.00","198,554,378.10"
"LANKA ALUMINIUM INDUSTRIES PLC","LALU.N0000","60.00","121.20","40.00","112.70","5,094.00","2,042,189.00","196,309,968.20"
"LAXAPANA BATTERIES PLC","LITE.N0000","10.10","19.50","8.00","14.90","8,821.00","12,772,622.00","195,544,487.30"
"MASKELIYA PLANTATIONS PLC","MASK.N0000","10.00","18.00","5.50","15.00","8,166.00","14,928,750.00","192,172,375.60"
"SEYLAN DEVELOPMENTS PLC","CSD.N0000","11.50","14.70","8.00","14.40","6,676.00","16,075,786.00","191,773,703.60"
"SINGER FINANCE LANKA PLC","SFIN.N0000","13.00","15.60","7.40","15.00","6,327.00","14,900,012.00","190,866,447.80"
"MALWATTE VALLEY PLANTATION PLC","MAL.N0000","6.30","13.10","3.50","11.90","5,319.00","18,365,577.00","189,714,004.10"
"SRI LANKA TELECOM PLC","SLTL.N0000","31.00","34.80","18.00","33.50","6,854.00","5,982,917.00","186,345,491.40"
"HNB FINANCE PLC","HNBF.N0000","5.70","15.50","4.80","10.00","9,516.00","18,093,273.00","186,126,583.70"
"CEYLON TEA BROKERS PLC","CTBL.N0000","3.40","5.30","2.10","4.00","9,543.00","46,057,745.00","185,644,124.60"
"NATION LANKA FINANCE PLC","CSF.N0000","1.10","1.40","0.40","1.00","8,500.00","183,304,941.00","183,944,590.90"
"UNISYST ENGINEERING PLC","ALUF.N0000","14.00","22.90","5.60","16.90","8,377.00","12,629,165.00","182,475,245.30"
"LEE HEDGES PLC","SHAW.N0000","76.00","90.00","50.00","80.40","1,625.00","2,772,909.00","180,690,063.60"
"SOFTLOGIC CAPITAL PLC","SCAP.N0000","5.40","5.90","3.00","3.90","7,406.00","40,630,489.00","177,456,289.00"
"CITRUS LEISURE PLC","REEF.N0000","12.00","12.50","4.80","10.40","10,587.00","17,277,019.00","176,092,891.70"
"CEYLINCO INSURANCE PLC","CINS.N0000","1,850.20","2,100.00","1,401.00","1,997.80","457.00","98,527.00","175,721,368.70"
"RENUKA HOLDINGS PLC","RHL.N0000","18.40","19.80","10.50","15.00","4,643.00","11,229,867.00","175,268,311.10"
"CEYLON GUARDIAN INVESTMENT TRUST PLC","GUAR.N0000","90.90","150.00","49.00","127.30","3,340.00","1,880,410.00","174,254,047.60"
"KEGALLE  PLANTATIONS  PLC","KGAL.N0000","59.50","90.00","35.00","89.00","4,895.00","2,374,707.00","173,467,505.00"
"ANILANA HOTELS AND PROPERTIES PLC","ALHP.N0000","1.10","1.80","0.50","1.50","6,560.00","138,129,731.00","171,937,659.20"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.N0000","81.70","94.00","60.10","89.10","945.00","1,972,461.00","171,360,098.10"
"RENUKA FOODS PLC","COCO.N0000","19.00","21.00","12.00","17.80","5,722.00","9,435,035.00","161,776,724.60"
"AGSTAR PLC","AGST.N0000","4.50","9.10","3.00","7.30","6,321.00","23,063,813.00","160,310,152.70"
"ACME PRINTING & PACKAGING PLC","ACME.N0000","5.10","6.90","2.30","5.10","7,259.00","30,988,108.00","156,458,842.30"
"ALLIANCE FINANCE COMPANY PLC","ALLI.N0000","51.00","59.00","30.00","53.50","2,710.00","3,435,421.00","155,789,749.90"
"BALANGODA  PLANTATIONS  PLC","BALA.N0000","12.00","17.40","6.10","16.10","7,339.00","10,903,144.00","155,305,372.80"
"SMB FINANCE PLC","SEMB.N0000","0.60","0.80","0.30","0.70","4,830.00","279,350,370.00","152,931,328.90"
"AMBEON CAPITAL PLC","TAP.N0000","4.80","6.80","2.80","6.20","5,009.00","27,556,765.00","149,210,179.60"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","122.10","143.90","97.00","140.00","4,146.00","1,337,539.00","148,688,981.40"
"CEYLON HOSPITALS PLC","CHL.N0000","75.50","114.80","73.00","103.20","760.00","1,564,616.00","146,338,892.80"
"TESS AGRO PLC","TESS.N0000","0.50","0.80","0.30","0.60","6,864.00","242,269,517.00","143,506,746.40"
"KELANI CABLES PLC","KCAB.N0000","84.60","120.10","50.00","116.50","3,197.00","1,421,361.00","139,129,365.40"
"CEYLON BEVERAGE HOLDINGS PLC","BREW.N0000","760.50","890.00","620.00","752.00","224.00","181,793.00","137,896,903.60"
"EASTERN MERCHANTS PLC","EMER.N0000","5.70","9.20","2.50","7.40","6,980.00","18,556,875.00","129,746,210.70"
"HIKKADUWA BEACH RESORT PLC","CITH.N0000","6.90","6.90","2.30","5.80","9,076.00","22,892,674.00","129,383,970.10"
"DIESEL & MOTOR ENGINEERING PLC","DIMO.N0000","323.00","649.90","188.00","618.20","3,391.00","355,441.00","128,450,324.70"
"NAMUNUKULA PLANTATIONS PLC","NAMU.N0000","84.00","190.00","69.20","184.00","3,154.00","996,898.00","127,506,747.60"
"ABANS ELECTRICALS PLC","ABAN.N0000","98.00","155.00","55.00","136.50","4,752.00","1,112,270.00","119,788,256.80"
"MILLENNIUM HOUSING DEVELOPERS PLC","MHDL.N0000","8.00","8.30","4.40","6.90","6,462.00","18,101,600.00","118,762,492.40"
"MARAWILA  RESORTS  PLC","MARA.N0000","1.90","2.50","0.70","2.10","6,034.00","60,367,075.00","115,388,095.50"
"CEYLINCO INSURANCE PLC","CINS.X0000","860.00","1,100.00","700.00","1,021.80","1,254.00","135,878.00","113,257,106.50"
"RENUKA CITY HOTELS PLC.","RENU.N0000","265.00","280.00","155.00","238.00","996.00","585,356.00","111,825,107.40"
"BUKIT DARAH PLC","BUKI.N0000","246.00","520.00","140.10","349.30","2,881.00","337,344.00","109,675,856.40"
"E B CREASY & COMPANY PLC","EBCR.N0000","1,195.00","3,851.80","701.00","3,115.10","2,196.00","51,003.00","107,054,057.60"
"SIGIRIYA VILLAGE HOTELS PLC","SIGV.N0000","40.90","40.90","17.50","34.90","2,423.00","3,327,467.00","104,360,679.10"
"C M HOLDINGS PLC","COLO.N0000","79.10","83.00","38.30","78.50","5,174.00","1,488,129.00","102,618,549.60"
"COMMERCIAL CREDIT AND FINANCE PLC","COCR.N0000","29.50","31.00","12.60","25.00","5,591.00","3,971,607.00","94,171,642.50"
"CARSON CUMBERBATCH PLC","CARS.N0000","190.10","379.80","136.50","278.80","2,242.00","398,995.00","93,548,891.10"
"CARGO BOAT DEVELOPMENT COMPANY PLC","CABO.N0000","53.30","71.00","32.00","68.00","2,730.00","1,729,941.00","92,495,186.00"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.X0000","67.60","69.90","38.50","65.00","2,045.00","1,474,740.00","90,395,348.60"
"LANKA VENTURES PLC","LVEN.N0000","39.90","62.00","29.00","54.50","1,847.00","1,952,589.00","89,979,360.60"
"E - CHANNELLING PLC","ECL.N0000","5.50","8.90","3.00","7.10","6,188.00","13,389,997.00","89,181,954.90"
"HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL","HDFC.N0000","30.80","41.50","14.00","36.20","3,608.00","2,500,150.00","82,984,458.60"
"LOTUS HYDRO POWER PLC","HPFL.N0000","6.00","11.90","4.30","10.60","4,390.00","8,909,510.00","81,757,756.20"
"UNION ASSURANCE PLC","UAL.N0000","320.30","355.00","274.90","305.00","1,622.00","257,632.00","80,686,844.80"
"MADULSIMA  PLANTATIONS  PLC","MADU.N0000","7.20","13.20","3.70","10.00","5,787.00","7,581,582.00","75,612,910.10"
"SOFTLOGIC FINANCE PLC","CRL.N0000","16.70","17.90","9.00","11.70","4,545.00","5,853,665.00","75,266,521.90"
"BIMPUTH FINANCE PLC","BLI.N0000","26.00","26.50","8.00","9.30","5,237.00","7,012,677.00","75,127,350.30"
"GALADARI HOTELS (LANKA) PLC","GHLL.N0000","9.00","10.20","3.50","9.50","6,150.00","8,842,353.00","71,523,910.70"
"BOGALA GRAPHITE LANKA PLC","BOGA.N0000","16.00","28.50","10.00","27.40","3,739.00","3,489,682.00","71,478,786.00"
"ASIA CAPITAL PLC","ACAP.N0000","7.80","8.60","4.00","6.70","5,462.00","9,857,049.00","67,363,764.10"
"HAYLEYS LEISURE PLC","CONN.N0000","37.50","46.00","20.00","42.00","2,240.00","2,030,324.00","66,885,825.40"
"BOGAWANTALAWA TEA ESTATES PLC","BOPL.N0000","9.90","18.40","6.80","14.60","3,794.00","4,811,494.00","64,196,378.20"
"ORIENT FINANCE PLC","BFN.N0000","12.00","12.80","5.00","11.80","4,231.00","6,134,286.00","63,561,533.80"
"CEYLON HOSPITALS PLC","CHL.X0000","69.00","102.00","67.10","90.00","316.00","833,441.00","63,207,555.10"
"DOLPHIN HOTELS PLC","STAF.N0000","24.30","30.50","11.00","26.40","1,674.00","2,599,436.00","63,108,340.50"
"SERENDIB ENGINEERING GROUP PLC","IDL.N0000","6.50","8.60","2.80","6.20","5,411.00","8,626,004.00","56,749,404.50"
"MERCHANT BANK OF SRI LANKA & FINANCE PLC","MBSL.N0000","9.60","9.60","5.50","7.50","3,858.00","7,323,941.00","56,379,703.40"
"COMMERCIAL LEASING & FINANCE PLC","CLC.N0000","3.50","5.20","1.70","4.00","4,968.00","13,899,996.00","55,621,462.00"
"C. W. MACKIE PLC","CWM.N0000","45.50","53.10","30.20","48.00","2,431.00","1,181,069.00","54,777,043.60"
"SINHAPUTHRA FINANCE PLC","SFL.N0000","9.10","11.00","5.00","9.30","2,938.00","6,040,008.00","52,784,625.70"
"SMB FINANCE PLC","SEMB.X0000","0.40","0.50","0.20","0.40","2,731.00","160,576,942.00","50,615,902.40"
"MULLER & PHIPPS (CEYLON) PLC","MULL.N0000","1.00","1.40","0.50","1.10","3,467.00","47,157,186.00","49,317,742.20"
"RESUS ENERGY PLC","HPWR.N0000","25.00","30.80","19.00","27.00","2,604.00","1,843,826.00","49,010,056.60"
"MAHAWELI COCONUT PLANTATIONS PLC","MCPL.N0000","19.20","31.30","16.50","29.00","3,299.00","2,006,448.00","48,765,938.60"
"BERUWALA RESORTS PLC","BERU.N0000","0.90","1.30","0.50","1.10","4,337.00","51,746,655.00","48,595,438.30"
"JETWING SYMPHONY PLC","JETS.N0000","11.00","11.50","7.50","9.60","3,585.00","5,329,827.00","48,410,637.80"
"UDAPUSSELLAWA  PLANTATIONS PLC","UDPL.N0000","23.60","41.50","17.60","32.00","2,889.00","1,504,015.00","47,429,968.70"
"THE KINGSBURY PLC","SERV.N0000","13.50","13.50","6.00","11.90","2,856.00","4,241,185.00","44,231,831.80"
"HORANA PLANTATIONS PLC","HOPL.N0000","17.30","27.20","14.40","22.40","2,023.00","1,813,243.00","42,240,050.10"
"GALLE FACE CAPITAL PARTNERS PLC","WAPO.N0000","31.30","44.70","18.00","35.00","3,529.00","1,239,464.00","41,787,294.60"
"JOHN KEELLS PLC","JKL.N0000","51.00","70.00","41.90","61.50","2,041.00","793,299.00","41,692,600.70"
"LANKA REALTY INVESTMENTS PLC","ASCO.N0000","36.40","42.80","28.20","36.30","2,388.00","1,086,675.00","40,282,477.20"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","814.00","895.00","651.00","825.00","1,715.00","49,085.00","39,231,952.80"
