"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"ASIA CAPITAL PLC","ACAP.N0000","17.10","18.20","10.50","11.50","5,930.00","8,516,434.00","113,038,360.00"
"MADULSIMA  PLANTATIONS  PLC","MADU.N0000","10.70","19.00","9.60","14.10","8,222.00","7,658,494.00","108,265,608.00"
"INDUSTRIAL ASPHALTS (CEYLON) PLC","ASPH.N0000","214.00","364.00","181.00","291.00","1,393.00","520,275.00","108,094,560.00"
"BERUWALA RESORTS PLC","BERU.N0000","1.90","2.60","1.50","1.90","4,858.00","50,921,803.00","105,004,600.00"
"ABANS ELECTRICALS PLC","ABAN.N0000","108.00","134.00","98.00","118.50","3,770.00","901,565.00","104,567,776.00"
"LANKA ALUMINIUM INDUSTRIES PLC","LALU.N0000","30.80","64.50","27.20","55.50","2,599.00","2,392,004.00","103,596,120.00"
"CITY HOUSING & REAL ESTATE CO. PLC","CHOU.N0000","11.40","18.70","9.00","14.90","4,951.00","6,500,547.00","101,266,456.00"
"MASKELIYA PLANTATIONS PLC","MASK.N0000","10.50","16.00","9.60","12.50","3,671.00","7,394,830.00","100,165,368.00"
"EDEN HOTEL LANKA PLC","EDEN.N0000","29.90","31.50","24.00","25.70","3,042.00","3,558,248.00","98,865,200.00"
"KAHAWATTE  PLANTATIONS  PLC","KAHA.N0000","37.00","42.00","33.00","35.50","1,361.00","2,458,513.00","97,997,760.00"
"RENUKA CITY HOTELS PLC.","RENU.N0000","254.50","374.00","250.00","349.80","1,196.00","305,775.00","93,516,576.00"
"WASKADUWA BEACH RESORT PLC","CITW.N0000","7.40","9.40","6.20","6.90","3,763.00","12,342,772.00","93,403,424.00"
"KELANI CABLES PLC","KCAB.N0000","72.00","101.90","72.00","89.40","1,094.00","1,041,893.00","92,385,848.00"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","500.00","724.90","450.50","627.50","1,768.00","152,705.00","88,727,384.00"
"MAHAWELI REACH HOTELS PLC","MRH.N0000","15.50","27.20","14.90","23.30","2,330.00","3,796,263.00","88,529,080.00"
"SINHAPUTHRA FINANCE PLC","SFL.P0000","50.00","70.00","30.00","44.40","3,383.00","1,567,960.00","87,276,272.00"
"BIMPUTH FINANCE PLC","BLI.N0000","16.70","59.40","16.70","40.70","6,716.00","2,191,239.00","85,216,096.00"
"SERENDIB ENGINEERING GROUP PLC","IDL.N0000","169.00","169.00","73.60","98.00","4,226.00","897,547.00","84,889,856.00"
"NAMUNUKULA PLANTATIONS PLC","NAMU.N0000","80.50","100.00","76.20","89.40","1,513.00","980,888.00","84,114,112.00"
"UNION ASSURANCE PLC","UAL.N0000","105.00","180.00","100.20","164.00","1,425.00","572,423.00","84,082,584.00"
"CEYLON HOTELS CORPORATION PLC","CHOT.N0000","15.80","27.50","14.00","23.10","2,984.00","3,651,630.00","81,716,040.00"
"MACKWOODS ENERGY PLC","MEL.N0000","7.10","8.00","5.80","6.40","2,544.00","11,446,593.00","81,134,488.00"
"CEYLON HOSPITALS PLC","CHL.N0000","110.00","120.00","0.00","117.40","339.00","712,901.00","78,871,288.00"
"AGALAWATTE  PLANTATIONS  PLC","AGAL.N0000","23.80","29.50","23.00","27.10","1,682.00","3,016,071.00","76,922,952.00"
"RAMBODA FALLS PLC","RFL.N0000","14.50","38.50","11.60","26.00","2,870.00","2,538,858.00","76,464,600.00"
"HAYLEYS FIBRE PLC","HEXP.N0000","26.70","52.50","25.70","42.60","2,977.00","1,820,142.00","74,445,448.00"
"RENUKA FOODS PLC","COCO.X0000","13.50","25.50","12.30","23.90","2,236.00","3,634,661.00","72,174,560.00"
"TALAWAKELLE TEA ESTATES PLC","TPL.N0000","25.00","37.00","24.00","33.00","2,436.00","2,305,992.00","71,742,952.00"
"LOTUS HYDRO POWER PLC","HPFL.N0000","5.00","6.90","4.10","5.70","3,958.00","12,140,559.00","69,889,992.00"
"LUCKY LANKA MILK PROCESSING COMPANY PLC","LLMP.N0000","6.40","6.40","4.70","4.90","2,175.00","11,611,232.00","67,326,680.00"
"PALM GARDEN HOTELS PLC","PALM.N0000","70.00","122.00","68.00","80.00","2,166.00","761,620.00","66,257,276.00"
"DILMAH CEYLON TEA COMPANY PLC","CTEA.N0000","685.00","801.00","651.00","720.00","676.00","95,192.00","66,111,764.00"
"CARGO BOAT DEVELOPMENT COMPANY PLC","CABO.N0000","100.00","149.80","95.10","131.50","1,180.00","503,346.00","63,899,260.00"
"COMMERCIAL LEASING & FINANCE PLC","CLC.N0000","3.90","5.50","3.70","4.60","3,264.00","13,021,060.00","57,847,284.00"
"PEGASUS HOTELS OF CEYLON PLC","PEG.N0000","36.00","49.00","34.30","43.50","2,008.00","1,265,737.00","54,916,984.00"
"BOGALA GRAPHITE LANKA PLC","BOGA.N0000","19.40","37.00","18.00","31.30","3,966.00","1,967,305.00","54,835,416.00"
"EQUITY ONE PLC","EQIT.N0000","29.90","56.90","26.00","44.50","1,855.00","1,326,503.00","54,109,192.00"
"THE  LIGHTHOUSE  HOTEL  PLC","LHL.N0000","43.00","62.00","42.00","55.00","914.00","909,683.00","51,973,456.00"
"CEYLON TEA BROKERS PLC","CTBL.N0000","4.20","5.60","3.90","4.60","3,170.00","10,307,616.00","51,435,288.00"
"KELANI VALLEY PLANTATIONS PLC","KVAL.N0000","76.50","87.00","69.00","74.00","878.00","667,332.00","50,450,920.00"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","62.00","94.00","50.10","86.00","840.00","598,014.00","49,482,028.00"
"BANSEI ROYAL RESORTS HIKKADUWA PLC","BRR.N0000","15.00","15.10","5.70","10.40","4,531.00","4,268,122.00","49,479,904.00"
"UDAPUSSELLAWA  PLANTATIONS PLC","UDPL.N0000","26.80","57.00","21.00","39.60","2,407.00","1,326,659.00","47,548,056.00"
"HUNTER & COMPANY PLC","HUNT.N0000","274.80","450.00","240.00","386.20","1,471.00","145,394.00","47,262,868.00"
"CONVENIENCE FOODS LANKA PLC","SOY.N0000","224.00","320.00","200.00","271.30","780.00","184,496.00","45,958,928.00"
"BOGAWANTALAWA TEA ESTATES PLC","BOPL.N0000","9.30","14.60","8.70","12.00","2,746.00","3,503,717.00","40,402,396.00"
"TANGERINE BEACH HOTELS PLC","TANG.N0000","57.00","90.00","57.00","83.80","528.00","486,152.00","38,724,376.00"
"METROPOLITAN RESOURCE HOLDINGS PLC","MPRH.N0000","19.50","37.50","16.50","29.80","1,659.00","1,478,237.00","38,512,964.00"
"ABANS FINANCE PLC","AFSL.N0000","28.20","32.70","24.20","26.50","2,034.00","1,308,243.00","38,290,616.00"
"CEYLON HOSPITALS PLC","CHL.X0000","68.60","89.90","68.60","80.00","501.00","479,106.00","37,000,360.00"
"LANKA VENTURES PLC","LVEN.N0000","41.00","50.00","34.00","46.90","802.00","875,283.00","36,787,160.00"
"COLOMBO FORT INVESTMENTS PLC","CFI.N0000","93.40","145.00","81.00","114.80","1,352.00","351,520.00","36,431,792.00"
"EASTERN MERCHANTS PLC","EMER.N0000","7.00","8.80","6.40","6.90","2,476.00","4,830,988.00","35,661,392.00"
"CEYLON BEVERAGE HOLDINGS PLC","BREW.N0000","500.00","820.00","480.00","725.20","439.00","55,378.00","34,813,980.00"
"BROWNS INVESTMENTS PLC","BIL.R0000","0.20","0.40","0.10","0.30","854.00","262,831,029.00","34,550,944.00"
"LANKA CERAMIC PLC","CERA.N0000","105.60","130.00","90.00","120.10","527.00","291,790.00","34,313,008.00"
"MERCANTILE SHIPPING COMPANY PLC","MSL.N0000","120.00","142.00","101.00","131.50","311.00","295,228.00","32,654,900.00"
"PRINTCARE PLC","CARE.N0000","27.10","42.50","27.10","37.10","896.00","824,031.00","31,713,096.00"
"SANASA DEVELOPMENT BANK PLC","SDB.R0000","15.00","24.00","10.70","15.00","1,717.00","2,191,458.00","31,153,088.00"
"INDO-MALAY PLC","INDO.N0000","1,400.00","2,000.00","1,340.50","1,660.00","270.00","18,832.00","30,946,766.00"
"RENUKA HOLDINGS PLC","RHL.R0000","10.10","11.00","5.00","5.70","408.00","4,859,574.00","30,574,108.00"
"HOTEL SIGIRIYA PLC","HSIG.N0000","75.20","109.90","71.20","85.30","547.00","343,276.00","29,367,324.00"
"SIGIRIYA VILLAGE HOTELS PLC","SIGV.N0000","59.00","79.90","50.00","65.00","775.00","482,029.00","28,593,588.00"
"EQUITY TWO PLC","ETWO.N0000","28.00","80.70","26.10","68.10","1,306.00","639,737.00","27,340,556.00"
"COMMERCIAL DEVELOPMENT COMPANY PLC","COMD.N0000","65.50","135.00","61.90","101.00","1,429.00","275,940.00","26,402,692.00"
"STANDARD CAPITAL PLC","SING.N0000","55.90","102.00","51.80","82.30","1,716.00","335,445.00","25,511,312.00"
"TRANS ASIA HOTELS PLC","TRAN.N0000","82.50","101.80","70.60","92.10","770.00","280,617.00","25,219,342.00"
"FINLAYS COLOMBO PLC","JFIN.N0000","300.00","400.00","240.60","358.90","530.00","75,733.00","24,553,886.00"
"HUNAS HOLDINGS PLC","HUNA.N0000","48.10","76.90","45.80","60.00","895.00","384,123.00","24,397,352.00"
"ACME PRINTING & PACKAGING PLC","ACME.R0000","0.20","2.10","0.10","0.10","2,669.00","45,588,741.00","22,264,184.00"
"THE NUWARA ELIYA HOTELS COMPANY PLC","NEH.N0000","1,270.00","1,849.90","1,150.00","1,640.00","429.00","14,253.00","21,690,562.00"
"COLOMBO INVESTMENT TRUST PLC","CIT.N0000","109.00","166.00","75.00","138.20","1,092.00","171,876.00","21,276,174.00"
"AIA INSURANCE LANKA PLC","CTCE.N0000","255.00","324.00","251.00","302.00","654.00","68,009.00","19,576,828.00"
"ON'ALLY HOLDINGS PLC","ONAL.N0000","47.50","72.50","45.00","63.00","755.00","318,035.00","19,384,752.00"
"GESTETNER OF CEYLON PLC","GEST.N0000","132.00","174.00","120.00","149.00","578.00","115,648.00","17,524,448.00"
"SATHOSA MOTORS PLC","SMOT.N0000","224.10","299.00","220.00","245.00","627.00","69,644.00","17,473,852.00"
"SELINSING PLC","SELI.N0000","1,250.00","1,980.00","1,035.00","1,550.00","430.00","11,098.00","17,092,208.00"
"HARISCHANDRA MILLS PLC","HARI.N0000","2,198.00","2,500.00","1,879.90","2,100.60","213.00","7,672.00","16,310,355.00"
"CEYLON LEATHER PRODUCTS PLC","CLPL.W0013","1.40","1.40","0.10","0.10","3,003.00","28,342,903.00","15,669,133.00"
"HIKKADUWA BEACH RESORT PLC","CITH.N0000","20.30","24.90","15.20","18.00","1,469.00","790,585.00","15,382,782.00"
"LAKE HOUSE PRINTERS & PUBLISHERS PLC","LPRT.N0000","88.00","138.80","86.00","110.50","595.00","131,857.00","15,348,467.00"
"MALWATTE VALLEY PLANTATION PLC","MAL.X0000","4.00","5.10","3.50","4.50","2,028.00","3,417,748.00","14,797,532.00"
"E B CREASY & COMPANY PLC","EBCR.N0000","940.00","1,149.00","880.00","1,050.00","319.00","14,801.00","14,707,862.00"
"TEA SMALLHOLDER FACTORIES PLC","TSML.N0000","36.90","55.00","31.60","46.50","764.00","341,262.00","14,632,958.00"
"ROYAL PALMS BEACH HOTELS PLC","RPBH.N0000","27.50","45.00","27.50","35.30","766.00","358,683.00","13,389,128.00"
"SAMSON INTERNATIONAL PLC","SIL.N0000","92.50","140.00","82.20","103.00","819.00","109,854.00","12,677,828.00"
"RADIANT GEMS INTERNATIONAL PLC","RGEM.N0000","49.90","72.00","34.30","56.00","768.00","215,139.00","12,098,868.00"
"NDB CAPITAL HOLDINGS PLC","CDIC.N0000","490.00","550.00","460.00","496.40","249.00","17,236.00","8,877,558.00"
"AMANA TAKAFUL  PLC","ATL.R0000","0.70","1.50","0.50","0.70","999.00","12,437,568.00","8,491,946.00"
"ASIA ASSET FINANCE PLC","AAF.R0000","0.20","0.30","0.10","0.10","681.00","48,121,571.00","7,564,695.50"
"THE AUTODROME PLC","AUTO.N0000","990.00","1,100.00","750.00","916.50","562.00","7,077.00","6,343,056.50"
"UNION CHEMICALS LANKA PLC","UCAR.N0000","447.00","579.00","370.00","498.80","191.00","12,492.00","6,201,984.00"
"GOOD HOPE PLC","GOOD.N0000","1,299.00","2,100.00","1,030.00","1,620.00","315.00","4,569.00","6,190,064.50"
"CEYLON PRINTERS PLC","CPRT.N0000","1,799.90","2,500.00","1,005.00","2,000.00","127.00","2,707.00","4,851,199.50"
"ASSOCIATED MOTOR FINANCE COMPANY PLC","AMF.N0000","325.00","500.00","308.00","425.00","530.00","10,399.00","4,409,571.50"
"MIRAMAR BEACH HOTEL PLC","MIRA.N0000","49.00","84.60","38.00","60.10","506.00","69,868.00","4,167,665.75"
"SWADESHI INDUSTRIAL WORKS  PLC","SWAD.N0000","15,000.00","20,000.00","12,500.00","19,000.00","19.00","204.00","3,829,249.00"
"RENUKA HOLDINGS PLC","RHL.R0001","11.80","11.80","5.00","5.20","178.00","673,575.00","3,715,595.50"
"HUEJAY INTERNATIONAL INVESTMENTS PLC","HUEJ.N0000","57.50","78.90","45.10","66.40","306.00","47,433.00","3,159,931.50"
"HAPUGASTENNE PLANTATIONS PLC","HAPU.N0000","31.50","48.00","28.00","37.40","818.00","79,684.00","2,814,272.00"
"SERENDIB LAND PLC","SLND.N0000","1,362.90","1,362.90","780.10","1,010.00","185.00","2,806.00","2,760,479.00"
"SHAW WALLACE INVESTMENTS PLC","KZOO.N0000","1,000.20","1,300.00","860.50","1,133.20","367.00","2,167.00","2,298,431.75"
"HAYLEYS FABRIC PLC","MGT.R0000","3.50","7.00","2.90","6.60","287.00","371,954.00","2,135,535.25"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.R0001","0.20","0.40","0.10","0.10","317.00","7,384,109.00","1,242,755.25"
"AMBEON HOLDINGS PLC","GREG.W0003","0.20","0.30","0.10","0.10","363.00","8,697,285.00","1,106,811.00"
"ARPICO FINANCE COMPANY PLC","ARPI.R0000","14.10","28.00","14.10","23.40","172.00","38,641.00","914,217.38"
"PARAGON CEYLON PLC","PARA.N0000","850.00","850.00","520.00","550.80","142.00","1,360.00","867,911.13"
"SOFTLOGIC CAPITAL PLC","SCAP.R0000","0.30","0.50","0.10","0.10","208.00","7,274,747.00","861,639.00"
"OFFICE EQUIPMENT PLC","OFEQ.N0000","2,010.00","2,850.00","1,700.00","2,380.00","112.00","386.00","852,731.13"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.R0000","0.50","0.80","0.20","0.30","146.00","2,101,096.00","847,676.13"
"SENKADAGALA FINANCE COMPANY PLC","SFCL.N0000","60.00","60.00","60.00","60.00","2.00","10,666.00","639,960.00"
"ANILANA HOTELS AND PROPERTIES PLC","ALHP.R0000","0.20","1.00","0.10","0.10","317.00","3,196,876.00","525,285.50"
"BIMPUTH FINANCE PLC","BLI.R0000","15.00","20.00","9.50","10.60","167.00","21,179.00","231,626.09"
