"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"AGALAWATTE  PLANTATIONS  PLC","AGAL.N0000","22.50","24.00","15.30","17.50","588.00","15,852,169.00","317,087,912.60"
"AMBEON HOLDINGS PLC","GREG.N0000","12.50","13.80","9.50","11.80","4,451.00","26,990,235.00","308,335,660.80"
"SIERRA CABLES PLC","SIRA.N0000","4.00","4.10","2.60","3.30","7,646.00","89,579,879.00","301,585,651.30"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.N0000","1.20","2.90","0.60","1.50","6,839.00","161,522,680.00","295,260,340.60"
"C T LAND DEVELOPMENT PLC","CTLD.N0000","50.00","60.00","41.10","53.10","1,214.00","5,147,435.00","291,371,419.80"
"COLOMBO LAND AND DEVELOPMENT COMPANY PLC","CLND.N0000","25.20","32.00","18.10","26.90","4,636.00","11,007,722.00","285,971,074.30"
"REGNIS (LANKA) PLC","REG.N0000","183.70","188.90","131.50","137.50","3,939.00","1,854,295.00","285,309,148.40"
"CENTRAL INVESTMENTS & FINANCE PLC","CIFL.N0000","0.70","2.30","0.40","1.40","7,637.00","188,838,768.00","284,564,071.70"
"RENUKA FOODS PLC","COCO.N0000","28.00","28.50","18.00","19.90","2,847.00","12,054,332.00","278,437,622.70"
"ACL PLASTICS PLC","APLA.N0000","184.80","237.00","140.00","220.00","2,904.00","1,332,758.00","270,875,442.00"
"PRIME FINANCE PLC","GSF.N0000","25.00","35.00","18.00","26.50","6,383.00","10,245,777.00","269,844,454.00"
"LAUGFS GAS PLC","LGL.N0000","41.10","45.50","32.30","33.30","5,453.00","6,897,621.00","258,666,852.10"
"ODEL PLC","ODEL.N0000","22.20","25.20","16.10","23.80","2,159.00","12,063,710.00","254,088,595.20"
"SOFTLOGIC LIFE INSURANCE PLC","AAIC.N0000","16.00","24.90","12.00","20.70","7,528.00","13,160,813.00","253,952,035.50"
"ASIAN HOTELS AND PROPERTIES PLC","AHPL.N0000","58.10","63.00","44.50","57.00","2,234.00","4,930,650.00","253,627,322.10"
"SINGER FINANCE LANKA PLC","SFIN.N0000","23.80","24.70","16.50","19.20","5,722.00","11,568,998.00","243,086,526.70"
"DIESEL & MOTOR ENGINEERING PLC","DIMO.N0000","615.00","790.00","520.10","581.00","1,604.00","345,024.00","226,783,750.60"
"HVA FOODS PLC","HVA.N0000","7.40","9.50","4.30","6.00","10,036.00","29,763,236.00","224,648,139.30"
"DANKOTUWA PORCELAIN PLC","DPL.N0000","8.50","8.70","6.00","7.10","5,576.00","28,468,119.00","223,367,821.10"
"UNITED MOTORS LANKA PLC","UML.N0000","92.00","99.80","75.30","86.00","2,762.00","2,442,873.00","220,855,789.10"
"DIPPED PRODUCTS PLC","DIPD.N0000","110.00","114.90","63.50","86.80","2,682.00","2,353,211.00","212,416,937.70"
"BROWNS INVESTMENTS PLC","BIL.N0000","1.40","1.50","1.10","1.40","2,891.00","154,946,386.00","210,726,727.50"
"TESS AGRO PLC","TESS.N0000","1.70","2.00","0.80","1.30","4,947.00","128,006,198.00","210,699,085.40"
"LAXAPANA BATTERIES PLC","LITE.N0000","9.00","13.60","5.90","10.50","6,394.00","19,950,454.00","200,397,510.10"
"RESUS ENERGY PLC","HPWR.N0000","25.00","25.10","20.00","22.30","1,549.00","8,515,496.00","197,958,993.30"
"CEYLINCO INSURANCE PLC","CINS.N0000","1,415.00","1,650.00","1,200.00","1,490.00","390.00","138,495.00","192,526,302.70"
"LANKA ASHOK LEYLAND PLC","ASHO.N0000","1,524.90","1,600.00","1,052.00","1,056.10","451.00","127,101.00","192,067,357.00"
"C I C HOLDINGS PLC","CIC.X0000","80.00","86.80","67.00","68.00","1,808.00","2,384,855.00","185,087,643.50"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","213.00","213.00","150.00","158.00","1,387.00","1,087,302.00","182,726,541.20"
"LANKA MILK FOODS (CWE) PLC","LMF.N0000","133.00","150.00","100.00","119.00","856.00","1,531,609.00","182,087,765.30"
"LAUGFS GAS PLC","LGL.X0000","38.00","42.00","30.50","32.90","4,978.00","4,968,452.00","179,736,039.50"
"VALLIBEL FINANCE PLC","VFIN.N0000","67.00","71.60","47.10","60.40","3,226.00","2,852,118.00","178,835,977.80"
"SINHAPUTHRA FINANCE PLC","SFL.N0000","20.00","21.00","10.20","16.90","4,598.00","10,834,030.00","174,460,939.70"
"KELANI TYRES PLC","TYRE.N0000","74.70","77.50","58.00","64.90","2,829.00","2,538,954.00","170,343,148.10"
"BROWN & COMPANY PLC","BRWN.N0000","101.20","104.70","72.00","84.00","1,717.00","1,793,447.00","165,394,678.60"
"RICHARD PIERIS EXPORTS PLC","REXP.N0000","298.90","298.90","190.10","223.40","2,493.00","661,388.00","160,205,461.90"
"SEYLAN DEVELOPMENTS PLC","CSD.N0000","13.70","16.70","10.00","14.40","3,320.00","10,782,513.00","159,572,633.10"
"RENUKA HOLDINGS PLC","RHL.N0000","27.50","27.90","18.50","21.10","2,286.00","6,342,846.00","156,909,681.80"
"ADAM CAPITAL PLC","PCHH.N0000","2.00","2.10","1.00","1.40","4,175.00","89,339,662.00","149,962,310.70"
"CITRUS LEISURE PLC","REEF.N0000","9.70","15.00","6.10","9.50","7,174.00","13,346,366.00","149,678,968.10"
"KELANI CABLES PLC","KCAB.N0000","128.40","145.00","112.00","130.00","1,208.00","1,120,347.00","149,491,488.20"
"CEYLON HOSPITALS PLC","CHL.N0000","101.00","110.00","85.60","87.40","434.00","1,530,245.00","149,268,844.80"
"KALPITIYA BEACH RESORT PLC","CITK.N0000","2.70","5.60","1.50","3.60","7,108.00","38,298,137.00","146,916,585.70"
"ABANS ELECTRICALS PLC","ABAN.N0000","142.00","143.90","95.60","100.10","1,973.00","1,187,947.00","145,368,619.10"
"AMANA BANK PLC","ABL.N0000","5.00","6.00","3.50","4.00","3,028.00","30,826,261.00","145,159,567.40"
"AMANA TAKAFUL PLC","ATL.N0000","1.40","1.50","0.80","0.90","5,041.00","141,811,311.00","143,506,454.00"
"JOHN KEELLS HOTELS PLC","KHL.N0000","15.20","15.20","10.30","10.90","3,213.00","11,495,171.00","143,075,098.30"
"VIDULLANKA PLC","VLL.N0000","6.50","6.50","5.40","5.50","1,202.00","23,856,839.00","142,233,321.10"
"GALLE FACE CAPITAL PARTNERS PLC","WAPO.N0000","42.00","49.40","25.00","38.90","5,946.00","3,523,661.00","140,376,748.40"
"BUKIT DARAH PLC","BUKI.N0000","515.00","517.00","258.00","280.00","1,848.00","425,923.00","138,083,261.30"
"THE KINGSBURY PLC","SERV.N0000","17.60","18.00","13.00","15.20","1,595.00","8,503,887.00","137,453,702.20"
"LANKA CERAMIC PLC","CERA.N0000","120.00","145.00","102.00","123.50","253.00","1,042,560.00","135,323,800.70"
"WATAWALA  PLANTATIONS  PLC","WATA.N0000","23.20","24.60","17.00","19.70","2,268.00","6,764,622.00","134,438,353.80"
"ASIA CAPITAL PLC","ACAP.N0000","7.70","13.50","4.90","7.80","7,345.00","12,019,213.00","132,623,763.50"
"C T HOLDINGS PLC","CTHR.N0000","139.00","142.00","114.00","125.20","616.00","1,059,227.00","132,307,045.20"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.X0000","80.00","80.00","61.00","62.10","1,323.00","1,773,660.00","129,077,078.50"
"LANKA REALTY INVESTMENTS PLC","ASCO.N0000","29.00","48.40","22.00","28.50","4,083.00","3,703,939.00","128,033,529.30"
"SINHAPUTHRA FINANCE PLC","SFL.P0000","11.70","12.10","5.00","9.00","6,633.00","12,801,472.00","121,970,226.50"
"E - CHANNELLING PLC","ECL.N0000","10.50","11.90","6.60","7.00","5,919.00","13,516,090.00","121,063,754.10"
"CARSON CUMBERBATCH PLC","CARS.N0000","350.00","355.00","172.00","173.80","1,132.00","482,216.00","121,042,110.10"
"MERCHANT BANK OF SRI LANKA & FINANCE PLC","MBSL.N0000","15.20","16.50","10.10","13.60","4,395.00","8,407,312.00","119,302,993.80"
"BROWNS CAPITAL PLC","FLCH.N0000","1.20","1.40","0.90","1.10","4,246.00","97,532,975.00","118,182,944.80"
"GALADARI HOTELS (LANKA) PLC","GHLL.N0000","10.40","12.90","7.00","10.70","6,556.00","10,400,599.00","117,161,806.50"
"DOLPHIN HOTELS PLC","STAF.N0000","52.40","54.00","37.00","37.20","3,575.00","2,523,540.00","113,446,672.30"
"SRI LANKA TELECOM PLC","SLTL.N0000","45.60","46.40","31.20","36.00","3,328.00","3,082,282.00","112,724,951.40"
"SOFTLOGIC CAPITAL PLC","SCAP.N0000","6.80","6.80","4.50","5.50","2,740.00","19,106,645.00","112,493,825.10"
"CEYLON GUARDIAN INVESTMENT TRUST PLC","GUAR.N0000","171.10","175.00","100.10","105.50","1,041.00","766,074.00","111,413,695.80"
"NAMAL ACUITY VALUE FUND","NAVF.U0000","99.90","99.90","78.00","90.00","503.00","1,306,737.00","107,105,446.40"
"HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL","HDFC.N0000","67.20","70.00","46.50","47.20","2,279.00","1,930,485.00","106,603,940.70"
"AGSTAR PLC","AGST.N0000","6.30","6.80","3.50","4.80","3,184.00","18,805,113.00","105,007,708.60"
"ORIENT FINANCE PLC","BFN.N0000","15.00","22.90","12.30","13.50","2,108.00","6,063,798.00","103,309,099.40"
"CEYLON INVESTMENT PLC","CINV.N0000","80.10","83.00","44.00","49.10","3,187.00","1,804,146.00","101,094,696.70"
"HNB ASSURANCE PLC","HASU.N0000","72.50","72.90","53.00","58.80","1,288.00","1,587,252.00","98,598,781.50"
"ABANS FINANCE PLC","AFSL.N0000","40.00","69.90","30.00","30.20","3,028.00","2,235,791.00","97,802,657.60"
"CEYLINCO INSURANCE PLC","CINS.X0000","880.00","998.00","700.00","730.00","516.00","129,989.00","95,723,533.30"
"ALLIANCE FINANCE COMPANY PLC","ALLI.N0000","850.00","1,300.00","60.50","64.70","3,671.00","216,726.00","92,005,117.20"
"ACME PRINTING & PACKAGING PLC","ACME.N0000","8.20","8.30","4.90","6.20","4,822.00","12,603,920.00","87,965,432.20"
"BOGALA GRAPHITE LANKA PLC","BOGA.N0000","33.00","37.00","13.50","14.40","5,315.00","4,352,758.00","82,544,753.40"
"SMB FINANCE PLC","SEMB.N0000","0.90","0.90","0.50","0.60","3,565.00","107,613,097.00","80,839,877.40"
"ELPITIYA PLANTATIONS PLC","ELPL.N0000","20.50","24.40","16.00","19.20","820.00","3,769,837.00","79,583,100.10"
"ASIA SIYAKA COMMODITIES LIMITED","ASIY.N0000","2.80","2.90","2.00","2.30","2,617.00","31,226,400.00","78,994,825.90"
"BIMPUTH FINANCE PLC","BLI.N0000","64.00","73.50","28.00","55.90","3,788.00","1,413,488.00","77,334,142.20"
"HAYLEYS LEISURE PLC","CONN.N0000","67.50","73.50","52.00","65.50","598.00","1,109,494.00","76,244,491.50"
"HAYCARB PLC","HAYC.N0000","164.80","180.00","140.00","150.00","693.00","471,826.00","74,922,465.40"
"THE FINANCE COMPANY PLC","TFC.N0000","13.50","13.50","5.90","6.60","3,444.00","8,589,968.00","73,302,022.10"
"MORISON PLC","MORI.N0000","380.00","433.00","300.00","330.00","208.00","210,633.00","71,516,531.20"
"COLOMBO DOCKYARD PLC","DOCK.N0000","153.00","153.00","71.00","78.60","2,388.00","732,816.00","71,416,456.70"
"LANKA TILES PLC","TILE.N0000","114.90","123.90","95.00","95.90","878.00","640,234.00","70,920,807.60"
"THE FINANCE COMPANY PLC","TFC.X0000","4.40","4.50","2.10","2.90","5,709.00","19,982,129.00","70,599,425.90"
"LEE HEDGES PLC","SHAW.N0000","405.00","449.00","351.00","380.00","595.00","175,424.00","70,273,871.70"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.X0000","0.50","1.00","0.20","0.50","3,801.00","103,696,079.00","68,303,877.30"
"LANKA ALUMINIUM INDUSTRIES PLC","LALU.N0000","109.00","109.00","58.00","83.40","1,868.00","774,765.00","67,899,902.70"
"LANKA CEMENT PLC","LCEM.N0000","7.90","8.50","4.20","5.90","4,797.00","9,487,742.00","67,062,584.80"
"MILLENNIUM HOUSING DEVELOPERS PLC","MHDL.N0000","8.00","8.40","6.20","7.10","830.00","9,448,643.00","66,660,588.30"
"MARAWILA  RESORTS  PLC","MARA.N0000","2.80","3.40","2.00","2.40","3,271.00","24,963,965.00","66,171,498.90"
"LOLC FINANCE PLC","LOFC.N0000","3.80","3.80","2.50","2.60","3,298.00","22,767,265.00","66,116,198.40"
"TESS AGRO PLC","TESS.X0000","1.50","1.90","0.80","1.20","2,262.00","42,095,387.00","64,249,400.10"
"AMBEON CAPITAL PLC","TAP.N0000","5.00","5.50","3.60","4.30","1,877.00","12,710,803.00","63,075,130.80"
"CEYLON & FOREIGN TRADES PLC","CFT.N0000","6.30","7.00","4.20","5.30","3,314.00","10,211,743.00","61,538,604.90"
"ASIRI SURGICAL HOSPITAL PLC","AMSL.N0000","13.70","15.30","10.00","10.80","3,023.00","4,650,605.00","61,399,410.90"
"WASKADUWA BEACH RESORT PLC","CITW.N0000","5.80","7.30","3.00","4.40","3,658.00","11,723,449.00","60,568,732.30"
"EASTERN MERCHANTS PLC","EMER.N0000","9.00","9.10","5.00","6.20","3,885.00","7,876,032.00","60,529,377.50"
"MERCANTILE INVESTMENTS AND FINANCE PLC","MERC.N0000","2,500.00","2,580.30","2,500.00","2,580.30","9.00","22,940.00","58,319,674.00"
"SHAW WALLACE INVESTMENTS PLC","KZOO.N0000","2,400.00","2,495.00","731.20","804.80","1,173.00","41,024.00","58,286,680.90"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","871.80","1,075.00","600.00","880.00","1,405.00","64,924.00","55,864,637.70"
"BERUWALA RESORTS PLC","BERU.N0000","1.60","1.70","1.00","1.10","2,279.00","41,354,020.00","55,441,525.30"
"LANKEM DEVELOPMENTS PLC","LDEV.N0000","5.40","5.80","3.60","3.90","2,200.00","11,153,444.00","49,887,450.90"
"SWARNAMAHAL FINANCIAL SERVICES PLC","SFS.N0000","1.70","2.00","0.90","1.40","3,282.00","30,447,936.00","47,625,957.60"
"SERENDIB HOTELS PLC","SHOT.X0000","23.80","25.00","17.50","22.50","519.00","2,183,264.00","46,411,638.00"
"ADAM INVESTMENTS PLC","AINV.N0000","2.80","2.90","1.70","2.00","2,522.00","19,106,913.00","46,383,419.00"
"STANDARD CAPITAL PLC","SING.N0000","77.70","105.00","65.10","80.10","279.00","588,908.00","44,828,876.20"
"BROWNS BEACH HOTELS PLC","BBH.N0000","33.20","36.50","20.10","22.00","2,091.00","1,454,129.00","43,259,314.30"
"MELSTACORP PLC","MELS.N0000","65.00","65.00","59.00","59.30","383.00","716,175.00","43,044,795.10"
"CITY HOUSING & REAL ESTATE CO. PLC","CHOU.N0000","14.50","15.00","7.30","7.60","3,650.00","3,837,965.00","40,958,590.40"
"THE  LIGHTHOUSE  HOTEL  PLC","LHL.N0000","63.90","63.90","50.00","53.10","293.00","675,305.00","40,683,178.50"
"MACKWOODS ENERGY PLC","MEL.N0000","5.10","5.10","2.70","2.90","3,560.00","11,848,594.00","40,452,436.00"
"RAIGAM WAYAMBA SALTERNS PLC","RWSL.N0000","2.70","2.70","1.80","2.00","2,004.00","18,501,134.00","40,378,791.30"
"LANKA VENTURES PLC","LVEN.N0000","43.50","53.70","35.80","42.50","776.00","897,370.00","38,986,349.30"
"PROPERTY DEVELOPMENT PLC","PDL.N0000","91.00","114.00","69.00","104.50","500.00","434,887.00","37,690,249.10"
"MORISON PLC","MORI.X0000","370.00","380.00","250.00","339.20","178.00","111,538.00","35,700,464.40"
"HOTEL SIGIRIYA PLC","HSIG.N0000","113.90","124.90","94.00","100.00","742.00","319,690.00","35,379,392.90"
"CHEMANEX PLC","CHMX.N0000","75.00","75.00","45.10","59.60","757.00","566,220.00","35,252,421.60"
"MULTI FINANCE  PLC","MFL.N0000","19.90","20.90","7.20","13.10","3,072.00","2,264,614.00","34,972,276.80"
"PMF FINANCE PLC","PMB.N0000","20.10","25.00","11.40","17.00","1,738.00","1,790,780.00","34,934,741.50"
"SERENDIB HOTELS PLC","SHOT.N0000","34.00","34.00","24.00","24.00","440.00","1,146,957.00","31,949,407.20"
"DILMAH CEYLON TEA COMPANY PLC","CTEA.N0000","674.90","850.00","555.00","610.50","327.00","42,465.00","30,761,390.60"
"AMANA TAKAFUL LIFE PLC","ATLL.N0000","1.60","1.90","1.20","1.30","497.00","17,244,418.00","30,622,684.70"
"C M HOLDINGS PLC","COLO.N0000","110.30","110.30","80.10","85.20","1,008.00","305,554.00","29,390,566.30"
