"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"COLOMBO INVESTMENT TRUST PLC","CIT.N0000","14.50","37.00","16.00","35.00","626.00","526,200.00","12,932,675.00"
"BERUWELA WALK INN PLC","BINN.N0000","52.00","69.50","25.25","62.50","466.00","249,700.00","12,595,925.00"
"ASIRI CENTRAL HOSPITALS  PLC","ASHA.N0000","23.75","119.75","58.50","106.75","293.00","113,300.00","10,169,300.00"
"MORISON PLC","MORI.X0000","350.00","775.00","230.00","750.00","112.00","20,300.00","9,407,500.00"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","210.00","450.00","175.25","300.00","73.00","36,100.00","9,079,475.00"
"ON'ALLY HOLDINGS PLC","ONAL.N0000","25.50","39.00","0.00","35.50","388.00","263,700.00","8,757,800.00"
"LANKA ASHOK LEYLAND PLC","ASHO.N0000","303.00","1,500.00","0.00","1,345.00","85.00","12,800.00","7,968,175.00"
"HUNTER & COMPANY PLC","HUNT.N0000","250.00","370.00","190.00","370.00","43.00","33,300.00","7,807,250.00"
"HUEJAY INTERNATIONAL INVESTMENTS PLC","HUEJ.N0000","49.00","63.00","25.00","59.75","391.00","133,100.00","6,686,375.00"
"REGNIS (LANKA) PLC","REG.N0000","58.00","74.00","41.75","66.75","177.00","112,800.00","6,373,200.00"
"FINLAYS COLOMBO PLC","JFIN.N0000","162.00","225.00","120.00","210.00","96.00","30,500.00","5,337,075.00"
"GESTETNER OF CEYLON PLC","GEST.N0000","24.00","53.00","29.00","47.25","230.00","130,200.00","5,329,650.00"
"NAMAL ACUITY VALUE FUND","NAVF.U0000","0.00","70.00","44.25","49.75","212.00","87,000.00","4,599,275.00"
"ALLIANCE FINANCE COMPANY PLC","ALLI.N0000","110.00","410.00","185.00","405.00","77.00","12,200.00","4,299,425.00"
"E B CREASY & COMPANY PLC","EBCR.N0000","205.00","290.00","170.25","225.00","100.00","20,900.00","4,235,100.00"
"HARISCHANDRA MILLS PLC","HARI.N0000","400.00","755.00","450.00","755.00","29.00","6,300.00","3,960,250.00"
"CENTRAL INDUSTRIES PLC","CIND.N0000","80.00","160.00","70.50","155.00","129.00","26,600.00","3,390,750.00"
"SHAW WALLACE INVESTMENTS PLC","KZOO.N0000","0.00","900.00","600.00","850.00","4.00","5,100.00","3,235,000.00"
"SINGER INDUSTRIES (CEYLON) PLC","SINI.N0000","60.00","119.00","42.00","81.25","143.00","33,700.00","2,924,925.00"
"LAKE HOUSE PRINTERS & PUBLISHERS PLC","LPRT.N0000","31.50","75.00","35.00","61.75","123.00","49,100.00","2,505,950.00"
"GALLE FACE CAPITAL PARTNERS PLC","WAPO.N0000","590.00","700.00","477.00","700.00","7.00","3,900.00","1,950,200.00"
"UNION CHEMICALS LANKA PLC","UCAR.N0000","100.00","155.75","116.00","155.75","18.00","13,000.00","1,739,100.00"
"THE AUTODROME PLC","AUTO.N0000","0.00","322.00","145.00","322.00","52.00","6,800.00","1,677,850.00"
"MERCANTILE SHIPPING COMPANY PLC","MSL.N0000","105.00","140.00","75.00","101.00","69.00","11,300.00","1,239,125.00"
"SUNSHINE HOLDINGS PLC","SUN.N0000","140.00","196.00","141.00","155.00","22.00","5,500.00","875,325.00"
"SERENDIB LAND PLC","SLND.N0000","325.00","500.00","450.00","500.00","8.00","1,400.00","695,000.00"
"METROPOLITAN RESOURCE HOLDINGS PLC","MPRH.N0000","0.00","96.00","27.50","86.75","45.00","10,800.00","692,150.00"
"INDUSTRIAL ASPHALTS (CEYLON) PLC","ASPH.N0000","150.00","156.00","135.00","135.00","8.00","4,900.00","677,600.00"
"PRINTCARE PLC","CARE.N0000","53.50","68.50","50.00","67.25","42.00","10,100.00","654,750.00"
"EASTERN MERCHANTS PLC","EMER.N0000","80.00","248.00","126.00","126.25","8.00","3,100.00","546,425.00"
"PARAGON CEYLON PLC","PARA.N0000","100.00","275.00","150.00","220.00","9.00","1,100.00","237,075.00"
