"Company Name","Symbol","Open (Rs.)","High (Rs.)","Low (Rs.)","Close Price (Rs)","Trade_Volume","Share Volume","Turnover(Rs)"
"SIERRA CABLES PLC","SIRA.N0000","3.90","5.00","3.80","4.00","16,039.00","374,780,984.00","1,669,325,134.50"
"ACL CABLES PLC","ACL.N0000","76.50","128.70","74.00","120.90","9,200.00","16,283,932.00","1,664,350,944.20"
"ODEL PLC","ODEL.N0000","22.00","24.40","19.70","21.90","2,879.00","72,257,204.00","1,587,637,815.10"
"NESTLE LANKA PLC","NEST.N0000","2,105.00","2,390.00","1,960.40","2,049.50","2,636.00","738,061.00","1,571,980,499.00"
"TOKYO CEMENT COMPANY (LANKA) PLC","TKYO.X0000","47.00","57.70","35.70","39.50","6,843.00","35,804,312.00","1,557,633,981.20"
"COMMERCIAL CREDIT AND FINANCE PLC","COCR.N0000","45.50","74.90","45.00","53.00","11,528.00","25,292,110.00","1,554,959,339.70"
"PGP GLASS CEYLON PLC","GLAS.N0000","5.00","7.10","4.90","6.10","13,567.00","236,572,804.00","1,457,327,082.00"
"JOHN KEELLS HOLDINGS PLC","JKH.W0022","68.50","69.80","6.30","7.10","37,053.00","58,230,063.00","1,450,199,978.20"
"ROYAL CERAMICS LANKA PLC","RCL.N0000","117.90","137.00","100.00","111.20","6,132.00","11,780,030.00","1,419,080,774.30"
"LAUGFS GAS PLC","LGL.X0000","37.30","41.00","32.00","38.10","8,579.00","36,339,694.00","1,337,469,803.90"
"MTD WALKERS PLC","KAPI.N0000","60.00","65.60","45.10","51.20","10,509.00","22,551,105.00","1,318,085,271.60"
"COMMERCIAL BANK OF CEYLON PLC","COMB.X0000","125.00","149.00","122.10","123.00","5,073.00","9,552,654.00","1,281,045,937.90"
"C I C HOLDINGS PLC","CIC.N0000","87.00","120.00","74.10","100.30","2,785.00","12,927,568.00","1,268,588,845.90"
"THREE ACRE FARMS PLC","TAFL.N0000","52.80","162.80","45.00","120.70","13,909.00","12,609,850.00","1,246,489,208.30"
"LANKA WALLTILE PLC","LWL.N0000","97.30","129.50","92.00","109.80","6,953.00","10,891,503.00","1,234,394,165.90"
"SOFTLOGIC HOLDINGS PLC","SHL.N0000","16.50","18.10","13.00","15.50","12,028.00","76,969,902.00","1,206,135,205.40"
"KELANI TYRES PLC","TYRE.N0000","78.50","89.00","73.20","77.50","4,511.00","14,701,892.00","1,192,011,989.70"
"VIDULLANKA PLC","VLL.N0000","5.70","11.00","5.70","6.50","4,491.00","182,562,753.00","1,168,375,856.90"
"JOHN KEELLS HOLDINGS PLC","JKH.W0023","72.00","73.80","27.10","32.30","20,451.00","28,944,238.00","1,167,728,327.40"
"CENTRAL FINANCE COMPANY PLC","CFIN.N0000","250.00","280.00","235.00","253.00","2,643.00","4,332,634.00","1,132,808,264.60"
"HAYLEYS FABRIC PLC","MGT.N0000","17.20","24.00","17.10","22.40","16,644.00","56,269,298.00","1,121,246,938.80"
"OVERSEAS REALTY (CEYLON) PLC","OSEA.N0000","26.50","29.00","20.50","23.20","10,761.00","47,088,195.00","1,118,750,284.70"
"AMBEON HOLDINGS PLC","GREG.N0000","15.30","17.00","12.00","12.10","8,741.00","72,998,897.00","1,009,440,068.70"
"LB FINANCE PLC","LFIN.N0000","166.10","239.00","110.00","119.40","9,169.00","6,729,663.00","990,440,732.00"
"REGNIS (LANKA) PLC","REG.N0000","78.00","240.00","76.00","176.70","9,046.00","8,269,910.00","987,177,443.30"
"PANASIAN POWER PLC","PAP.N0000","3.20","4.00","3.10","3.50","9,224.00","267,533,107.00","964,553,271.10"
"THE LANKA HOSPITALS CORPORATION PLC","LHCL.N0000","48.00","63.60","38.10","60.30","9,428.00","18,377,504.00","930,155,941.30"
"JANASHAKTHI INSURANCE PLC","JINS.N0000","23.40","25.90","17.00","17.50","12,207.00","41,508,110.00","927,135,807.40"
"TOKYO CEMENT COMPANY (LANKA) PLC","TKYO.N0000","64.80","75.00","46.70","49.00","4,030.00","16,554,922.00","906,482,076.10"
"SOFTLOGIC FINANCE PLC","CRL.N0000","43.90","60.40","32.50","51.90","9,456.00","17,716,681.00","894,784,468.30"
"VALLIBEL ONE PLC","VONE.N0000","23.60","26.70","19.70","21.50","11,634.00","36,024,260.00","859,838,342.80"
"DIPPED PRODUCTS PLC","DIPD.N0000","144.00","165.00","107.20","110.00","3,613.00","6,283,385.00","855,738,833.30"
"VALLIBEL FINANCE PLC","VFIN.N0000","46.00","73.00","44.60","67.90","9,927.00","14,136,136.00","843,954,868.90"
"UNITED MOTORS LANKA PLC","UML.N0000","104.00","118.00","88.00","91.90","4,626.00","8,448,065.00","841,450,153.10"
"LION BREWERY (CEYLON) PLC","LION.N0000","654.60","700.00","590.00","630.00","449.00","1,323,790.00","830,112,356.80"
"PAN ASIA BANKING CORPORATION PLC","PABC.N0000","25.10","29.50","21.00","27.10","7,711.00","30,316,908.00","808,708,245.60"
"RENUKA FOODS PLC","COCO.N0000","26.70","30.00","24.00","27.70","6,171.00","28,791,962.00","806,393,278.70"
"SINGER FINANCE LANKA PLC","SFIN.N0000","19.00","27.90","17.80","24.10","10,525.00","33,879,362.00","779,443,419.50"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.N0000","92.50","116.80","81.10","100.00","2,842.00","7,445,441.00","751,940,717.90"
"NATION LANKA FINANCE PLC","CSF.N0000","5.00","5.50","2.30","3.00","13,300.00","189,310,508.00","734,950,514.80"
"RICHARD PIERIS EXPORTS PLC","REXP.N0000","159.90","329.90","129.50","298.80","6,031.00","3,303,136.00","724,913,940.10"
"RICHARD PIERIS AND COMPANY PLC","RICH.N0000","8.60","9.10","7.20","8.50","9,275.00","82,683,951.00","692,655,772.10"
"L O L C HOLDINGS PLC","LOLC.N0000","88.00","116.20","75.00","94.00","4,220.00","7,002,670.00","676,646,353.30"
"RENUKA HOLDINGS PLC","RHL.N0000","31.40","36.70","26.30","26.90","7,327.00","21,161,017.00","673,158,635.30"
"C T HOLDINGS PLC","CTHR.N0000","143.00","164.00","126.20","140.00","857.00","4,728,347.00","661,879,334.80"
"RENUKA AGRI FOODS PLC","RAL.N0000","4.80","5.60","4.00","4.10","8,045.00","139,254,275.00","649,228,671.30"
"BROWN & COMPANY PLC","BRWN.N0000","107.00","135.00","96.00","101.10","6,282.00","5,678,020.00","646,995,109.20"
"ANILANA HOTELS AND PROPERTIES PLC","ALHP.N0000","7.50","8.00","3.80","3.90","10,120.00","133,128,355.00","638,156,117.00"
"CEYLON COLD STORES PLC","CCS.N0000","265.00","440.00","257.00","421.60","2,090.00","1,753,881.00","635,060,432.30"
"BROWNS CAPITAL PLC","FLCH.N0000","2.00","2.20","1.20","1.30","8,155.00","396,978,753.00","621,469,512.10"
"BROWNS INVESTMENTS PLC","BIL.N0000","2.00","2.00","1.40","1.40","5,532.00","392,281,579.00","612,376,037.90"
"CENTRAL INDUSTRIES PLC","CIND.N0000","88.00","121.00","78.00","116.30","5,774.00","6,000,900.00","611,537,769.90"
"CARGILLS (CEYLON) PLC","CARG.N0000","153.00","193.50","134.10","189.00","1,930.00","3,749,427.00","610,389,688.80"
"CEYLON GUARDIAN INVESTMENT TRUST PLC","GUAR.N0000","196.90","206.00","160.20","174.10","1,314.00","3,213,614.00","602,985,510.70"
"FIRST CAPITAL HOLDINGS PLC","CFVF.N0000","47.40","54.00","24.90","25.10","15,709.00","15,241,543.00","579,195,141.70"
"UNISYST ENGINEERING PLC","ALUF.N0000","30.30","63.00","23.50","51.00","11,634.00","12,418,312.00","577,038,835.30"
"MILLENNIUM HOUSING DEVELOPERS PLC","MHDL.N0000","6.00","10.00","5.90","8.00","3,568.00","76,156,700.00","557,226,361.90"
"HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL","HDFC.N0000","69.40","76.50","58.50","67.10","4,161.00","7,718,125.00","554,137,365.60"
"EXPOLANKA HOLDINGS PLC","EXPO.N0000","8.70","9.70","7.90","8.10","4,820.00","64,418,320.00","551,030,663.90"
"BIMPUTH FINANCE PLC","BLI.N0000","38.50","169.00","37.00","64.20","10,296.00","6,831,995.00","537,238,075.30"
"ALUMEX PLC","ALUM.N0000","15.90","19.70","15.40","17.40","8,705.00","29,743,892.00","533,573,467.80"
"C I C HOLDINGS PLC","CIC.X0000","63.30","93.00","55.00","81.20","3,741.00","6,369,768.00","500,952,475.50"
"ASIA ASSET FINANCE PLC","AAF.N0000","1.90","2.10","1.40","1.70","6,579.00","271,466,821.00","472,478,849.50"
"CEYLON HOTELS CORPORATION PLC","CHOT.N0000","24.00","30.50","21.00","25.30","1,287.00","15,834,658.00","461,796,165.90"
"LANKA MILK FOODS (CWE) PLC","LMF.N0000","121.00","180.00","120.00","135.00","1,238.00","3,072,841.00","459,306,010.70"
"HAYLEYS FIBRE PLC","HEXP.N0000","42.60","91.10","35.60","59.90","10,124.00","6,479,532.00","438,906,853.00"
"SINHAPUTHRA FINANCE PLC","SFL.P0000","43.40","75.00","7.60","11.30","15,481.00","34,691,841.00","430,932,944.60"
"PMF FINANCE PLC","PMB.N0000","26.00","30.00","18.00","20.00","2,870.00","18,006,308.00","430,322,096.30"
"AMANA BANK PLC","ABL.N0000","5.10","6.00","4.60","5.60","2,714.00","84,052,496.00","428,241,042.80"
"JANASHAKTHI PLC","CSEC","32.90","37.50","22.20","24.40","6,589.00","13,256,818.00","423,801,624.10"
"RESUS ENERGY PLC","HPWR.N0000","18.30","27.40","18.00","25.00","4,829.00","17,782,892.00","415,553,179.70"
"AITKEN SPENCE HOTEL HOLDINGS PLC","AHUN.N0000","79.00","85.00","65.00","68.00","2,361.00","5,586,023.00","393,007,177.50"
"CEYLINCO INSURANCE PLC","CINS.X0000","559.00","850.00","500.00","800.00","801.00","593,989.00","391,290,239.20"
"SINHAPUTHRA FINANCE PLC","SFL.N0000","190.00","220.00","17.00","19.90","10,248.00","16,647,590.00","377,513,491.60"
"SOFTLOGIC LIFE INSURANCE PLC","AAIC.N0000","142.00","221.90","15.90","16.00","8,467.00","7,031,674.00","374,081,693.50"
"SUNSHINE HOLDINGS PLC","SUN.N0000","54.00","62.00","45.20","53.20","1,579.00","6,053,337.00","355,167,696.30"
"EASTERN MERCHANTS PLC","EMER.N0000","6.70","14.10","6.40","8.80","13,036.00","30,455,956.00","350,985,336.30"
"CEYLON INVESTMENT PLC","CINV.N0000","99.90","110.90","79.50","79.60","2,936.00","3,580,285.00","343,603,260.80"
"ASIA SIYAKA COMMODITIES LIMITED","ASIY.N0000","3.30","3.70","2.70","2.70","4,841.00","100,194,796.00","337,018,699.70"
"BANSEI ROYAL RESORTS HIKKADUWA PLC","BRR.N0000","10.40","14.00","0.00","9.00","2,132.00","29,492,472.00","320,106,663.70"
"LANKA ALUMINIUM INDUSTRIES PLC","LALU.N0000","53.60","132.70","51.50","108.20","5,365.00","3,628,260.00","315,050,895.90"
"CITIZENS DEVELOPMENT BUSINESS FINANCE PLC","CDB.X0000","73.10","102.50","72.50","80.00","1,972.00","3,414,075.00","310,255,135.60"
"SINGER (SRI LANKA) PLC","SINS.N0000","117.50","152.00","105.50","137.90","2,332.00","2,248,222.00","300,569,544.10"
"LANKA TILES PLC","TILE.N0000","110.20","128.00","100.00","110.90","1,588.00","2,608,662.00","295,929,014.30"
"COLOMBO LAND AND DEVELOPMENT COMPANY PLC","CLND.N0000","36.90","38.80","22.50","25.60","5,681.00","10,374,751.00","290,098,262.40"
"ENTRUST SECURITIES PLC","ESL.N0000","58.10","64.00","23.50","24.00","10,408.00","7,343,577.00","285,248,331.10"
"ADAM CAPITAL PLC","PCHH.N0000","2.40","2.90","1.90","2.10","7,120.00","110,040,630.00","274,109,509.50"
"DANKOTUWA PORCELAIN PLC","DPL.N0000","14.90","16.70","7.90","8.50","9,858.00","21,166,708.00","268,357,242.10"
"LOTUS HYDRO POWER PLC","HPFL.N0000","5.90","9.60","5.00","7.00","8,088.00","34,133,466.00","268,007,278.40"
"LAXAPANA BATTERIES PLC","LITE.N0000","5.60","10.20","4.20","8.90","7,161.00","38,086,844.00","260,129,163.60"
"THE KINGSBURY PLC","SERV.N0000","18.00","19.00","15.10","17.50","2,924.00","14,942,704.00","254,940,391.20"
"BOGALA GRAPHITE LANKA PLC","BOGA.N0000","32.00","46.50","27.50","32.40","3,742.00","7,496,940.00","252,638,625.80"
"HVA FOODS PLC","HVA.N0000","10.10","11.40","7.30","7.50","11,478.00","27,157,710.00","247,187,309.30"
"ACME PRINTING & PACKAGING PLC","ACME.N0000","11.00","12.10","7.70","8.20","8,237.00","24,644,003.00","238,815,966.80"
"ADAM INVESTMENTS PLC","AINV.N0000","3.90","4.20","2.00","2.80","5,247.00","72,658,902.00","233,302,415.50"
"WATAWALA  PLANTATIONS  PLC","WATA.N0000","18.90","25.50","18.10","24.30","3,464.00","10,437,873.00","221,817,821.20"
"KEGALLE  PLANTATIONS  PLC","KGAL.N0000","95.00","146.60","66.00","66.50","5,232.00","2,005,858.00","221,314,889.20"
"LOLC FINANCE PLC","LOFC.N0000","4.10","4.80","3.50","3.60","3,190.00","53,103,242.00","220,527,466.30"
"KELANI CABLES PLC","KCAB.N0000","90.00","132.00","75.20","128.20","1,714.00","1,976,259.00","215,979,805.30"
"C M HOLDINGS PLC","COLO.N0000","130.00","158.00","107.00","110.20","2,431.00","1,625,146.00","215,955,630.20"
"ABANS ELECTRICALS PLC","ABAN.N0000","119.00","164.90","101.10","135.40","3,262.00","1,545,374.00","215,592,079.20"
"AGSTAR PLC","AGST.N0000","5.70","7.70","5.70","6.40","5,617.00","31,658,847.00","214,988,511.20"
"MERCHANT BANK OF SRI LANKA & FINANCE PLC","MBSL.N0000","17.40","20.50","14.20","15.00","5,424.00","10,857,975.00","191,244,181.20"
"SOFTLOGIC CAPITAL PLC","SCAP.N0000","7.40","8.20","5.60","6.90","5,622.00","25,516,257.00","184,698,460.30"
"CONVENIENCE FOODS LANKA PLC","SOY.N0000","251.00","534.90","251.00","452.10","1,642.00","560,012.00","181,877,696.10"
"JOHN KEELLS HOTELS PLC","KHL.N0000","17.00","18.30","14.00","15.40","3,684.00","10,895,969.00","180,903,820.70"
"CEYLON LEATHER PRODUCTS PLC","CLPL.N0000","85.00","97.00","73.00","77.00","1,571.00","1,992,933.00","177,561,646.70"
"KEELLS FOOD PRODUCTS PLC","KFP.N0000","87.00","215.00","83.00","207.60","1,561.00","1,221,823.00","176,348,189.90"
"CEYLON & FOREIGN TRADES PLC","CFT.N0000","7.50","9.00","5.70","6.30","8,123.00","22,659,648.00","173,859,068.40"
"LANKA REALTY INVESTMENTS PLC","ASCO.N0000","96.00","101.00","28.00","29.00","8,925.00","3,692,105.00","172,628,083.90"
"EAST WEST PROPERTIES PLC","EAST.N0000","13.30","19.00","11.50","16.00","3,938.00","11,404,108.00","171,903,403.10"
"AMANA TAKAFUL PLC","ATL.N0000","1.70","1.80","1.20","1.50","5,390.00","115,699,341.00","162,233,278.40"
"PRIME FINANCE PLC","GSF.N0000","25.30","28.10","15.50","24.80","7,380.00","6,380,304.00","150,939,514.30"
"HEMAS HOLDINGS PLC","HHL.R0000","3.00","10.00","1.00","1.50","2,532.00","48,691,796.00","148,804,080.50"
"BLUE DIAMONDS JEWELLERY WORLDWIDE PLC","BLUE.N0000","1.70","1.90","1.10","1.20","5,817.00","104,250,870.00","148,735,383.00"
"CITRUS LEISURE PLC","REEF.N0000","17.10","17.50","9.50","10.10","4,185.00","11,506,477.00","148,114,823.80"
"THE COLOMBO FORT LAND AND BUILDING PLC","CFLB.N0000","29.00","31.00","20.50","22.90","3,120.00","5,445,712.00","141,941,167.30"
"SEYLAN DEVELOPMENTS PLC","CSD.N0000","14.10","16.00","12.00","13.90","3,092.00","9,430,154.00","137,185,921.00"
"BROWNS BEACH HOTELS PLC","BBH.N0000","26.70","41.80","24.70","33.20","3,142.00","4,047,252.00","133,162,987.00"
"SMB FINANCE PLC","SEMB.N0000","1.40","1.50","0.80","0.90","4,516.00","113,394,057.00","129,786,528.40"
"TESS AGRO PLC","TESS.N0000","1.60","1.90","1.30","1.60","4,582.00","73,777,893.00","125,278,852.50"
"CARSON CUMBERBATCH PLC","CARS.N0000","438.50","489.00","345.00","346.10","976.00","302,259.00","121,621,032.60"
"LANKA CEMENT PLC","LCEM.N0000","6.80","9.80","5.20","7.90","6,364.00","14,475,448.00","116,281,337.50"
"ACL PLASTICS PLC","APLA.N0000","132.80","184.80","108.20","184.70","1,766.00","762,934.00","116,045,130.50"
"RENUKA CITY HOTELS PLC.","RENU.N0000","350.00","400.00","305.00","375.00","1,455.00","310,490.00","113,937,861.70"
"WASKADUWA BEACH RESORT PLC","CITW.N0000","7.00","7.70","4.80","5.70","5,630.00","17,182,110.00","113,070,055.20"
"GALLE FACE CAPITAL PARTNERS PLC","WAPO.N0000","43.50","57.60","35.10","40.30","3,933.00","2,316,068.00","112,874,711.60"
"DIESEL & MOTOR ENGINEERING PLC","DIMO.N0000","636.00","799.00","600.00","615.50","1,139.00","165,055.00","112,279,940.40"
"ARPICO INSURANCE PLC","AINS.N0000","14.00","16.30","13.00","14.40","3,370.00","7,497,990.00","109,370,714.10"
"ASIAN HOTELS AND PROPERTIES PLC","AHPL.N0000","68.50","72.00","54.80","59.10","1,397.00","1,676,522.00","109,079,779.20"
"CITY HOUSING & REAL ESTATE CO. PLC","CHOU.N0000","15.00","19.30","10.20","14.40","4,620.00","6,133,848.00","105,698,307.70"
"HNB ASSURANCE PLC","HASU.N0000","83.80","93.50","69.40","74.60","1,808.00","1,201,027.00","103,016,431.90"
"HAYCARB PLC","HAYC.N0000","185.00","195.00","158.00","164.90","825.00","555,766.00","101,548,640.20"
"SRI LANKA TELECOM PLC","SLTL.N0000","50.00","54.90","43.00","47.00","3,173.00","2,062,507.00","99,644,736.70"
"LEE HEDGES PLC","SHAW.N0000","450.70","490.00","370.00","414.70","691.00","232,773.00","98,103,104.90"
"COLOMBO CITY HOLDINGS PLC","PHAR.N0000","626.50","1,049.90","600.00","824.70","3,255.00","123,653.00","96,555,649.10"
"SINGER INDUSTRIES (CEYLON) PLC","SINI.N0000","185.00","225.00","160.00","184.70","1,952.00","493,032.00","95,812,371.70"
"C T LAND DEVELOPMENT PLC","CTLD.N0000","39.60","56.00","34.90","50.00","1,601.00","2,189,343.00","93,854,313.50"
"THE FINANCE COMPANY PLC","TFC.X0000","8.20","8.80","4.40","4.50","5,170.00","15,837,897.00","92,716,897.00"
"CENTRAL INVESTMENTS & FINANCE PLC","CIFL.N0000","1.60","1.70","0.50","0.70","5,924.00","100,279,401.00","91,956,865.30"
"KAHAWATTE  PLANTATIONS  PLC","KAHA.N0000","34.00","39.90","26.50","37.20","1,203.00","2,872,805.00","91,503,220.90"
"COLOMBO DOCKYARD PLC","DOCK.N0000","193.00","196.00","145.00","150.10","1,394.00","562,262.00","90,979,404.40"
"RADIANT GEMS INTERNATIONAL PLC","RGEM.N0000","50.10","60.00","35.00","39.70","2,835.00","1,830,593.00","90,877,436.50"
"NAWALOKA HOSPITALS PLC","NHL.N0000","3.30","3.90","2.90","3.30","2,788.00","24,519,906.00","82,077,069.20"
"KELSEY DEVELOPMENTS PLC","KDL.N0000","41.50","67.00","38.00","60.00","2,239.00","1,566,041.00","81,206,324.50"
"C. W. MACKIE PLC","CWM.N0000","59.00","64.40","50.00","57.90","1,798.00","1,370,742.00","80,435,071.90"
"THE FINANCE COMPANY PLC","TFC.N0000","21.00","23.00","12.90","13.20","3,925.00","4,843,869.00","79,704,473.40"
"TESS AGRO PLC","TESS.X0000","1.40","1.70","1.00","1.50","2,470.00","57,234,536.00","79,500,801.60"
"PC PHARMA PLC","PCP.N0000","1.50","1.70","0.40","0.50","5,049.00","87,432,135.00","79,164,780.90"
"LANKEM CEYLON PLC","LCEY.N0000","112.50","132.00","83.00","90.00","945.00","722,793.00","78,353,522.00"
"BUKIT DARAH PLC","BUKI.N0000","713.10","735.00","480.00","511.20","1,254.00","120,567.00","77,200,307.80"
"E - CHANNELLING PLC","ECL.N0000","13.30","15.10","10.00","10.60","2,796.00","5,611,048.00","73,186,726.50"
"ABANS FINANCE PLC","AFSL.N0000","27.00","47.80","24.00","40.00","3,120.00","2,026,972.00","71,655,740.60"
"CHEMANEX PLC","CHMX.N0000","82.50","89.70","65.00","70.00","1,283.00","947,584.00","71,508,907.10"
"RENUKA HOLDINGS PLC","RHL.X0000","23.70","28.00","18.20","22.80","1,734.00","2,784,019.00","69,968,186.80"
"MARAWILA  RESORTS  PLC","MARA.N0000","6.10","6.80","2.60","2.80","4,155.00","19,881,702.00","68,990,151.70"
"MALWATTE VALLEY PLANTATION PLC","MAL.N0000","4.50","4.90","3.10","3.40","2,326.00","18,149,272.00","68,474,176.90"
"PEGASUS HOTELS OF CEYLON PLC","PEG.N0000","44.50","48.00","38.00","43.00","1,716.00","1,639,363.00","67,722,530.50"
"ELPITIYA PLANTATIONS PLC","ELPL.N0000","23.10","27.00","19.10","21.30","1,772.00","2,964,099.00","66,872,427.40"
"HOTEL SIGIRIYA PLC","HSIG.N0000","85.40","113.90","77.00","100.00","474.00","670,324.00","66,577,346.90"
"CEYLON BEVERAGE HOLDINGS PLC","BREW.N0000","750.00","1,000.00","0.00","850.00","200.00","77,565.00","66,219,444.10"
"THE  LIGHTHOUSE  HOTEL  PLC","LHL.N0000","60.00","67.00","51.60","56.50","304.00","995,883.00","64,647,230.20"
"LANKA VENTURES PLC","LVEN.N0000","43.10","53.50","41.00","43.50","863.00","1,300,436.00","63,832,883.80"
"CHILAW FINANCE PLC","CFL.N0000","26.80","28.90","20.00","22.90","930.00","2,498,358.00","63,668,487.70"
"DOLPHIN HOTELS PLC","STAF.N0000","56.00","64.00","47.00","52.50","638.00","1,078,467.00","61,372,726.20"
"MULTI FINANCE  PLC","MFL.N0000","27.40","32.20","18.00","19.10","3,171.00","2,312,398.00","60,251,922.10"
"THE FORTRESS RESORTS PLC","RHTL.N0000","17.80","19.50","14.60","15.00","1,876.00","3,613,920.00","60,168,814.60"
"AGSTAR PLC","AGST.X0000","5.00","5.00","5.00","5.00","1.00","11,648,140.00","58,240,700.00"
"SHAW WALLACE INVESTMENTS PLC","KZOO.N0000","1,150.00","4,440.00","903.10","2,600.10","2,008.00","42,053.00","57,561,842.90"
"COLOMBO FORT INVESTMENTS PLC","CFI.N0000","115.80","124.00","83.20","85.00","478.00","577,985.00","56,410,780.30"
"BOGAWANTALAWA TEA ESTATES PLC","BOPL.N0000","12.00","14.00","10.00","10.90","1,232.00","4,142,125.00","56,031,766.40"
"ASIRI SURGICAL HOSPITAL PLC","AMSL.N0000","17.10","18.00","13.40","13.60","2,650.00","3,495,678.00","54,633,843.50"
"NAMAL ACUITY VALUE FUND","NAVF.U0000","93.80","116.00","85.00","93.60","617.00","549,543.00","52,720,165.10"
"TALAWAKELLE TEA ESTATES PLC","TPL.N0000","34.00","44.00","31.20","31.60","1,860.00","1,292,693.00","48,275,433.30"
"JOHN KEELLS PLC","JKL.N0000","90.00","100.00","77.50","82.10","758.00","514,255.00","47,619,571.10"
"SERENDIB ENGINEERING GROUP PLC","IDL.N0000","98.90","103.00","10.40","11.20","3,141.00","3,277,321.00","47,362,420.20"
"SERENDIB HOTELS PLC","SHOT.X0000","24.00","28.50","20.10","22.50","643.00","1,825,572.00","46,849,655.50"
"TAL LANKA HOTELS PLC","TAJ.N0000","34.10","36.80","24.40","25.30","1,919.00","1,389,451.00","43,645,346.20"
