Label,Month,Year,Close (Rs.),Severity
GHLL.N0000,12,2004,16.523809523809526,55009.82
GLAS.N0000,12,2004,49.28125,55009.82
GOOD.N0000,12,2004,192.1875,55009.82
GRAN.N0000,12,2004,11.319444444444445,55009.82
GREG.N0000,12,2004,7.5,55009.82
HASU.N0000,12,2004,11.6375,55009.82
HAYC.N0000,12,2004,44.578125,55009.82
HAYL.N0000,12,2004,130.175,55009.82
HDEV.N0000,12,2004,104.79166666666667,55009.82
HHL.N0000,12,2004,96.55,55009.82
HNB.N0000,12,2004,56.0,55009.82
HNB.X0000,12,2004,32.975,55009.82
JFIN.N0000,12,2004,215.05,55009.82
JKH.N0000,12,2004,119.52380952380952,55009.82
KAPI.N0000,12,2004,11.125,55009.82
KGAL.N0000,12,2004,16.84090909090909,55009.82
KOTA.N0000,12,2004,7.796875,55009.82
KURU.N0000,12,2004,46.017857142857146,55009.82
LCEM.N0000,12,2004,7.9411764705882355,55009.82
LDEV.N0000,12,2004,11.703125,55009.82
LFIN.N0000,12,2004,43.80555555555556,55009.82
LIOC.N0000,12,2004,44.291666666666664,55009.82
LION.N0000,12,2004,60.5,55009.82
LLUB.N0000,12,2004,64.9047619047619,55009.82
LMF.N0000,12,2004,19.95,55009.82
LOLC.N0000,12,2004,76.45,55009.82
LWL.N0000,12,2004,42.921052631578945,55009.82
MGT.N0000,12,2004,84.43181818181819,55009.82
MORI.N0000,12,2004,428.3333333333333,55009.82
MORI.X0000,12,2004,347.5,55009.82
NDB.N0000,12,2004,160.04166666666666,55009.82
NEST.N0000,12,2004,87.57142857142857,55009.82
NHL.N0000,12,2004,3.3095238095238093,55009.82
NTB.N0000,12,2004,18.88095238095238,55009.82
ONAL.N0000,12,2004,19.0,55009.82
OSEA.N0000,12,2004,7.352941176470588,55009.82
PALM.N0000,12,2004,64.94117647058823,55009.82
PARQ.N0000,12,2004,21.875,55009.82
PDL.N0000,12,2004,22.333333333333332,55009.82
RCL.N0000,12,2004,2.9642857142857144,55009.82
REEF.R0000,12,2004,4.59375,55009.82
RICH.N0000,12,2004,124.25,55009.82
SAMP.N0000,12,2004,68.63157894736842,55009.82
SELI.N0000,12,2004,185.38888888888889,55009.82
SEMB.N0000,12,2004,8.76923076923077,55009.82
SEYB.N0000,12,2004,30.33823529411765,55009.82
SEYB.X0000,12,2004,16.547619047619047,55009.82
SPEN.N0000,12,2004,347.9861111111111,55009.82
SUGA.N0000,12,2004,10.026315789473685,55009.82
SUN.N0000,12,2004,74.58333333333333,55009.82
TAFL.N0000,12,2004,9.875,55009.82
TFC.N0000,12,2004,19.75,55009.82
TILE.N0000,12,2004,56.75,55009.82
TKYO.N0000,12,2004,134.32142857142858,55009.82
TWOD.N0000,12,2004,32.083333333333336,55009.82
TYRE.N0000,12,2004,10.2,55009.82
UDPL.N0000,12,2004,8.375,55009.82
VANI.N0000,12,2004,1.4761904761904763,55009.82
VANI.X0000,12,2004,1.2333333333333334,55009.82
WATA.N0000,12,2004,11.942307692307692,55009.82
AAIC.N0000,1,2005,9.886363636363637,55009.82
ACL.N0000,1,2005,84.13888888888889,55009.82
AMSL.N0000,1,2005,24.84375,55009.82
ARPI.N0000,1,2005,25.1875,55009.82
ASHA.N0000,1,2005,17.36764705882353,55009.82
ASIR.N0000,1,2005,36.1764705882353,55009.82
BFL.N0000,1,2005,15.34375,55009.82
BHR.N0000,1,2005,36.28846153846154,55009.82
BOGA.N0000,1,2005,11.196428571428571,55009.82
BRWN.N0000,1,2005,242.66666666666666,55009.82
CARE.N0000,1,2005,94.25,55009.82
CARG.N0000,1,2005,239.75,55009.82
CCS.N0000,1,2005,123.58333333333333,55009.82
CFIN.N0000,1,2005,218.72222222222223,55009.82
CFLB.N0000,1,2005,17.055555555555557,55009.82
CFT.N0000,1,2005,42.75,55009.82
CFVF.N0000,1,2005,6.291666666666667,55009.82
CHOU.N0000,1,2005,19.875,55009.82
CIC.N0000,1,2005,134.15,55009.82
CIC.X0000,1,2005,104.92857142857143,55009.82
CIND.N0000,1,2005,99.36111111111111,55009.82
CINV.N0000,1,2005,101.625,55009.82
CLND.W0005,1,2005,1.5,55009.82
CLPL.N0000,1,2005,8.0,55009.82
COMB.N0000,1,2005,166.91176470588235,55009.82
COMB.X0000,1,2005,94.78571428571429,55009.82
CTC.N0000,1,2005,43.513888888888886,55009.82
CTCE.N0000,1,2005,105.575,55009.82
CTHR.N0000,1,2005,1000.0,55009.82
DFCC.N0000,1,2005,208.9558823529412,55009.82
DIPD.N0000,1,2005,149.59375,55009.82
DIST.N0000,1,2005,29.51388888888889,55009.82
DPL.N0000,1,2005,17.15625,55009.82
EAST.N0000,1,2005,17.88888888888889,55009.82
ELPL.N0000,1,2005,9.75,55009.82
EQIT.N0000,1,2005,21.583333333333332,55009.82
GHLL.N0000,1,2005,16.38888888888889,55009.82
GLAS.N0000,1,2005,58.888888888888886,55009.82
GOOD.N0000,1,2005,217.54166666666666,55009.82
GRAN.N0000,1,2005,12.291666666666666,55009.82
GREG.N0000,1,2005,9.6,55009.82
HASU.N0000,1,2005,12.36111111111111,55009.82
HAYC.N0000,1,2005,46.11764705882353,55009.82
HAYL.N0000,1,2005,140.33333333333334,55009.82
HDEV.N0000,1,2005,103.04545454545455,55009.82
HHL.N0000,1,2005,100.625,55009.82
HNB.N0000,1,2005,56.55555555555556,55009.82
HNB.X0000,1,2005,33.916666666666664,55009.82
JFIN.N0000,1,2005,221.14285714285714,55009.82
JKH.N0000,1,2005,121.20833333333333,55009.82
KAPI.N0000,1,2005,13.541666666666666,55009.82
KGAL.N0000,1,2005,17.020833333333332,55009.82
KOTA.N0000,1,2005,7.75,55009.82
KURU.N0000,1,2005,49.13461538461539,55009.82
LCEM.N0000,1,2005,10.176470588235293,55009.82
LDEV.N0000,1,2005,13.597222222222221,55009.82
LFIN.N0000,1,2005,44.9375,55009.82
LIOC.N0000,1,2005,49.81944444444444,55009.82
LION.N0000,1,2005,62.166666666666664,55009.82
LLUB.N0000,1,2005,68.875,55009.82
LMF.N0000,1,2005,20.38235294117647,55009.82
LOLC.N0000,1,2005,81.734375,55009.82
LWL.N0000,1,2005,48.21875,55009.82
MGT.N0000,1,2005,85.425,55009.82
MIRA.N0000,1,2005,42.0,55009.82
MORI.N0000,1,2005,430.0,55009.82
NDB.N0000,1,2005,162.58823529411765,55009.82
NEST.N0000,1,2005,90.1470588235294,55009.82
NHL.N0000,1,2005,3.7083333333333335,55009.82
NTB.N0000,1,2005,19.930555555555557,55009.82
ONAL.N0000,1,2005,18.15,55009.82
OSEA.N0000,1,2005,7.573529411764706,55009.82
PALM.N0000,1,2005,51.65384615384615,55009.82
PDL.N0000,1,2005,22.975,55009.82
RCL.N0000,1,2005,3.4444444444444446,55009.82
RICH.N0000,1,2005,137.90277777777777,55009.82
SAMP.N0000,1,2005,64.20833333333333,55009.82
SAMP.R0000,1,2005,0.75,55009.82
SELI.N0000,1,2005,190.28125,55009.82
SEMB.N0000,1,2005,8.958333333333334,55009.82
SEYB.N0000,1,2005,31.985294117647058,55009.82
SEYB.X0000,1,2005,16.98611111111111,55009.82
SPEN.N0000,1,2005,365.71666666666664,55009.82
SUGA.N0000,1,2005,9.930555555555555,55009.82
SUN.N0000,1,2005,65.95,55009.82
TAFL.N0000,1,2005,11.216666666666667,55009.82
TFC.N0000,1,2005,19.5,55009.82
TILE.N0000,1,2005,62.40384615384615,55009.82
TKYO.N0000,1,2005,163.5441176470588,55009.82
TWOD.N0000,1,2005,31.916666666666668,55009.82
TYRE.N0000,1,2005,10.147058823529411,55009.82
UDPL.N0000,1,2005,9.45,55009.82
VANI.N0000,1,2005,1.4166666666666667,55009.82
VANI.X0000,1,2005,1.25,55009.82
WATA.N0000,1,2005,12.057692307692308,55009.82
AAIC.N0000,2,2005,10.15,55009.82
ACL.N0000,2,2005,94.70833333333333,55009.82
AMSL.N0000,2,2005,25.555555555555557,55009.82
ARPI.N0000,2,2005,35.02272727272727,55009.82
ASHA.N0000,2,2005,22.305555555555557,55009.82
ASIR.N0000,2,2005,36.986111111111114,55009.82
BFL.N0000,2,2005,15.777777777777779,55009.82
BHR.N0000,2,2005,35.69642857142857,55009.82
BOGA.N0000,2,2005,15.555555555555555,55009.82
BRWN.N0000,2,2005,245.0,55009.82
CARG.N0000,2,2005,259.69444444444446,55009.82
CCS.N0000,2,2005,123.01923076923077,55009.82
CFIN.N0000,2,2005,154.79166666666666,55009.82
CFLB.N0000,2,2005,21.63888888888889,55009.82
CFT.N0000,2,2005,46.125,55009.82
CFVF.N0000,2,2005,6.819444444444445,55009.82
CHOU.N0000,2,2005,22.166666666666668,55009.82
CIC.N0000,2,2005,153.79166666666666,55009.82
CIC.X0000,2,2005,110.17857142857143,55009.82
CIND.N0000,2,2005,87.15,55009.82
CINV.N0000,2,2005,150.77777777777777,55009.82
CLND.W0005,2,2005,1.84375,55009.82
CLPL.N0000,2,2005,8.583333333333334,55009.82
COMB.N0000,2,2005,183.11764705882354,55009.82
COMB.X0000,2,2005,106.94444444444444,55009.82
CTC.N0000,2,2005,44.69444444444444,55009.82
CTCE.N0000,2,2005,124.2,55009.82
CTHR.N0000,2,2005,1150.0,55009.82
DFCC.N0000,2,2005,224.10294117647058,55009.82
DIPD.N0000,2,2005,110.97058823529412,55009.82
DIST.N0000,2,2005,29.76388888888889,55009.82
DPL.N0000,2,2005,17.53125,55009.82
EAST.N0000,2,2005,21.291666666666668,55009.82
EQIT.N0000,2,2005,23.071428571428573,55009.82
GHLL.N0000,2,2005,17.944444444444443,55009.82
GLAS.N0000,2,2005,70.125,55009.82
GOOD.N0000,2,2005,249.29166666666666,55009.82
GRAN.N0000,2,2005,14.277777777777779,55009.82
GREG.N0000,2,2005,10.390625,55009.82
HASU.N0000,2,2005,12.514705882352942,55009.82
HAYC.N0000,2,2005,46.97222222222222,55009.82
HAYL.N0000,2,2005,131.59722222222223,55009.82
HDEV.N0000,2,2005,99.84375,55009.82
HHL.N0000,2,2005,104.98611111111111,55009.82
HNB.N0000,2,2005,57.94444444444444,55009.82
HNB.X0000,2,2005,37.486111111111114,55009.82
JFIN.N0000,2,2005,210.8125,55009.82
JKH.N0000,2,2005,137.06944444444446,55009.82
KAPI.N0000,2,2005,11.75,55009.82
KGAL.N0000,2,2005,18.410714285714285,55009.82
KOTA.N0000,2,2005,8.5,55009.82
KURU.N0000,2,2005,57.516666666666666,55009.82
LCEM.N0000,2,2005,10.166666666666666,55009.82
LDEV.N0000,2,2005,29.15277777777778,55009.82
LFIN.N0000,2,2005,46.083333333333336,55009.82
LIOC.N0000,2,2005,52.09722222222222,55009.82
LION.N0000,2,2005,66.96875,55009.82
LLUB.N0000,2,2005,71.15277777777777,55009.82
LMF.N0000,2,2005,20.279411764705884,55009.82
LOLC.N0000,2,2005,81.515625,55009.82
LWL.N0000,2,2005,54.263888888888886,55009.82
MGT.N0000,2,2005,85.22222222222223,55009.82
MORI.N0000,2,2005,450.0,55009.82
NDB.N0000,2,2005,167.69444444444446,55009.82
NEST.N0000,2,2005,94.07352941176471,55009.82
NHL.N0000,2,2005,5.041666666666667,55009.82
NTB.N0000,2,2005,21.88888888888889,55009.82
ONAL.N0000,2,2005,18.15,55009.82
OSEA.N0000,2,2005,7.638888888888889,55009.82
PALM.N0000,2,2005,52.766666666666666,55009.82
PARQ.N0000,2,2005,22.0625,55009.82
PDL.N0000,2,2005,23.416666666666668,55009.82
RCL.N0000,2,2005,3.8055555555555554,55009.82
RICH.N0000,2,2005,164.125,55009.82
SAMP.N0000,2,2005,73.22058823529412,55009.82
SELI.N0000,2,2005,221.28571428571428,55009.82
SEMB.N0000,2,2005,9.5,55009.82
SEYB.N0000,2,2005,35.705882352941174,55009.82
SEYB.X0000,2,2005,17.930555555555557,55009.82
SHAL.N0000,2,2005,1004.0625,55009.82
SHOT.N0000,2,2005,40.0,55009.82
SPEN.N0000,2,2005,383.71666666666664,55009.82
SUGA.N0000,2,2005,10.527777777777779,55009.82
SUN.N0000,2,2005,66.8,55009.82
TAFL.N0000,2,2005,12.13888888888889,55009.82
TFC.N0000,2,2005,23.22222222222222,55009.82
TILE.N0000,2,2005,66.54545454545455,55009.82
TKYO.N0000,2,2005,181.16071428571428,55009.82
TWOD.N0000,2,2005,34.125,55009.82
TYRE.N0000,2,2005,10.472222222222221,55009.82
UDPL.N0000,2,2005,10.482142857142858,55009.82
VANI.N0000,2,2005,1.3055555555555556,55009.82
VANI.X0000,2,2005,1.161764705882353,55009.82
WATA.N0000,2,2005,13.944444444444445,55009.82
AAIC.N0000,3,2005,10.642857142857142,55009.82
ACL.N0000,3,2005,94.92857142857143,55009.82
AMSL.N0000,3,2005,32.07142857142857,55009.82
ARPI.N0000,3,2005,36.72727272727273,55009.82
ASHA.N0000,3,2005,27.56578947368421,55009.82
ASIR.N0000,3,2005,37.63095238095238,55009.82
BFL.N0000,3,2005,15.921052631578947,55009.82
BHR.N0000,3,2005,32.983333333333334,55009.82
BINN.N0000,3,2005,70.0,55009.82
BOGA.N0000,3,2005,19.13157894736842,55009.82
BRWN.N0000,3,2005,249.35714285714286,55009.82
CARE.N0000,3,2005,109.75,55009.82
CARG.N0000,3,2005,277.5,55009.82
CCS.N0000,3,2005,121.57692307692308,55009.82
CFIN.N0000,3,2005,149.175,55009.82
CFLB.N0000,3,2005,24.345238095238095,55009.82
CFT.N0000,3,2005,47.375,55009.82
CFVF.N0000,3,2005,7.309523809523809,55009.82
CHOU.N0000,3,2005,35.0735294117647,55009.82
CIC.N0000,3,2005,152.96153846153845,55009.82
CIC.X0000,3,2005,113.8076923076923,55009.82
CIND.N0000,3,2005,110.76666666666667,55009.82
CINV.N0000,3,2005,133.10714285714286,55009.82
CLND.W0005,3,2005,2.9047619047619047,55009.82
CLPL.N0000,3,2005,13.178571428571429,55009.82
COMB.N0000,3,2005,190.875,55009.82
COMB.X0000,3,2005,115.65,55009.82
CTC.N0000,3,2005,46.0,55009.82
CTCE.N0000,3,2005,112.83333333333333,55009.82
CTHR.N0000,3,2005,1075.40625,55009.82
DFCC.N0000,3,2005,220.47058823529412,55009.82
DIPD.N0000,3,2005,92.71428571428571,55009.82
DIST.N0000,3,2005,30.988095238095237,55009.82
DPL.N0000,3,2005,19.1875,55009.82
EAST.N0000,3,2005,21.202380952380953,55009.82
EQIT.N0000,3,2005,30.9375,55009.82
GHLL.N0000,3,2005,17.142857142857142,55009.82
GLAS.N0000,3,2005,68.52380952380952,55009.82
GOOD.N0000,3,2005,225.33333333333334,55009.82
GRAN.N0000,3,2005,15.845238095238095,55009.82
GREG.N0000,3,2005,10.202380952380953,55009.82
HASU.N0000,3,2005,13.178571428571429,55009.82
HAYC.N0000,3,2005,46.1875,55009.82
HAYL.N0000,3,2005,114.4125,55009.82
HDEV.N0000,3,2005,110.63636363636364,55009.82
HHL.N0000,3,2005,106.32142857142857,55009.82
HNB.N0000,3,2005,56.53947368421053,55009.82
HNB.X0000,3,2005,37.225,55009.82
JFIN.N0000,3,2005,210.15625,55009.82
JKH.N0000,3,2005,136.11904761904762,55009.82
KAPI.N0000,3,2005,12.35,55009.82
KGAL.N0000,3,2005,20.425,55009.82
KOTA.N0000,3,2005,8.644736842105264,55009.82
KURU.N0000,3,2005,54.69230769230769,55009.82
LCEM.N0000,3,2005,10.261904761904763,55009.82
LDEV.N0000,3,2005,34.773809523809526,55009.82
LFIN.N0000,3,2005,47.53125,55009.82
LIOC.N0000,3,2005,48.23809523809524,55009.82
LION.N0000,3,2005,68.0625,55009.82
LLUB.N0000,3,2005,63.1375,55009.82
LMF.N0000,3,2005,19.761904761904763,55009.82
LOLC.N0000,3,2005,85.13888888888889,55009.82
LWL.N0000,3,2005,54.51190476190476,55009.82
MGT.N0000,3,2005,81.828125,55009.82
MIRA.N0000,3,2005,44.0,55009.82
MORI.N0000,3,2005,450.0,55009.82
NDB.N0000,3,2005,156.97058823529412,55009.82
NEST.N0000,3,2005,97.0875,55009.82
NHL.N0000,3,2005,7.904761904761905,55009.82
NTB.N0000,3,2005,21.714285714285715,55009.82
ONAL.N0000,3,2005,20.633333333333333,55009.82
OSEA.N0000,3,2005,8.285714285714286,55009.82
PALM.N0000,3,2005,49.875,55009.82
PARQ.N0000,3,2005,24.142857142857142,55009.82
PDL.N0000,3,2005,23.466666666666665,55009.82
RCL.N0000,3,2005,4.714285714285714,55009.82
REEF.R0000,3,2005,12.75,55009.82
RICH.N0000,3,2005,161.9047619047619,55009.82
SAMP.N0000,3,2005,71.54761904761905,55009.82
SELI.N0000,3,2005,225.3125,55009.82
SEMB.N0000,3,2005,12.69047619047619,55009.82
SEYB.N0000,3,2005,34.36904761904762,55009.82
SEYB.X0000,3,2005,18.261904761904763,55009.82
SHAL.N0000,3,2005,1033.0,55009.82
SHOT.N0000,3,2005,39.5,55009.82
SPEN.N0000,3,2005,379.3875,55009.82
SUGA.N0000,3,2005,12.261904761904763,55009.82
SUN.N0000,3,2005,75.19642857142857,55009.82
TAFL.N0000,3,2005,14.305555555555555,55009.82
TFC.N0000,3,2005,48.51190476190476,55009.82
TILE.N0000,3,2005,66.42307692307692,55009.82
TKYO.N0000,3,2005,174.66071428571428,55009.82
TWOD.N0000,3,2005,49.973684210526315,55009.82
TYRE.N0000,3,2005,11.095238095238095,55009.82
UDPL.N0000,3,2005,10.409090909090908,55009.82
VANI.N0000,3,2005,1.5238095238095237,55009.82
VANI.X0000,3,2005,1.2941176470588236,55009.82
WATA.N0000,3,2005,16.238095238095237,55009.82
AAIC.N0000,4,2005,10.805555555555555,55009.82
ACL.N0000,4,2005,95.33333333333333,55009.82
AMSL.N0000,4,2005,34.763888888888886,55009.82
ARPI.N0000,4,2005,51.083333333333336,55009.82
ASHA.N0000,4,2005,26.704545454545453,55009.82
ASIR.N0000,4,2005,36.236111111111114,55009.82
BFL.N0000,4,2005,15.617647058823529,55009.82
BHR.N0000,4,2005,32.675,55009.82
BOGA.N0000,4,2005,54.763888888888886,55009.82
BRWN.N0000,4,2005,238.4375,55009.82
CARE.N0000,4,2005,106.66666666666667,55009.82
CARG.N0000,4,2005,281.6666666666667,55009.82
CCS.N0000,4,2005,115.60714285714286,55009.82
CFIN.N0000,4,2005,141.25,55009.82
CFLB.N0000,4,2005,24.426470588235293,55009.82
CFT.N0000,4,2005,45.0,55009.82
CFVF.N0000,4,2005,7.305555555555555,55009.82
CHOU.N0000,4,2005,36.09375,55009.82
CIC.N0000,4,2005,164.5,55009.82
CIC.X0000,4,2005,121.32142857142857,55009.82
CIND.N0000,4,2005,108.75,55009.82
CINV.N0000,4,2005,98.90277777777777,55009.82
CLND.W0005,4,2005,2.8,55009.82
CLPL.N0000,4,2005,16.34722222222222,55009.82
COMB.N0000,4,2005,241.84722222222223,55009.82
COMB.X0000,4,2005,138.55555555555554,55009.82
CTC.N0000,4,2005,46.1875,55009.82
CTCE.N0000,4,2005,83.9,55009.82
CTHR.N0000,4,2005,1100.0,55009.82
DFCC.N0000,4,2005,225.45,55009.82
DIPD.N0000,4,2005,90.66666666666667,55009.82
DIST.N0000,4,2005,32.94444444444444,55009.82
DPL.N0000,4,2005,21.41176470588235,55009.82
EAST.N0000,4,2005,19.41176470588235,55009.82
ELPL.N0000,4,2005,10.0,55009.82
EQIT.N0000,4,2005,45.140625,55009.82
GHLL.N0000,4,2005,16.055555555555557,55009.82
GLAS.N0000,4,2005,39.25,55009.82
GOOD.N0000,4,2005,228.5,55009.82
GRAN.N0000,4,2005,16.180555555555557,55009.82
GREG.N0000,4,2005,9.38888888888889,55009.82
HASU.N0000,4,2005,13.5,55009.82
HAYC.N0000,4,2005,45.220588235294116,55009.82
HAYL.N0000,4,2005,115.69444444444444,55009.82
HDEV.N0000,4,2005,112.28846153846153,55009.82
HHL.N0000,4,2005,115.79411764705883,55009.82
HNB.N0000,4,2005,62.75,55009.82
HNB.X0000,4,2005,38.833333333333336,55009.82
JFIN.N0000,4,2005,217.875,55009.82
JKH.N0000,4,2005,145.47222222222223,55009.82
KAPI.N0000,4,2005,11.416666666666666,55009.82
KGAL.N0000,4,2005,23.941176470588236,55009.82
KOTA.N0000,4,2005,8.5625,55009.82
KURU.N0000,4,2005,50.85,55009.82
LCEM.N0000,4,2005,10.102941176470589,55009.82
LDEV.N0000,4,2005,30.48611111111111,55009.82
LDEV.R0000,4,2005,11.5,55009.82
LFIN.N0000,4,2005,48.52272727272727,55009.82
LIOC.N0000,4,2005,49.18055555555556,55009.82
LION.N0000,4,2005,67.16666666666667,55009.82
LITE.R0000,4,2005,0.1,55009.82
LLUB.N0000,4,2005,62.22222222222222,55009.82
LMF.N0000,4,2005,18.96875,55009.82
LOLC.N0000,4,2005,88.48214285714286,55009.82
LPRT.N0000,4,2005,20.5,55009.82
LWL.N0000,4,2005,53.06944444444444,55009.82
MGT.N0000,4,2005,79.78571428571429,55009.82
NDB.N0000,4,2005,160.51388888888889,55009.82
NEST.N0000,4,2005,97.1875,55009.82
NHL.N0000,4,2005,6.0,55009.82
NTB.N0000,4,2005,21.819444444444443,55009.82
ONAL.N0000,4,2005,22.78125,55009.82
OSEA.N0000,4,2005,7.833333333333333,55009.82
PALM.N0000,4,2005,48.05555555555556,55009.82
PARQ.N0000,4,2005,24.15,55009.82
PDL.N0000,4,2005,24.068181818181817,55009.82
RCL.N0000,4,2005,4.375,55009.82
REEF.R0000,4,2005,14.5,55009.82
RICH.N0000,4,2005,160.08823529411765,55009.82
SAMP.N0000,4,2005,75.55555555555556,55009.82
SELI.N0000,4,2005,223.30555555555554,55009.82
SEMB.N0000,4,2005,13.055555555555555,55009.82
SEYB.N0000,4,2005,34.765625,55009.82
SEYB.X0000,4,2005,18.11111111111111,55009.82
SHAL.N0000,4,2005,600.0,55009.82
SHOT.N0000,4,2005,39.0,55009.82
SPEN.N0000,4,2005,393.4375,55009.82
SUGA.N0000,4,2005,12.367647058823529,55009.82
SUN.N0000,4,2005,76.95833333333333,55009.82
TAFL.N0000,4,2005,15.132352941176471,55009.82
TFC.N0000,4,2005,58.02777777777778,55009.82
TILE.N0000,4,2005,65.17307692307692,55009.82
TKYO.N0000,4,2005,172.22222222222223,55009.82
TWOD.N0000,4,2005,64.91666666666667,55009.82
TYRE.N0000,4,2005,11.027777777777779,55009.82
UDPL.N0000,4,2005,10.678571428571429,55009.82
VANI.N0000,4,2005,1.5441176470588236,55009.82
VANI.X0000,4,2005,1.25,55009.82
WATA.N0000,4,2005,20.735294117647058,55009.82
AAIC.N0000,5,2005,11.381578947368421,55009.82
ACL.N0000,5,2005,95.77777777777777,55009.82
AMSL.N0000,5,2005,29.442307692307693,55009.82
ARPI.N0000,5,2005,53.71666666666667,55009.82
ASHA.N0000,5,2005,27.5,55009.82
ASIR.N0000,5,2005,37.94444444444444,55009.82
BFL.N0000,5,2005,16.61842105263158,55009.82
BHR.N0000,5,2005,34.766666666666666,55009.82
BOGA.N0000,5,2005,59.76315789473684,55009.82
BRWN.N0000,5,2005,242.5,55009.82
CARE.N0000,5,2005,116.36111111111111,55009.82
CARG.N0000,5,2005,273.7,55009.82
CCS.N0000,5,2005,109.36538461538461,55009.82
CFIN.N0000,5,2005,143.0,55009.82
CFLB.N0000,5,2005,25.763157894736842,55009.82
CFT.N0000,5,2005,52.6,55009.82
CFVF.N0000,5,2005,7.223684210526316,55009.82
CHOU.N0000,5,2005,39.455882352941174,55009.82
CIC.N0000,5,2005,166.6818181818182,55009.82
CIC.X0000,5,2005,123.19444444444444,55009.82
CIND.N0000,5,2005,120.0,55009.82
CINV.N0000,5,2005,108.96052631578948,55009.82
CLND.W0005,5,2005,2.8055555555555554,55009.82
CLPL.N0000,5,2005,22.30263157894737,55009.82
COMB.N0000,5,2005,252.06578947368422,55009.82
COMB.X0000,5,2005,145.21052631578948,55009.82
CTC.N0000,5,2005,51.89473684210526,55009.82
CTCE.N0000,5,2005,86.15277777777777,55009.82
CTHR.N0000,5,2005,1100.0,55009.82
DFCC.N0000,5,2005,247.26785714285714,55009.82
DIPD.N0000,5,2005,93.23611111111111,55009.82
DIST.N0000,5,2005,35.11842105263158,55009.82
DPL.N0000,5,2005,24.092105263157894,55009.82
EAST.N0000,5,2005,20.486842105263158,55009.82
EQIT.N0000,5,2005,53.56666666666667,55009.82
GHLL.N0000,5,2005,16.223684210526315,55009.82
GLAS.N0000,5,2005,36.63157894736842,55009.82
GOOD.N0000,5,2005,241.79166666666666,55009.82
GRAN.N0000,5,2005,19.430555555555557,55009.82
GREG.N0000,5,2005,10.105263157894736,55009.82
HASU.N0000,5,2005,16.88157894736842,55009.82
HAYC.N0000,5,2005,46.26315789473684,55009.82
HAYL.N0000,5,2005,121.38157894736842,55009.82
HDEV.N0000,5,2005,112.90384615384616,55009.82
HHL.N0000,5,2005,131.69736842105263,55009.82
HNB.N0000,5,2005,76.25,55009.82
HNB.X0000,5,2005,43.48684210526316,55009.82
JFIN.N0000,5,2005,225.16666666666666,55009.82
JKH.N0000,5,2005,138.9078947368421,55009.82
KAPI.N0000,5,2005,15.277777777777779,55009.82
KGAL.N0000,5,2005,27.985294117647058,55009.82
KOTA.N0000,5,2005,16.36842105263158,55009.82
KURU.N0000,5,2005,50.73529411764706,55009.82
LCEM.N0000,5,2005,10.342105263157896,55009.82
LDEV.N0000,5,2005,26.06578947368421,55009.82
LFIN.N0000,5,2005,53.57692307692308,55009.82
LIOC.N0000,5,2005,53.01315789473684,55009.82
LION.N0000,5,2005,67.6875,55009.82
LLUB.N0000,5,2005,62.6578947368421,55009.82
LMF.N0000,5,2005,21.944444444444443,55009.82
LOLC.N0000,5,2005,86.375,55009.82
LWL.N0000,5,2005,57.18055555555556,55009.82
MGT.N0000,5,2005,78.0,55009.82
MIRA.N0000,5,2005,45.0,55009.82
MORI.N0000,5,2005,400.0,55009.82
MORI.X0000,5,2005,332.5,55009.82
NDB.N0000,5,2005,159.6764705882353,55009.82
NEST.N0000,5,2005,95.96052631578948,55009.82
NHL.N0000,5,2005,4.776315789473684,55009.82
NTB.N0000,5,2005,23.592105263157894,55009.82
ONAL.N0000,5,2005,28.38157894736842,55009.82
OSEA.N0000,5,2005,9.152777777777779,55009.82
PALM.N0000,5,2005,49.18333333333333,55009.82
PARQ.N0000,5,2005,27.446428571428573,55009.82
PDL.N0000,5,2005,32.86764705882353,55009.82
RCL.N0000,5,2005,4.473684210526316,55009.82
RICH.N0000,5,2005,165.27777777777777,55009.82
SAMP.N0000,5,2005,84.30263157894737,55009.82
SELI.N0000,5,2005,228.97222222222223,55009.82
SEMB.N0000,5,2005,14.947368421052632,55009.82
SEYB.N0000,5,2005,42.97222222222222,55009.82
SEYB.X0000,5,2005,20.458333333333332,55009.82
SHAL.N0000,5,2005,1106.65,55009.82
SHOT.N0000,5,2005,39.78125,55009.82
SPEN.N0000,5,2005,404.7083333333333,55009.82
SUGA.N0000,5,2005,13.368421052631579,55009.82
SUN.N0000,5,2005,81.45833333333333,55009.82
TAFL.N0000,5,2005,16.985294117647058,55009.82
TFC.N0000,5,2005,56.0,55009.82
TILE.N0000,5,2005,65.64583333333333,55009.82
TKYO.N0000,5,2005,178.625,55009.82
TWOD.N0000,5,2005,84.28947368421052,55009.82
TYRE.N0000,5,2005,11.263157894736842,55009.82
UDPL.N0000,5,2005,14.573529411764707,55009.82
VANI.N0000,5,2005,1.855263157894737,55009.82
VANI.X0000,5,2005,1.4852941176470589,55009.82
WATA.N0000,5,2005,25.43421052631579,55009.82
AAIC.N0000,6,2005,9.9875,55009.82
ACL.N0000,6,2005,90.44047619047619,55009.82
AMSL.N0000,6,2005,3.107142857142857,55009.82
ARPI.N0000,6,2005,58.52777777777778,55009.82
ASHA.N0000,6,2005,25.607142857142858,55009.82
ASIR.N0000,6,2005,37.973684210526315,55009.82
BFL.N0000,6,2005,14.65,55009.82
