Label,Year,Month,Close (Rs.),Loan Rate
TESS.R0000,2013,11,0.1,8.5
TESS.R0001,2013,11,0.2,8.5
TFC.N0000,2013,11,9.7,8.5
TFC.X0000,2013,11,3.5,8.5
TFIL.N0000,2013,11,13.7,8.5
TILE.N0000,2013,11,74.5,8.5
TJL.N0000,2013,11,15.2,8.5
TKYO.N0000,2013,11,26.3,8.5
TKYO.X0000,2013,11,21.8,8.5
TWOD.N0000,2013,11,3.3,8.5
TYRE.N0000,2013,11,48.2,8.5
UBC.N0000,2013,11,16.8,8.5
UDPL.N0000,2013,11,25.25,8.5
VFIN.N0000,2013,11,30.0,8.5
VLL.N0000,2013,11,3.6,8.5
VONE.N0000,2013,11,17.0,8.5
VPEL.N0000,2013,11,5.9,8.5
WATA.N0000,2013,11,10.1,8.5
AAIC.N0000,2013,12,82.2,8.5
ACL.N0000,2013,12,64.9,8.5
AEL.N0000,2013,12,22.1,8.5
AGST.N0000,2013,12,4.8,8.5
ALHP.N0000,2013,12,7.7,8.5
AMF.N0000,2013,12,310.2,8.5
AMSL.N0000,2013,12,10.1,8.5
ARPI.N0000,2013,12,93.1,8.5
ASHA.N0000,2013,12,262.0,8.5
ASIR.N0000,2013,12,16.0,8.5
ASIY.N0000,2013,12,3.1,8.5
BFL.N0000,2013,12,124.8,8.5
BIL.N0000,2013,12,2.3,8.5
BINN.N0000,2013,12,73.0,8.5
BLI.N0000,2013,12,17.6,8.5
BOGA.N0000,2013,12,18.5,8.5
BRWN.N0000,2013,12,82.3,8.5
CARE.N0000,2013,12,27.1,8.5
CARG.N0000,2013,12,147.5,8.5
CCS.N0000,2013,12,135.5,8.5
CDB.X0000,2013,12,35.0,8.5
CFIN.N0000,2013,12,175.0,8.5
CFL.N0000,2013,12,12.5,8.5
CFLB.N0000,2013,12,27.15,8.5
CFT.N0000,2013,12,6.2,8.5
CFVF.N0000,2013,12,16.5,8.5
CHOU.N0000,2013,12,10.7,8.5
CIC.N0000,2013,12,47.0,8.5
CIC.X0000,2013,12,32.150000000000006,8.5
CIFL.N0000,2013,12,1.0,8.5
CIND.N0000,2013,12,55.1,8.5
CINV.N0000,2013,12,77.6,8.5
CITK.N0000,2013,12,5.8,8.5
CITW.N0000,2013,12,6.6,8.5
CLC.N0000,2013,12,3.9,8.5
CLPL.N0000,2013,12,64.05,8.5
CLPL.W0013,2013,12,1.3,8.5
CLPL.W0014,2013,12,1.5,8.5
COCR.N0000,2013,12,10.3,8.5
COMB.N0000,2013,12,118.2,8.5
COMB.X0000,2013,12,89.55,8.5
CTC.N0000,2013,12,1129.25,8.5
CTCE.N0000,2013,12,263.3,8.5
CTHR.N0000,2013,12,141.0,8.5
DFCC.N0000,2013,12,125.0,8.5
DIAL.N0000,2013,12,9.0,8.5
DIPD.N0000,2013,12,90.0,8.5
DIST.N0000,2013,12,190.0,8.5
DPL.N0000,2013,12,12.9,8.5
EAST.N0000,2013,12,11.5,8.5
ELPL.N0000,2013,12,16.7,8.5
EQIT.N0000,2013,12,26.2,8.5
ESL.N0000,2013,12,17.7,8.5
EXPO.N0000,2013,12,7.5,8.5
FLCH.N0000,2013,12,2.1500000000000004,8.5
GHLL.N0000,2013,12,11.5,8.5
GLAS.N0000,2013,12,4.3,8.5
GOOD.N0000,2013,12,1040.5,8.5
GRAN.N0000,2013,12,35.8,8.5
GREG.N0000,2013,12,14.0,8.5
GREG.W0003,2013,12,0.3,8.5
GREG.W0006,2013,12,1.2,8.5
GSF.N0000,2013,12,494.9,8.5
HASU.N0000,2013,12,52.45,8.5
HAYC.N0000,2013,12,181.45,8.5
HAYL.N0000,2013,12,292.8,8.5
HHL.N0000,2013,12,33.2,8.5
HNB.N0000,2013,12,143.0,8.5
HNB.X0000,2013,12,115.1,8.5
HUEJ.N0000,2013,12,56.6,8.5
IDL.N0000,2013,12,121.75,8.5
JFIN.N0000,2013,12,297.55,8.5
JINS.N0000,2013,12,12.3,8.5
JKH.N0000,2013,12,215.5,8.5
JKH.W0022,2013,12,63.5,8.5
JKH.W0023,2013,12,75.25,8.5
KAPI.N0000,2013,12,28.8,8.5
KGAL.N0000,2013,12,96.0,8.5
KOTA.N0000,2013,12,36.349999999999994,8.5
KURU.N0000,2013,12,17.75,8.5
KZOO.N0000,2013,12,1040.0,8.5
LCEM.N0000,2013,12,6.6,8.5
LDEV.N0000,2013,12,5.0,8.5
LFIN.N0000,2013,12,100.25,8.5
LIOC.N0000,2013,12,32.15,8.5
LION.N0000,2013,12,353.25,8.5
LLUB.N0000,2013,12,265.2,8.5
LMF.N0000,2013,12,105.0,8.5
LOFC.N0000,2013,12,2.8,8.5
LOLC.N0000,2013,12,73.4,8.5
LPRT.N0000,2013,12,99.0,8.5
LWL.N0000,2013,12,53.3,8.5
MFL.N0000,2013,12,14.5,8.5
MGT.N0000,2013,12,10.5,8.5
MIRA.N0000,2013,12,43.8,8.5
MORI.N0000,2013,12,259.2,8.5
MORI.X0000,2013,12,175.0,8.5
MPRH.N0000,2013,12,19.0,8.5
NAVF.U0000,2013,12,65.6,8.5
NDB.N0000,2013,12,159.25,8.5
NEST.N0000,2013,12,2101.1,8.5
NHL.N0000,2013,12,2.9,8.5
NIFL.N0000,2013,12,7.75,8.5
NIFL.R0000,2013,12,0.1,8.5
NTB.N0000,2013,12,61.05,8.5
OGL.N0000,2013,12,8.0,8.5
ONAL.N0000,2013,12,48.55,8.5
ORIN.N0000,2013,12,13.9,8.5
OSEA.N0000,2013,12,18.0,8.5
PALM.N0000,2013,12,67.7,8.5
PAP.N0000,2013,12,2.4,8.5
PARA.N0000,2013,12,850.0,8.5
PARQ.N0000,2013,12,17.4,8.5
PCH.N0000,2013,12,0.6499999999999999,8.5
PCHH.N0000,2013,12,1.3,8.5
PCP.N0000,2013,12,1.5,8.5
PDL.N0000,2013,12,59.0,8.5
PLC.N0000,2013,12,13.8,8.5
RAL.N0000,2013,12,3.6500000000000004,8.5
RCL.N0000,2013,12,83.0,8.5
REEF.W0019,2013,12,1.5,8.5
RICH.N0000,2013,12,6.3,8.5
RWSL.N0000,2013,12,2.2,8.5
SAMP.N0000,2013,12,168.05,8.5
SDB.N0000,2013,12,76.9,8.5
SELI.N0000,2013,12,1032.0,8.5
SEMB.N0000,2013,12,0.8,8.5
SEYB.N0000,2013,12,65.0,8.5
SEYB.X0000,2013,12,30.7,8.5
SFL.N0000,2013,12,84.05,8.5
SFS.N0000,2013,12,2.1,8.5
SHAL.N0000,2013,12,880.55,8.5
SHL.N0000,2013,12,8.3,8.5
SHOT.N0000,2013,12,25.700000000000003,8.5
SIRA.N0000,2013,12,1.8,8.5
SPEN.N0000,2013,12,103.0,8.5
SUN.N0000,2013,12,28.6,8.5
TAFL.N0000,2013,12,36.6,8.5
TAP.N0000,2013,12,2.8499999999999996,8.5
TFC.N0000,2013,12,10.1,8.5
TFC.X0000,2013,12,3.6,8.5
TFIL.N0000,2013,12,13.149999999999999,8.5
TILE.N0000,2013,12,70.0,8.5
TJL.N0000,2013,12,14.9,8.5
TKYO.N0000,2013,12,27.3,8.5
TKYO.X0000,2013,12,22.3,8.5
TWOD.N0000,2013,12,2.9,8.5
TYRE.N0000,2013,12,50.0,8.5
UBC.N0000,2013,12,16.7,8.5
UDPL.N0000,2013,12,25.7,8.5
VFIN.N0000,2013,12,28.9,8.5
VLL.N0000,2013,12,3.6,8.5
VONE.N0000,2013,12,16.25,8.5
VPEL.N0000,2013,12,5.7,8.5
WATA.N0000,2013,12,9.7,8.5
AAIC.N0000,2014,1,89.95,8.0
ACL.N0000,2014,1,69.0,8.0
AEL.N0000,2014,1,22.2,8.0
AGST.N0000,2014,1,4.8,8.0
ALHP.N0000,2014,1,7.1,8.0
AMF.N0000,2014,1,330.0,8.0
AMSL.N0000,2014,1,11.0,8.0
ARPI.N0000,2014,1,100.0,8.0
ASHA.N0000,2014,1,259.0,8.0
ASIR.N0000,2014,1,16.5,8.0
ASIY.N0000,2014,1,3.2,8.0
BFL.N0000,2014,1,130.0,8.0
BIL.N0000,2014,1,2.5,8.0
BINN.N0000,2014,1,94.4,8.0
BLI.N0000,2014,1,21.25,8.0
BOGA.N0000,2014,1,19.8,8.0
BRWN.N0000,2014,1,90.0,8.0
CARE.N0000,2014,1,30.2,8.0
CARG.N0000,2014,1,148.3,8.0
CCS.N0000,2014,1,150.0,8.0
CDB.X0000,2014,1,39.05,8.0
CFIN.N0000,2014,1,190.0,8.0
CFL.N0000,2014,1,15.0,8.0
CFLB.N0000,2014,1,29.5,8.0
CFT.N0000,2014,1,6.4,8.0
CFVF.N0000,2014,1,18.85,8.0
CHOU.N0000,2014,1,11.1,8.0
CIC.N0000,2014,1,52.2,8.0
CIC.X0000,2014,1,40.2,8.0
CIFL.N0000,2014,1,1.0,8.0
CIND.N0000,2014,1,60.0,8.0
CINV.N0000,2014,1,81.1,8.0
CITK.N0000,2014,1,6.0,8.0
CITW.N0000,2014,1,7.9,8.0
CLC.N0000,2014,1,4.25,8.0
CLPL.N0000,2014,1,66.9,8.0
CLPL.W0013,2014,1,1.2,8.0
CLPL.W0014,2014,1,1.7,8.0
COCR.N0000,2014,1,13.0,8.0
COMB.N0000,2014,1,126.65,8.0
COMB.X0000,2014,1,96.55,8.0
CTC.N0000,2014,1,1219.9,8.0
CTCE.N0000,2014,1,277.0,8.0
CTHR.N0000,2014,1,140.05,8.0
DFCC.N0000,2014,1,149.95,8.0
DIAL.N0000,2014,1,9.2,8.0
DIPD.N0000,2014,1,89.9,8.0
DIST.N0000,2014,1,201.8,8.0
DPL.N0000,2014,1,13.2,8.0
EAST.N0000,2014,1,12.0,8.0
ELPL.N0000,2014,1,17.5,8.0
EQIT.N0000,2014,1,29.25,8.0
ESL.N0000,2014,1,18.7,8.0
EXPO.N0000,2014,1,8.4,8.0
FLCH.N0000,2014,1,2.2,8.0
GHLL.N0000,2014,1,11.8,8.0
GLAS.N0000,2014,1,4.5,8.0
GOOD.N0000,2014,1,1200.0,8.0
GRAN.N0000,2014,1,38.349999999999994,8.0
GREG.N0000,2014,1,13.9,8.0
GREG.W0003,2014,1,0.1,8.0
GREG.W0006,2014,1,1.2,8.0
GSF.N0000,2014,1,384.5,8.0
HASU.N0000,2014,1,61.400000000000006,8.0
HAYC.N0000,2014,1,187.05,8.0
HAYL.N0000,2014,1,297.05,8.0
HHL.N0000,2014,1,37.5,8.0
HNB.N0000,2014,1,158.35,8.0
HNB.X0000,2014,1,125.0,8.0
HUEJ.N0000,2014,1,67.0,8.0
IDL.N0000,2014,1,133.5,8.0
JFIN.N0000,2014,1,304.6,8.0
JINS.N0000,2014,1,13.3,8.0
JKH.N0000,2014,1,238.6,8.0
JKH.W0022,2014,1,80.35,8.0
JKH.W0023,2014,1,86.9,8.0
KAPI.N0000,2014,1,32.85,8.0
KGAL.N0000,2014,1,102.95,8.0
KOTA.N0000,2014,1,37.349999999999994,8.0
KURU.N0000,2014,1,18.8,8.0
KZOO.N0000,2014,1,1005.05,8.0
LCEM.N0000,2014,1,7.3,8.0
LDEV.N0000,2014,1,5.3,8.0
LFIN.N0000,2014,1,102.8,8.0
LIOC.N0000,2014,1,38.7,8.0
LION.N0000,2014,1,375.0,8.0
LLUB.N0000,2014,1,280.3,8.0
LMF.N0000,2014,1,112.1,8.0
LOFC.N0000,2014,1,3.4,8.0
LOLC.N0000,2014,1,73.0,8.0
LPRT.N0000,2014,1,103.2,8.0
LWL.N0000,2014,1,67.4,8.0
MFL.N0000,2014,1,17.7,8.0
MGT.N0000,2014,1,11.55,8.0
MIRA.N0000,2014,1,51.6,8.0
MORI.N0000,2014,1,275.0,8.0
MORI.X0000,2014,1,180.5,8.0
MPRH.N0000,2014,1,22.0,8.0
NAVF.U0000,2014,1,70.05,8.0
NDB.N0000,2014,1,182.35,8.0
NEST.N0000,2014,1,2126.8,8.0
NHL.N0000,2014,1,3.1,8.0
NIFL.N0000,2014,1,7.8,8.0
NTB.N0000,2014,1,66.0,8.0
OGL.N0000,2014,1,8.0,8.0
ONAL.N0000,2014,1,50.0,8.0
ORIN.N0000,2014,1,14.0,8.0
OSEA.N0000,2014,1,19.9,8.0
PALM.N0000,2014,1,76.7,8.0
PAP.N0000,2014,1,2.5,8.0
PARA.N0000,2014,1,727.6,8.0
PARQ.N0000,2014,1,18.8,8.0
PCH.N0000,2014,1,0.6,8.0
PCHH.N0000,2014,1,1.15,8.0
PCP.N0000,2014,1,1.4,8.0
PDL.N0000,2014,1,70.0,8.0
PLC.N0000,2014,1,14.3,8.0
RAL.N0000,2014,1,3.9,8.0
RCL.N0000,2014,1,88.9,8.0
REEF.W0019,2014,1,1.4,8.0
RICH.N0000,2014,1,6.6,8.0
RWSL.N0000,2014,1,2.3,8.0
SAMP.N0000,2014,1,175.75,8.0
SDB.N0000,2014,1,79.35,8.0
SELI.N0000,2014,1,1144.05,8.0
SEMB.N0000,2014,1,0.9,8.0
SEYB.N0000,2014,1,64.0,8.0
SEYB.X0000,2014,1,32.8,8.0
SFL.N0000,2014,1,94.5,8.0
SFS.N0000,2014,1,2.3,8.0
SHAL.N0000,2014,1,942.05,8.0
SHL.N0000,2014,1,9.4,8.0
SHOT.N0000,2014,1,29.25,8.0
SIRA.N0000,2014,1,2.0,8.0
SPEN.N0000,2014,1,104.0,8.0
SUN.N0000,2014,1,32.0,8.0
TAFL.N0000,2014,1,38.35,8.0
TAP.N0000,2014,1,2.9,8.0
TFC.N0000,2014,1,13.5,8.0
TFC.X0000,2014,1,7.5,8.0
TFIL.N0000,2014,1,14.9,8.0
TILE.N0000,2014,1,78.0,8.0
TJL.N0000,2014,1,15.9,8.0
TKYO.N0000,2014,1,33.0,8.0
TKYO.X0000,2014,1,27.45,8.0
TWOD.N0000,2014,1,2.95,8.0
TYRE.N0000,2014,1,53.65,8.0
UBC.N0000,2014,1,18.5,8.0
UDPL.N0000,2014,1,27.0,8.0
VFIN.N0000,2014,1,30.3,8.0
VLL.N0000,2014,1,3.6,8.0
VONE.N0000,2014,1,16.9,8.0
VPEL.N0000,2014,1,5.85,8.0
WATA.N0000,2014,1,10.2,8.0
AAIC.N0000,2014,2,91.45,8.0
ACL.N0000,2014,2,64.25,8.0
AEL.N0000,2014,2,22.6,8.0
AGST.N0000,2014,2,4.7,8.0
ALHP.N0000,2014,2,7.3,8.0
AMF.N0000,2014,2,329.2,8.0
AMSL.N0000,2014,2,11.6,8.0
ARPI.N0000,2014,2,102.5,8.0
ASHA.N0000,2014,2,250.2,8.0
ASIR.N0000,2014,2,19.5,8.0
ASIY.N0000,2014,2,3.1,8.0
BFL.N0000,2014,2,125.0,8.0
BIL.N0000,2014,2,2.3,8.0
BINN.N0000,2014,2,103.1,8.0
BLI.N0000,2014,2,42.7,8.0
BOGA.N0000,2014,2,19.6,8.0
BRWN.N0000,2014,2,90.7,8.0
CARE.N0000,2014,2,33.8,8.0
CARG.N0000,2014,2,147.0,8.0
CCS.N0000,2014,2,150.0,8.0
CDB.X0000,2014,2,38.2,8.0
CFIN.N0000,2014,2,190.1,8.0
CFL.N0000,2014,2,18.1,8.0
CFLB.N0000,2014,2,26.7,8.0
CFT.N0000,2014,2,5.9,8.0
CFVF.N0000,2014,2,18.7,8.0
CHOU.N0000,2014,2,10.05,8.0
CIC.N0000,2014,2,50.45,8.0
CIC.X0000,2014,2,38.2,8.0
CIFL.N0000,2014,2,1.0,8.0
CIND.N0000,2014,2,58.05,8.0
CINV.N0000,2014,2,76.4,8.0
CITK.N0000,2014,2,5.5,8.0
CITW.N0000,2014,2,7.3,8.0
CLC.N0000,2014,2,4.1,8.0
CLPL.N0000,2014,2,65.0,8.0
CLPL.W0013,2014,2,0.8,8.0
CLPL.W0014,2014,2,1.3,8.0
COCR.N0000,2014,2,15.3,8.0
COMB.N0000,2014,2,118.0,8.0
COMB.X0000,2014,2,95.1,8.0
CTC.N0000,2014,2,1240.0,8.0
CTCE.N0000,2014,2,275.5,8.0
CTHR.N0000,2014,2,142.0,8.0
DFCC.N0000,2014,2,145.9,8.0
DIAL.N0000,2014,2,9.2,8.0
DIPD.N0000,2014,2,88.4,8.0
DIST.N0000,2014,2,211.1,8.0
DPL.N0000,2014,2,12.7,8.0
EAST.N0000,2014,2,11.7,8.0
ELPL.N0000,2014,2,17.5,8.0
EQIT.N0000,2014,2,29.0,8.0
ESL.N0000,2014,2,19.4,8.0
EXPO.N0000,2014,2,8.6,8.0
FLCH.N0000,2014,2,2.0,8.0
GHLL.N0000,2014,2,10.8,8.0
GLAS.N0000,2014,2,3.9,8.0
GOOD.N0000,2014,2,1112.75,8.0
GRAN.N0000,2014,2,34.6,8.0
GREG.N0000,2014,2,13.6,8.0
GREG.W0003,2014,2,0.1,8.0
GREG.W0006,2014,2,0.8,8.0
GSF.N0000,2014,2,370.0,8.0
HASU.N0000,2014,2,64.0,8.0
HAYC.N0000,2014,2,177.3,8.0
HAYL.N0000,2014,2,294.0,8.0
HHL.N0000,2014,2,38.0,8.0
HNB.N0000,2014,2,155.0,8.0
HNB.X0000,2014,2,124.0,8.0
HUEJ.N0000,2014,2,60.6,8.0
IDL.N0000,2014,2,92.45,8.0
JFIN.N0000,2014,2,290.1,8.0
JINS.N0000,2014,2,13.7,8.0
JKH.N0000,2014,2,220.7,8.0
JKH.W0022,2014,2,62.6,8.0
JKH.W0023,2014,2,65.0,8.0
KAPI.N0000,2014,2,29.4,8.0
KGAL.N0000,2014,2,100.1,8.0
KOTA.N0000,2014,2,35.9,8.0
KURU.N0000,2014,2,19.0,8.0
KZOO.N0000,2014,2,968.35,8.0
LCEM.N0000,2014,2,6.8,8.0
LDEV.N0000,2014,2,4.8,8.0
LFIN.N0000,2014,2,98.7,8.0
LIOC.N0000,2014,2,38.4,8.0
LION.N0000,2014,2,392.3,8.0
LLUB.N0000,2014,2,280.1,8.0
LMF.N0000,2014,2,109.0,8.0
LOFC.N0000,2014,2,3.7,8.0
LOLC.N0000,2014,2,75.0,8.0
LPRT.N0000,2014,2,102.45,8.0
LWL.N0000,2014,2,65.1,8.0
MFL.N0000,2014,2,16.9,8.0
MGT.N0000,2014,2,10.7,8.0
MIRA.N0000,2014,2,47.9,8.0
MORI.N0000,2014,2,264.95,8.0
MORI.X0000,2014,2,183.95,8.0
MPRH.N0000,2014,2,19.8,8.0
NAVF.U0000,2014,2,71.25,8.0
NDB.N0000,2014,2,184.0,8.0
NEST.N0000,2014,2,2100.0,8.0
NHL.N0000,2014,2,3.2,8.0
NIFL.N0000,2014,2,7.5,8.0
NTB.N0000,2014,2,66.0,8.0
OGL.N0000,2014,2,8.5,8.0
ONAL.N0000,2014,2,47.8,8.0
ORIN.N0000,2014,2,13.6,8.0
OSEA.N0000,2014,2,20.0,8.0
PALM.N0000,2014,2,74.9,8.0
PAP.N0000,2014,2,2.3,8.0
PARA.N0000,2014,2,788.75,8.0
PARQ.N0000,2014,2,21.0,8.0
PCH.N0000,2014,2,0.5,8.0
PCHH.N0000,2014,2,1.1,8.0
PCP.N0000,2014,2,1.2,8.0
PDL.N0000,2014,2,64.55,8.0
PLC.N0000,2014,2,14.6,8.0
RAL.N0000,2014,2,3.5,8.0
RCL.N0000,2014,2,84.45,8.0
REEF.W0019,2014,2,1.0,8.0
RICH.N0000,2014,2,6.6,8.0
RWSL.N0000,2014,2,2.3,8.0
SAMP.N0000,2014,2,169.6,8.0
SDB.N0000,2014,2,76.8,8.0
SELI.N0000,2014,2,1100.0,8.0
SEMB.N0000,2014,2,1.3,8.0
SEYB.N0000,2014,2,63.0,8.0
SEYB.X0000,2014,2,34.0,8.0
SFL.N0000,2014,2,124.65,8.0
SFS.N0000,2014,2,2.2,8.0
SHAL.N0000,2014,2,996.75,8.0
SHL.N0000,2014,2,10.4,8.0
SHOT.N0000,2014,2,26.9,8.0
SIRA.N0000,2014,2,1.8,8.0
SPEN.N0000,2014,2,101.0,8.0
SUN.N0000,2014,2,30.0,8.0
TAFL.N0000,2014,2,35.2,8.0
TAP.N0000,2014,2,2.7,8.0
TFC.N0000,2014,2,11.5,8.0
TFC.X0000,2014,2,6.0,8.0
TFIL.N0000,2014,2,18.0,8.0
TILE.N0000,2014,2,76.3,8.0
TJL.N0000,2014,2,15.3,8.0
TKYO.N0000,2014,2,33.7,8.0
TKYO.X0000,2014,2,27.8,8.0
TWOD.N0000,2014,2,2.8,8.0
TYRE.N0000,2014,2,53.0,8.0
UBC.N0000,2014,2,18.0,8.0
UDPL.N0000,2014,2,24.0,8.0
VFIN.N0000,2014,2,30.0,8.0
VLL.N0000,2014,2,3.6,8.0
VONE.N0000,2014,2,17.0,8.0
VPEL.N0000,2014,2,5.7,8.0
WATA.N0000,2014,2,9.9,8.0
AAIC.N0000,2014,3,83.9,8.0
ACL.N0000,2014,3,61.7,8.0
AEL.N0000,2014,3,22.1,8.0
AGST.N0000,2014,3,4.4,8.0
ALHP.N0000,2014,3,7.0,8.0
ALUM.N0000,2014,3,14.2,8.0
AMF.N0000,2014,3,340.0,8.0
AMSL.N0000,2014,3,12.4,8.0
ARPI.N0000,2014,3,79.0,8.0
ARPI.R0000,2014,3,25.35,8.0
ASHA.N0000,2014,3,258.7,8.0
ASIR.N0000,2014,3,19.75,8.0
ASIY.N0000,2014,3,3.0,8.0
BFL.N0000,2014,3,140.0,8.0
BIL.N0000,2014,3,2.2,8.0
BINN.N0000,2014,3,104.0,8.0
BLI.N0000,2014,3,53.55,8.0
BOGA.N0000,2014,3,18.8,8.0
BRWN.N0000,2014,3,90.0,8.0
CARE.N0000,2014,3,31.5,8.0
CARG.N0000,2014,3,137.0,8.0
CCS.N0000,2014,3,142.0,8.0
CDB.X0000,2014,3,38.25,8.0
CFIN.N0000,2014,3,190.0,8.0
CFL.N0000,2014,3,18.9,8.0
CFLB.N0000,2014,3,25.5,8.0
CFT.N0000,2014,3,5.6,8.0
CFVF.N0000,2014,3,19.0,8.0
CHOU.N0000,2014,3,9.5,8.0
CIC.N0000,2014,3,45.8,8.0
CIC.X0000,2014,3,36.6,8.0
CIFL.N0000,2014,3,0.8,8.0
CIND.N0000,2014,3,57.0,8.0
CINV.N0000,2014,3,75.1,8.0
CITK.N0000,2014,3,5.6,8.0
CITW.N0000,2014,3,7.2,8.0
CLC.N0000,2014,3,3.9,8.0
CLPL.N0000,2014,3,58.4,8.0
CLPL.W0013,2014,3,0.4,8.0
CLPL.W0014,2014,3,1.1,8.0
COCR.N0000,2014,3,15.1,8.0
COMB.N0000,2014,3,115.1,8.0
COMB.X0000,2014,3,96.0,8.0
CTC.N0000,2014,3,1100.0,8.0
CTCE.N0000,2014,3,281.0,8.0
CTHR.N0000,2014,3,139.0,8.0
DFCC.N0000,2014,3,142.14999999999998,8.0
DIAL.N0000,2014,3,9.0,8.0
DIPD.N0000,2014,3,88.2,8.0
DIST.N0000,2014,3,203.0,8.0
DPL.N0000,2014,3,11.9,8.0
EAST.N0000,2014,3,11.6,8.0
ELPL.N0000,2014,3,16.95,8.0
EQIT.N0000,2014,3,28.0,8.0
ESL.N0000,2014,3,17.4,8.0
EXPO.N0000,2014,3,8.6,8.0
FLCH.N0000,2014,3,2.0,8.0
GHLL.N0000,2014,3,10.7,8.0
GLAS.N0000,2014,3,3.6,8.0
GOOD.N0000,2014,3,1243.9,8.0
GRAN.N0000,2014,3,36.2,8.0
GREG.N0000,2014,3,13.0,8.0
GREG.W0006,2014,3,0.5,8.0
GSF.N0000,2014,3,130.45,8.0
HASU.N0000,2014,3,62.1,8.0
HAYC.N0000,2014,3,179.9,8.0
HAYL.N0000,2014,3,288.0,8.0
HHL.N0000,2014,3,38.0,8.0
HNB.N0000,2014,3,153.0,8.0
HNB.X0000,2014,3,126.0,8.0
HUEJ.N0000,2014,3,55.0,8.0
IDL.N0000,2014,3,90.0,8.0
JFIN.N0000,2014,3,304.8,8.0
JINS.N0000,2014,3,13.9,8.0
JKH.N0000,2014,3,220.0,8.0
JKH.W0022,2014,3,63.3,8.0
JKH.W0023,2014,3,67.0,8.0
KAPI.N0000,2014,3,29.35,8.0
KGAL.N0000,2014,3,100.2,8.0
KOTA.N0000,2014,3,35.2,8.0
KZOO.N0000,2014,3,922.3,8.0
LCEM.N0000,2014,3,6.2,8.0
LDEV.N0000,2014,3,4.6,8.0
LFIN.N0000,2014,3,100.6,8.0
LIOC.N0000,2014,3,38.5,8.0
LION.N0000,2014,3,392.0,8.0
LLUB.N0000,2014,3,269.5,8.0
LMF.N0000,2014,3,107.0,8.0
LOFC.N0000,2014,3,3.6,8.0
LOLC.N0000,2014,3,75.95,8.0
LPRT.N0000,2014,3,102.25,8.0
LWL.N0000,2014,3,62.1,8.0
MFL.N0000,2014,3,15.1,8.0
MGT.N0000,2014,3,10.25,8.0
MIRA.N0000,2014,3,42.1,8.0
MORI.N0000,2014,3,260.0,8.0
MORI.X0000,2014,3,210.5,8.0
MPRH.N0000,2014,3,18.5,8.0
NAVF.U0000,2014,3,69.9,8.0
NDB.N0000,2014,3,179.4,8.0
NEST.N0000,2014,3,1997.9,8.0
NHL.N0000,2014,3,3.2,8.0
NIFL.N0000,2014,3,7.5,8.0
NTB.N0000,2014,3,64.0,8.0
OGL.N0000,2014,3,8.5,8.0
ONAL.N0000,2014,3,49.0,8.0
ORIN.N0000,2014,3,13.3,8.0
OSEA.N0000,2014,3,20.5,8.0
PALM.N0000,2014,3,71.5,8.0
PAP.N0000,2014,3,2.2,8.0
PARA.N0000,2014,3,668.95,8.0
PARQ.N0000,2014,3,20.549999999999997,8.0
PCH.N0000,2014,3,0.4,8.0
PCHH.N0000,2014,3,0.9,8.0
PCP.N0000,2014,3,1.0,8.0
PDL.N0000,2014,3,63.5,8.0
PLC.N0000,2014,3,14.3,8.0
RAL.N0000,2014,3,3.3,8.0
RCL.N0000,2014,3,79.8,8.0
REEF.W0019,2014,3,1.2,8.0
RICH.N0000,2014,3,6.5,8.0
RWSL.N0000,2014,3,2.2,8.0
SAMP.N0000,2014,3,176.0,8.0
SDB.N0000,2014,3,74.0,8.0
SELI.N0000,2014,3,1299.0,8.0
SEMB.N0000,2014,3,1.2,8.0
SEYB.N0000,2014,3,60.2,8.0
SEYB.X0000,2014,3,36.6,8.0
SFL.N0000,2014,3,130.1,8.0
SFS.N0000,2014,3,2.1,8.0
SHAL.N0000,2014,3,1054.7,8.0
SHL.N0000,2014,3,10.4,8.0
SHOT.N0000,2014,3,28.1,8.0
SIRA.N0000,2014,3,1.7,8.0
SPEN.N0000,2014,3,99.0,8.0
SUN.N0000,2014,3,29.2,8.0
TAFL.N0000,2014,3,39.9,8.0
TAP.N0000,2014,3,2.5,8.0
TFC.N0000,2014,3,11.0,8.0
TFC.X0000,2014,3,5.8,8.0
TFIL.N0000,2014,3,17.5,8.0
TILE.N0000,2014,3,76.5,8.0
TJL.N0000,2014,3,15.6,8.0
TKYO.N0000,2014,3,34.5,8.0
TKYO.X0000,2014,3,28.5,8.0
TWOD.N0000,2014,3,2.6,8.0
TYRE.N0000,2014,3,51.5,8.0
UBC.N0000,2014,3,18.0,8.0
UDPL.N0000,2014,3,23.1,8.0
VFIN.N0000,2014,3,29.200000000000003,8.0
VLL.N0000,2014,3,3.6,8.0
VONE.N0000,2014,3,16.9,8.0
VPEL.N0000,2014,3,5.5,8.0
WATA.N0000,2014,3,9.850000000000001,8.0
AAIC.N0000,2014,4,87.0,8.0
ACL.N0000,2014,4,62.75,8.0
AEL.N0000,2014,4,23.0,8.0
AGST.N0000,2014,4,4.3,8.0
ALHP.N0000,2014,4,6.5,8.0
ALUM.N0000,2014,4,14.3,8.0
AMF.N0000,2014,4,337.5,8.0
AMSL.N0000,2014,4,12.0,8.0
ARPI.N0000,2014,4,73.05,8.0
ASIR.N0000,2014,4,22.0,8.0
ASIY.N0000,2014,4,3.1,8.0
