Traded Date,Value
8/3/16,921.47
8/4/16,929.04
8/5/16,940.5
8/8/16,940.66
8/9/16,939.47
8/10/16,943.86
8/11/16,947.59
8/12/16,947.69
8/15/16,945.82
8/16/16,941.22
8/18/16,939.24
8/19/16,932.18
8/22/16,930.81
8/23/16,945.64
8/24/16,943.45
8/25/16,937.34
8/26/16,938.54
8/29/16,932.43
8/30/16,929.81
8/31/16,929.83
9/1/16,933.17
9/2/16,931.06
9/5/16,929.29
9/6/16,925.36
9/7/16,923.93
9/8/16,930.72
9/9/16,912.94
9/13/16,925.2
9/14/16,936.03
9/15/16,937.58
9/19/16,934.5
9/20/16,925.7
9/21/16,922.94
9/22/16,923.52
9/23/16,923.86
9/26/16,926.48
9/27/16,928.97
9/28/16,941.25
9/29/16,945.85
9/30/16,952.66
10/3/16,958.28
10/4/16,957.19
10/5/16,954.98
10/6/16,954.79
10/7/16,955.63
10/10/16,955.93
10/11/16,950.29
10/12/16,948.37
10/13/16,952.31
10/14/16,951.95
10/17/16,944.75
10/18/16,943.61
10/19/16,942.03
10/20/16,936.79
10/21/16,935.24
10/24/16,931.72
10/25/16,933.65
10/26/16,936.53
10/27/16,937.74
10/28/16,935.49
10/31/16,938.29
11/1/16,930.48
11/2/16,930.41
11/3/16,928.17
11/4/16,928.04
11/7/16,922.83
11/8/16,921.42
11/9/16,924.93
11/10/16,928.24
11/11/16,933.58
11/15/16,926.53
11/16/16,927.12
11/17/16,938.91
11/18/16,939.57
11/21/16,938.18
11/22/16,925.88
11/23/16,924.55
11/24/16,913.69
11/25/16,905.57
11/28/16,906.46
11/29/16,907.59
11/30/16,904.9
12/1/16,930.85
12/2/16,927.97
12/5/16,928.98
12/6/16,925.77
12/7/16,926.06
12/8/16,923.73
12/9/16,922.04
12/14/16,921.03
12/15/16,927.8
12/16/16,919.44
12/19/16,917.06
12/20/16,904.83
12/21/16,897.88
12/22/16,891.98
12/23/16,904.69
12/27/16,898.05
12/28/16,897.07
12/29/16,903.33
12/30/16,909.99
1/2/17,914.75
1/3/17,901.1
1/4/17,897.32
1/5/17,891.32
1/6/17,892.81
1/9/17,896.24
1/10/17,896.93
1/11/17,893.5
1/13/17,906.41
1/16/17,905.9
1/17/17,909.29
1/18/17,904.75
1/19/17,897.72
1/20/17,896.2
1/23/17,891.72
1/24/17,886.9
1/25/17,886.46
1/26/17,902.97
1/27/17,887.41
1/30/17,892.23
1/31/17,886.62
2/1/17,883.22
2/2/17,885.25
2/3/17,876.73
2/6/17,879.74
2/7/17,883.8
2/8/17,870.37
2/9/17,878.01
2/13/17,883.31
2/14/17,900.84
2/15/17,893.54
2/16/17,896.06
2/17/17,897.31
2/20/17,895.85
2/21/17,891.76
2/22/17,888.46
2/23/17,880.18
2/27/17,920.95
2/28/17,920.69
3/1/17,918.65
3/2/17,910.96
3/3/17,917.31
3/6/17,917.21
3/7/17,908.01
3/8/17,902.77
3/9/17,904.66
3/10/17,894.59
3/13/17,890.87
3/14/17,892.09
3/15/17,889.46
3/16/17,888.39
3/17/17,886.08
3/20/17,890.47
3/21/17,891.69
3/22/17,881.64
3/23/17,885.82
3/24/17,886.65
3/27/17,898.41
3/28/17,887.49
3/29/17,916.13
3/30/17,916.39
3/31/17,915.03
4/3/17,916.82
4/4/17,915.75
4/5/17,910.09
4/6/17,910.53
4/7/17,926.92
4/11/17,944.55
4/12/17,951.29
4/17/17,945.93
4/18/17,945.34
4/19/17,952.19
4/20/17,960.39
4/21/17,959.96
4/24/17,951.1
4/25/17,949.39
4/26/17,948.4
4/27/17,962.06
4/28/17,967.74
5/2/17,972.12
5/3/17,964.5
5/4/17,967.95
5/5/17,974.2
5/8/17,982.98
5/9/17,977.06
5/12/17,970.06
5/15/17,971.62
5/16/17,962.61
5/17/17,959.76
5/18/17,965
5/19/17,959.45
5/22/17,960.25
5/23/17,956.28
5/24/17,958.44
5/25/17,955.2
5/26/17,961.81
5/29/17,962.74
5/30/17,960.12
5/31/17,949.71
6/1/17,956.26
6/2/17,953.04
6/5/17,955.24
6/6/17,945.61
6/7/17,944.42
6/9/17,943.68
6/12/17,951.63
6/13/17,947.18
6/14/17,948.88
6/15/17,946.05
6/16/17,943.5
6/19/17,948.89
6/20/17,951.91
6/21/17,953.55
6/22/17,955.95
6/23/17,955.92
6/27/17,953.94
6/28/17,966.3
6/29/17,962.19
6/30/17,965.8
7/3/17,966.97
7/4/17,956.73
7/5/17,947.19
7/6/17,953.23
7/7/17,954.83
7/10/17,957.06
7/11/17,944.76
7/12/17,940.68
7/13/17,952.12
7/14/17,958.18
7/17/17,948.23
7/18/17,943.22
7/19/17,935.83
7/20/17,935.69
7/21/17,935.62
7/24/17,934.95
7/25/17,929.66
7/26/17,927.43
7/27/17,931.08
7/28/17,932.74
7/31/17,928.2
8/1/17,922.89
8/2/17,919.19
8/3/17,916.51
8/4/17,914.72
8/8/17,915.39
8/9/17,906.6
8/10/17,903.39
8/11/17,906.36
8/14/17,906.43
8/15/17,898.87
8/16/17,892.96
8/17/17,893.3
8/18/17,913.9
8/21/17,900.52
8/22/17,889.88
8/23/17,893.95
8/24/17,899.26
8/25/17,895.41
8/28/17,903.02
8/29/17,893.94
8/30/17,898.67
8/31/17,904.88
9/4/17,904.26
9/6/17,891.54
9/7/17,895.86
9/8/17,893.23
9/11/17,892.69
9/12/17,946.57
9/13/17,945.8
9/14/17,900.49
9/15/17,891.57
9/18/17,900.37
9/19/17,902
9/20/17,903.27
9/21/17,904.8
9/22/17,898.48
9/25/17,895.95
9/26/17,893.11
9/27/17,897.17
9/28/17,900.45
9/29/17,903.16
10/2/17,898.89
10/3/17,894.36
10/4/17,897.52
10/6/17,905.96
10/9/17,906.64
10/10/17,896.54
10/11/17,898.19
10/12/17,905.09
10/13/17,905.68
10/16/17,904.92
10/17/17,901.84
10/19/17,902.92
10/20/17,903.16
10/23/17,906.52
10/24/17,913.57
10/25/17,912.5
10/26/17,909.2
10/27/17,916.9
10/30/17,912.21
10/31/17,915.79
11/1/17,915.35
11/2/17,913.32
11/6/17,904.09
11/7/17,907.22
11/8/17,909.85
11/9/17,905.04
11/10/17,906.01
11/13/17,899.66
11/14/17,902.84
11/15/17,891.71
11/16/17,895.09
11/17/17,897.56
11/20/17,893.34
11/21/17,887.13
11/22/17,888.6
11/23/17,886.73
11/24/17,878.55
11/27/17,888.1
11/28/17,901.54
11/29/17,896.62
11/30/17,892.04
12/4/17,890.61
12/5/17,886.91
12/6/17,882.56
12/7/17,879.95
12/8/17,867.75
12/11/17,863.3
12/12/17,868.99
12/13/17,859.71
12/14/17,854.79
12/15/17,855.49
12/18/17,856.4
12/19/17,858.87
12/20/17,842.05
12/21/17,846.69
12/22/17,844.63
12/26/17,882.76
12/27/17,883.41
12/28/17,885.14
12/29/17,895.8
1/2/18,893.77
1/3/18,876.85
1/4/18,878.54
1/5/18,875.71
1/8/18,879.98
1/9/18,882.65
1/10/18,878.19
1/11/18,875.53
1/12/18,875.65
1/16/18,875.16
1/17/18,863.08
1/18/18,860.96
1/19/18,862.56
1/22/18,862.5
1/23/18,861.82
1/24/18,870.26
1/25/18,874.05
1/26/18,869.54
1/29/18,871.07
1/30/18,864.04
2/1/18,870.67
2/2/18,870.92
2/6/18,865.98
2/7/18,868.82
2/8/18,872.95
2/9/18,872.95
2/12/18,865.18
2/14/18,868.34
2/15/18,875.63
2/16/18,868.37
2/19/18,864.88
2/20/18,864.95
2/21/18,865.33
2/22/18,866.26
