Traded Date,Value
10/13/23,1095.38
10/12/23,1098.9
10/11/23,1079.63
10/10/23,1095.58
10/9/23,1089.22
10/6/23,1104.96
10/5/23,1112.33
10/4/23,1120.2
10/3/23,1117.76
10/2/23,1127.65
9/27/23,1146.24
9/26/23,1137.56
9/25/23,1129.74
9/22/23,1141.74
9/21/23,1135.32
9/20/23,1138.51
9/19/23,1130.31
9/18/23,1130.77
9/15/23,1136.67
9/14/23,1147.86
9/13/23,1134.11
9/12/23,1127.89
9/11/23,1128.23
9/8/23,1127.73
9/7/23,1112.98
9/6/23,1108.53
9/5/23,1112.35
9/4/23,1114.08
9/1/23,1109.94
8/31/23,1110.87
8/29/23,1111.25
8/28/23,1093.08
8/25/23,1097.76
8/24/23,1091
8/23/23,1094.99
8/22/23,1088.08
8/21/23,1088.34
8/18/23,1101.03
8/17/23,1100.72
8/16/23,1108.69
8/15/23,1108.03
8/14/23,1116.3
8/11/23,1131.53
8/10/23,1113.18
8/9/23,1119.5
8/8/23,1114.83
8/7/23,1120.12
8/4/23,1118.03
8/3/23,1115.07
8/2/23,1105.91
7/31/23,1101.8
7/28/23,1102.63
7/27/23,1104.64
7/26/23,1088.11
7/25/23,1089.16
7/24/23,1086.24
7/21/23,1094.47
7/20/23,1085
7/19/23,1073.45
7/18/23,1079.62
7/17/23,1083.36
7/14/23,1077.02
7/13/23,1074.85
7/12/23,1075.35
7/11/23,1058.38
7/10/23,1064.55
7/7/23,1059.22
7/6/23,1038.14
7/5/23,1035.16
7/4/23,1025.91
6/28/23,983.79
6/27/23,975.01
6/26/23,984.6
6/23/23,980.64
6/22/23,981.29
6/21/23,985.22
6/20/23,978.45
6/19/23,974.3
6/16/23,984.58
6/15/23,984.67
6/14/23,979.02
6/13/23,978.54
6/12/23,980.2
6/9/23,957.1
6/8/23,949.74
6/7/23,944.16
6/6/23,949.38
6/5/23,953.17
6/2/23,943.23
6/1/23,937.75
5/31/23,930.63
5/30/23,925.89
5/29/23,937.16
5/26/23,940.1
5/25/23,939.98
5/24/23,947.59
5/23/23,943.41
5/22/23,945.28
5/19/23,950.96
5/18/23,963.99
5/17/23,963.76
5/16/23,937.23
5/15/23,944.06
5/12/23,936.66
5/11/23,933.58
5/10/23,939.07
5/9/23,943.73
5/8/23,949.47
5/4/23,938.47
5/3/23,939.15
5/2/23,926.24
4/28/23,949.66
4/27/23,945.13
4/26/23,955.09
4/25/23,956.1
4/24/23,963.7
4/21/23,971.79
4/20/23,967.07
4/19/23,964.76
4/18/23,969.55
4/17/23,980.11
4/12/23,974.22
4/11/23,971.42
4/10/23,968.21
4/6/23,960.46
4/4/23,952.3
4/3/23,960.97
3/31/23,969.9
3/30/23,975.16
3/29/23,980.55
3/28/23,975.97
3/27/23,984.52
3/24/23,984.25
3/23/23,985.13
