Traded Date,Value
10/13/23,441.21
10/12/23,444.01
10/11/23,441.61
10/10/23,445.97
10/9/23,447.97
10/6/23,456.61
10/5/23,461.78
10/4/23,461.58
10/3/23,459.14
10/2/23,465.9
9/27/23,473.74
9/26/23,468.53
9/25/23,467.1
9/22/23,472.87
9/21/23,470.81
9/20/23,470.91
9/19/23,469.73
9/18/23,474.67
9/15/23,480.48
9/14/23,482.47
9/13/23,486.26
9/12/23,491.23
9/11/23,481.21
9/8/23,473.02
9/7/23,463.51
9/6/23,459.89
9/5/23,459.29
9/4/23,457.8
9/1/23,456.99
8/31/23,461.42
8/29/23,459.09
8/28/23,462.13
8/25/23,461.37
8/24/23,466.5
8/23/23,456.76
8/22/23,443.3
8/21/23,443.06
8/18/23,441.73
8/17/23,441.5
8/16/23,436.28
8/15/23,431.48
8/14/23,434.79
8/11/23,437.25
8/10/23,441.07
8/9/23,439.89
8/8/23,441.3
8/7/23,435.55
8/4/23,435.93
8/3/23,437.25
8/2/23,435.58
7/31/23,422.14
7/28/23,422.22
7/27/23,423.75
7/26/23,416.88
7/25/23,423.37
7/24/23,420.71
7/21/23,411.7
7/20/23,404.78
7/19/23,404.9
7/18/23,403.13
7/17/23,399.99
7/14/23,401.18
7/13/23,397.87
7/12/23,401.19
7/11/23,398.1
7/10/23,388.07
7/7/23,379.09
7/6/23,370.33
7/5/23,361.38
7/4/23,358.05
6/28/23,350.37
6/27/23,348.42
6/26/23,350.32
6/23/23,349.59
6/22/23,353.21
6/21/23,355.21
6/20/23,353.64
6/19/23,351.12
6/16/23,355.46
6/15/23,360.94
6/14/23,360.36
6/13/23,364.16
6/12/23,361.17
6/9/23,350.58
6/8/23,350.52
6/7/23,350.33
6/6/23,350.38
6/5/23,352.17
6/2/23,350.92
6/1/23,353.22
5/31/23,347.21
5/30/23,345.91
5/29/23,349.48
5/26/23,355.02
5/25/23,353.7
5/24/23,355.18
5/23/23,350.8
5/22/23,350.09
5/19/23,350.28
5/18/23,354.37
5/17/23,360.1
5/16/23,358.39
5/15/23,358.86
5/12/23,364.95
5/11/23,367.41
5/10/23,368.32
5/9/23,373.02
5/8/23,373.1
5/4/23,371.22
5/3/23,370.53
5/2/23,366.49
4/28/23,375.17
4/27/23,376.25
4/26/23,380.53
4/25/23,378.3
