Traded Date,Value
10/13/23,873.61
10/12/23,865.79
10/11/23,861.8
10/10/23,864.26
10/9/23,861.46
10/6/23,866.79
10/5/23,877.54
10/4/23,865.56
10/3/23,863.49
10/2/23,870.64
9/27/23,865.36
9/26/23,862.96
9/25/23,864.11
9/22/23,873.1
9/21/23,880.48
9/20/23,886.75
9/19/23,878.22
9/18/23,882.69
9/15/23,885.7
9/14/23,879.74
9/13/23,878.22
9/12/23,878.31
9/11/23,884.85
9/8/23,884.3
9/7/23,883.21
9/6/23,879.31
9/5/23,880.6
9/4/23,881.21
9/1/23,887.79
8/31/23,883.88
8/29/23,891.27
8/28/23,889.48
8/25/23,889.95
8/24/23,891.01
8/23/23,900.16
8/22/23,885.58
8/21/23,888.09
8/18/23,887.81
8/17/23,859.82
8/16/23,867.8
8/15/23,866.48
8/14/23,869.51
8/11/23,873.21
8/10/23,874.38
8/9/23,879.4
8/8/23,859.03
8/7/23,863.49
8/4/23,856.37
8/3/23,854.41
8/2/23,856.47
7/31/23,853.89
7/28/23,848.44
7/27/23,853.96
7/26/23,849.95
7/25/23,849.99
7/24/23,850.11
7/21/23,850.92
7/20/23,844.7
7/19/23,853.17
7/18/23,850.42
7/17/23,864.42
7/14/23,856.9
7/13/23,861.32
7/12/23,865.7
7/11/23,848.25
7/10/23,843.26
7/7/23,840.46
7/6/23,823.09
7/5/23,819.22
7/4/23,810.82
6/28/23,803.56
6/27/23,802.76
6/26/23,816.67
6/23/23,802.75
6/22/23,809.83
6/21/23,789.24
6/20/23,795.1
6/19/23,789.26
6/16/23,795.49
6/15/23,784.1
6/14/23,795.55
6/13/23,788.03
6/12/23,784.92
6/9/23,782.94
6/8/23,790.24
6/7/23,788.31
6/6/23,785.41
6/5/23,791.47
6/2/23,785.37
6/1/23,789.47
5/31/23,782.55
5/30/23,778.57
5/29/23,780.4
5/26/23,787.74
5/25/23,783.36
5/24/23,792.99
5/23/23,779.96
5/22/23,783.96
5/19/23,794.18
5/18/23,792.2
5/17/23,792.65
5/16/23,792.16
5/15/23,797.07
5/12/23,799.06
5/11/23,798.82
5/10/23,800.86
5/9/23,806.3
5/8/23,803.39
5/4/23,810.96
5/3/23,798.79
5/2/23,798.32
4/28/23,810.33
4/27/23,812.04
4/26/23,822.75
4/25/23,810.17
4/24/23,827.38
4/21/23,811.56
4/20/23,822.27
4/19/23,819.08
4/18/23,827.26
4/17/23,835.22
4/12/23,850.21
4/11/23,820.01
4/10/23,813.93
4/6/23,824.47
4/4/23,814.14
4/3/23,821.09
3/31/23,820.25
3/30/23,809.88
3/29/23,818.13
3/28/23,819.43
3/27/23,819.85
3/24/23,825.02
3/23/23,823.01
3/22/23,825.93
3/21/23,833.02
3/20/23,839.34
3/17/23,828.93
3/16/23,830.55
3/15/23,828.71
3/14/23,827.21
3/13/23,831.3
3/10/23,827.29
3/9/23,815.74
3/8/23,831.67
3/7/23,827.48
3/3/23,831.07
3/2/23,846.51
3/1/23,838.61
2/28/23,839.91
2/27/23,835.19
2/24/23,840.46
2/23/23,835.05
2/22/23,814.58
2/21/23,794.76
2/20/23,785.98
2/17/23,788.07
2/16/23,786.84
2/15/23,760.77
2/14/23,757.88
2/13/23,765.08
2/10/23,769.47
2/9/23,764.22
2/8/23,764.63
2/7/23,759.08
2/6/23,771.76
2/3/23,771.1
2/2/23,777.22
2/1/23,764.86
1/31/23,785.31
1/30/23,783.68
1/27/23,780.71
1/26/23,777.45
1/25/23,787.46
1/24/23,799.81
1/23/23,783.76
1/20/23,783.3
1/19/23,780.33
1/18/23,794.85
1/17/23,785.69
1/13/23,789.48
1/12/23,796.26
1/11/23,831.08
1/10/23,780.36
1/9/23,761.76
1/5/23,757.1
1/4/23,758.61
1/3/23,762.62
1/2/23,762.68
12/30/22,760.8
12/29/22,757.61
12/28/22,751.31
12/27/22,756.52
12/23/22,756.56
12/22/22,758.34
12/21/22,763.1
12/20/22,754.73
12/19/22,754.42
12/16/22,766.76
12/15/22,771.75
12/14/22,767.17
12/13/22,776.76
12/12/22,770.77
12/9/22,771.64
12/8/22,776.78
12/6/22,778.75
12/5/22,775.34
12/2/22,766.6
12/1/22,778.27
11/30/22,782.11
11/29/22,777.24
11/28/22,766.29
11/25/22,768.64
11/24/22,756.21
11/23/22,774.68
11/22/22,770.77
11/21/22,759.43
11/18/22,757.81
11/17/22,771.58
11/16/22,781.94
11/15/22,787.24
11/14/22,796.38
11/11/22,799.13
11/10/22,782.51
11/9/22,791.91
11/8/22,784.34
11/4/22,799.26
11/3/22,809.81
11/2/22,807.87
11/1/22,811.27
10/31/22,817.09
10/28/22,830.41
10/27/22,822.49
10/26/22,826.15
10/25/22,816.22
10/21/22,823.88
10/20/22,820.15
10/19/22,834.13
10/18/22,824.72
10/17/22,850.38
10/14/22,847.79
10/13/22,858.77
10/12/22,855.17
10/11/22,843.27
10/7/22,864.55
10/6/22,863.31
10/5/22,858.24
10/4/22,846.31
10/3/22,865.69
9/30/22,882.2
9/29/22,900.34
9/28/22,902.61
9/27/22,891.49
9/26/22,860.18
9/23/22,882.63
9/22/22,896.31
9/21/22,889.08
9/20/22,911.25
9/19/22,903.27
9/16/22,897.97
9/15/22,891.53
9/14/22,880.45
9/13/22,878.84
9/12/22,873.21
9/9/22,878.6
9/8/22,863.45
9/7/22,859.11
9/6/22,861.34
9/5/22,861.28
9/2/22,853.01
9/1/22,857.1
8/31/22,852.29
8/30/22,838.73
8/29/22,848.71
8/26/22,838.18
8/25/22,838.03
8/24/22,846.89
8/23/22,844.06
8/22/22,856.95
8/19/22,864.81
8/18/22,870.81
8/17/22,847.73
8/16/22,866.41
8/15/22,889.35
8/12/22,885.43
8/10/22,867.31
8/9/22,850.3
8/8/22,849.79
8/5/22,857.56
8/4/22,858.83
8/3/22,843.93
8/2/22,847.52
8/1/22,818.47
7/29/22,819.93
7/28/22,800.98
7/27/22,807.9
7/26/22,806.43
7/25/22,811.4
7/22/22,815.78
7/21/22,812.15
7/20/22,813.38
7/19/22,813.94
7/18/22,809.01
7/15/22,803.15
7/14/22,766.32
7/12/22,766.22
7/11/22,765.49
7/8/22,752.79
7/7/22,746.37
7/6/22,748.48
7/5/22,750.37
7/4/22,768.32
7/1/22,760.81
6/30/22,755.77
6/29/22,757.14
6/28/22,750.07
6/27/22,760.36
6/24/22,761.89
6/23/22,767.7
6/22/22,760.58
6/21/22,763.46
6/20/22,754.67
6/17/22,771.75
6/16/22,782.37
6/15/22,779.84
6/13/22,791.83
6/10/22,788.11
6/9/22,785.05
6/8/22,776.94
6/7/22,769.28
6/6/22,761.51
6/3/22,783.5
6/2/22,783.97
6/1/22,782.45
5/31/22,793.52
5/30/22,822.22
5/27/22,831.93
5/26/22,844.65
5/25/22,842.09
5/24/22,845.72
5/23/22,865.81
5/20/22,836.57
5/19/22,862.83
5/18/22,870.54
5/17/22,882.03
5/13/22,858.11
5/12/22,840
5/9/22,797.97
5/6/22,815.35
5/5/22,817.53
5/4/22,816.16
4/29/22,807.88
4/28/22,837.94
4/27/22,795.15
4/26/22,777.79
4/25/22,795.85
4/8/22,844.38
4/7/22,861.72
4/6/22,870.2
4/5/22,882.41
4/4/22,866.28
4/1/22,862.96
3/31/22,870.17
3/30/22,874.59
3/29/22,902.33
3/28/22,923.28
3/25/22,934.27
3/24/22,935.28
