Company Name,Symbol,Last Traded Price (Rs),Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
WASKADUWA BEACH RESORT PLC,CITW.N0000,2.9,23,162833,472294.5,-0.1,-3.33
WATAWALA PLANTATIONS PLC,WATA.N0000,73.6,160,197967,14601573.9,-0.4,-0.54
WINDFORCE PLC,WIND.N0000,18.2,66,120983,2214108.8,0,0
