Company Name,Symbol,Last Traded Price (Rs),Trade Volume,Share Volume,Turnover(Rs),Change(Rs),Change (%) (%)
VALLIBEL FINANCE PLC,VFIN.N0000,40.6,874,4787766,192160313.5,3.9,10.63
VALLIBEL ONE PLC,VONE.N0000,44.6,326,464422,20903824.6,-1.4,-3.04
VALLIBEL POWER ERATHNA PLC,VPEL.N0000,6.9,35,188854,1309118,-0.1,-1.43
VIDULLANKA PLC,VLL.X0000,4.5,4,500,2250,-0.1,-2.17
VIDULLANKA PLC,VLL.N0000,6.1,19,51701,320670.4,-0.2,-3.17
